"","V1","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"72",72,72,5115,6976,12091,0.2046,0.0930133333333333,0.12091,7397,10173,2097,2816,4913,0.08388,0.0375466666666667,0.04913,3860,11340,15200,0.1544,0.1512,0.152,801,1051,328,423,4555,16789,3600,4916,8516,0.144,0.0655466666666667,0.08516,13045,48031,15866,51919,67785,0.63464,0.692253333333333,0.67785,1823,2463,4286,0.07292,0.03284,0.04286,9455,30376,39831,0.3782,0.405013333333333,0.39831,11278,32839,268,402,0.0237630785600284,0.0122415420688815,38,56,0.00336939173612343,0.00170528944243126,306,458,0.0271324702961518,0.0139468315113128,0.544814814814815,0.582697963280409,0.629121354495592,0.549643444871092,0.579458661896514,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",71,TRUE,"equal",0.00035655512890842,-0.029458661896514,-0.00482863005627687,0.00323930138389494,0.00493664833851304,-0.0662215402176949,0.00129940701710096,0.0218381258512061,0.08516,0.18748,0.31945,71,83,0.55,0.1,0.1,1,563078272,6.0048
"423",423,423,5115,6976,12091,0.2046,0.0930133333333333,0.12091,7397,10173,2097,2816,4913,0.08388,0.0375466666666667,0.04913,3860,11340,15200,0.1544,0.1512,0.152,801,1051,328,423,4555,16789,3600,4916,8516,0.144,0.0655466666666667,0.08516,13045,48031,15866,51919,67785,0.63464,0.692253333333333,0.67785,984,2463,3447,0.03936,0.03284,0.03447,5999,30376,36375,0.23996,0.405013333333333,0.36375,6983,32839,133,402,0.0190462551911786,0.0122415420688815,29,56,0.00415294286123443,0.00170528944243126,162,458,0.023199198052413,0.0139468315113128,0.544814814814815,0.582697963280409,0.629121354495592,0.165650406504065,0.505669290421835,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",71,TRUE,"modUnequal",0.384349593495935,0.0443307095781651,0.37916440831075,0.0770286728585741,0.384649122807017,0.0258647635808908,0.381011881485605,0.113924429649792,0.08516,0.18748,0.31945,71,83,0.55,0.1,0.1,1,563078272,6.0048
"774",774,774,5115,6976,12091,0.2046,0.0930133333333333,0.12091,7397,10173,2097,2816,4913,0.08388,0.0375466666666667,0.04913,3860,11340,15200,0.1544,0.1512,0.152,801,1051,328,423,4555,16789,3600,4916,8516,0.144,0.0655466666666667,0.08516,13045,48031,15866,51919,67785,0.63464,0.692253333333333,0.67785,733,2463,3196,0.02932,0.03284,0.03196,4813,30376,35189,0.19252,0.405013333333333,0.35189,5546,32839,99,402,0.0178507032095204,0.0122415420688815,39,56,0.00703209520375045,0.00170528944243126,138,458,0.0248827984132708,0.0139468315113128,0.544814814814815,0.582697963280409,0.629121354495592,-0.120054570259209,0.467590599816542,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",71,TRUE,"highUnequal",0.670054570259209,0.0824094001834579,0.664869385074024,0.115107363463867,0.674040165386887,0.0888731707601652,0.670402924065475,0.176932836829066,0.08516,0.18748,0.31945,71,83,0.55,0.1,0.1,1,563078272,6.0048
"1123",70,70,4670,6277,10947,0.1868,0.0836933333333333,0.10947,6737,9115,1844,2533,4377,0.07376,0.0337733333333333,0.04377,3768,11432,15200,0.15072,0.152426666666667,0.152,706,945,272,382,4897,17623,3208,4394,7602,0.12832,0.0585866666666667,0.07602,13364,48254,15949,51643,67592,0.63796,0.688573333333333,0.67592,1615,2190,3805,0.0646,0.0292,0.03805,9436,30032,39468,0.37744,0.400426666666667,0.39468,11051,32222,271,325,0.0245226676318885,0.010086276457079,41,64,0.00371007148674328,0.00198622059462479,312,389,0.0282327391186318,0.0120724970517038,0.543433083956775,0.576992869664423,0.620659825133564,0.547987616099071,0.573935583262271,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",69,TRUE,"equal",0.00201238390092873,-0.0239355832622705,-0.00455453214229662,0.00305728640215253,-0.00163023478324864,-0.0798202942370656,-0.00826555348753288,0.0109059123503701,0.07602,0.19656,0.3185,69,84,0.55,0.1,0.1,10,440091802,6.0051
"1474",421,421,4670,6277,10947,0.1868,0.0836933333333333,0.10947,6737,9115,1844,2533,4377,0.07376,0.0337733333333333,0.04377,3768,11432,15200,0.15072,0.152426666666667,0.152,706,945,272,382,4897,17623,3208,4394,7602,0.12832,0.0585866666666667,0.07602,13364,48254,15949,51643,67592,0.63796,0.688573333333333,0.67592,889,2190,3079,0.03556,0.0292,0.03079,6047,30032,36079,0.24188,0.400426666666667,0.36079,6936,32222,143,325,0.0206170703575548,0.010086276457079,37,64,0.00533448673587082,0.00198622059462479,180,389,0.0259515570934256,0.0120724970517038,0.543433083956775,0.576992869664423,0.620659825133564,0.178852643419573,0.503981280110364,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",69,TRUE,"modUnequal",0.371147356580427,0.0460187198896356,0.364580440537202,0.0730115895540586,0.371467098166127,0.0276532708838263,0.364831779461843,0.118379477471262,0.07602,0.19656,0.3185,69,84,0.55,0.1,0.1,10,440091802,6.0051
"1825",772,772,4670,6277,10947,0.1868,0.0836933333333333,0.10947,6737,9115,1844,2533,4377,0.07376,0.0337733333333333,0.04377,3768,11432,15200,0.15072,0.152426666666667,0.152,706,945,272,382,4897,17623,3208,4394,7602,0.12832,0.0585866666666667,0.07602,13364,48254,15949,51643,67592,0.63796,0.688573333333333,0.67592,659,2190,2849,0.02636,0.0292,0.02849,4873,30032,34905,0.19492,0.400426666666667,0.34905,5532,32222,102,325,0.0184381778741865,0.010086276457079,37,64,0.0066883586406363,0.00198622059462479,139,389,0.0251265365148228,0.0120724970517038,0.543433083956775,0.576992869664423,0.620659825133564,-0.107738998482549,0.460773960481607,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",69,TRUE,"highUnequal",0.657738998482549,0.0892260395183934,0.651172082439324,0.116218909182816,0.682552519055587,0.10302286868434,0.675917200351302,0.193749075271776,0.07602,0.19656,0.3185,69,84,0.55,0.1,0.1,10,440091802,6.0051
"2174",68,68,5733,7879,13612,0.22932,0.105053333333333,0.13612,8610,11825,2352,3221,5573,0.09408,0.0429466666666667,0.05573,3792,11408,15200,0.15168,0.152106666666667,0.152,843,1237,354,521,4484,17693,4188,5812,10000,0.16752,0.0774933333333333,0.1,11903,45475,15055,49809,64864,0.6022,0.66412,0.64864,2100,2937,5037,0.084,0.03916,0.05037,8997,29023,38020,0.35988,0.386973333333333,0.3802,11097,31960,308,461,0.0277552491664414,0.014424280350438,55,66,0.00495629449400739,0.00206508135168961,363,527,0.0327115436604488,0.0164893617021277,0.53740846864056,0.58053872766269,0.636752479531298,0.533809523809524,0.566449121632597,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",67,TRUE,"equal",0.0161904761904762,-0.0164491216325968,0.00359894483103651,0.0140896060300928,0.0114087529700315,-0.061070820197157,0.0045257936007167,0.026507254227184,0.1,0.19546,0.3191,67,78,0.55,0.1,0.1,100,872506474,6.00462
"2525",419,419,5733,7879,13612,0.22932,0.105053333333333,0.13612,8610,11825,2352,3221,5573,0.09408,0.0429466666666667,0.05573,3792,11408,15200,0.15168,0.152106666666667,0.152,843,1237,354,521,4484,17693,4188,5812,10000,0.16752,0.0774933333333333,0.1,11903,45475,15055,49809,64864,0.6022,0.66412,0.64864,1202,2937,4139,0.04808,0.03916,0.04139,5628,29023,34651,0.22512,0.386973333333333,0.34651,6830,31960,178,461,0.0260614934114202,0.014424280350438,49,66,0.00717423133235725,0.00206508135168961,227,527,0.0332357247437775,0.0164893617021277,0.53740846864056,0.58053872766269,0.636752479531298,0.185524126455907,0.526182315786843,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",67,TRUE,"modUnequal",0.364475873544093,0.0238176842131574,0.351884342184654,0.0543564118758471,0.380230313060268,0.01897503443436,0.373347353690953,0.106553108858701,0.1,0.19546,0.3191,67,78,0.55,0.1,0.1,100,872506474,6.00462
"2876",770,770,5733,7879,13612,0.22932,0.105053333333333,0.13612,8610,11825,2352,3221,5573,0.09408,0.0429466666666667,0.05573,3792,11408,15200,0.15168,0.152106666666667,0.152,843,1237,354,521,4484,17693,4188,5812,10000,0.16752,0.0774933333333333,0.1,11903,45475,15055,49809,64864,0.6022,0.66412,0.64864,880,2937,3817,0.0352,0.03916,0.03817,4577,29023,33600,0.18308,0.386973333333333,0.336,5457,31960,112,461,0.0205240974894631,0.014424280350438,39,66,0.00714678394722375,0.00206508135168961,151,527,0.0276708814366868,0.0164893617021277,0.53740846864056,0.58053872766269,0.636752479531298,-0.1125,0.473667866864211,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",67,TRUE,"highUnequal",0.6625,0.0763321331357889,0.64990846864056,0.106870860798479,0.624232690935046,0.0585101625113684,0.617349731565732,0.146088236935709,0.1,0.19546,0.3191,67,78,0.55,0.1,0.1,100,872506474,6.00462
"3228",69,69,5560,7650,13210,0.2224,0.102,0.1321,8330,11385,2307,3140,5447,0.09228,0.0418666666666667,0.05447,3685,11515,15200,0.1474,0.153533333333333,0.152,860,1175,371,481,4565,17132,4097,5612,9709,0.16388,0.0748266666666667,0.09709,12100,46478,15194,50628,65822,0.60776,0.67504,0.65822,2048,2797,4845,0.08192,0.0372933333333333,0.04845,9055,29468,38523,0.3622,0.392906666666667,0.38523,11103,32265,307,415,0.0276501846347834,0.0128622346195568,57,77,0.00513374763577411,0.00238648690531536,364,492,0.0327839322705575,0.0152487215248722,0.543405744040355,0.588913656965463,0.643393186209925,0.544759114583333,0.580337360786489,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",68,TRUE,"equal",0.00524088541666667,-0.0303373607864887,-0.00135337054297857,0.00857629617897404,0.00598300684446551,-0.0691128102991356,0.00071157354423379,0.0199149226684989,0.09709,0.19059,0.31816,68,79,0.55,0.1,0.1,11,503424414,6.00482
