"","V1","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"3579",420,420,5560,7650,13210,0.2224,0.102,0.1321,8330,11385,2307,3140,5447,0.09228,0.0418666666666667,0.05447,3685,11515,15200,0.1474,0.153533333333333,0.152,860,1175,371,481,4565,17132,4097,5612,9709,0.16388,0.0748266666666667,0.09709,12100,46478,15194,50628,65822,0.60776,0.67504,0.65822,1148,2797,3945,0.04592,0.0372933333333333,0.03945,5753,29468,35221,0.23012,0.392906666666667,0.35221,6901,32265,158,415,0.0228952325749891,0.0128622346195568,29,77,0.0042022895232575,0.00238648690531536,187,492,0.0270975220982466,0.0152487215248722,0.543405744040355,0.588913656965463,0.643393186209925,0.187862950058072,0.524342563290765,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",68,TRUE,"modUnequal",0.362137049941928,0.025657436709235,0.355542793982283,0.0645710936746978,0.351659751037344,-0.00124639659133885,0.346388317737113,0.0877813363762957,0.09709,0.19059,0.31816,68,79,0.55,0.1,0.1,11,503424414,6.00482
"3930",771,771,5560,7650,13210,0.2224,0.102,0.1321,8330,11385,2307,3140,5447,0.09228,0.0418666666666667,0.05447,3685,11515,15200,0.1474,0.153533333333333,0.152,860,1175,371,481,4565,17132,4097,5612,9709,0.16388,0.0748266666666667,0.09709,12100,46478,15194,50628,65822,0.60776,0.67504,0.65822,903,2797,3700,0.03612,0.0372933333333333,0.037,4609,29468,34077,0.18436,0.392906666666667,0.34077,5512,32265,120,415,0.0217706821480406,0.0128622346195568,28,77,0.00507982583454282,0.00238648690531536,148,492,0.0268505079825835,0.0152487215248722,0.543405744040355,0.588913656965463,0.643393186209925,-0.0324843115540789,0.515536833994223,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",68,TRUE,"highUnequal",0.582484311554079,0.0344631660057775,0.575890055594434,0.0733768229712403,0.604585152838428,0.0460581256768819,0.599313719538196,0.135085858644516,0.09709,0.19059,0.31816,68,79,0.55,0.1,0.1,11,503424414,6.00482
"4285",73,73,5743,7748,13491,0.22972,0.103306666666667,0.13491,8506,11623,2398,3269,5667,0.09592,0.0435866666666667,0.05667,3813,11387,15200,0.15252,0.151826666666667,0.152,884,1171,340,466,4237,16001,4222,5773,9995,0.16888,0.0769733333333333,0.09995,12252,47371,15420,51719,67139,0.6168,0.689586666666667,0.67139,2147,2850,4997,0.08588,0.038,0.04997,9213,30521,39734,0.36852,0.406946666666667,0.39734,11360,33371,319,416,0.028080985915493,0.012465913517725,45,81,0.0039612676056338,0.00242725719936472,364,497,0.0320422535211268,0.0148931707170897,0.544212853308069,0.592321711441274,0.646346660112545,0.557522123893805,0.599303888545621,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",72,TRUE,"equal",-0.00752212389380524,-0.0493038885456205,-0.0133092705857365,-0.00698217710434623,-0.00353404086347553,-0.0880273255504957,-0.00956556395960539,0.0103195299444943,0.09995,0.20233,0.3197,72,84,0.55,0.1,0.1,12,247321087,6.0054
"4636",424,424,5743,7748,13491,0.22972,0.103306666666667,0.13491,8506,11623,2398,3269,5667,0.09592,0.0435866666666667,0.05667,3813,11387,15200,0.15252,0.151826666666667,0.152,884,1171,340,466,4237,16001,4222,5773,9995,0.16888,0.0769733333333333,0.09995,12252,47371,15420,51719,67139,0.6168,0.689586666666667,0.67139,1187,2850,4037,0.04748,0.038,0.04037,5998,30521,36519,0.23992,0.406946666666667,0.36519,7185,33371,169,416,0.0235212247738344,0.012465913517725,39,81,0.00542797494780793,0.00242725719936472,208,497,0.0289491997216423,0.0148931707170897,0.544212853308069,0.592321711441274,0.646346660112545,0.19966301600674,0.528152298745954,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",72,TRUE,"modUnequal",0.35033698399326,0.0218477012540457,0.344549837301329,0.0641694126953199,0.365078423619349,0.00914452086541873,0.359046900523219,0.107491376360409,0.09995,0.20233,0.3197,72,84,0.55,0.1,0.1,12,247321087,6.0054
"4987",775,775,5743,7748,13491,0.22972,0.103306666666667,0.13491,8506,11623,2398,3269,5667,0.09592,0.0435866666666667,0.05667,3813,11387,15200,0.15252,0.151826666666667,0.152,884,1171,340,466,4237,16001,4222,5773,9995,0.16888,0.0769733333333333,0.09995,12252,47371,15420,51719,67139,0.6168,0.689586666666667,0.67139,905,2850,3755,0.0362,0.038,0.03755,4753,30521,35274,0.19012,0.406946666666667,0.35274,5658,33371,123,416,0.0217391304347826,0.012465913517725,36,81,0.0063626723223754,0.00242725719936472,159,497,0.028101802757158,0.0148931707170897,0.544212853308069,0.592321711441274,0.646346660112545,-0.0497237569060773,0.509583203377224,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",72,TRUE,"highUnequal",0.599723756906077,0.0404167966227764,0.593936610214146,0.0827385080640507,0.611995534947622,0.0438212698570826,0.605964011851492,0.142168125352073,0.09995,0.20233,0.3197,72,84,0.55,0.1,0.1,12,247321087,6.0054
"5339",74,74,6044,8238,14282,0.24176,0.10984,0.14282,9096,12589,2511,3391,5902,0.10044,0.0452133333333333,0.05902,3907,11293,15200,0.15628,0.150573333333333,0.152,935,1195,389,509,3942,15722,4502,6150,10652,0.18008,0.082,0.10652,11958,46683,15406,51597,67003,0.61624,0.68796,0.67003,2286,3086,5372,0.09144,0.0411466666666667,0.05372,9298,30485,39783,0.37192,0.406466666666667,0.39783,11584,33571,334,447,0.0288328729281768,0.0133150635965566,50,82,0.00431629834254144,0.00244258437341753,384,529,0.0331491712707182,0.0157576479699741,0.54464682363394,0.592117504791237,0.65007947542026,0.550014581510645,0.588260020884301,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",73,TRUE,"equal",-1.45815106444847e-05,-0.038260020884301,-0.00536775787670418,0.00385748390693597,0.0137311703360371,-0.0620601890520878,0.0061972585677369,0.0255400395935417,0.10652,0.19415,0.31838,73,83,0.55,0.1,0.1,13,39405985,6.00552
"5690",425,425,6044,8238,14282,0.24176,0.10984,0.14282,9096,12589,2511,3391,5902,0.10044,0.0452133333333333,0.05902,3907,11293,15200,0.15628,0.150573333333333,0.152,935,1195,389,509,3942,15722,4502,6150,10652,0.18008,0.082,0.10652,11958,46683,15406,51597,67003,0.61624,0.68796,0.67003,1256,3086,4342,0.05024,0.0411466666666667,0.04342,5985,30485,36470,0.2394,0.406466666666667,0.3647,7241,33571,181,447,0.0249965474381991,0.0133150635965566,39,82,0.00538599640933573,0.00244258437341753,220,529,0.0303825438475349,0.0157576479699741,0.54464682363394,0.592117504791237,0.65007947542026,0.180997876857749,0.51762561518717,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",73,TRUE,"modUnequal",0.369002123142251,0.0323743848128296,0.363648946776191,0.0744918896040666,0.381325301204819,0.0215402054045053,0.373791389436519,0.109140434050135,0.10652,0.19415,0.31838,73,83,0.55,0.1,0.1,13,39405985,6.00552
"6041",776,776,6044,8238,14282,0.24176,0.10984,0.14282,9096,12589,2511,3391,5902,0.10044,0.0452133333333333,0.05902,3907,11293,15200,0.15628,0.150573333333333,0.152,935,1195,389,509,3942,15722,4502,6150,10652,0.18008,0.082,0.10652,11958,46683,15406,51597,67003,0.61624,0.68796,0.67003,960,3086,4046,0.0384,0.0411466666666667,0.04046,4944,30485,35429,0.19776,0.406466666666667,0.35429,5904,33571,134,447,0.0226964769647696,0.0133150635965566,35,82,0.00592818428184282,0.00244258437341753,169,529,0.0286246612466125,0.0157576479699741,0.54464682363394,0.592117504791237,0.65007947542026,-0.0715277777777779,0.47866491717238,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",73,TRUE,"highUnequal",0.621527777777778,0.0713350828276202,0.616174601411718,0.113452587618857,0.638683351468988,0.0763788773237091,0.631149439700688,0.163979105969339,0.10652,0.19415,0.31838,73,83,0.55,0.1,0.1,13,39405985,6.00552
"6389",71,71,5804,7543,13347,0.23216,0.100573333333333,0.13347,8648,11278,2416,3157,5573,0.09664,0.0420933333333333,0.05573,3789,11411,15200,0.15156,0.152146666666667,0.152,883,1136,365,462,4352,16857,4260,5614,9874,0.1704,0.0748533333333333,0.09874,11996,46859,15234,51066,66300,0.60936,0.68088,0.663,2126,2918,5044,0.08504,0.0389066666666667,0.05044,9107,29887,38994,0.36428,0.398493333333333,0.38994,11233,32805,301,409,0.0267960473604558,0.0124676116445664,47,65,0.00418410041841004,0.00198140527358634,348,474,0.0309801477788658,0.0144490169181527,0.560719874804382,0.606862094511218,0.662630163991124,0.542489808717466,0.58177013631244,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",70,TRUE,"equal",0.00751019128253372,-0.0317701363124401,0.0182300660869155,0.0250919581987779,-0.000688828990715651,-0.0807430907280631,0.000307558849699907,0.0153337785293362,0.09874,0.19276,0.31976,70,81,0.55,0.1,0.1,14,770962805,6.00526
"6740",422,422,5804,7543,13347,0.23216,0.100573333333333,0.13347,8648,11278,2416,3157,5573,0.09664,0.0420933333333333,0.05573,3789,11411,15200,0.15156,0.152146666666667,0.152,883,1136,365,462,4352,16857,4260,5614,9874,0.1704,0.0748533333333333,0.09874,11996,46859,15234,51066,66300,0.60936,0.68088,0.663,1204,2918,4122,0.04816,0.0389066666666667,0.04122,5858,29887,35745,0.23432,0.398493333333333,0.35745,7062,32805,159,409,0.0225148683092608,0.0124676116445664,44,65,0.00623052959501558,0.00198140527358634,203,474,0.0287453979042764,0.0144490169181527,0.560719874804382,0.606862094511218,0.662630163991124,0.192137320044297,0.524964742612456,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",70,TRUE,"modUnequal",0.357862679955703,0.0250352573875441,0.368582554760085,0.081897351898762,0.36479972844535,0.0139631492061967,0.365796116285765,0.110040018463596,0.09874,0.19276,0.31976,70,81,0.55,0.1,0.1,14,770962805,6.00526
"7091",773,773,5804,7543,13347,0.23216,0.100573333333333,0.13347,8648,11278,2416,3157,5573,0.09664,0.0420933333333333,0.05573,3789,11411,15200,0.15156,0.152146666666667,0.152,883,1136,365,462,4352,16857,4260,5614,9874,0.1704,0.0748533333333333,0.09874,11996,46859,15234,51066,66300,0.60936,0.68088,0.663,886,2918,3804,0.03544,0.0389066666666667,0.03804,4763,29887,34650,0.19052,0.398493333333333,0.3465,5649,32805,132,409,0.0233669676048858,0.0124676116445664,38,65,0.00672685431049743,0.00198140527358634,170,474,0.0300938219153833,0.0144490169181527,0.560719874804382,0.606862094511218,0.662630163991124,-0.0978179082016555,0.475132328761888,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",70,TRUE,"highUnequal",0.647817908201656,0.074867671238112,0.658537783006037,0.13172976574933,0.650898917629793,0.0765262866618792,0.651895305470208,0.172603155919278,0.09874,0.19276,0.31976,70,81,0.55,0.1,0.1,14,770962805,6.00526
"7443",72,72,4932,6933,11865,0.19728,0.09244,0.11865,7266,10073,1961,2756,4717,0.07844,0.0367466666666667,0.04717,3833,11367,15200,0.15332,0.15156,0.152,757,1041,275,396,4605,16778,3499,4826,8325,0.13996,0.0643466666666667,0.08325,13125,48143,15929,52013,67942,0.63716,0.693506666666667,0.67942,1742,2406,4148,0.06968,0.03208,0.04148,9462,30354,39816,0.37848,0.40472,0.39816,11204,32760,265,357,0.023652267047483,0.0108974358974359,37,59,0.00330239200285612,0.0018009768009768,302,416,0.0269546590503392,0.0126984126984127,0.540249595122416,0.577603818316861,0.62398121861839,0.539609644087256,0.56945902869674,"VE Susc.= 0.55","VE Infect.= 0.1","VE Susc.= 0.55 VE Infect.= 0.1",71,TRUE,"equal",0.010390355912744,-0.01945902869674,0.000639951035159902,0.008144789620121,0.00180536184720292,-0.0741111493720972,-0.00223111256718933,0.0164697423909455,0.08325,0.19126,0.31854,71,84,0.55,0.1,0.1,15,535620107,6.00508
