"","VE_susc","Label_testingDiff","t","VE_symptOR_observed.2.5.","VE_symptOR_observed.50.","VE_symptOR_observed.97.5.","VE_symptOR_timeDep.2.5.","VE_symptOR_timeDep.50.","VE_symptOR_timeDep.97.5.","Intercept_coef_timeDep_VeOR.2.5.","Intercept_coef_timeDep_VeOR.50.","Intercept_coef_timeDep_VeOR.97.5.","VacStatus_coef_timeDep_VeOR.2.5.","VacStatus_coef_timeDep_VeOR.50.","VacStatus_coef_timeDep_VeOR.97.5.","TimeStep_coef_timeDep_VeOR.2.5.","TimeStep_coef_timeDep_VeOR.50.","TimeStep_coef_timeDep_VeOR.97.5.","Stats_sampleSizeCovid_unvac.2.5.","Stats_sampleSizeCovid_unvac.50.","Stats_sampleSizeCovid_unvac.97.5.","Stats_sampleSizeCovid_vac.2.5.","Stats_sampleSizeCovid_vac.50.","Stats_sampleSizeCovid_vac.97.5.","Stats_sampleSizeNonCovid_unvac.2.5.","Stats_sampleSizeNonCovid_unvac.50.","Stats_sampleSizeNonCovid_unvac.97.5.","Stats_sampleSizeNonCovid_vac.2.5.","Stats_sampleSizeNonCovid_vac.50.","Stats_sampleSizeNonCovid_vac.97.5."
"49",0.1,"equal",78,0.171876964,0.20111673,0.231753057675,0.1786083396,0.2122379965,0.247728500975,-3.4084762219,-2.560509264,-1.947493759925,-0.2846602159,-0.2385593155,-0.196755243625,0.055771214925,0.0665370565,0.08023102615,8984.025,9173,9321.1,24240.6,24737,25089.225,4879.425,5032,5169.075,16735.85,16966,17335.7
"50",0.1,"equal",79,0.171694842375,0.201008755,0.2325934331,0.180855342425,0.2125439835,0.246882119925,-3.2554517616,-2.4125264755,-1.8140210138,-0.28353379625,-0.238947765,-0.199494606075,0.05237267095,0.063063824,0.07678095645,9032.65,9206,9347.575,24433.525,24834,25146.75,4910.65,5061,5185.8,16853.95,17078,17381.525
"51",0.1,"equal",80,0.1706338598,0.201966425,0.2303413482,0.174937638775,0.2116001535,0.2445836359,-3.089654296075,-2.2812926945,-1.700245245375,-0.2804862292,-0.237750062,-0.192307568875,0.0494384271,0.0598570505,0.0731778692,9078.175,9231,9364.1,24571.025,24921,25204.625,4940.85,5094.5,5214.25,16960.775,17195.5,17485.075
"52",0.1,"equal",81,0.171817114925,0.2030686325,0.229947822275,0.17600615135,0.2103740475,0.2432942095,-2.921860343925,-2.154026155,-1.5892190977,-0.27879266235,-0.236195927,-0.193594558475,0.04663071275,0.0568141355,0.0693987863,9116.65,9259,9379.925,24678.8,24978,25246.55,4984.475,5132,5239.25,17093.775,17323,17592.7
"53",0.1,"equal",82,0.17200803785,0.203522805,0.23171163615,0.17663051795,0.210988097,0.2440716923,-2.77803991185,-2.0183994005,-1.475750512075,-0.2798101903,-0.236973883,-0.1943523147,0.04379458745,0.0537763435,0.06638315605,9138.375,9280,9396.825,24778.375,25024,25278.5,5032.325,5164.5,5283.05,17226.025,17450,17698.825
"54",0.1,"equal",83,0.1697380934,0.202463848,0.230194486275,0.17858030255,0.209297249,0.240106486875,-2.625426542875,-1.8962926715,-1.382443854675,-0.2745794613,-0.234833192,-0.196721119925,0.0414554724,0.050856939,0.0629924228,9160.075,9295,9408.2,24838.5,25079.5,25307.1,5075.475,5205,5319.05,17361.825,17582.5,17814.925
"55",0.1,"equal",84,0.171141689325,0.2022545395,0.231206747475,0.1755285485,0.2091143145,0.2414053512,-2.49119219335,-1.781694111,-1.266831043275,-0.276299174175,-0.234601841,-0.19301360625,0.0384958931,0.048171472,0.060061559425,9179.65,9308.5,9418.25,24889.7,25112,25337.575,5124.475,5250,5371.15,17491.65,17700.5,17937.1
"56",0.1,"equal",85,0.1713912262,0.202250425,0.2306949122,0.1737097031,0.2074911575,0.238772059975,-2.366039620325,-1.6821334595,-1.17269775345,-0.27282272595,-0.2325516525,-0.190811950275,0.036360612475,0.0455546385,0.057235547425,9197.65,9320.5,9428.05,24929.475,25144,25365.35,5168.375,5288,5411.525,17639.275,17849,18079.1
"57",0.1,"equal",86,0.16912714475,0.20175776,0.23020865815,0.173339886075,0.205731659,0.24009240515,-2.23632385445,-1.5676983845,-1.08898146795,-0.274561655825,-0.230334401,-0.190362160025,0.03421640415,0.0429854575,0.054299862925,9211.6,9328,9436,24953.95,25167,25381.25,5212.425,5328.5,5454.625,17784.375,17992,18205.725
"58",0.1,"equal",87,0.169954047875,0.201882673,0.228281829875,0.17006187005,0.207807033,0.242745922275,-2.127928316825,-1.4601089205,-0.98377613515,-0.278057404725,-0.232950632,-0.186406499975,0.0316952045,0.0405760815,0.051947769475,9225.175,9333.5,9444,24975.9,25189.5,25392.45,5249,5369,5493.525,17913.275,18125,18352.2
"59",0.1,"equal",88,0.1709510766,0.2016510705,0.228422123775,0.169560878,0.2050030525,0.237930011175,-1.99510153685,-1.360280299,-0.891619994775,-0.271721071525,-0.2294172085,-0.185800900775,0.0295856991,0.038177254,0.0490028109,9236.9,9339,9452.525,24995.8,25203,25403.175,5293.375,5411,5538.1,18047.9,18260.5,18483.05
