,VE_susc,Label_testingDiff,t,VE_symptRR_observed.2.5.,VE_symptRR_observed.50.,VE_symptRR_observed.97.5.,VE_symptRR_timeDep.2.5.,VE_symptRR_timeDep.50.,VE_symptRR_timeDep.97.5.,VacStatus_coef_timeDep_VeRR.2.5.,VacStatus_coef_timeDep_VeRR.50.,VacStatus_coef_timeDep_VeRR.97.5.,Stats_sampleSizeCovid_unvac.2.5.,Stats_sampleSizeCovid_unvac.50.,Stats_sampleSizeCovid_unvac.97.5.,Stats_sampleSizeCovid_vac.2.5.,Stats_sampleSizeCovid_vac.50.,Stats_sampleSizeCovid_vac.97.5.
89,0.1,modUnequal,47,-0.779919502,-0.654379773,-0.542772218,-0.799264655,-0.677329225,-0.555913398,0.442043014,0.517201499,0.587343046,505.6,869,1269.25,2546.375,4299,6182.075
90,0.1,modUnequal,48,-0.754782583,-0.651386738,-0.544436978,-0.779393057,-0.675237939,-0.563127255,0.446657871,0.515955208,0.576272228,595.475,1002.5,1441.625,2963.2,4917,6986.075
91,0.1,modUnequal,49,-0.747185104,-0.647547386,-0.556068998,-0.775467567,-0.677375537,-0.573829756,0.453511708,0.51723037,0.574059709,680.275,1140.5,1628.3,3411.575,5612.5,7887.375
92,0.1,modUnequal,50,-0.732080837,-0.640410966,-0.563752988,-0.765865004,-0.66845775,-0.591395859,0.46461118,0.511899675,0.568640654,791.525,1298.5,1829.075,3954.05,6355.5,8810.15
93,0.1,modUnequal,51,-0.715039876,-0.642871322,-0.57155266,-0.760141818,-0.670984257,-0.60147205,0.470922104,0.513412697,0.565394384,919.825,1470.5,2040.675,4509.525,7164,9788.9
94,0.1,modUnequal,52,-0.710805279,-0.637877719,-0.571740163,-0.75114689,-0.671409816,-0.60866732,0.475399689,0.513667202,0.560270088,1059.85,1647,2253.2,5164.1,8056.5,10804.15
95,0.1,modUnequal,53,-0.707257255,-0.639498695,-0.57709621,-0.747276325,-0.680590988,-0.611576061,0.477211652,0.519145509,0.55805637,1205.025,1840.5,2464.8,5875.675,9005,11869.7
96,0.1,modUnequal,54,-0.699872397,-0.638761285,-0.574402979,-0.744263099,-0.683710135,-0.607734949,0.474824721,0.520999477,0.556329002,1366.7,2045,2681.15,6658.45,9965,12914.625
97,0.1,modUnequal,55,-0.692764532,-0.633497566,-0.572719519,-0.744095554,-0.686667454,-0.620089514,0.482481011,0.52275466,0.556235991,1533.275,2258,2902.825,7505.925,10983,13968.25
98,0.1,modUnequal,56,-0.677124853,-0.628986482,-0.570061363,-0.736834097,-0.684302481,-0.624424296,0.485153451,0.521351504,0.552063971,1735.45,2472.5,3124.35,8420.55,12001.5,14989.95
99,0.1,modUnequal,57,-0.669875495,-0.626720178,-0.570935146,-0.739040463,-0.690019384,-0.628360061,0.487573411,0.524739958,0.55333344,1937.85,2688.5,3336.925,9398.025,13058,16015.8
100,0.1,modUnequal,58,-0.671369593,-0.620161871,-0.564284325,-0.739752292,-0.689478122,-0.62820721,0.487479463,0.524419621,0.553742735,2157.8,2921.5,3560.1,10390.525,14111,16995.025
101,0.1,modUnequal,59,-0.665694908,-0.616692205,-0.566047438,-0.739348231,-0.690979615,-0.62918412,0.488078662,0.525308014,0.553510317,2365.95,3138.5,3750.125,11425.175,15130.5,17912.725
102,0.1,modUnequal,60,-0.659541812,-0.610551717,-0.561807278,-0.738366154,-0.692022051,-0.634119645,0.49110186,0.525924292,0.552944643,2597.7,3354.5,3944.3,12525.45,16154.5,18791.4
103,0.1,modUnequal,61,-0.650955414,-0.608555898,-0.555047149,-0.734754192,-0.692580319,-0.635443509,0.491909965,0.526254161,0.550865457,2817.8,3565.5,4129.075,13534.375,17107,19589.975
104,0.1,modUnequal,62,-0.643899597,-0.603005355,-0.558994124,-0.73362085,-0.691185224,-0.640143638,0.494782744,0.525429567,0.550212149,3054.975,3765,4281.525,14592.175,18019.5,20309.975
105,0.1,modUnequal,63,-0.64094914,-0.598037659,-0.556254522,-0.732866116,-0.691889663,-0.641945966,0.495880966,0.525846,0.549776573,3269.45,3960,4433.55,15630.375,18886.5,20984.125
106,0.1,modUnequal,64,-0.63271094,-0.596381202,-0.551834013,-0.733720622,-0.69269552,-0.642697588,0.496337187,0.526322142,0.550269493,3492.9,4131,4573.775,16626,19697,21602.9
107,0.1,modUnequal,65,-0.630210029,-0.593548218,-0.551736915,-0.736217641,-0.694624417,-0.648787637,0.500030124,0.527461124,0.551708977,3698.525,4291.5,4692.175,17591.325,20443.5,22152.1
108,0.1,modUnequal,66,-0.632027071,-0.5885419,-0.546517007,-0.73996725,-0.693386678,-0.640580003,0.495042899,0.526730474,0.553865847,3895.35,4432.5,4794.925,18467.45,21127.5,22620.65
109,0.1,modUnequal,67,-0.625367407,-0.584990876,-0.547944922,-0.733942984,-0.692520402,-0.646158685,0.498444398,0.52621878,0.550397898,4063.1,4564,4876.2,19298.5,21714,23064.425
110,0.1,modUnequal,68,-0.62058835,-0.582453662,-0.546836983,-0.734725283,-0.692318171,-0.650147704,0.500864752,0.526099261,0.550848321,4243.3,4680.5,4951.45,20069.2,22220,23415.25
111,0.1,modUnequal,69,-0.615558103,-0.578894471,-0.547171361,-0.732415125,-0.692003415,-0.653829547,0.503093525,0.525913268,0.549515059,4405.55,4794.5,5023.875,20775.9,22664,23750.775
112,0.1,modUnequal,70,-0.611921434,-0.577047241,-0.545115678,-0.731361865,-0.692276224,-0.652775623,0.50245596,0.526074463,0.548904225,4537.7,4885.5,5084.1,21411.15,23072,24015.8
113,0.1,modUnequal,71,-0.607741015,-0.575827513,-0.542362441,-0.729313754,-0.693848673,-0.654207216,0.503321294,0.527003243,0.547724167,4651.8,4961,5135.675,21970.55,23418.5,24211.05
114,0.1,modUnequal,72,-0.604831441,-0.57409985,-0.539398391,-0.726810494,-0.693551219,-0.653420585,0.502844447,0.526827613,0.54627605,4763.125,5025,5182.625,22454.725,23693,24405.85
115,0.1,modUnequal,73,-0.600995489,-0.572327911,-0.538595123,-0.725407435,-0.69327644,-0.651274742,0.501546501,0.526665357,0.545463026,4855.325,5088,5232.725,22897.225,23957.5,24576.175
116,0.1,modUnequal,74,-0.600406949,-0.571813154,-0.536742065,-0.727766571,-0.693850797,-0.652805153,0.502471857,0.527004507,0.546829569,4929.85,5138.5,5273,23253.275,24183,24719.6
117,0.1,modUnequal,75,-0.597875674,-0.56870466,-0.536379156,-0.726680879,-0.692482208,-0.652707883,0.502414639,0.526196209,0.546199524,5001.375,5178,5305.525,23567.3,24360,24836.625
118,0.1,modUnequal,76,-0.595497992,-0.568375838,-0.533170921,-0.726069303,-0.693740289,-0.651445571,0.501650773,0.526939269,0.54584337,5060.425,5213,5328.525,23834,24505.5,24938.675
119,0.1,modUnequal,77,-0.595010761,-0.566428813,-0.533450545,-0.726655974,-0.693308724,-0.652381005,0.502217118,0.52668443,0.546185367,5104.425,5248,5352,24063.35,24630.5,25024.45
120,0.1,modUnequal,78,-0.59285493,-0.566136306,-0.533355786,-0.726522378,-0.693131077,-0.652927792,0.502548066,0.52657949,0.54610695,5153.425,5275,5372.625,24240.6,24737,25089.225
121,0.1,modUnequal,79,-0.59187189,-0.566317094,-0.534765398,-0.726099804,-0.692382931,-0.653018179,0.502602816,0.52613754,0.545863807,5188.7,5301,5386.525,24433.525,24834,25146.75
122,0.1,modUnequal,80,-0.591412542,-0.565528801,-0.533257493,-0.726129196,-0.69230732,-0.652347743,0.502197123,0.526092853,0.545881048,5205.95,5318,5402.05,24571.025,24921,25204.625
