"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,3,7,10,0.00012,9.33333333333333e-05,1e-04,0,0,1,5,6,4e-05,6.66666666666667e-05,6e-05,3803,11397,15200,0.15212,0.15196,0.152,1,2,0,2,21195,63598,1,5,6,4e-05,6.66666666666667e-05,6e-05,3802,11395,3803,11395,15198,0.15212,0.151933333333333,0.15198,0,1,1,0,1.33333333333333e-05,1e-05,399,1215,1614,0.01596,0.0162,0.01614,399,1216,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,-0.66871434839842,-0.668275559455902,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",0,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"2",2,4,9,13,0.00016,0.00012,0.00013,1,2,1,5,6,4e-05,6.66666666666667e-05,6e-05,3800,11400,15200,0.152,0.152,0.152,1,2,0,2,21192,63589,1,5,6,4e-05,6.66666666666667e-05,6e-05,3804,11402,3805,11402,15207,0.1522,0.152026666666667,0.15207,0,2,2,0,2.66666666666667e-05,2e-05,759,2201,2960,0.03036,0.0293466666666667,0.0296,759,2203,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,-0.668566918084547,-0.668128398526574,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",1,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"3",3,4,12,16,0.00016,0.00016,0.00016,1,5,1,5,6,4e-05,6.66666666666667e-05,6e-05,3799,11401,15200,0.15196,0.152013333333333,0.152,1,2,0,2,21182,63564,1,5,6,4e-05,6.66666666666667e-05,6e-05,3814,11424,3815,11424,15239,0.1526,0.15232,0.15239,0,3,3,0,4e-05,3e-05,1046,3027,4073,0.04184,0.04036,0.04073,1046,3030,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,-0.669730392156863,-0.669292717086835,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",2,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"4",4,5,14,19,2e-04,0.000186666666666667,0.00019,2,7,1,5,6,4e-05,6.66666666666667e-05,6e-05,3810,11390,15200,0.1524,0.151866666666667,0.152,2,2,0,2,21145,63482,1,5,6,4e-05,6.66666666666667e-05,6e-05,3850,11504,3852,11504,15356,0.15408,0.153386666666667,0.15356,2,3,5,8e-05,4e-05,5e-05,1260,3754,5014,0.0504,0.0500533333333333,0.05014,1262,3757,1,0,0.000792393026941363,0,0,0,0,0,1,0,0.000792393026941363,0,-0.666666666666667,-0.674200278164117,-0.673331015299027,0.5,0.496537027171018,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",3,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"5",5,6,16,22,0.00024,0.000213333333333333,0.00022,3,10,1,6,7,4e-05,8e-05,7e-05,3812,11388,15200,0.15248,0.15184,0.152,2,2,0,2,21078,63255,1,7,8,4e-05,9.33333333333333e-05,8e-05,3916,11728,3918,11728,15646,0.15672,0.156373333333333,0.15646,2,3,5,8e-05,4e-05,5e-05,1437,4337,5774,0.05748,0.0578266666666667,0.05774,1439,4340,1,0,0.000694927032661571,0,0,0,0,0,1,0,0.000694927032661571,0,-1.33333333333333,-1.33850613915416,-1.33731241473397,0.5,0.502997463684575,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",4,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"6",6,6,16,22,0.00024,0.000213333333333333,0.00022,4,11,1,5,6,4e-05,6.66666666666667e-05,6e-05,3808,11392,15200,0.15232,0.151893333333333,0.152,2,2,0,2,20945,62835,1,7,8,4e-05,9.33333333333333e-05,8e-05,4048,12147,4050,12147,16197,0.162,0.16196,0.16197,2,3,5,8e-05,4e-05,5e-05,1609,4862,6471,0.06436,0.0648266666666667,0.06471,1611,4865,1,0,0.000620732464307883,0,0,0,0,0,1,0,0.000620732464307883,0,-1.33333333333333,-1.33390960731045,-1.33275705935622,0.5,0.503599341834636,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",5,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"7",7,9,17,26,0.00036,0.000226666666666667,0.00026,7,12,1,5,6,4e-05,6.66666666666667e-05,6e-05,3808,11392,15200,0.15232,0.151893333333333,0.152,2,2,0,2,20716,62098,1,7,8,4e-05,9.33333333333333e-05,8e-05,4274,12883,4276,12883,17159,0.17104,0.171773333333333,0.17159,2,3,5,8e-05,4e-05,5e-05,1780,5342,7122,0.0712,0.0712266666666667,0.07122,1782,5345,1,0,0.000561167227833895,0,0,0,0,0,1,0,0.000561167227833895,0,-1.33333333333333,-1.32337188543041,-1.32228518202282,0.5,0.500187195806814,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",6,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"8",8,12,20,32,0.00048,0.000266666666666667,0.00032,10,15,1,7,8,4e-05,9.33333333333333e-05,8e-05,3796,11404,15200,0.15184,0.152053333333333,0.152,2,1,0,1,20390,61099,1,9,10,4e-05,0.00012,1e-04,4597,13879,4599,13879,18478,0.18396,0.185053333333333,0.18478,2,3,5,8e-05,4e-05,5e-05,1925,5819,7744,0.077,0.0775866666666667,0.07744,1927,5822,1,0,0.000518941359626362,0,0,0,0,0,1,0,0.000518941359626362,0,-2,-1.98227538007061,-1.98097845666114,0.5,0.503780718336484,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",7,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"9",9,18,24,42,0.00072,0.00032,0.00042,16,19,5,7,12,2e-04,9.33333333333333e-05,0.00012,3820,11380,15200,0.1528,0.151733333333333,0.152,4,1,1,0,19986,59894,5,9,14,2e-04,0.00012,0.00014,4995,15080,4998,15081,20079,0.19992,0.20108,0.20079,2,3,5,8e-05,4e-05,5e-05,2098,6306,8404,0.08392,0.08408,0.08404,2100,6309,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.403461308931768,0.403779840848806,0.5,0.500951474785918,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",8,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
"10",10,19,25,44,0.00076,0.000333333333333333,0.00044,17,24,5,6,11,2e-04,8e-05,0.00011,3835,11365,15200,0.1534,0.151533333333333,0.152,3,2,0,0,19546,58582,5,11,16,2e-04,0.000146666666666667,0.00016,5434,16387,5437,16391,21828,0.21748,0.218546666666667,0.21828,2,3,5,8e-05,4e-05,5e-05,2289,6881,9170,0.09156,0.0917466666666667,0.0917,2291,6884,0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,0.270245866634129,0.270470494904497,0.5,0.501017293997965,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",9,TRUE,"equal",0.0180392156862746,-0.00347797498157285,0.0150486978161067,0.0254121640259557,0.0127031116373923,-0.0294251621513274,0.012358799287623,0.039538859675363,0.2034,0.3798,0.57283,53,60,0.1,0.2,0.1,65,637425774,6.00512
