"","VE_infect","Label_testingDiff","t","Covid_cumPropSymptInfect_vac.0.","Covid_cumPropSymptInfect_vac.25.","Covid_cumPropSymptInfect_vac.50.","Covid_cumPropSymptInfect_vac.75.","Covid_cumPropSymptInfect_vac.100.","Covid_cumPropSymptInfect_unvac.0.","Covid_cumPropSymptInfect_unvac.25.","Covid_cumPropSymptInfect_unvac.50.","Covid_cumPropSymptInfect_unvac.75.","Covid_cumPropSymptInfect_unvac.100.","NonCovid_cumPropSymptInfect_vac.0.","NonCovid_cumPropSymptInfect_vac.25.","NonCovid_cumPropSymptInfect_vac.50.","NonCovid_cumPropSymptInfect_vac.75.","NonCovid_cumPropSymptInfect_vac.100.","NonCovid_cumPropSymptInfect_unvac.0.","NonCovid_cumPropSymptInfect_unvac.25.","NonCovid_cumPropSymptInfect_unvac.50.","NonCovid_cumPropSymptInfect_unvac.75.","NonCovid_cumPropSymptInfect_unvac.100.","Covid_cumPropSymptExpInfect_tested_vac.0.","Covid_cumPropSymptExpInfect_tested_vac.25.","Covid_cumPropSymptExpInfect_tested_vac.50.","Covid_cumPropSymptExpInfect_tested_vac.75.","Covid_cumPropSymptExpInfect_tested_vac.100.","Covid_cumPropSymptExpInfect_tested_unvac.0.","Covid_cumPropSymptExpInfect_tested_unvac.25.","Covid_cumPropSymptExpInfect_tested_unvac.50.","Covid_cumPropSymptExpInfect_tested_unvac.75.","Covid_cumPropSymptExpInfect_tested_unvac.100.","NonCovid_cumPropSymptInfect_tested_vac.0.","NonCovid_cumPropSymptInfect_tested_vac.25.","NonCovid_cumPropSymptInfect_tested_vac.50.","NonCovid_cumPropSymptInfect_tested_vac.75.","NonCovid_cumPropSymptInfect_tested_vac.100.","NonCovid_cumPropSymptInfect_tested_unvac.0.","NonCovid_cumPropSymptInfect_tested_unvac.25.","NonCovid_cumPropSymptInfect_tested_unvac.50.","NonCovid_cumPropSymptInfect_tested_unvac.75.","NonCovid_cumPropSymptInfect_tested_unvac.100.","CumProp_falseNeg_vac.0.","CumProp_falseNeg_vac.25.","CumProp_falseNeg_vac.50.","CumProp_falseNeg_vac.75.","CumProp_falseNeg_vac.100.","CumProp_falseNeg_unvac.0.","CumProp_falseNeg_unvac.25.","CumProp_falseNeg_unvac.50.","CumProp_falseNeg_unvac.75.","CumProp_falseNeg_unvac.100."
"1136",0.1,"modUnequal",75,0.0490666666666667,0.0915633333333333,0.111006666666667,0.122933333333333,0.150093333333333,0.10408,0.20244,0.24506,0.27505,0.33772,0.64324,0.666156666666667,0.67474,0.689756666666667,0.72392,0.50556,0.54954,0.5731,0.60668,0.68332,0.02416,0.0473466666666666,0.0583266666666667,0.0639766666666667,0.0807466666666667,0.0294,0.05825,0.07102,0.07993,0.10128,0.38516,0.397433333333333,0.401753333333334,0.409553333333333,0.425626666666667,0.2128,0.22648,0.2318,0.23961,0.25836,0.0014525404636272,0.00260736871241188,0.00326852455337194,0.00406158976338349,0.00558418007541522,0.0045137464095199,0.00752802978786173,0.00943550105084433,0.0113270315002306,0.0174923391215526
"1137",0.3,"modUnequal",75,0.0198,0.0400866666666666,0.05296,0.0661966666666667,0.11052,0.04088,0.09058,0.12024,0.15053,0.25008,0.6782,0.709836666666667,0.719433333333333,0.728513333333333,0.744653333333333,0.56864,0.64794,0.67002,0.69058,0.72712,0.0101066666666667,0.0203633333333333,0.02716,0.03433,0.0606133333333333,0.01076,0.02557,0.03422,0.04258,0.0744,0.400786666666667,0.418596666666667,0.42374,0.42771,0.435586666666667,0.23304,0.25063,0.25598,0.26024,0.27296,0.000567553842936942,0.00129210052583308,0.00167745524514993,0.0021043538601186,0.00382258535161949,0.000852514919011083,0.00368633365929215,0.00482731270135586,0.00636868315835329,0.0127504553734062
"1138",0.5,"modUnequal",75,0.00393333333333333,0.0143466666666667,0.019,0.0230533333333333,0.0346133333333333,0.00804,0.03145,0.04138,0.05106,0.08236,0.73256,0.74198,0.745353333333333,0.748586666666667,0.756826666666667,0.6962,0.7207,0.72916,0.73667,0.7558,0.00208,0.00760333333333333,0.00998,0.0120033333333333,0.01828,0.00272,0.0092,0.01202,0.01516,0.02352,0.42888,0.4336,0.435733333333334,0.437483333333333,0.442106666666667,0.25492,0.26634,0.26844,0.27065,0.27652,6.00168047053175e-05,0.000532714339666597,0.000718713567283206,0.00098434868763567,0.00160810005955926,0.000286491906603638,0.00156929998137534,0.00217314302291955,0.00281789702712162,0.00479075665774271
"1139",0.7,"modUnequal",75,0.000533333333333333,0.00367,0.00464666666666667,0.00695666666666667,0.01416,0.00068,0.00824,0.01104,0.01549,0.031,0.749826666666667,0.754016666666666,0.75616,0.757443333333333,0.7606,0.7342,0.74787,0.75092,0.75448,0.76008,0.000213333333333333,0.00198333333333333,0.00256666666666667,0.00374333333333333,0.00764,0.00028,0.00243,0.00338,0.00463,0.00984,0.436266666666667,0.43952,0.440453333333333,0.441433333333334,0.444013333333333,0.26684,0.27179,0.27328,0.27547,0.28012,0,0.000180482339081733,0.000271231390512929,0.000399380284437144,0.000870504892837846,0,0.000576826023848519,0.000871460871565084,0.00133032746414566,0.00284535495803101
"1140",0.9,"modUnequal",75,8e-05,0.000263333333333334,0.000593333333333334,0.000993333333333333,0.00306666666666667,0,0.00043,0.00104,0.00207,0.00708,0.7564,0.758646666666666,0.75932,0.760123333333333,0.763013333333333,0.75128,0.7563,0.7585,0.75965,0.76396,1.33333333333333e-05,0.00016,0.000366666666666667,0.000576666666666667,0.00178666666666667,0,0.00011,0.00032,0.00074,0.00224,0.438546666666667,0.441113333333333,0.44196,0.442886666666667,0.44568,0.26908,0.2728,0.27496,0.27646,0.2848,0,3.0178889098316e-05,6.02691015520512e-05,9.07016365085468e-05,0.000241058245698617,0,0,0.000145921494236101,0.000293180102340408,0.00102234555279685
"1141",0.1,"equal",76,0.0533066666666667,0.0980766666666666,0.117706666666667,0.129653333333334,0.156426666666667,0.11508,0.21747,0.26004,0.28963,0.35344,0.6416,0.66486,0.673386666666667,0.68875,0.724746666666667,0.49608,0.54138,0.56406,0.59891,0.67896,0.0266133333333333,0.0509833333333333,0.0619333333333334,0.0680233333333333,0.08432,0.05756,0.11294,0.13768,0.1539,0.18852,0.38572,0.39813,0.40236,0.41047,0.427386666666667,0.31516,0.33868,0.35032,0.36654,0.40644,0.00155653450807636,0.00287904448755553,0.00349765043123119,0.00431560275878719,0.00624358535750941,0.00329225054870842,0.00591217210335643,0.00751036806507381,0.00939453321770531,0.0118952578636436
"1142",0.3,"equal",76,0.0215733333333333,0.0433333333333333,0.0572866666666667,0.07094,0.11636,0.04532,0.09733,0.12874,0.16083,0.2624,0.677666666666667,0.710286666666667,0.720526666666667,0.729963333333333,0.747506666666667,0.56196,0.64383,0.66722,0.68884,0.72812,0.0109733333333333,0.0219766666666667,0.0291466666666667,0.0366433333333333,0.0635066666666667,0.02176,0.04893,0.06612,0.08282,0.14188,0.40184,0.420173333333333,0.42546,0.429973333333333,0.43868,0.34188,0.39005,0.40074,0.41103,0.4298,0.000624721106648817,0.00140352040832578,0.001860403085162,0.00232157454622414,0.00418326122460674,0.000892857142857143,0.00283175958449683,0.00398193838281533,0.00503699913049779,0.00896414342629482
"1143",0.5,"equal",76,0.0042,0.0153866666666667,0.0203933333333334,0.0246866666666667,0.0367866666666667,0.00884,0.03372,0.04444,0.05499,0.0878,0.73516,0.74498,0.748446666666666,0.751973333333333,0.760666666666667,0.6958,0.72214,0.73102,0.73882,0.76028,0.00226666666666667,0.00813333333333333,0.0106066666666666,0.01284,0.0194266666666667,0.00424,0.01741,0.0231,0.02883,0.0464,0.430946666666667,0.436426666666667,0.438713333333334,0.440473333333333,0.44544,0.41088,0.42436,0.4299,0.43454,0.44664,0.000148853825543316,0.000586963657893189,0.000769575694154981,0.00103903869760964,0.00177635669242384,0.000267094017094017,0.00120869851819781,0.00168583368149887,0.00220852960218396,0.00331501352176568
"1144",0.7,"equal",76,0.000533333333333333,0.00380333333333333,0.00489333333333333,0.00737333333333333,0.0148266666666667,8e-04,0.00858,0.01156,0.0164,0.03224,0.75328,0.757753333333334,0.760293333333333,0.761586666666667,0.764866666666667,0.73748,0.75147,0.75476,0.75841,0.76432,0.000213333333333333,0.00207,0.00271333333333333,0.00396,0.00813333333333333,0.00056,0.0045,0.0064,0.00864,0.01864,0.43972,0.44286,0.443753333333333,0.444723333333333,0.447093333333333,0.43052,0.43886,0.44062,0.44261,0.44956,0,0.000179325288871936,0.000283648444248548,0.00041654608640543,0.000893628429299097,0,0.000443961571453295,0.000623469517887683,0.000969511220472525,0.00244520129246354
"1145",0.9,"equal",76,8e-05,0.000266666666666667,6e-04,0.00101666666666667,0.00308,0,0.00043,0.00104,0.00216,0.0072,0.760333333333333,0.76283,0.763513333333333,0.764363333333333,0.767253333333333,0.75536,0.76047,0.76268,0.76405,0.76828,1.33333333333333e-05,0.000173333333333333,0.000366666666666667,0.000616666666666667,0.00181333333333333,0,0.00024,0.00066,0.00137,0.00416,0.442426666666667,0.4445,0.445393333333334,0.44622,0.449013333333333,0.43768,0.44312,0.44498,0.44724,0.45216,0,2.99475175857516e-05,5.98408242668719e-05,8.99692162978119e-05,0.000238977177679532,0,0,9.03957064388709e-05,0.000268642686480598,0.0010759436922801
"1146",0.1,"highUnequal",76,0.0533066666666667,0.0980766666666666,0.117706666666667,0.129653333333334,0.156426666666667,0.11508,0.21747,0.26004,0.28963,0.35344,0.6416,0.66486,0.673386666666667,0.68875,0.724746666666667,0.49608,0.54138,0.56406,0.59891,0.67896,0.0266133333333333,0.0509833333333333,0.0619333333333334,0.0680233333333333,0.08432,0.02216,0.04579,0.05674,0.06295,0.07944,0.38572,0.39813,0.40236,0.41047,0.427386666666667,0.17576,0.18743,0.19164,0.19786,0.21192,0.00155653450807636,0.00287904448755553,0.00349765043123119,0.00431560275878719,0.00624358535750941,0.00546821599453178,0.00980039925917013,0.0125063136454171,0.014438141553322,0.0213550468581963
"1147",0.3,"highUnequal",76,0.0215733333333333,0.0433333333333333,0.0572866666666667,0.07094,0.11636,0.04532,0.09733,0.12874,0.16083,0.2624,0.677666666666667,0.710286666666667,0.720526666666667,0.729963333333333,0.747506666666667,0.56196,0.64383,0.66722,0.68884,0.72812,0.0109733333333333,0.0219766666666667,0.0291466666666667,0.0366433333333333,0.0635066666666667,0.00892,0.02028,0.02672,0.03401,0.05848,0.40184,0.420173333333333,0.42546,0.429973333333333,0.43868,0.19152,0.20472,0.20838,0.2119,0.2186,0.000624721106648817,0.00140352040832578,0.001860403085162,0.00232157454622414,0.00418326122460674,0.00159066808059385,0.00453359921428686,0.00627812292273866,0.00825296040338089,0.01664
"1148",0.5,"highUnequal",76,0.0042,0.0153866666666667,0.0203933333333334,0.0246866666666667,0.0367866666666667,0.00884,0.03372,0.04444,0.05499,0.0878,0.73516,0.74498,0.748446666666666,0.751973333333333,0.760666666666667,0.6958,0.72214,0.73102,0.73882,0.76028,0.00226666666666667,0.00813333333333333,0.0106066666666666,0.01284,0.0194266666666667,0.00164,0.00706,0.00948,0.0122,0.01936,0.430946666666667,0.436426666666667,0.438713333333334,0.440473333333333,0.44544,0.21048,0.21475,0.21706,0.21851,0.2256,0.000148853825543316,0.000586963657893189,0.000769575694154981,0.00103903869760964,0.00177635669242384,0.000352050695300123,0.00196419832031289,0.00273757864860368,0.00365128205439724,0.006576670128072
"1149",0.7,"highUnequal",76,0.000533333333333333,0.00380333333333333,0.00489333333333333,0.00737333333333333,0.0148266666666667,8e-04,0.00858,0.01156,0.0164,0.03224,0.75328,0.757753333333334,0.760293333333333,0.761586666666667,0.764866666666667,0.73748,0.75147,0.75476,0.75841,0.76432,0.000213333333333333,0.00207,0.00271333333333333,0.00396,0.00813333333333333,0.00028,0.0018,0.00258,0.00374,0.00664,0.43972,0.44286,0.443753333333333,0.444723333333333,0.447093333333333,0.21428,0.21906,0.2208,0.22229,0.22684,0,0.000179325288871936,0.000283648444248548,0.00041654608640543,0.000893628429299097,0,0.000709001372272862,0.00116360488929798,0.00175925450235132,0.00316901408450704
"1150",0.9,"highUnequal",76,8e-05,0.000266666666666667,6e-04,0.00101666666666667,0.00308,0,0.00043,0.00104,0.00216,0.0072,0.760333333333333,0.76283,0.763513333333333,0.764363333333333,0.767253333333333,0.75536,0.76047,0.76268,0.76405,0.76828,1.33333333333333e-05,0.000173333333333333,0.000366666666666667,0.000616666666666667,0.00181333333333333,0,8e-05,0.00024,0.00053,0.0018,0.442426666666667,0.4445,0.445393333333334,0.44622,0.449013333333333,0.21644,0.22106,0.22264,0.22421,0.2304,0,2.99475175857516e-05,5.98408242668719e-05,8.99692162978119e-05,0.000238977177679532,0,0,0.000182715201984928,0.000542470985140719,0.00213789417423838
"1151",0.1,"modUnequal",76,0.0533066666666667,0.0980766666666666,0.117706666666667,0.129653333333334,0.156426666666667,0.11508,0.21747,0.26004,0.28963,0.35344,0.6416,0.66486,0.673386666666667,0.68875,0.724746666666667,0.49608,0.54138,0.56406,0.59891,0.67896,0.0266133333333333,0.0509833333333333,0.0619333333333334,0.0680233333333333,0.08432,0.03204,0.06252,0.07618,0.08493,0.10628,0.38572,0.39813,0.40236,0.41047,0.427386666666667,0.21188,0.22546,0.2312,0.23891,0.2596,0.00155653450807636,0.00287904448755553,0.00349765043123119,0.00431560275878719,0.00624358535750941,0.00480043889727061,0.00825617442252851,0.0104670424803379,0.0121828410360099,0.0186319869951232
"1152",0.3,"modUnequal",76,0.0215733333333333,0.0433333333333333,0.0572866666666667,0.07094,0.11636,0.04532,0.09733,0.12874,0.16083,0.2624,0.677666666666667,0.710286666666667,0.720526666666667,0.729963333333333,0.747506666666667,0.56196,0.64383,0.66722,0.68884,0.72812,0.0109733333333333,0.0219766666666667,0.0291466666666667,0.0366433333333333,0.0635066666666667,0.01192,0.02755,0.03682,0.04537,0.07856,0.40184,0.420173333333333,0.42546,0.429973333333333,0.43868,0.2328,0.2513,0.25682,0.26141,0.27384,0.000624721106648817,0.00140352040832578,0.001860403085162,0.00232157454622414,0.00418326122460674,0.000983975260050605,0.00398059746768944,0.00511995238176201,0.00664831532431617,0.0134892086330935
"1153",0.5,"modUnequal",76,0.0042,0.0153866666666667,0.0203933333333334,0.0246866666666667,0.0367866666666667,0.00884,0.03372,0.04444,0.05499,0.0878,0.73516,0.74498,0.748446666666666,0.751973333333333,0.760666666666667,0.6958,0.72214,0.73102,0.73882,0.76028,0.00226666666666667,0.00813333333333333,0.0106066666666666,0.01284,0.0194266666666667,0.00284,0.01023,0.01296,0.01651,0.02496,0.430946666666667,0.436426666666667,0.438713333333334,0.440473333333333,0.44544,0.25644,0.26842,0.27034,0.27297,0.27968,0.000148853825543316,0.000586963657893189,0.000769575694154981,0.00103903869760964,0.00177635669242384,0.000283165793572136,0.00169455747869163,0.0023425800637488,0.00308609532245761,0.00516471245114461
"1154",0.7,"modUnequal",76,0.000533333333333333,0.00380333333333333,0.00489333333333333,0.00737333333333333,0.0148266666666667,8e-04,0.00858,0.01156,0.0164,0.03224,0.75328,0.757753333333334,0.760293333333333,0.761586666666667,0.764866666666667,0.73748,0.75147,0.75476,0.75841,0.76432,0.000213333333333333,0.00207,0.00271333333333333,0.00396,0.00813333333333333,0.00028,0.00251,0.00358,0.00488,0.01048,0.43972,0.44286,0.443753333333333,0.444723333333333,0.447093333333333,0.26916,0.27434,0.27574,0.27795,0.28264,0,0.000179325288871936,0.000283648444248548,0.00041654608640543,0.000893628429299097,0,0.000573458003241343,0.000994885466163996,0.00142278650590671,0.00296191819464034
"1155",0.9,"modUnequal",76,8e-05,0.000266666666666667,6e-04,0.00101666666666667,0.00308,0,0.00043,0.00104,0.00216,0.0072,0.760333333333333,0.76283,0.763513333333333,0.764363333333333,0.767253333333333,0.75536,0.76047,0.76268,0.76405,0.76828,1.33333333333333e-05,0.000173333333333333,0.000366666666666667,0.000616666666666667,0.00181333333333333,0,0.00011,0.00034,0.00074,0.00228,0.442426666666667,0.4445,0.445393333333334,0.44622,0.449013333333333,0.27136,0.27548,0.27752,0.27924,0.2874,0,2.99475175857516e-05,5.98408242668719e-05,8.99692162978119e-05,0.000238977177679532,0,0,0.000144540129027945,0.00029076110859254,0.00101185313674472
"1156",0.1,"equal",77,0.0579866666666667,0.10457,0.124346666666666,0.136553333333333,0.162293333333333,0.12576,0.23217,0.27514,0.30506,0.36724,0.640693333333333,0.663006666666667,0.6717,0.686933333333333,0.72536,0.48792,0.53239,0.55572,0.59053,0.67436,0.0292,0.0547166666666667,0.0656466666666667,0.0720133333333333,0.0882266666666667,0.06308,0.1206,0.14588,0.16262,0.19664,0.38644,0.398693333333333,0.40308,0.41103,0.429213333333333,0.312,0.33604,0.34762,0.36431,0.40572,0.00159972077601001,0.003177120975995,0.00379665018348352,0.00465081766527304,0.00680118526880203,0.00358931552587646,0.00642252865289457,0.00814397998881245,0.0102152994702712,0.0125513103883802
"1157",0.3,"equal",77,0.02332,0.04665,0.0615533333333333,0.0756366666666667,0.121826666666667,0.04968,0.10547,0.13758,0.17086,0.27536,0.677453333333333,0.709863333333333,0.721106666666667,0.73132,0.74952,0.55476,0.63882,0.66444,0.68694,0.72952,0.0118266666666667,0.0237333333333333,0.0312933333333333,0.0391566666666667,0.0667866666666667,0.02416,0.05286,0.0708,0.08869,0.14796,0.403106666666667,0.421833333333333,0.427073333333334,0.431883333333333,0.441386666666667,0.34084,0.38883,0.40048,0.41143,0.4306,0.000676649701391545,0.00151767494733191,0.00198940395598551,0.00249202515035801,0.00445491175302196,0.00115084985835694,0.00309465345312514,0.00422326623385775,0.00545308233747338,0.00968324306581323
"1158",0.5,"equal",77,0.0044,0.0164266666666666,0.0218066666666667,0.0263633333333333,0.0393866666666667,0.00976,0.03597,0.04734,0.05856,0.09316,0.73744,0.747853333333333,0.75154,0.755093333333334,0.764386666666667,0.69608,0.72317,0.73202,0.7407,0.76312,0.00244,0.00859666666666667,0.0114733333333333,0.0136866666666667,0.02088,0.00452,0.01871,0.0249,0.03073,0.04864,0.433026666666667,0.43912,0.441546666666667,0.443523333333333,0.448466666666667,0.41224,0.42617,0.43216,0.43695,0.44964,0.000147693034796479,0.000619825583216973,0.000795920639704474,0.00108431273431643,0.00190934993978204,0.0004403734366743,0.00130781728391942,0.00183759189366445,0.00238119723918835,0.00371779353276846
"1159",0.7,"equal",77,0.000573333333333333,0.00400666666666666,0.00516666666666666,0.00782666666666667,0.0156,8e-04,0.00907,0.0121,0.0173,0.03432,0.756893333333333,0.761616666666667,0.764186666666666,0.765563333333333,0.768546666666667,0.74016,0.75506,0.75838,0.76229,0.76804,0.000226666666666667,0.00211666666666667,0.00283333333333334,0.00416,0.00846666666666667,0.00056,0.00477,0.00664,0.00911,0.01924,0.442706666666667,0.44601,0.4471,0.448103333333333,0.450586666666667,0.43348,0.44191,0.4438,0.4462,0.4526,0,0.000206264553851943,0.000295910517696195,0.000415911598991964,0.000886551021011259,0,0.000443214860810913,0.000620622985901428,0.000972075029268027,0.0025983024424043
"1160",0.9,"equal",77,8e-05,0.000266666666666667,0.000613333333333333,0.00102666666666667,0.00316,0,0.00043,0.00104,0.00217,0.00724,0.764706666666667,0.767006666666667,0.767566666666667,0.76841,0.771146666666667,0.75912,0.76447,0.76662,0.76836,0.77244,1.33333333333333e-05,0.000173333333333333,0.000366666666666667,0.000626666666666667,0.00184,0,0.00024,0.00068,0.0014,0.00428,0.44584,0.448003333333334,0.448773333333333,0.44977,0.452333333333333,0.44136,0.44646,0.44836,0.4506,0.45584,0,2.97289494097481e-05,5.94548083681688e-05,8.92956810483925e-05,0.00026674570243035,0,0,8.95777062910744e-05,0.000266897981813106,0.00115617218071861
"1161",0.1,"highUnequal",77,0.0579866666666667,0.10457,0.124346666666666,0.136553333333333,0.162293333333333,0.12576,0.23217,0.27514,0.30506,0.36724,0.640693333333333,0.663006666666667,0.6717,0.686933333333333,0.72536,0.48792,0.53239,0.55572,0.59053,0.67436,0.0292,0.0547166666666667,0.0656466666666667,0.0720133333333333,0.0882266666666667,0.02448,0.04896,0.06058,0.06669,0.08324,0.38644,0.398693333333333,0.40308,0.41103,0.429213333333333,0.1756,0.1877,0.19198,0.1982,0.21328,0.00159972077601001,0.003177120975995,0.00379665018348352,0.00465081766527304,0.00680118526880203,0.00622476446837147,0.010460018479966,0.0135501845230935,0.0160405608262148,0.0225190246932754
"1162",0.3,"highUnequal",77,0.02332,0.04665,0.0615533333333333,0.0756366666666667,0.121826666666667,0.04968,0.10547,0.13758,0.17086,0.27536,0.677453333333333,0.709863333333333,0.721106666666667,0.73132,0.74952,0.55476,0.63882,0.66444,0.68694,0.72952,0.0118266666666667,0.0237333333333333,0.0312933333333333,0.0391566666666667,0.0667866666666667,0.00964,0.02203,0.02876,0.03633,0.06124,0.403106666666667,0.421833333333333,0.427073333333334,0.431883333333333,0.441386666666667,0.19196,0.20559,0.20948,0.21337,0.21972,0.000676649701391545,0.00151767494733191,0.00198940395598551,0.00249202515035801,0.00445491175302196,0.00174003828084218,0.00477269375971011,0.00669124886331496,0.00898467892968978,0.0175355450236967
"1163",0.5,"highUnequal",77,0.0044,0.0164266666666666,0.0218066666666667,0.0263633333333333,0.0393866666666667,0.00976,0.03597,0.04734,0.05856,0.09316,0.73744,0.747853333333333,0.75154,0.755093333333334,0.764386666666667,0.69608,0.72317,0.73202,0.7407,0.76312,0.00244,0.00859666666666667,0.0114733333333333,0.0136866666666667,0.02088,0.0018,0.0074,0.0102,0.01315,0.02048,0.433026666666667,0.43912,0.441546666666667,0.443523333333333,0.448466666666667,0.21272,0.21641,0.21892,0.2205,0.22768,0.000147693034796479,0.000619825583216973,0.000795920639704474,0.00108431273431643,0.00190934993978204,0.000522921387484748,0.00207968525855376,0.00294833271156525,0.00391739888170794,0.00700495472407313
"1164",0.7,"highUnequal",77,0.000573333333333333,0.00400666666666666,0.00516666666666666,0.00782666666666667,0.0156,8e-04,0.00907,0.0121,0.0173,0.03432,0.756893333333333,0.761616666666667,0.764186666666666,0.765563333333333,0.768546666666667,0.74016,0.75506,0.75838,0.76229,0.76804,0.000226666666666667,0.00211666666666667,0.00283333333333334,0.00416,0.00846666666666667,0.00028,0.00196,0.0027,0.00385,0.00704,0.442706666666667,0.44601,0.4471,0.448103333333333,0.450586666666667,0.21624,0.22117,0.22288,0.22449,0.22876,0,0.000206264553851943,0.000295910517696195,0.000415911598991964,0.000886551021011259,0,0.000706870392098576,0.00122431545401952,0.00182572763205174,0.00332633053221289
"1165",0.9,"highUnequal",77,8e-05,0.000266666666666667,0.000613333333333333,0.00102666666666667,0.00316,0,0.00043,0.00104,0.00217,0.00724,0.764706666666667,0.767006666666667,0.767566666666667,0.76841,0.771146666666667,0.75912,0.76447,0.76662,0.76836,0.77244,1.33333333333333e-05,0.000173333333333333,0.000366666666666667,0.000626666666666667,0.00184,0,8e-05,0.00024,0.00056,0.00184,0.44584,0.448003333333334,0.448773333333333,0.44977,0.452333333333333,0.2186,0.22317,0.22474,0.22637,0.23292,0,2.97289494097481e-05,5.94548083681688e-05,8.92956810483925e-05,0.00026674570243035,0,0,0.000181110242688709,0.000537923614846692,0.00211491011632006
"1166",0.1,"modUnequal",77,0.0579866666666667,0.10457,0.124346666666666,0.136553333333333,0.162293333333333,0.12576,0.23217,0.27514,0.30506,0.36724,0.640693333333333,0.663006666666667,0.6717,0.686933333333333,0.72536,0.48792,0.53239,0.55572,0.59053,0.67436,0.0292,0.0547166666666667,0.0656466666666667,0.0720133333333333,0.0882266666666667,0.0352,0.06673,0.08144,0.09027,0.11128,0.38644,0.398693333333333,0.40308,0.41103,0.429213333333333,0.21148,0.22488,0.23058,0.23864,0.25936,0.00159972077601001,0.003177120975995,0.00379665018348352,0.00465081766527304,0.00680118526880203,0.00520485786734285,0.00880402523550708,0.0112640811792496,0.0128702809513173,0.0198716366329301
"1167",0.3,"modUnequal",77,0.02332,0.04665,0.0615533333333333,0.0756366666666667,0.121826666666667,0.04968,0.10547,0.13758,0.17086,0.27536,0.677453333333333,0.709863333333333,0.721106666666667,0.73132,0.74952,0.55476,0.63882,0.66444,0.68694,0.72952,0.0118266666666667,0.0237333333333333,0.0312933333333333,0.0391566666666667,0.0667866666666667,0.01292,0.02996,0.03994,0.04885,0.08276,0.403106666666667,0.421833333333333,0.427073333333334,0.431883333333333,0.441386666666667,0.23284,0.25143,0.25734,0.26268,0.27556,0.000676649701391545,0.00151767494733191,0.00198940395598551,0.00249202515035801,0.00445491175302196,0.00125295837393847,0.00437056216164688,0.00550671230989774,0.00711229753796642,0.0143219264892269
"1168",0.5,"modUnequal",77,0.0044,0.0164266666666666,0.0218066666666667,0.0263633333333333,0.0393866666666667,0.00976,0.03597,0.04734,0.05856,0.09316,0.73744,0.747853333333333,0.75154,0.755093333333334,0.764386666666667,0.69608,0.72317,0.73202,0.7407,0.76312,0.00244,0.00859666666666667,0.0114733333333333,0.0136866666666667,0.02088,0.003,0.01082,0.0138,0.01758,0.02644,0.433026666666667,0.43912,0.441546666666667,0.443523333333333,0.448466666666667,0.25852,0.26998,0.27224,0.27504,0.28212,0.000147693034796479,0.000619825583216973,0.000795920639704474,0.00108431273431643,0.00190934993978204,0.000280583613916947,0.00168373789813386,0.0025090819958522,0.00324219560004222,0.00552333609500138
"1169",0.7,"modUnequal",77,0.000573333333333333,0.00400666666666666,0.00516666666666666,0.00782666666666667,0.0156,8e-04,0.00907,0.0121,0.0173,0.03432,0.756893333333333,0.761616666666667,0.764186666666666,0.765563333333333,0.768546666666667,0.74016,0.75506,0.75838,0.76229,0.76804,0.000226666666666667,0.00211666666666667,0.00283333333333334,0.00416,0.00846666666666667,0.00028,0.00264,0.0037,0.00514,0.01084,0.442706666666667,0.44601,0.4471,0.448103333333333,0.450586666666667,0.27156,0.27679,0.27814,0.2805,0.28496,0,0.000206264553851943,0.000295910517696195,0.000415911598991964,0.000886551021011259,0,0.000571429828751151,0.001002004192796,0.00142005120777271,0.00321768326804701
"1170",0.9,"modUnequal",77,8e-05,0.000266666666666667,0.000613333333333333,0.00102666666666667,0.00316,0,0.00043,0.00104,0.00217,0.00724,0.764706666666667,0.767006666666667,0.767566666666667,0.76841,0.771146666666667,0.75912,0.76447,0.76662,0.76836,0.77244,1.33333333333333e-05,0.000173333333333333,0.000366666666666667,0.000626666666666667,0.00184,0,0.00011,0.00036,0.00077,0.00228,0.44584,0.448003333333334,0.448773333333333,0.44977,0.452333333333333,0.27356,0.27803,0.28006,0.28154,0.29012,0,2.97289494097481e-05,5.94548083681688e-05,8.92956810483925e-05,0.00026674570243035,0,0,0.000143369222777869,0.000288225969159821,0.00100286532951289
"1171",0.1,"equal",78,0.0630133333333333,0.11101,0.131126666666667,0.14327,0.16868,0.13568,0.24707,0.29114,0.32012,0.3812,0.63932,0.66125,0.670506666666667,0.685866666666667,0.725226666666667,0.48044,0.52394,0.54634,0.58183,0.6698,0.0317066666666667,0.05841,0.0694933333333334,0.0760633333333333,0.0919466666666667,0.06912,0.12916,0.15454,0.17125,0.20568,0.38664,0.39909,0.4035,0.41185,0.430813333333333,0.30876,0.33242,0.34404,0.36193,0.40424,0.00175848251607138,0.00338328701243875,0.00413225678205834,0.00500110657436093,0.00715563506261181,0.00363359810714889,0.00687332788639655,0.00888695274868902,0.0108747758803826,0.0134005990856062
