"","Covid_probTrans","Label_testingDiff","t","Covid_cumPropSymptInfect_vac.0.","Covid_cumPropSymptInfect_vac.25.","Covid_cumPropSymptInfect_vac.50.","Covid_cumPropSymptInfect_vac.75.","Covid_cumPropSymptInfect_vac.100.","Covid_cumPropSymptInfect_unvac.0.","Covid_cumPropSymptInfect_unvac.25.","Covid_cumPropSymptInfect_unvac.50.","Covid_cumPropSymptInfect_unvac.75.","Covid_cumPropSymptInfect_unvac.100.","NonCovid_cumPropSymptInfect_vac.0.","NonCovid_cumPropSymptInfect_vac.25.","NonCovid_cumPropSymptInfect_vac.50.","NonCovid_cumPropSymptInfect_vac.75.","NonCovid_cumPropSymptInfect_vac.100.","NonCovid_cumPropSymptInfect_unvac.0.","NonCovid_cumPropSymptInfect_unvac.25.","NonCovid_cumPropSymptInfect_unvac.50.","NonCovid_cumPropSymptInfect_unvac.75.","NonCovid_cumPropSymptInfect_unvac.100.","Covid_cumPropSymptExpInfect_tested_vac.0.","Covid_cumPropSymptExpInfect_tested_vac.25.","Covid_cumPropSymptExpInfect_tested_vac.50.","Covid_cumPropSymptExpInfect_tested_vac.75.","Covid_cumPropSymptExpInfect_tested_vac.100.","Covid_cumPropSymptExpInfect_tested_unvac.0.","Covid_cumPropSymptExpInfect_tested_unvac.25.","Covid_cumPropSymptExpInfect_tested_unvac.50.","Covid_cumPropSymptExpInfect_tested_unvac.75.","Covid_cumPropSymptExpInfect_tested_unvac.100.","NonCovid_cumPropSymptInfect_tested_vac.0.","NonCovid_cumPropSymptInfect_tested_vac.25.","NonCovid_cumPropSymptInfect_tested_vac.50.","NonCovid_cumPropSymptInfect_tested_vac.75.","NonCovid_cumPropSymptInfect_tested_vac.100.","NonCovid_cumPropSymptInfect_tested_unvac.0.","NonCovid_cumPropSymptInfect_tested_unvac.25.","NonCovid_cumPropSymptInfect_tested_unvac.50.","NonCovid_cumPropSymptInfect_tested_unvac.75.","NonCovid_cumPropSymptInfect_tested_unvac.100.","CumProp_falseNeg_vac.0.","CumProp_falseNeg_vac.25.","CumProp_falseNeg_vac.50.","CumProp_falseNeg_vac.75.","CumProp_falseNeg_vac.100.","CumProp_falseNeg_unvac.0.","CumProp_falseNeg_unvac.25.","CumProp_falseNeg_unvac.50.","CumProp_falseNeg_unvac.75.","CumProp_falseNeg_unvac.100."
"938",0.07,"highUnequal",62,0.000693333333333333,0.00301666666666667,0.00404666666666667,0.00550333333333333,0.00978666666666667,0.00104,0.00623,0.0092,0.01152,0.02144,0.689853333333333,0.69334,0.694566666666667,0.6957,0.698013333333333,0.67904,0.68774,0.69118,0.69433,0.69876,0.000333333333333333,0.00151666666666667,0.00208666666666666,0.00300333333333333,0.00521333333333333,2e-04,0.00143,0.00204,0.00253,0.00452,0.38768,0.391036666666667,0.392113333333334,0.392786666666667,0.39528,0.18376,0.18726,0.18858,0.18961,0.19444,0,0.00012667745950037,0.000201602819696027,0.000270192903528066,0.000642000337894915,0,0.000419375131054728,0.000633579979782532,0.00105003796380351,0.00213128729752771
"939",0.09,"highUnequal",62,0.00562666666666667,0.01205,0.0155666666666667,0.0187833333333333,0.0378133333333333,0.01188,0.02664,0.03398,0.04335,0.08216,0.669133333333333,0.683163333333333,0.687126666666667,0.688783333333333,0.693933333333333,0.63844,0.66727,0.67366,0.67868,0.69076,0.00261333333333333,0.00614,0.00785333333333333,0.00972,0.0195733333333333,0.00224,0.00539,0.00672,0.00892,0.01744,0.378373333333333,0.38625,0.388013333333333,0.389696666666666,0.392306666666667,0.17912,0.18442,0.18596,0.18736,0.192,0.00013527223537369,0.000369779083120791,0.000503182358134342,0.000671063377211934,0.00143500750876022,0.000209863588667366,0.00138868630064283,0.00174629334581278,0.00250678954912365,0.00482800241400121
"940",0.11,"highUnequal",62,0.0104933333333333,0.04264,0.0499933333333333,0.0599333333333334,0.0732,0.02356,0.09447,0.1098,0.13143,0.16336,0.645813333333333,0.655696666666667,0.66252,0.66866,0.689186666666667,0.58164,0.60542,0.61946,0.63358,0.68304,0.00521333333333333,0.0209033333333334,0.0244933333333333,0.0298,0.0369066666666667,0.00408,0.01879,0.02164,0.02655,0.03436,0.368373333333333,0.373873333333333,0.377213333333333,0.380583333333333,0.390893333333333,0.16808,0.17528,0.17742,0.18083,0.18824,0.000168112433595589,0.00103606315787595,0.00135049086479588,0.00159768980064236,0.00232322240764373,0.0010135819987837,0.0034654980184957,0.00446540444446861,0.00567875920493441,0.0109375
"941",0.03,"modUnequal",62,1.33333333333333e-05,0.000103333333333334,0.000146666666666667,0.000213333333333333,0.000386666666666667,4e-05,2e-04,0.00032,0.00044,0.00112,0.694186666666667,0.696433333333333,0.697293333333334,0.69807,0.700613333333333,0.69176,0.69556,0.69748,0.69911,0.7044,0,5.33333333333333e-05,9.33333333333333e-05,0.000133333333333333,0.000293333333333333,0,4e-05,0.00012,0.00017,0.00036,0.390346666666667,0.39228,0.39306,0.39411,0.39668,0.23472,0.23872,0.24058,0.24229,0.24476,0,0,3.37929171589566e-05,3.39714300567517e-05,0.000135400446821474,0,0,0,0.000165988882175726,0.000667000166750042
"942",0.05,"modUnequal",62,0.000146666666666667,0.000493333333333333,0.000766666666666667,0.00113666666666666,0.00229333333333333,0.00028,0.00092,0.00148,0.00216,0.005,0.693666666666667,0.696026666666667,0.696933333333334,0.69774,0.699866666666667,0.6906,0.69423,0.6959,0.69734,0.70368,8e-05,0.000253333333333333,4e-04,0.000616666666666667,0.00114666666666667,4e-05,0.00032,0.00044,0.00076,0.00148,0.388853333333333,0.392426666666667,0.39332,0.394386666666667,0.395773333333333,0.23492,0.23903,0.2404,0.24193,0.24644,0,3.37786485451779e-05,6.75675676446854e-05,0.000101915158301893,0.000236310850043886,0,0,0.000165727548469608,0.00033233643455061,0.000824538258575198
"943",0.07,"modUnequal",62,0.000693333333333333,0.00301666666666667,0.00404666666666667,0.00550333333333333,0.00978666666666667,0.00104,0.00623,0.0092,0.01152,0.02144,0.689853333333333,0.69334,0.694566666666667,0.6957,0.698013333333333,0.67904,0.68774,0.69118,0.69433,0.69876,0.000333333333333333,0.00151666666666667,0.00208666666666666,0.00300333333333333,0.00521333333333333,0.00032,0.00183,0.00256,0.00349,0.00632,0.38768,0.391036666666667,0.392113333333334,0.392786666666667,0.39528,0.23376,0.23771,0.23942,0.24167,0.24672,0,0.00012667745950037,0.000201602819696027,0.000270192903528066,0.000642000337894915,0,0.000167028617765003,0.000498092025540882,0.000830261022917541,0.00164581961816985
"944",0.09,"modUnequal",62,0.00562666666666667,0.01205,0.0155666666666667,0.0187833333333333,0.0378133333333333,0.01188,0.02664,0.03398,0.04335,0.08216,0.669133333333333,0.683163333333333,0.687126666666667,0.688783333333333,0.693933333333333,0.63844,0.66727,0.67366,0.67868,0.69076,0.00261333333333333,0.00614,0.00785333333333333,0.00972,0.0195733333333333,0.00316,0.00756,0.00938,0.01205,0.02488,0.378373333333333,0.38625,0.388013333333333,0.389696666666666,0.392306666666667,0.22224,0.23277,0.23494,0.23716,0.24156,0.00013527223537369,0.000369779083120791,0.000503182358134342,0.000671063377211934,0.00143500750876022,0.000168236877523553,0.0011394183773216,0.00172581724352239,0.00226639140003715,0.00381679389312977
"945",0.11,"modUnequal",62,0.0104933333333333,0.04264,0.0499933333333333,0.0599333333333334,0.0732,0.02356,0.09447,0.1098,0.13143,0.16336,0.645813333333333,0.655696666666667,0.66252,0.66866,0.689186666666667,0.58164,0.60542,0.61946,0.63358,0.68304,0.00521333333333333,0.0209033333333334,0.0244933333333333,0.0298,0.0369066666666667,0.00616,0.02562,0.02982,0.03731,0.04656,0.368373333333333,0.373873333333333,0.377213333333333,0.380583333333333,0.390893333333333,0.21264,0.21914,0.22314,0.22669,0.23968,0.000168112433595589,0.00103606315787595,0.00135049086479588,0.00159768980064236,0.00232322240764373,0.000331510028178352,0.00319133152858734,0.00395163204870844,0.00466107800068739,0.00755822921486966
"946",0.03,"equal",63,1.33333333333333e-05,0.000103333333333334,0.000146666666666667,0.000213333333333333,0.000413333333333333,4e-05,2e-04,0.00032,0.00044,0.00112,0.699333333333333,0.701696666666667,0.702633333333333,0.703293333333333,0.705586666666667,0.69788,0.70088,0.70268,0.70457,0.70944,0,5.33333333333333e-05,9.33333333333333e-05,0.000136666666666667,0.000293333333333333,0,0.00012,2e-04,0.00028,0.00084,0.394346666666667,0.396376666666667,0.397013333333333,0.39801,0.401066666666667,0.39032,0.39536,0.39724,0.39892,0.40308,0,0,3.34722436017737e-05,3.36241827686899e-05,0.000133976420150054,0,0,0,0.000100570781889888,0.0004015661078205
"947",0.05,"equal",63,0.000146666666666667,0.000516666666666667,0.000793333333333333,0.0012,0.00244,0.00028,0.00092,0.0016,0.00224,0.0052,0.698853333333333,0.701283333333333,0.70232,0.70301,0.705426666666667,0.696,0.69979,0.70138,0.70267,0.7086,8e-05,0.000266666666666667,0.000426666666666667,0.00064,0.00117333333333333,8e-05,6e-04,9e-04,0.0014,0.0028,0.392693333333333,0.396473333333333,0.39744,0.398336666666667,0.399773333333333,0.39028,0.39518,0.39634,0.39793,0.40348,0,3.34635654609781e-05,6.68851593802755e-05,0.000101256475427409,0.000266666666666667,0,0,0.000101081572829273,0.000202721537019785,0.00070302299889525
"948",0.07,"equal",63,0.000733333333333333,0.00319666666666667,0.00434,0.00584,0.01032,0.00104,0.00673,0.00966,0.01205,0.0232,0.694746666666667,0.698463333333334,0.69964,0.70088,0.703306666666667,0.68352,0.69251,0.69628,0.69911,0.70388,0.00036,0.00169333333333333,0.00220666666666666,0.00317666666666667,0.00545333333333333,0.00048,0.00372,0.00512,0.00641,0.01176,0.391666666666667,0.395,0.395906666666667,0.39679,0.399293333333333,0.38744,0.39222,0.39472,0.39654,0.4008,0,0.000133541443466642,0.00020113320230222,0.000299062984698321,0.000638462313921839,0,0.000297235786651084,0.000401647010856861,0.000600330186107764,0.00159410182325396
"949",0.09,"equal",63,0.00616,0.0131533333333334,0.01696,0.0205466666666667,0.0407066666666667,0.0132,0.02903,0.037,0.04709,0.08884,0.6716,0.687143333333333,0.691413333333333,0.692976666666667,0.69916,0.63836,0.67009,0.67674,0.68256,0.6954,0.00285333333333333,0.00673,0.00846,0.0105933333333333,0.0211333333333333,0.0066,0.01451,0.01886,0.02332,0.04548,0.38136,0.38984,0.391506666666667,0.393336666666666,0.39604,0.36912,0.38223,0.38544,0.38815,0.39732,0.000133747951984485,0.000368315109726839,0.000531968316464427,0.000736154996502569,0.00151935526489629,0.000100260677762182,0.000697819347140442,0.00109290588438237,0.00147623282591252,0.00288739172281039
"950",0.11,"equal",63,0.0116,0.0467566666666667,0.0542466666666667,0.0646433333333333,0.07996,0.0256,0.10392,0.11958,0.14292,0.17748,0.64624,0.657176666666667,0.664473333333333,0.671093333333334,0.693426666666667,0.57572,0.60174,0.61726,0.63171,0.68628,0.00576,0.02298,0.0267133333333333,0.0324566666666667,0.0399733333333333,0.01256,0.05072,0.05932,0.07259,0.09148,0.37028,0.37615,0.379746666666667,0.382956666666667,0.39444,0.33264,0.35019,0.3585,0.36424,0.38848,0.000199680511182109,0.00114965316141823,0.00144374241924497,0.00172845651646682,0.00252280225111585,0.000398684341672481,0.00250422468474504,0.00326766955805436,0.00383131032950642,0.00565557545480253
"951",0.03,"highUnequal",63,1.33333333333333e-05,0.000103333333333334,0.000146666666666667,0.000213333333333333,0.000413333333333333,4e-05,2e-04,0.00032,0.00044,0.00112,0.699333333333333,0.701696666666667,0.702633333333333,0.703293333333333,0.705586666666667,0.69788,0.70088,0.70268,0.70457,0.70944,0,5.33333333333333e-05,9.33333333333333e-05,0.000136666666666667,0.000293333333333333,0,4e-05,8e-05,0.00013,0.00036,0.394346666666667,0.396376666666667,0.397013333333333,0.39801,0.401066666666667,0.18636,0.19081,0.1923,0.19353,0.19724,0,0,3.34722436017737e-05,3.36241827686899e-05,0.000133976420150054,0,0,0,0.000209172202730649,0.000419463087248322
"952",0.05,"highUnequal",63,0.000146666666666667,0.000516666666666667,0.000793333333333333,0.0012,0.00244,0.00028,0.00092,0.0016,0.00224,0.0052,0.698853333333333,0.701283333333333,0.70232,0.70301,0.705426666666667,0.696,0.69979,0.70138,0.70267,0.7086,8e-05,0.000266666666666667,0.000426666666666667,0.00064,0.00117333333333333,8e-05,2e-04,4e-04,0.00056,0.00152,0.392693333333333,0.396473333333333,0.39744,0.398336666666667,0.399773333333333,0.18644,0.1902,0.19184,0.19317,0.19868,0,3.34635654609781e-05,6.68851593802755e-05,0.000101256475427409,0.000266666666666667,0,0,0.000208398568722886,0.000416819396764474,0.00103434009102193
"953",0.07,"highUnequal",63,0.000733333333333333,0.00319666666666667,0.00434,0.00584,0.01032,0.00104,0.00673,0.00966,0.01205,0.0232,0.694746666666667,0.698463333333334,0.69964,0.70088,0.703306666666667,0.68352,0.69251,0.69628,0.69911,0.70388,0.00036,0.00169333333333333,0.00220666666666666,0.00317666666666667,0.00545333333333333,0.00024,0.00146,0.00214,0.00272,0.00472,0.391666666666667,0.395,0.395906666666667,0.39679,0.399293333333333,0.1856,0.18953,0.19092,0.19212,0.19684,0,0.000133541443466642,0.00020113320230222,0.000299062984698321,0.000638462313921839,0,0.000414529280261218,0.000631113978905777,0.00104789130604684,0.00231481481481481
"954",0.09,"highUnequal",63,0.00616,0.0131533333333334,0.01696,0.0205466666666667,0.0407066666666667,0.0132,0.02903,0.037,0.04709,0.08884,0.6716,0.687143333333333,0.691413333333333,0.692976666666667,0.69916,0.63836,0.67009,0.67674,0.68256,0.6954,0.00285333333333333,0.00673,0.00846,0.0105933333333333,0.0211333333333333,0.00268,0.00585,0.00736,0.00979,0.0186,0.38136,0.38984,0.391506666666667,0.393336666666666,0.39604,0.18056,0.18643,0.18786,0.18953,0.19472,0.000133747951984485,0.000368315109726839,0.000531968316464427,0.000736154996502569,0.00151935526489629,0.00020708221163802,0.00143215235846543,0.00187540055961109,0.00268498582174845,0.00496622963845848
"955",0.11,"highUnequal",63,0.0116,0.0467566666666667,0.0542466666666667,0.0646433333333333,0.07996,0.0256,0.10392,0.11958,0.14292,0.17748,0.64624,0.657176666666667,0.664473333333333,0.671093333333334,0.693426666666667,0.57572,0.60174,0.61726,0.63171,0.68628,0.00576,0.02298,0.0267133333333333,0.0324566666666667,0.0399733333333333,0.00444,0.02048,0.02376,0.0291,0.0366,0.37028,0.37615,0.379746666666667,0.382956666666667,0.39444,0.16884,0.17632,0.17912,0.18222,0.19068,0.000199680511182109,0.00114965316141823,0.00144374241924497,0.00172845651646682,0.00252280225111585,0.0014350143501435,0.00376834767187382,0.00490985612154536,0.005895545743902,0.0116813481424741
"956",0.03,"modUnequal",63,1.33333333333333e-05,0.000103333333333334,0.000146666666666667,0.000213333333333333,0.000413333333333333,4e-05,2e-04,0.00032,0.00044,0.00112,0.699333333333333,0.701696666666667,0.702633333333333,0.703293333333333,0.705586666666667,0.69788,0.70088,0.70268,0.70457,0.70944,0,5.33333333333333e-05,9.33333333333333e-05,0.000136666666666667,0.000293333333333333,0,4e-05,0.00012,0.00017,0.00036,0.394346666666667,0.396376666666667,0.397013333333333,0.39801,0.401066666666667,0.23764,0.24148,0.24344,0.24493,0.24844,0,0,3.34722436017737e-05,3.36241827686899e-05,0.000133976420150054,0,0,0,0.000164075639697784,0.000657786548265088
"957",0.05,"modUnequal",63,0.000146666666666667,0.000516666666666667,0.000793333333333333,0.0012,0.00244,0.00028,0.00092,0.0016,0.00224,0.0052,0.698853333333333,0.701283333333333,0.70232,0.70301,0.705426666666667,0.696,0.69979,0.70138,0.70267,0.7086,8e-05,0.000266666666666667,0.000426666666666667,0.00064,0.00117333333333333,4e-05,0.00032,0.00048,0.00076,0.00148,0.392693333333333,0.396473333333333,0.39744,0.398336666666667,0.399773333333333,0.23776,0.24175,0.24322,0.24484,0.24952,0,3.34635654609781e-05,6.68851593802755e-05,0.000101256475427409,0.000266666666666667,0,0,0.000164325355509016,0.000328650396349891,0.000814464896562958
"958",0.07,"modUnequal",63,0.000733333333333333,0.00319666666666667,0.00434,0.00584,0.01032,0.00104,0.00673,0.00966,0.01205,0.0232,0.694746666666667,0.698463333333334,0.69964,0.70088,0.703306666666667,0.68352,0.69251,0.69628,0.69911,0.70388,0.00036,0.00169333333333333,0.00220666666666666,0.00317666666666667,0.00545333333333333,0.00032,0.00199,0.00276,0.00381,0.00676,0.391666666666667,0.395,0.395906666666667,0.39679,0.399293333333333,0.23656,0.24056,0.24206,0.24433,0.24988,0,0.000133541443466642,0.00020113320230222,0.000299062984698321,0.000638462313921839,0,0.000165289378004007,0.000570445681105306,0.000870834207405685,0.00179269882659713
"959",0.09,"modUnequal",63,0.00616,0.0131533333333334,0.01696,0.0205466666666667,0.0407066666666667,0.0132,0.02903,0.037,0.04709,0.08884,0.6716,0.687143333333333,0.691413333333333,0.692976666666667,0.69916,0.63836,0.67009,0.67674,0.68256,0.6954,0.00285333333333333,0.00673,0.00846,0.0105933333333333,0.0211333333333333,0.0036,0.00818,0.0105,0.01312,0.02684,0.38136,0.38984,0.391506666666667,0.393336666666666,0.39604,0.22468,0.23506,0.23738,0.23949,0.24396,0.000133747951984485,0.000368315109726839,0.000531968316464427,0.000736154996502569,0.00151935526489629,0.00016627868307283,0.00114361311350486,0.00178501807176917,0.00247196076545702,0.00422336931018301
"960",0.11,"modUnequal",63,0.0116,0.0467566666666667,0.0542466666666667,0.0646433333333333,0.07996,0.0256,0.10392,0.11958,0.14292,0.17748,0.64624,0.657176666666667,0.664473333333333,0.671093333333334,0.693426666666667,0.57572,0.60174,0.61726,0.63171,0.68628,0.00576,0.02298,0.0267133333333333,0.0324566666666667,0.0399733333333333,0.00688,0.02816,0.03258,0.0407,0.05048,0.37028,0.37615,0.379746666666667,0.382956666666667,0.39444,0.21364,0.22007,0.2244,0.22743,0.24184,0.000199680511182109,0.00114965316141823,0.00144374241924497,0.00172845651646682,0.00252280225111585,0.000490196078431373,0.00354850764605397,0.00432980055122725,0.00533414848043452,0.00852748591442059
"961",0.03,"equal",64,1.33333333333333e-05,0.000103333333333334,0.000146666666666667,0.000213333333333333,0.000413333333333333,4e-05,2e-04,0.00032,0.00044,0.00112,0.70432,0.706846666666667,0.707786666666666,0.708423333333333,0.71092,0.70272,0.70604,0.70766,0.70987,0.7148,0,5.33333333333333e-05,9.33333333333333e-05,0.000146666666666667,0.000293333333333333,0,0.00012,2e-04,0.00028,0.00084,0.397666666666667,0.40024,0.401026666666667,0.40182,0.40484,0.39448,0.39958,0.40152,0.40288,0.40676,0,0,3.31499039017077e-05,3.33094615802731e-05,0.000132766861391397,0,0,0,9.97929447710649e-05,0.000396707329167906
"962",0.05,"equal",64,0.00016,0.000533333333333333,0.00082,0.00124,0.00256,0.00028,0.00099,0.00168,0.00233,0.00544,0.704306666666667,0.706473333333333,0.707426666666667,0.708386666666667,0.710626666666667,0.70092,0.70484,0.70636,0.70796,0.7138,8e-05,0.00028,0.000433333333333334,0.000656666666666667,0.00126666666666667,8e-05,6e-04,0.00094,0.00144,0.00288,0.396573333333333,0.400366666666667,0.401293333333334,0.402313333333333,0.40388,0.39352,0.39908,0.40032,0.40205,0.40744,0,3.31460583508253e-05,6.62646611290008e-05,0.00010824365809574,0.000264244426094137,0,9.90983113021953e-05,0.000100115144694624,0.000296318272365292,0.000697211155378486
"963",0.07,"equal",64,0.000826666666666667,0.00339666666666666,0.0046,0.00610333333333333,0.0110266666666667,0.00112,0.00727,0.01034,0.01276,0.02484,0.69928,0.703386666666667,0.704733333333333,0.706146666666666,0.70848,0.68732,0.69732,0.701,0.70402,0.70896,0.000373333333333333,0.00184666666666667,0.00238,0.00331666666666667,0.00570666666666667,0.00056,0.00395,0.00554,0.00685,0.01256,0.395373333333333,0.39876,0.399873333333334,0.400736666666667,0.403133333333333,0.3908,0.39611,0.39856,0.40021,0.40436,0,0.000133040216098117,0.000231141547635482,0.000328074246043773,0.000695042033494407,0,0.000297523361743152,0.000491787154519524,0.000597045379375002,0.00167834929410603
"964",0.09,"equal",64,0.00649333333333333,0.0143733333333333,0.0183533333333333,0.02225,0.0441866666666667,0.01416,0.03167,0.04026,0.05066,0.0954,0.674826666666667,0.69106,0.695606666666666,0.697386666666666,0.7038,0.6384,0.67184,0.67956,0.68569,0.6996,0.00310666666666667,0.00735333333333333,0.00911333333333333,0.0114866666666667,0.02264,0.00752,0.01584,0.02056,0.02545,0.04964,0.384413333333333,0.392876666666667,0.395033333333334,0.39669,0.39952,0.3702,0.38469,0.38802,0.3913,0.40084,0.000165579362188297,0.000427589404825082,0.000557121369826617,0.000799180385762318,0.00170006865661882,0.000198491464867011,0.000788255367537792,0.00122116332069305,0.00156751953300193,0.00304240349876402
"965",0.11,"equal",64,0.0128,0.0511033333333333,0.0590533333333333,0.07034,0.08672,0.02784,0.11375,0.13056,0.15531,0.19104,0.646186666666667,0.658116666666667,0.665826666666667,0.672506666666667,0.69796,0.5706,0.59726,0.61434,0.62972,0.68936,0.00636,0.0250766666666667,0.0293933333333333,0.0351466666666667,0.0432533333333333,0.01384,0.056,0.065,0.07899,0.0986,0.372053333333333,0.378423333333334,0.381926666666667,0.385443333333333,0.397733333333333,0.33148,0.35013,0.35906,0.3646,0.39144,0.00019775221647276,0.00127627708455389,0.00156758423211949,0.00190792948446789,0.00268602308700796,0.000394905716260243,0.00275777520885579,0.00349238298234244,0.00425612714828025,0.00584795321637427
"966",0.03,"highUnequal",64,1.33333333333333e-05,0.000103333333333334,0.000146666666666667,0.000213333333333333,0.000413333333333333,4e-05,2e-04,0.00032,0.00044,0.00112,0.70432,0.706846666666667,0.707786666666666,0.708423333333333,0.71092,0.70272,0.70604,0.70766,0.70987,0.7148,0,5.33333333333333e-05,9.33333333333333e-05,0.000146666666666667,0.000293333333333333,0,4e-05,8e-05,0.00013,0.00036,0.397666666666667,0.40024,0.401026666666667,0.40182,0.40484,0.18856,0.19336,0.19478,0.19589,0.19996,0,0,3.31499039017077e-05,3.33094615802731e-05,0.000132766861391397,0,0,0,0.000206632923241966,0.000619322873658134
"967",0.05,"highUnequal",64,0.00016,0.000533333333333333,0.00082,0.00124,0.00256,0.00028,0.00099,0.00168,0.00233,0.00544,0.704306666666667,0.706473333333333,0.707426666666667,0.708386666666667,0.710626666666667,0.70092,0.70484,0.70636,0.70796,0.7138,8e-05,0.00028,0.000433333333333334,0.000656666666666667,0.00126666666666667,8e-05,0.00024,4e-04,0.00056,0.00156,0.396573333333333,0.400366666666667,0.401293333333334,0.402313333333333,0.40388,0.1886,0.19259,0.19436,0.19569,0.20124,0,3.31460583508253e-05,6.62646611290008e-05,0.00010824365809574,0.000264244426094137,0,0,0.000205973223480947,0.000411758015244334,0.00102585145670907
"968",0.07,"highUnequal",64,0.000826666666666667,0.00339666666666666,0.0046,0.00610333333333333,0.0110266666666667,0.00112,0.00727,0.01034,0.01276,0.02484,0.69928,0.703386666666667,0.704733333333333,0.706146666666666,0.70848,0.68732,0.69732,0.701,0.70402,0.70896,0.000373333333333333,0.00184666666666667,0.00238,0.00331666666666667,0.00570666666666667,0.00036,0.00156,0.00228,0.00289,0.00508,0.395373333333333,0.39876,0.399873333333334,0.400736666666667,0.403133333333333,0.18808,0.19196,0.19314,0.19438,0.19936,0,0.000133040216098117,0.000231141547635482,0.000328074246043773,0.000695042033494407,0,0.000410678447867832,0.00081557753931551,0.00120949609151148,0.00228595178719867
"969",0.09,"highUnequal",64,0.00649333333333333,0.0143733333333333,0.0183533333333333,0.02225,0.0441866666666667,0.01416,0.03167,0.04026,0.05066,0.0954,0.674826666666667,0.69106,0.695606666666666,0.697386666666666,0.7038,0.6384,0.67184,0.67956,0.68569,0.6996,0.00310666666666667,0.00735333333333333,0.00911333333333333,0.0114866666666667,0.02264,0.00292,0.00658,0.008,0.0104,0.01976,0.384413333333333,0.392876666666667,0.395033333333334,0.39669,0.39952,0.18212,0.18815,0.19002,0.19156,0.19684,0.000165579362188297,0.000427589404825082,0.000557121369826617,0.000799180385762318,0.00170006865661882,0.000203915171288744,0.00160369084850069,0.00204271547341428,0.0028299209167832,0.00529827315541601
"970",0.11,"highUnequal",64,0.0128,0.0511033333333333,0.0590533333333333,0.07034,0.08672,0.02784,0.11375,0.13056,0.15531,0.19104,0.646186666666667,0.658116666666667,0.665826666666667,0.672506666666667,0.69796,0.5706,0.59726,0.61434,0.62972,0.68936,0.00636,0.0250766666666667,0.0293933333333333,0.0351466666666667,0.0432533333333333,0.00492,0.02229,0.02604,0.03193,0.03936,0.372053333333333,0.378423333333334,0.381926666666667,0.385443333333333,0.397733333333333,0.16932,0.17731,0.18024,0.1836,0.19236,0.00019775221647276,0.00127627708455389,0.00156758423211949,0.00190792948446789,0.00268602308700796,0.00141930251419303,0.00416917975328159,0.00526161985911594,0.00655574142941425,0.0120504613067219
"971",0.03,"modUnequal",64,1.33333333333333e-05,0.000103333333333334,0.000146666666666667,0.000213333333333333,0.000413333333333333,4e-05,2e-04,0.00032,0.00044,0.00112,0.70432,0.706846666666667,0.707786666666666,0.708423333333333,0.71092,0.70272,0.70604,0.70766,0.70987,0.7148,0,5.33333333333333e-05,9.33333333333333e-05,0.000146666666666667,0.000293333333333333,0,4e-05,0.00012,0.00017,4e-04,0.397666666666667,0.40024,0.401026666666667,0.40182,0.40484,0.24028,0.24429,0.24642,0.2477,0.251,0,0,3.31499039017077e-05,3.33094615802731e-05,0.000132766861391397,0,0,0,0.000162179695102173,0.00065072393037254
"972",0.05,"modUnequal",64,0.00016,0.000533333333333333,0.00082,0.00124,0.00256,0.00028,0.00099,0.00168,0.00233,0.00544,0.704306666666667,0.706473333333333,0.707426666666667,0.708386666666667,0.710626666666667,0.70092,0.70484,0.70636,0.70796,0.7138,8e-05,0.00028,0.000433333333333334,0.000656666666666667,0.00126666666666667,4e-05,0.00032,0.00048,8e-04,0.00156,0.396573333333333,0.400366666666667,0.401293333333334,0.402313333333333,0.40388,0.24108,0.24455,0.24624,0.2475,0.25224,0,3.31460583508253e-05,6.62646611290008e-05,0.00010824365809574,0.000264244426094137,0,0,0.000162654521795706,0.000325481103369948,0.000805152979066023
"973",0.07,"modUnequal",64,0.000826666666666667,0.00339666666666666,0.0046,0.00610333333333333,0.0110266666666667,0.00112,0.00727,0.01034,0.01276,0.02484,0.69928,0.703386666666667,0.704733333333333,0.706146666666666,0.70848,0.68732,0.69732,0.701,0.70402,0.70896,0.000373333333333333,0.00184666666666667,0.00238,0.00331666666666667,0.00570666666666667,0.00032,0.00208,0.00294,0.00398,0.00752,0.395373333333333,0.39876,0.399873333333334,0.400736666666667,0.403133333333333,0.239,0.24318,0.24476,0.24704,0.25276,0,0.000133040216098117,0.000231141547635482,0.000328074246043773,0.000695042033494407,0,0.000319961949669408,0.000643193965332683,0.000954899351470236,0.00178310909385638
"974",0.09,"modUnequal",64,0.00649333333333333,0.0143733333333333,0.0183533333333333,0.02225,0.0441866666666667,0.01416,0.03167,0.04026,0.05066,0.0954,0.674826666666667,0.69106,0.695606666666666,0.697386666666666,0.7038,0.6384,0.67184,0.67956,0.68569,0.6996,0.00310666666666667,0.00735333333333333,0.00911333333333333,0.0114866666666667,0.02264,0.00388,0.009,0.01166,0.01411,0.02864,0.384413333333333,0.392876666666667,0.395033333333334,0.39669,0.39952,0.22704,0.23695,0.23952,0.24159,0.24672,0.000165579362188297,0.000427589404825082,0.000557121369826617,0.000799180385762318,0.00170006865661882,0.000164311534669734,0.00127653406879819,0.00191071253458455,0.00268472838035988,0.00508083140877598
