"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,1,9,10,4e-05,0.00012,1e-04,0,0,0,7,7,0,9.33333333333333e-05,7e-05,3761,11439,15200,0.15044,0.15252,0.152,0,4,0,3,21238,63556,0,7,7,0,9.33333333333333e-05,7e-05,3761,11435,3761,11436,15197,0.15044,0.15248,0.15197,0,0,0,0,0,0,387,1155,1542,0.01548,0.0154,0.01542,387,1155,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",0,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"2",2,1,15,16,4e-05,2e-04,0.00016,0,6,0,7,7,0,9.33333333333333e-05,7e-05,3759,11441,15200,0.15036,0.152546666666667,0.152,0,4,0,3,21238,63545,0,7,7,0,9.33333333333333e-05,7e-05,3761,11440,3761,11441,15202,0.15044,0.152546666666667,0.15202,0,0,0,0,0,0,731,2145,2876,0.02924,0.0286,0.02876,731,2145,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",1,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"3",3,1,19,20,4e-05,0.000253333333333333,2e-04,0,10,0,7,7,0,9.33333333333333e-05,7e-05,3756,11444,15200,0.15024,0.152586666666667,0.152,0,4,0,3,21231,63509,0,7,7,0,9.33333333333333e-05,7e-05,3768,11472,3768,11473,15241,0.15072,0.152973333333333,0.15241,0,1,1,0,1.33333333333333e-05,1e-05,989,2993,3982,0.03956,0.0399066666666667,0.03982,989,2994,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",2,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"4",4,1,21,22,4e-05,0.00028,0.00022,0,12,0,7,7,0,9.33333333333333e-05,7e-05,3753,11447,15200,0.15012,0.152626666666667,0.152,0,4,0,3,21205,63428,0,7,7,0,9.33333333333333e-05,7e-05,3794,11551,3794,11552,15346,0.15176,0.154026666666667,0.15346,0,2,2,0,2.66666666666667e-05,2e-05,1216,3687,4903,0.04864,0.04916,0.04903,1216,3689,0,1,0,0.000271076172404446,0,0,0,0,0,1,0,0.000271076172404446,NA,NA,NA,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",3,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"5",5,2,24,26,8e-05,0.00032,0.00026,1,15,0,7,7,0,9.33333333333333e-05,7e-05,3737,11463,15200,0.14948,0.15284,0.152,0,4,0,3,21138,63207,0,7,7,0,9.33333333333333e-05,7e-05,3860,11769,3860,11770,15630,0.1544,0.156933333333333,0.1563,0,3,3,0,4e-05,3e-05,1402,4305,5707,0.05608,0.0574,0.05707,1402,4308,0,1,0,0.000232126276694522,0,0,0,0,0,1,0,0.000232126276694522,NA,NA,NA,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",4,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"6",6,3,26,29,0.00012,0.000346666666666667,0.00029,2,17,0,9,9,0,0.00012,9e-05,3735,11465,15200,0.1494,0.152866666666667,0.152,0,5,0,3,20985,62782,0,9,9,0,0.00012,9e-05,4012,12192,4012,12194,16206,0.16048,0.162586666666667,0.16206,0,4,4,0,5.33333333333333e-05,4e-05,1577,4866,6443,0.06308,0.06488,0.06443,1577,4870,0,1,0,0.000205338809034908,0,0,0,0,0,1,0,0.000205338809034908,NA,NA,NA,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",5,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"7",7,8,35,43,0.00032,0.000466666666666667,0.00043,7,26,0,9,9,0,0.00012,9e-05,3748,11452,15200,0.14992,0.152693333333333,0.152,2,7,0,3,20731,62046,0,9,9,0,0.00012,9e-05,4261,12919,4263,12923,17186,0.17052,0.172306666666667,0.17186,0,4,4,0,5.33333333333333e-05,4e-05,1734,5363,7097,0.06936,0.0715066666666667,0.07097,1734,5367,0,1,0,0.000186323830817962,0,0,0,0,0,1,0,0.000186323830817962,NA,NA,NA,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",6,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"8",8,9,39,48,0.00036,0.00052,0.00048,8,30,0,9,9,0,0.00012,9e-05,3801,11399,15200,0.15204,0.151986666666667,0.152,2,7,0,3,20410,61093,0,9,9,0,0.00012,9e-05,4581,13868,4583,13873,18456,0.18332,0.184973333333333,0.18456,0,4,4,0,5.33333333333333e-05,4e-05,1892,5849,7741,0.07568,0.0779866666666667,0.07741,1892,5853,0,1,0,0.000170852554245686,0,0,0,0,0,1,0,0.000170852554245686,NA,NA,NA,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",7,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"9",9,13,39,52,0.00052,0.00052,0.00052,12,32,1,11,12,4e-05,0.000146666666666667,0.00012,3817,11383,15200,0.15268,0.151773333333333,0.152,2,6,0,3,20003,59913,1,13,14,4e-05,0.000173333333333333,0.00014,4984,15046,4988,15050,20038,0.19952,0.200666666666667,0.20038,0,5,5,0,6.66666666666667e-05,5e-05,2061,6328,8389,0.08244,0.0843733333333333,0.08389,2061,6333,0,1,0,0.000157903047528817,0,0,0,0,0,1,0,0.000157903047528817,-3.33333333333333,-3.30857142857143,-3.30626080021268,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",8,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"10",10,14,42,56,0.00056,0.00056,0.00056,13,36,1,13,14,4e-05,0.000173333333333333,0.00014,3789,11411,15200,0.15156,0.152146666666667,0.152,2,7,0,2,19576,58560,1,15,16,4e-05,2e-04,0.00016,5410,16395,5414,16401,21815,0.21656,0.21868,0.21815,1,5,6,4e-05,6.66666666666667e-05,6e-05,2236,6833,9069,0.08944,0.0911066666666667,0.09069,2237,6838,0,1,0,0.000146241591108511,0,0,0,0,0,1,0,0.000146241591108511,-4,-3.95152734589354,-3.94967978042086,-0.666666666666667,-0.636177374506073,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",9,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
"11",11,20,52,72,8e-04,0.000693333333333333,0.00072,19,48,4,13,17,0.00016,0.000173333333333333,0.00017,3806,11394,15200,0.15224,0.15192,0.152,2,11,0,2,19112,57187,4,17,21,0.00016,0.000226666666666667,0.00021,5868,17756,5872,17766,23638,0.23488,0.23688,0.23638,2,6,8,8e-05,8e-05,8e-05,2439,7414,9853,0.09756,0.0988533333333333,0.09853,2441,7420,0,2,0,0.000269541778975741,0,0,0,0,0,2,0,0.000269541778975741,-0.416666666666667,-0.404705617471575,-0.404539310655553,0,0.0130833558133261,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",10,TRUE,"equal",-0.00500610500610496,-0.0156583555301799,-0.00639230050994755,-0.00166182670025727,0.0105626326963906,-0.0235151002075402,0.00429701862623966,0.0237384671013822,0.17191,0.37214,0.57322,50,58,0.1,0.2,0.1,42,360350191,6.00482
