"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,4,6,10,0.00016,8e-05,1e-04,0,0,2,4,6,8e-05,5.33333333333333e-05,6e-05,3769,11431,15200,0.15076,0.152413333333333,0.152,1,1,0,1,21228,63564,2,4,6,8e-05,5.33333333333333e-05,6e-05,3768,11430,3769,11430,15199,0.15076,0.1524,0.15199,0,1,1,0,1.33333333333333e-05,1e-05,404,1131,1535,0.01616,0.01508,0.01535,404,1132,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.340507436570429,0.340682414698163,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",0,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"2",2,4,12,16,0.00016,0.00016,0.00016,0,6,2,4,6,8e-05,5.33333333333333e-05,6e-05,3770,11430,15200,0.1508,0.1524,0.152,1,2,0,1,21226,63553,2,4,6,8e-05,5.33333333333333e-05,6e-05,3770,11435,3771,11436,15207,0.15084,0.15248,0.15207,0,1,1,0,1.33333333333333e-05,1e-05,727,2087,2814,0.02908,0.0278266666666667,0.02814,727,2088,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.340503672612802,0.340620900743332,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",1,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"3",3,6,17,23,0.00024,0.000226666666666667,0.00023,2,11,2,5,7,8e-05,6.66666666666667e-05,7e-05,3773,11427,15200,0.15092,0.15236,0.152,1,2,0,1,21214,63522,2,5,7,8e-05,6.66666666666667e-05,7e-05,3780,11461,3782,11462,15244,0.15128,0.152826666666667,0.15244,2,2,4,8e-05,2.66666666666667e-05,4e-05,1015,2915,3930,0.0406,0.0388666666666667,0.0393,1017,2917,1,1,0.000983284169124877,0.000342817963661296,0,0,0,0,1,1,0.000983284169124877,0.000342817963661296,0.166666666666667,0.175100331530274,0.175464619143181,0.666666666666667,0.65180102915952,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",2,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"4",4,6,19,25,0.00024,0.000253333333333333,0.00025,2,13,2,6,8,8e-05,8e-05,8e-05,3769,11431,15200,0.15076,0.152413333333333,0.152,1,2,0,1,21187,63443,2,6,8,8e-05,8e-05,8e-05,3807,11538,3809,11539,15348,0.15236,0.153853333333333,0.15348,2,2,4,8e-05,2.66666666666667e-05,4e-05,1242,3667,4909,0.04968,0.0488933333333333,0.04909,1244,3669,1,1,0.000803858520900322,0.000272553829381303,0,0,0,0,1,1,0.000803858520900322,0.000272553829381303,0,0.009706213710027,0.0101404056162246,0.666666666666667,0.661303517862013,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",3,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"5",5,7,28,35,0.00028,0.000373333333333333,0.00035,3,22,2,8,10,8e-05,0.000106666666666667,1e-04,3769,11431,15200,0.15076,0.152413333333333,0.152,1,3,0,1,21130,63232,2,8,10,8e-05,0.000106666666666667,1e-04,3863,11740,3865,11742,15607,0.1546,0.15656,0.15607,2,2,4,8e-05,2.66666666666667e-05,4e-05,1433,4321,5754,0.05732,0.0576133333333333,0.05754,1435,4323,1,1,0.000696864111498258,0.000231320842007865,0,0,0,0,1,1,0.000696864111498258,0.000231320842007865,-0.333333333333333,-0.316641117356498,-0.31618398637138,0.666666666666667,0.668363804674844,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",4,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"6",6,8,31,39,0.00032,0.000413333333333333,0.00039,5,25,1,11,12,4e-05,0.000146666666666667,0.00012,3743,11457,15200,0.14972,0.15276,0.152,1,5,0,2,20999,62771,2,11,13,8e-05,0.000146666666666667,0.00013,3992,12198,3994,12201,16195,0.15976,0.16268,0.16195,2,2,4,8e-05,2.66666666666667e-05,4e-05,1594,4852,6446,0.06376,0.0646933333333333,0.06446,1596,4854,1,1,0.0006265664160401,0.000206015657189946,0,0,0,0,1,1,0.0006265664160401,0.000206015657189946,-0.833333333333333,-0.800426194574215,-0.799967207738974,0.666666666666667,0.671475680131904,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",5,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"7",7,9,38,47,0.00036,0.000506666666666667,0.00047,6,32,1,11,12,4e-05,0.000146666666666667,0.00012,3787,11413,15200,0.15148,0.152173333333333,0.152,2,9,0,4,20753,62063,2,11,13,8e-05,0.000146666666666667,0.00013,4237,12899,4240,12904,17144,0.1696,0.172053333333333,0.17144,2,4,6,8e-05,5.33333333333333e-05,6e-05,1762,5342,7104,0.07048,0.0712266666666667,0.07104,1764,5346,1,1,0.000566893424036281,0.000187055742611298,0,0,0,0,1,1,0.000566893424036281,0.000187055742611298,-0.833333333333333,-0.80719156850589,-0.806612915729902,0.333333333333333,0.34032197678772,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",6,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"8",8,12,45,57,0.00048,6e-04,0.00057,9,40,1,16,17,4e-05,0.000213333333333333,0.00017,3742,11458,15200,0.14968,0.152773333333333,0.152,2,10,0,6,20449,61074,2,16,18,8e-05,0.000213333333333333,0.00018,4538,13880,4541,13885,18426,0.18164,0.185133333333333,0.18426,2,6,8,8e-05,8e-05,8e-05,1921,5811,7732,0.07684,0.07748,0.07732,1923,5817,1,2,0.000520020800832033,0.000343819838404676,0,0,0,0,1,2,0.000520020800832033,0.000343819838404676,-1.66666666666667,-1.61634857760173,-1.61556195965418,0,0.00826019617965923,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",7,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"9",9,16,60,76,0.00064,8e-04,0.00076,13,55,1,20,21,4e-05,0.000266666666666667,0.00021,3777,11423,15200,0.15108,0.152306666666667,0.152,2,13,0,7,20050,59892,2,20,22,8e-05,0.000266666666666667,0.00022,4933,15047,4936,15056,19992,0.19744,0.200746666666667,0.19992,2,8,10,8e-05,0.000106666666666667,1e-04,2098,6330,8428,0.08392,0.0844,0.08428,2100,6338,1,3,0.000476190476190476,0.000473335437046387,0,0,0,0,1,3,0.000476190476190476,0.000473335437046387,-2.33333333333333,-2.27842720510096,-2.27839436432511,-0.333333333333333,-0.325750394944708,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",8,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
"10",10,19,72,91,0.00076,0.00096,0.00091,17,69,1,20,21,4e-05,0.000266666666666667,0.00021,3739,11461,15200,0.14956,0.152813333333333,0.152,1,13,0,6,19611,58543,2,22,24,8e-05,0.000293333333333333,0.00024,5368,16382,5371,16392,21763,0.21484,0.21856,0.21763,2,11,13,8e-05,0.000146666666666667,0.00013,2278,6880,9158,0.09112,0.0917333333333333,0.09158,2280,6891,1,3,0.00043859649122807,0.00043535045711798,0,0,0,0,1,3,0.00043859649122807,0.00043535045711798,-2.66666666666667,-2.60425817471938,-2.60444390184349,-0.833333333333333,-0.821075581395349,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",9,TRUE,"equal",0.00814745972738531,-0.0166421846459986,-0.00307316737067898,0.000439104571794857,-0.00711922720656341,-0.0594194966216157,-0.0161405576115417,-0.0106618419101866,0.17425,0.37334,0.57576,47,55,0.1,0.2,0.1,64,135256556,6.00534
