"","X","Covid_infect_unvac","Covid_infect_vac","Covid_infect","Covid_propInfect_unvac","Covid_propInfect_vac","Covid_propInfect","Covid_cumInfect_unvac","Covid_cumInfect_vac","Covid_symptInfect_unvac","Covid_symptInfect_vac","Covid_symptInfect","Covid_propSymptInfect_unvac","Covid_propSymptInfect_vac","Covid_propSymptInfect","NonCovid_symptInfect_unvac","NonCovid_symptInfect_vac","NonCovid_symptInfect","NonCovid_propSymptInfect_unvac","NonCovid_propSymptInfect_vac","NonCovid_propSymptInfect","CoInfect_unvac","CoInfect_vac","Sympt_coInfect_unvac","Sympt_coInfect_vac","NeverInfect_unvac","NeverInfect_vac","Covid_cumSymptInfect_unvac","Covid_cumSymptInfect_vac","Covid_cumSymptInfect","Covid_cumPropSymptInfect_unvac","Covid_cumPropSymptInfect_vac","Covid_cumPropSymptInfect","NonCovid_cumSymptInfect_covidSusc_unvac","NonCovid_cumSymptInfect_covidSusc_vac","NonCovid_cumSymptInfect_unvac","NonCovid_cumSymptInfect_vac","NonCovid_cumSymptInfect","NonCovid_cumPropSymptInfect_unvac","NonCovid_cumPropSymptInfect_vac","NonCovid_cumPropSymptInfect","Covid_cumSymptExpInfect_tested_unvac","Covid_cumSymptExpInfect_tested_vac","Covid_cumSymptExpInfect_tested","Covid_cumPropSymptExpInfect_tested_unvac","Covid_cumPropSymptExpInfect_tested_vac","Covid_cumPropSymptExpInfect_tested","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","NonCovid_cumSymptInfect_tested","NonCovid_cumPropSymptInfect_tested_unvac","NonCovid_cumPropSymptInfect_tested_vac","NonCovid_cumPropSymptInfect_tested","EverTested_unvac","EverTested_vac","CumNum_falsePos_unvac","CumNum_falsePos_vac","CumProp_falsePos_unvac","CumProp_falsePos_vac","CumNum_falseNeg_unvac","CumNum_falseNeg_vac","CumProp_falseNeg_unvac","CumProp_falseNeg_vac","CumNum_misclass_unvac","CumNum_misclass_vac","CumProp_misclass_unvac","CumProp_misclass_vac","VE_symptRR","VE_symptOR","VE_symptSuscOR","VE_symptRR_observed","VE_symptOR_observed","Label_veSusc","Label_veInfect","Label_veJoint","t","TestedStarted_bin","Label_testingDiff","VE_symptRR_degUnder_highChange_trueVeff","VE_symptOR_degUnder_highChange_trueVeff","VE_symptRR_degUnder_highChange_targEst","VE_symptOR_degUnder_highChange_targEst","VE_symptRR_degUnder_peak_trueVeff","VE_symptOR_degUnder_peak_trueVeff","VE_symptRR_degUnder_peak_targEst","VE_symptOR_degUnder_peak_targEst","Covid_cumPropSymptInfect_highChange","Covid_cumPropSymptInfect_peak","Covid_cumPropSymptInfect_final","t_highChange","t_peak","VE_susc","VE_infect","Covid_probTrans","Epi_simNum","Seed_num","Avg_numContacts"
"1",1,3,7,10,0.00012,9.33333333333333e-05,1e-04,0,0,2,4,6,8e-05,5.33333333333333e-05,6e-05,3881,11319,15200,0.15524,0.15092,0.152,1,0,1,0,21117,63674,2,4,6,8e-05,5.33333333333333e-05,6e-05,3880,11319,3880,11319,15199,0.1552,0.15092,0.15199,0,1,1,0,1.33333333333333e-05,1e-05,392,1193,1585,0.01568,0.0159066666666667,0.01585,392,1194,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.31442706952911,0.31442706952911,NA,NA,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",0,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"2",2,4,7,11,0.00016,9.33333333333333e-05,0.00011,1,0,2,4,6,8e-05,5.33333333333333e-05,6e-05,3884,11316,15200,0.15536,0.15088,0.152,1,0,1,0,21112,63669,2,4,6,8e-05,5.33333333333333e-05,6e-05,3884,11324,3884,11324,15208,0.15536,0.150986666666667,0.15208,1,1,2,4e-05,1.33333333333333e-05,2e-05,765,2178,2943,0.0306,0.02904,0.02943,766,2179,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.314023313316849,0.314023313316849,0.666666666666667,0.648760330578512,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",1,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"3",3,4,8,12,0.00016,0.000106666666666667,0.00012,1,1,2,4,6,8e-05,5.33333333333333e-05,6e-05,3880,11320,15200,0.1552,0.150933333333333,0.152,1,0,1,0,21106,63636,2,4,6,8e-05,5.33333333333333e-05,6e-05,3890,11356,3890,11356,15246,0.1556,0.151413333333333,0.15246,1,1,2,4e-05,1.33333333333333e-05,2e-05,1064,3026,4090,0.04256,0.0403466666666667,0.0409,1065,3027,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.314899612539627,0.314899612539627,0.666666666666667,0.648380700594845,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",2,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"4",4,7,15,22,0.00028,2e-04,0.00022,4,8,2,4,6,8e-05,5.33333333333333e-05,6e-05,3873,11327,15200,0.15492,0.151026666666667,0.152,1,4,1,0,21078,63550,2,4,6,8e-05,5.33333333333333e-05,6e-05,3915,11435,3915,11439,15354,0.1566,0.15252,0.15354,1,1,2,4e-05,1.33333333333333e-05,2e-05,1323,3733,5056,0.05292,0.0497733333333333,0.05056,1324,3734,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.315499606608969,0.315260166156537,0.666666666666667,0.645593356549692,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",3,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"5",5,6,17,23,0.00024,0.000226666666666667,0.00023,4,10,1,4,5,4e-05,5.33333333333333e-05,5e-05,3869,11331,15200,0.15476,0.15108,0.152,1,4,1,0,20993,63327,2,4,6,8e-05,5.33333333333333e-05,6e-05,4000,11656,4000,11660,15660,0.16,0.155466666666667,0.1566,1,1,2,4e-05,1.33333333333333e-05,2e-05,1517,4362,5879,0.06068,0.05816,0.05879,1518,4363,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.313893653516295,0.313658201784489,0.666666666666667,0.652223750573132,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",4,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"6",6,7,20,27,0.00028,0.000266666666666667,0.00027,5,13,2,4,6,8e-05,5.33333333333333e-05,6e-05,3871,11329,15200,0.15484,0.151053333333333,0.152,1,6,1,0,20851,62901,3,4,7,0.00012,5.33333333333333e-05,7e-05,4141,12079,4141,12085,16226,0.16564,0.161133333333333,0.16226,1,2,3,4e-05,2.66666666666667e-05,3e-05,1681,4875,6556,0.06724,0.065,0.06556,1682,4877,0,0,0,0,0,0,0,0,0,0,0,0,0.555555555555556,0.543125086195008,0.542898142782239,0.333333333333333,0.310358974358974,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",5,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"7",7,8,24,32,0.00032,0.00032,0.00032,6,17,3,6,9,0.00012,8e-05,9e-05,3877,11323,15200,0.15508,0.150973333333333,0.152,1,6,1,1,20613,62194,4,6,10,0.00016,8e-05,1e-04,4378,12782,4378,12787,17165,0.17512,0.170493333333333,0.17165,1,2,3,4e-05,2.66666666666667e-05,3e-05,1826,5389,7215,0.07304,0.0718533333333333,0.07215,1827,5391,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.486431532024713,0.486230636833046,0.333333333333333,0.322323251066988,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",6,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"8",8,10,27,37,4e-04,0.00036,0.00037,8,21,3,6,9,0.00012,8e-05,9e-05,3861,11339,15200,0.15444,0.151186666666667,0.152,1,8,1,1,20290,61179,4,6,10,0.00016,8e-05,1e-04,4699,13793,4699,13800,18499,0.18796,0.184,0.18499,1,2,3,4e-05,2.66666666666667e-05,3e-05,1993,5844,7837,0.07972,0.07792,0.07837,1994,5846,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.489239130434783,0.48897991734938,0.333333333333333,0.317932922655715,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",7,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"9",9,13,28,41,0.00052,0.000373333333333333,0.00041,11,24,3,6,9,0.00012,8e-05,9e-05,3840,11360,15200,0.1536,0.151466666666667,0.152,3,7,2,1,19909,59940,4,8,12,0.00016,0.000106666666666667,0.00012,5077,15029,5078,15037,20115,0.20312,0.200493333333333,0.20115,1,3,4,4e-05,4e-05,4e-05,2180,6384,8564,0.0872,0.08512,0.08564,2181,6387,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.324599321673206,0.324372879100406,0,-0.0244360902255638,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",8,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
"10",10,14,33,47,0.00056,0.00044,0.00047,13,29,2,7,9,8e-05,9.33333333333333e-05,9e-05,3807,11393,15200,0.15228,0.151906666666667,0.152,2,6,1,2,19483,58664,4,9,13,0.00016,0.00012,0.00013,5501,16300,5502,16308,21810,0.22008,0.21744,0.2181,1,5,6,4e-05,6.66666666666667e-05,6e-05,2363,6936,9299,0.09452,0.09248,0.09299,2364,6941,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.240894039735099,0.240659509202454,-0.666666666666667,-0.70343137254902,"VE Susc.= 0.1","VE Infect.= 0.2","VE Susc.= 0.1 VE Infect.= 0.2",9,TRUE,"equal",0.0153614934345833,0.00716828266943917,0.0193707067074544,0.0282601288574853,-0.00358160358160362,-0.0368080568546316,-0.0134015152363777,-0.000268761631785686,0.17079,0.36586,0.57162,53,61,0.1,0.2,0.1,31,909425150,6.00508
