Covid_probTrans,VE_infect,VE_susc,Label_testingDiff,t,t_highChange,Covid_cumPropSymptInfect_highChange,VE_symptRR_observed,VE_symptOR_observed,VE_symptRR_degUnderNeg_highChange_trueVeff,VE_symptOR_degUnderNeg_highChange_trueVeff,Covid_cumPropSymptInfect_unvac,Covid_cumPropSymptInfect_vac
0.03,0.2,0.55,modUnequal,1,1,6.00E-05,1,1,0.45,0.45,2.00E-04,1.33E-05
0.03,0.2,0.55,highUnequal,1,1,6.00E-05,NA,NA,NA,NA,2.00E-04,1.33E-05
0.03,0.2,0.55,equal,1,1,5.00E-05,NA,NA,NA,NA,8.00E-05,4.00E-05
0.03,0.2,0.55,modUnequal,1,1,5.00E-05,NA,NA,NA,NA,8.00E-05,4.00E-05
0.03,0.2,0.55,highUnequal,1,1,5.00E-05,NA,NA,NA,NA,8.00E-05,4.00E-05
0.03,0.2,0.55,equal,1,1,6.00E-05,1,1,0.45,0.45,8.00E-05,5.33E-05
0.03,0.2,0.55,modUnequal,1,1,6.00E-05,1,1,0.45,0.45,8.00E-05,5.33E-05
0.03,0.2,0.55,highUnequal,1,1,6.00E-05,NA,NA,NA,NA,8.00E-05,5.33E-05
0.03,0.2,0.55,equal,1,1,6.00E-05,0.333333333,0.355042967,-0.216666667,-0.194957033,8.00E-05,5.33E-05
0.03,0.2,0.55,modUnequal,1,1,6.00E-05,NA,NA,NA,NA,8.00E-05,5.33E-05
0.03,0.2,0.55,highUnequal,1,1,6.00E-05,NA,NA,NA,NA,8.00E-05,5.33E-05
0.03,0.2,0.55,equal,1,1,8.00E-05,0.333333333,0.322805388,-0.216666667,-0.227194612,2.00E-04,4.00E-05
0.03,0.2,0.55,modUnequal,1,1,8.00E-05,0.666666667,0.82861124,0.116666667,0.27861124,2.00E-04,4.00E-05
0.03,0.2,0.55,highUnequal,1,1,8.00E-05,NA,NA,NA,NA,2.00E-04,4.00E-05
0.03,0.2,0.55,equal,1,1,6.00E-05,NA,NA,NA,NA,8.00E-05,5.33E-05
0.03,0.2,0.55,modUnequal,1,1,6.00E-05,NA,NA,NA,NA,8.00E-05,5.33E-05
0.03,0.2,0.55,highUnequal,1,1,6.00E-05,NA,NA,NA,NA,8.00E-05,5.33E-05
0.03,0.2,0.55,equal,1,1,5.00E-05,NA,NA,NA,NA,4.00E-05,5.33E-05
0.03,0.2,0.55,modUnequal,1,1,5.00E-05,NA,NA,NA,NA,4.00E-05,5.33E-05
0.03,0.2,0.55,highUnequal,1,1,5.00E-05,NA,NA,NA,NA,4.00E-05,5.33E-05
0.03,0.2,0.55,equal,1,1,9.00E-05,NA,NA,NA,NA,2.00E-04,5.33E-05
0.03,0.2,0.55,modUnequal,1,1,9.00E-05,NA,NA,NA,NA,2.00E-04,5.33E-05
0.03,0.2,0.55,highUnequal,1,1,9.00E-05,NA,NA,NA,NA,2.00E-04,5.33E-05
0.03,0.2,0.55,equal,1,1,7.00E-05,NA,NA,NA,NA,8.00E-05,6.67E-05
0.03,0.2,0.55,modUnequal,1,1,7.00E-05,NA,NA,NA,NA,8.00E-05,6.67E-05
0.03,0.2,0.55,highUnequal,1,1,7.00E-05,NA,NA,NA,NA,8.00E-05,6.67E-05
0.03,0.2,0.55,equal,1,1,5.00E-05,NA,NA,NA,NA,0.00012,2.67E-05
0.03,0.2,0.55,modUnequal,1,1,5.00E-05,1,1,0.45,0.45,0.00012,2.67E-05
0.03,0.2,0.55,highUnequal,1,1,5.00E-05,NA,NA,NA,NA,0.00012,2.67E-05
0.03,0.2,0.55,equal,1,1,5.00E-05,0.666666667,0.669630323,0.116666667,0.119630323,4.00E-05,5.33E-05
0.03,0.2,0.55,modUnequal,1,1,5.00E-05,NA,NA,NA,NA,4.00E-05,5.33E-05
0.03,0.2,0.55,highUnequal,1,1,5.00E-05,NA,NA,NA,NA,4.00E-05,5.33E-05
0.03,0.2,0.55,equal,1,1,7.00E-05,1,1,0.45,0.45,0.00016,4.00E-05
0.03,0.2,0.55,modUnequal,1,1,7.00E-05,NA,NA,NA,NA,0.00016,4.00E-05
0.03,0.2,0.55,highUnequal,1,1,7.00E-05,NA,NA,NA,NA,0.00016,4.00E-05
0.03,0.2,0.55,equal,1,1,4.00E-05,1,1,0.45,0.45,8.00E-05,2.67E-05
0.03,0.2,0.55,modUnequal,1,1,4.00E-05,NA,NA,NA,NA,8.00E-05,2.67E-05
0.03,0.2,0.55,highUnequal,1,1,4.00E-05,1,1,0.45,0.45,8.00E-05,2.67E-05
0.03,0.2,0.55,equal,1,1,7.00E-05,1,1,0.45,0.45,2.00E-04,2.67E-05
0.03,0.2,0.55,modUnequal,1,1,7.00E-05,1,1,0.45,0.45,2.00E-04,2.67E-05
0.03,0.2,0.55,highUnequal,1,1,7.00E-05,NA,NA,NA,NA,2.00E-04,2.67E-05
0.03,0.2,0.55,equal,1,1,6.00E-05,1,1,0.45,0.45,0.00016,2.67E-05
0.03,0.2,0.55,modUnequal,1,1,6.00E-05,1,1,0.45,0.45,0.00016,2.67E-05
0.03,0.2,0.55,highUnequal,1,1,6.00E-05,NA,NA,NA,NA,0.00016,2.67E-05
0.03,0.2,0.55,equal,1,1,5.00E-05,1,1,0.45,0.45,2.00E-04,0
0.03,0.2,0.55,modUnequal,1,1,5.00E-05,1,1,0.45,0.45,2.00E-04,0
0.03,0.2,0.55,highUnequal,1,1,5.00E-05,1,1,0.45,0.45,2.00E-04,0
0.03,0.2,0.55,equal,1,1,8.00E-05,0.666666667,0.679651696,0.116666667,0.129651696,0.00016,5.33E-05
0.03,0.2,0.55,modUnequal,1,1,8.00E-05,0.666666667,0.842346471,0.116666667,0.292346471,0.00016,5.33E-05
0.03,0.2,0.55,highUnequal,1,1,8.00E-05,NA,NA,NA,NA,0.00016,5.33E-05
0.03,0.2,0.55,equal,1,1,6.00E-05,1,1,0.45,0.45,0.00012,4.00E-05
0.03,0.2,0.55,modUnequal,1,1,6.00E-05,NA,NA,NA,NA,0.00012,4.00E-05
0.03,0.2,0.55,highUnequal,1,1,6.00E-05,NA,NA,NA,NA,0.00012,4.00E-05
0.03,0.2,0.55,equal,1,1,8.00E-05,1,1,0.45,0.45,8.00E-05,8.00E-05
0.03,0.2,0.55,modUnequal,1,1,8.00E-05,NA,NA,NA,NA,8.00E-05,8.00E-05
0.03,0.2,0.55,highUnequal,1,1,8.00E-05,NA,NA,NA,NA,8.00E-05,8.00E-05
0.05,0.2,0.55,equal,186,186,0.05631,0.559676652,0.57920223,0.009676652,0.02920223,0.09496,0.043426667
0.05,0.2,0.55,modUnequal,186,186,0.05631,0.20344086,0.436012516,-0.34655914,-0.113987484,0.09496,0.043426667
0.05,0.2,0.55,highUnequal,186,186,0.05631,-0.104353011,0.313254356,-0.654353011,-0.236745644,0.09496,0.043426667
0.05,0.2,0.55,equal,212,212,0.03143,0.540290621,0.552381928,-0.009709379,0.002381928,0.05264,0.02436
0.05,0.2,0.55,modUnequal,212,212,0.03143,0.18501171,0.401495187,-0.36498829,-0.148504813,0.05264,0.02436
0.05,0.2,0.55,highUnequal,212,212,0.03143,-0.002881844,0.351418224,-0.552881844,-0.198581776,0.05264,0.02436
0.05,0.2,0.55,equal,174,174,0.03228,0.546684119,0.554415087,-0.003315881,0.004415087,0.05572,0.024466667
0.05,0.2,0.55,modUnequal,174,174,0.03228,0.247101449,0.464963442,-0.302898551,-0.085036558,0.05572,0.024466667
0.05,0.2,0.55,highUnequal,174,174,0.03228,-0.052684904,0.35977173,-0.602684904,-0.19022827,0.05572,0.024466667
0.05,0.2,0.55,equal,200,200,0.05988,0.54029304,0.560149698,-0.00970696,0.010149698,0.10208,0.045813333
0.05,0.2,0.55,modUnequal,200,200,0.05988,0.185725872,0.421402014,-0.364274128,-0.128597986,0.10208,0.045813333
0.05,0.2,0.55,highUnequal,200,200,0.05988,-0.111849391,0.299876522,-0.661849391,-0.250123478,0.10208,0.045813333
0.05,0.2,0.55,equal,242,242,0.04802,0.552735477,0.568585848,0.002735477,0.018585848,0.08192,0.03672
0.05,0.2,0.55,modUnequal,242,242,0.04802,0.214462605,0.413492768,-0.335537395,-0.136507232,0.08192,0.03672
0.05,0.2,0.55,highUnequal,242,242,0.04802,-0.032552083,0.298270472,-0.582552083,-0.251729528,0.08192,0.03672
0.05,0.2,0.55,equal,234,234,0.05988,0.523943662,0.540595107,-0.026056338,-0.009404893,0.10004,0.046493333
0.05,0.2,0.55,modUnequal,234,234,0.05988,0.194278903,0.403541485,-0.355721097,-0.146458515,0.10004,0.046493333
0.05,0.2,0.55,highUnequal,234,234,0.05988,-0.048062016,0.295954665,-0.598062016,-0.254045335,0.10004,0.046493333
0.05,0.2,0.55,equal,212,212,0.06315,0.554559043,0.573708448,0.004559043,0.023708448,0.1064,0.048733333
0.05,0.2,0.55,modUnequal,212,212,0.06315,0.184837827,0.409030321,-0.365162173,-0.140969679,0.1064,0.048733333
0.05,0.2,0.55,highUnequal,212,212,0.06315,-0.019550342,0.336879297,-0.569550342,-0.213120703,0.1064,0.048733333
0.05,0.2,0.55,equal,192,192,0.03021,0.576923077,0.582710318,0.026923077,0.032710318,0.05176,0.023026667
0.05,0.2,0.55,modUnequal,192,192,0.03021,0.256756757,0.46519792,-0.293243243,-0.08480208,0.05176,0.023026667
0.05,0.2,0.55,highUnequal,192,192,0.03021,-0.006097561,0.367675609,-0.556097561,-0.182324391,0.05176,0.023026667
0.05,0.2,0.55,equal,237,237,0.04401,0.550387597,0.562933816,0.000387597,0.012933816,0.07472,0.033773333
0.05,0.2,0.55,modUnequal,237,237,0.04401,0.243609807,0.436622079,-0.306390193,-0.113377921,0.07472,0.033773333
0.05,0.2,0.55,highUnequal,237,237,0.04401,-0.024011299,0.311488613,-0.574011299,-0.238511387,0.07472,0.033773333
0.05,0.2,0.55,equal,211,211,0.07195,0.524684271,0.551252195,-0.025315729,0.001252195,0.12156,0.055413333
0.05,0.2,0.55,modUnequal,211,211,0.07195,0.18503937,0.41361089,-0.36496063,-0.13638911,0.12156,0.055413333
0.05,0.2,0.55,highUnequal,211,211,0.07195,-0.108433735,0.27937061,-0.658433735,-0.27062939,0.12156,0.055413333
0.05,0.2,0.55,equal,225,225,0.05204,0.537109887,0.553171227,-0.012890113,0.003171227,0.08632,0.040613333
0.05,0.2,0.55,modUnequal,225,225,0.05204,0.154693487,0.376708589,-0.395306513,-0.173291411,0.08632,0.040613333
0.05,0.2,0.55,highUnequal,225,225,0.05204,-0.151337247,0.242117743,-0.701337247,-0.307882257,0.08632,0.040613333
0.05,0.2,0.55,equal,204,204,0.03667,0.533555803,0.544827831,-0.016444197,-0.005172169,0.06116,0.028506667
0.05,0.2,0.55,modUnequal,204,204,0.03667,0.140710383,0.373344409,-0.409289617,-0.176655591,0.06116,0.028506667
0.05,0.2,0.55,highUnequal,204,204,0.03667,-0.069727891,0.312664002,-0.619727891,-0.237335998,0.06116,0.028506667
0.05,0.2,0.55,equal,201,201,0.05056,0.571990559,0.588715451,0.021990559,0.038715451,0.08744,0.038266667
0.05,0.2,0.55,modUnequal,201,201,0.05056,0.216138329,0.438669857,-0.333861671,-0.111330143,0.08744,0.038266667
0.05,0.2,0.55,highUnequal,201,201,0.05056,0.005484461,0.368522402,-0.544515539,-0.181477598,0.08744,0.038266667
0.05,0.2,0.55,equal,238,238,0.05661,0.562968165,0.581925375,0.012968165,0.031925375,0.09612,0.04344
0.05,0.2,0.55,modUnequal,238,238,0.05661,0.217190776,0.418619005,-0.332809224,-0.131380995,0.09612,0.04344
0.05,0.2,0.55,highUnequal,238,238,0.05661,-0.033776301,0.310483634,-0.583776301,-0.239516366,0.09612,0.04344
0.05,0.2,0.55,equal,184,184,0.03206,0.59378882,0.605698651,0.04378882,0.055698651,0.05552,0.02424
0.05,0.2,0.55,modUnequal,184,184,0.03206,0.226950355,0.453042374,-0.323049645,-0.096957626,0.05552,0.02424
0.05,0.2,0.55,highUnequal,184,184,0.03206,0.060344828,0.423210094,-0.489655172,-0.126789906,0.05552,0.02424
0.05,0.2,0.55,equal,188,188,0.05067,0.55839319,0.575814425,0.00839319,0.025814425,0.08768,0.038333333
0.05,0.2,0.55,modUnequal,188,188,0.05067,0.225023343,0.459224251,-0.324976657,-0.090775749,0.08768,0.038333333
0.05,0.2,0.55,highUnequal,188,188,0.05067,-0.026592455,0.356645396,-0.576592455,-0.193354604,0.08768,0.038333333
0.05,0.2,0.55,equal,228,228,0.05104,0.566435364,0.583047449,0.016435364,0.033047449,0.08888,0.038426667
0.05,0.2,0.55,modUnequal,228,228,0.05104,0.248217469,0.445492614,-0.301782531,-0.104507386,0.08888,0.038426667
0.05,0.2,0.55,highUnequal,228,228,0.05104,-0.047175667,0.294978771,-0.597175667,-0.255021229,0.08888,0.038426667
0.05,0.2,0.55,equal,245,245,0.03833,0.546723953,0.560179913,-0.003276047,0.010179913,0.06512,0.0294
0.05,0.2,0.55,modUnequal,245,245,0.03833,0.196190476,0.388895914,-0.353809524,-0.161104086,0.06512,0.0294
0.05,0.2,0.55,highUnequal,245,245,0.03833,-0.119363395,0.229056144,-0.669363395,-0.320943856,0.06512,0.0294
0.05,0.2,0.55,equal,222,222,0.04241,0.525601899,0.537127438,-0.024398101,-0.012872562,0.0724,0.032413333
0.05,0.2,0.55,modUnequal,222,222,0.04241,0.190393519,0.401046505,-0.359606481,-0.148953495,0.0724,0.032413333
0.05,0.2,0.55,highUnequal,222,222,0.04241,-0.059848485,0.307952165,-0.609848485,-0.242047835,0.0724,0.032413333
0.05,0.2,0.55,equal,205,205,0.02308,0.550698239,0.554892911,0.000698239,0.004892911,0.0386,0.017906667
0.05,0.2,0.55,modUnequal,205,205,0.02308,0.172259508,0.398200109,-0.377740492,-0.151799891,0.0386,0.017906667
0.05,0.2,0.55,highUnequal,205,205,0.02308,-0.13671275,0.274713857,-0.68671275,-0.275286143,0.0386,0.017906667
0.05,0.2,0.55,equal,176,176,0.03656,0.506410256,0.51891989,-0.043589744,-0.03108011,0.0588,0.029146667
0.05,0.2,0.55,modUnequal,176,176,0.03656,0.083333333,0.35448278,-0.466666667,-0.19551722,0.0588,0.029146667
0.05,0.2,0.55,highUnequal,176,176,0.03656,-0.239583333,0.243396504,-0.789583333,-0.306603496,0.0588,0.029146667
0.05,0.2,0.55,equal,174,174,0.06636,0.561403509,0.586225721,0.011403509,0.036225721,0.11364,0.0506
0.05,0.2,0.55,modUnequal,174,174,0.06636,0.257512229,0.485861859,-0.292487771,-0.064138141,0.11364,0.0506
0.05,0.2,0.55,highUnequal,174,174,0.06636,-0.031052887,0.374222851,-0.581052887,-0.175777149,0.11364,0.0506
0.05,0.2,0.55,equal,209,209,0.03223,0.519205298,0.531090824,-0.030794702,-0.018909176,0.05216,0.025586667
0.05,0.2,0.55,modUnequal,209,209,0.03223,0.16359447,0.389396048,-0.38640553,-0.160603952,0.05216,0.025586667
0.05,0.2,0.55,highUnequal,209,209,0.03223,-0.123839009,0.26460682,-0.673839009,-0.28539318,0.05216,0.025586667
0.05,0.2,0.55,equal,220,220,0.06524,0.567901235,0.586957185,0.017901235,0.036957185,0.11276,0.0494
0.05,0.2,0.55,modUnequal,220,220,0.06524,0.243048404,0.448390866,-0.306951596,-0.101609134,0.11276,0.0494
0.05,0.2,0.55,highUnequal,220,220,0.06524,-0.05,0.306028564,-0.6,-0.243971436,0.11276,0.0494
0.05,0.2,0.55,equal,194,194,0.03939,0.541622388,0.554304772,-0.008377612,0.004304772,0.06572,0.030613333
0.05,0.2,0.55,modUnequal,194,194,0.03939,0.152586771,0.39192087,-0.397413229,-0.15807913,0.06572,0.030613333
0.05,0.2,0.55,highUnequal,194,194,0.03939,0.012967201,0.372952214,-0.537032799,-0.177047786,0.06572,0.030613333
0.05,0.2,0.55,equal,152,152,0.0306,0.536152797,0.549065333,-0.013847203,-0.000934667,0.05076,0.02388
0.05,0.2,0.55,modUnequal,152,152,0.0306,0.158415842,0.429750036,-0.391584158,-0.120249964,0.05076,0.02388
0.05,0.2,0.55,highUnequal,152,152,0.0306,-0.072555205,0.369157557,-0.622555205,-0.180842443,0.05076,0.02388
0.05,0.2,0.55,equal,190,190,0.06075,0.527510316,0.54601252,-0.022489684,-0.00398748,0.10008,0.04764
0.05,0.2,0.55,modUnequal,190,190,0.06075,0.164233577,0.399100254,-0.385766423,-0.150899746,0.10008,0.04764
0.05,0.2,0.55,highUnequal,190,190,0.06075,-0.081889764,0.329599542,-0.631889764,-0.220400458,0.10008,0.04764
0.05,0.2,0.55,equal,193,193,0.0373,0.55923159,0.572040996,0.00923159,0.022040996,0.06344,0.028586667
0.05,0.2,0.55,modUnequal,193,193,0.0373,0.182178218,0.414075185,-0.367821782,-0.135924815,0.06344,0.028586667
0.05,0.2,0.55,highUnequal,193,193,0.0373,-0.119241192,0.288338073,-0.669241192,-0.261661927,0.06344,0.028586667
0.05,0.2,0.55,equal,278,278,0.04002,0.559477124,0.569080624,0.009477124,0.019080624,0.06884,0.030413333
0.05,0.2,0.55,modUnequal,278,278,0.04002,0.175535168,0.356874651,-0.374464832,-0.193125349,0.06884,0.030413333
0.05,0.2,0.55,highUnequal,278,278,0.04002,-0.007473842,0.294383502,-0.557473842,-0.255616498,0.06884,0.030413333
0.05,0.2,0.55,equal,208,208,0.05111,0.541399573,0.556836105,-0.008600427,0.006836105,0.08728,0.039053333
0.05,0.2,0.55,modUnequal,208,208,0.05111,0.181211254,0.405901894,-0.368788746,-0.144098106,0.08728,0.039053333
0.05,0.2,0.55,highUnequal,208,208,0.05111,-0.044403893,0.323733986,-0.594403893,-0.226266014,0.08728,0.039053333
0.05,0.2,0.55,equal,176,176,0.04672,0.555750146,0.572435241,0.005750146,0.022435241,0.07984,0.03568
0.05,0.2,0.55,modUnequal,176,176,0.04672,0.215868109,0.448778893,-0.334131891,-0.101221107,0.07984,0.03568
0.05,0.2,0.55,highUnequal,176,176,0.04672,-0.000657462,0.394849751,-0.550657462,-0.155150249,0.07984,0.03568
0.05,0.2,0.55,equal,214,214,0.0461,0.552320291,0.566995183,0.002320291,0.016995183,0.07856,0.03528
0.05,0.2,0.55,modUnequal,214,214,0.0461,0.205169628,0.415763602,-0.344830372,-0.134236398,0.07856,0.03528
0.05,0.2,0.55,highUnequal,214,214,0.0461,-0.042372881,0.321090872,-0.592372881,-0.228909128,0.07856,0.03528
0.05,0.2,0.55,equal,140,140,0.02718,0.5254329,0.535953122,-0.0245671,-0.014046878,0.04556,0.021053333
0.05,0.2,0.55,modUnequal,140,140,0.02718,0.119477912,0.41081207,-0.430522088,-0.13918793,0.04556,0.021053333
0.05,0.2,0.55,highUnequal,140,140,0.02718,0.038377193,0.458699975,-0.511622807,-0.091300025,0.04556,0.021053333
0.05,0.2,0.55,equal,214,214,0.05722,0.541815583,0.558620291,-0.008184417,0.008620291,0.09756,0.043773333
0.05,0.2,0.55,modUnequal,214,214,0.05722,0.213496933,0.424538169,-0.336503067,-0.125461831,0.09756,0.043773333
0.05,0.2,0.55,highUnequal,214,214,0.05722,-0.118673647,0.267067564,-0.668673647,-0.282932436,0.09756,0.043773333
0.05,0.2,0.55,equal,151,151,0.01552,0.563973064,0.567803393,0.013973064,0.017803393,0.02728,0.0116
0.05,0.2,0.55,modUnequal,151,151,0.01552,0.149425287,0.413165684,-0.400574713,-0.136834316,0.02728,0.0116
0.05,0.2,0.55,highUnequal,151,151,0.01552,-0.085953878,0.35392647,-0.635953878,-0.19607353,0.02728,0.0116
0.05,0.2,0.55,equal,175,175,0.04009,0.554996647,0.567716039,0.004996647,0.017716039,0.06784,0.03084
0.05,0.2,0.55,modUnequal,175,175,0.04009,0.18986569,0.430699627,-0.36013431,-0.119300373,0.06784,0.03084
0.05,0.2,0.55,highUnequal,175,175,0.04009,-0.073624595,0.343679574,-0.623624595,-0.206320426,0.06784,0.03084
0.05,0.2,0.55,equal,132,132,0.02487,0.552287582,0.562889786,0.002287582,0.012889786,0.043,0.018826667
0.05,0.2,0.55,modUnequal,132,132,0.02487,0.162079511,0.448243635,-0.387920489,-0.101756365,0.043,0.018826667
0.05,0.2,0.55,highUnequal,132,132,0.02487,-0.041825095,0.422348261,-0.591825095,-0.127651739,0.043,0.018826667
0.05,0.2,0.55,equal,225,225,0.04308,0.533895658,0.549031465,-0.016104342,-0.000968535,0.07208,0.033413333
0.05,0.2,0.55,modUnequal,225,225,0.04308,0.175234936,0.388058685,-0.374765064,-0.161941315,0.07208,0.033413333
0.05,0.2,0.55,highUnequal,225,225,0.04308,-0.186953063,0.203463317,-0.736953063,-0.346536683,0.07208,0.033413333
0.05,0.2,0.55,equal,191,191,0.03823,0.547619048,0.560087992,-0.002380952,0.010087992,0.0652,0.02924
0.05,0.2,0.55,modUnequal,191,191,0.03823,0.197530864,0.425630906,-0.352469136,-0.124369094,0.0652,0.02924
0.05,0.2,0.55,highUnequal,191,191,0.03823,-0.036943745,0.357547761,-0.586943745,-0.192452239,0.0652,0.02924
0.05,0.2,0.55,equal,179,179,0.03476,0.523402523,0.534415533,-0.026597477,-0.015584467,0.0592,0.026613333
0.05,0.2,0.55,modUnequal,179,179,0.03476,0.216198126,0.449104745,-0.333801874,-0.100895255,0.0592,0.026613333
0.05,0.2,0.55,highUnequal,179,179,0.03476,-0.11843362,0.313789731,-0.66843362,-0.236210269,0.0592,0.026613333
0.05,0.2,0.55,equal,166,166,0.02833,0.514909478,0.525347853,-0.035090522,-0.024652147,0.04672,0.0222
0.05,0.2,0.55,modUnequal,166,166,0.02833,0.19664903,0.447459144,-0.35335097,-0.102540856,0.04672,0.0222
0.05,0.2,0.55,highUnequal,166,166,0.02833,-0.076832151,0.359448422,-0.626832151,-0.190551578,0.04672,0.0222
0.05,0.2,0.55,equal,189,189,0.0353,0.568366593,0.578971921,0.018366593,0.028971921,0.06184,0.026453333
0.05,0.2,0.55,modUnequal,189,189,0.0353,0.171631206,0.404144091,-0.378368794,-0.145855909,0.06184,0.026453333
0.05,0.2,0.55,highUnequal,189,189,0.0353,0.006802721,0.377961153,-0.543197279,-0.172038847,0.06184,0.026453333
0.05,0.2,0.55,equal,181,181,0.02287,0.528670447,0.535483471,-0.021329553,-0.014516529,0.03848,0.017666667
0.05,0.2,0.55,modUnequal,181,181,0.02287,0.225672878,0.452445145,-0.324327122,-0.097554855,0.03848,0.017666667
0.05,0.2,0.55,highUnequal,181,181,0.02287,-0.043235704,0.359612313,-0.593235704,-0.190387687,0.03848,0.017666667
0.05,0.2,0.55,equal,200,200,0.05433,0.557803468,0.576945373,0.007803468,0.026945373,0.09064,0.042226667
0.05,0.2,0.55,modUnequal,200,200,0.05433,0.182910547,0.415239479,-0.367089453,-0.134760521,0.09064,0.042226667
0.05,0.2,0.55,highUnequal,200,200,0.05433,-0.051546392,0.330112944,-0.601546392,-0.219887056,0.09064,0.042226667
0.05,0.2,0.55,equal,301,301,0.04566,0.525298988,0.540317977,-0.024701012,-0.009682023,0.07544,0.035733333
0.05,0.2,0.55,modUnequal,301,301,0.04566,0.1950078,0.367041388,-0.3549922,-0.182958612,0.07544,0.035733333
0.05,0.2,0.55,highUnequal,301,301,0.04566,-0.104925054,0.205119055,-0.654925054,-0.344880945,0.07544,0.035733333
0.05,0.2,0.55,equal,238,238,0.05548,0.552367288,0.57094971,0.002367288,0.02094971,0.09428,0.042546667
0.05,0.2,0.55,modUnequal,238,238,0.05548,0.204081633,0.402008901,-0.345918367,-0.147991099,0.09428,0.042546667
0.05,0.2,0.55,highUnequal,238,238,0.05548,-0.019607843,0.313670854,-0.569607843,-0.236329146,0.09428,0.042546667
0.05,0.2,0.55,equal,214,214,0.053,0.58685446,0.605432016,0.03685446,0.055432016,0.09428,0.03924
0.05,0.2,0.55,modUnequal,214,214,0.053,0.285470085,0.487678212,-0.264529915,-0.062321788,0.09428,0.03924
0.05,0.2,0.55,highUnequal,214,214,0.053,0.027341478,0.375701365,-0.522658522,-0.174298635,0.09428,0.03924
0.05,0.2,0.55,equal,220,220,0.05866,0.539976275,0.555573478,-0.010023725,0.005573478,0.099,0.045213333
0.05,0.2,0.55,modUnequal,220,220,0.05866,0.213706407,0.422846525,-0.336293593,-0.127153475,0.099,0.045213333
0.05,0.2,0.55,highUnequal,220,220,0.05866,-0.00674974,0.334708135,-0.55674974,-0.215291865,0.099,0.045213333
0.05,0.2,0.55,equal,180,180,0.02931,0.574561404,0.584466188,0.024561404,0.034466188,0.05168,0.021853333
0.05,0.2,0.55,modUnequal,180,180,0.02931,0.21900161,0.446658488,-0.33099839,-0.103341512,0.05168,0.021853333
0.05,0.2,0.55,highUnequal,180,180,0.02931,-0.05664488,0.349396713,-0.60664488,-0.200603287,0.05168,0.021853333
0.05,0.2,0.55,equal,212,212,0.05221,0.540940306,0.558277536,-0.009059694,0.008277536,0.08984,0.039666667
0.05,0.2,0.55,modUnequal,212,212,0.05221,0.243690165,0.449444407,-0.306309835,-0.100555593,0.08984,0.039666667
0.05,0.2,0.55,highUnequal,212,212,0.05221,-0.036374478,0.334731701,-0.586374478,-0.215268299,0.08984,0.039666667
0.05,0.2,0.55,equal,265,265,0.04153,0.585220126,0.599179608,0.035220126,0.049179608,0.07208,0.031346667
0.05,0.2,0.55,modUnequal,265,265,0.04153,0.275672707,0.44560298,-0.274327293,-0.10439702,0.07208,0.031346667
0.05,0.2,0.55,highUnequal,265,265,0.04153,0.060541311,0.34100045,-0.489458689,-0.20899955,0.07208,0.031346667
0.05,0.2,0.55,equal,209,209,0.05382,0.545823813,0.563932997,-0.004176187,0.013932997,0.09012,0.04172
0.05,0.2,0.55,modUnequal,209,209,0.05382,0.158909262,0.38666953,-0.391090738,-0.16333047,0.09012,0.04172
0.05,0.2,0.55,highUnequal,209,209,0.05382,-0.026391279,0.343627802,-0.576391279,-0.206372198,0.09012,0.04172
0.05,0.2,0.55,equal,168,168,0.02901,0.545325779,0.552810834,-0.004674221,0.002810834,0.04884,0.0224
0.05,0.2,0.55,modUnequal,168,168,0.02901,0.181122449,0.427480332,-0.368877551,-0.122519668,0.04884,0.0224
0.05,0.2,0.55,highUnequal,168,168,0.02901,-0.134275618,0.315942357,-0.684275618,-0.234057643,0.04884,0.0224
0.05,0.2,0.55,equal,163,163,0.03474,0.538430904,0.553091008,-0.011569096,0.003091008,0.05932,0.026546667
0.05,0.2,0.55,modUnequal,163,163,0.03474,0.216362407,0.460044192,-0.333637593,-0.089955808,0.05932,0.026546667
0.05,0.2,0.55,highUnequal,163,163,0.03474,-0.006076389,0.397794666,-0.556076389,-0.152205334,0.05932,0.026546667
0.05,0.2,0.55,equal,197,197,0.04005,0.567827529,0.581679706,0.017827529,0.031679706,0.06864,0.03052
0.05,0.2,0.55,modUnequal,197,197,0.04005,0.211736237,0.435793813,-0.338263763,-0.114206187,0.06864,0.03052
0.05,0.2,0.55,highUnequal,197,197,0.04005,-0.064542484,0.333812675,-0.614542484,-0.216187325,0.06864,0.03052
0.05,0.2,0.55,equal,167,167,0.03018,0.605141172,0.618837747,0.055141172,0.068837747,0.05176,0.022986667
0.05,0.2,0.55,modUnequal,167,167,0.03018,0.265098039,0.49183797,-0.284901961,-0.05816203,0.05176,0.022986667
0.05,0.2,0.55,highUnequal,167,167,0.03018,0.056394763,0.438920917,-0.493605237,-0.111079083,0.05176,0.022986667
0.05,0.2,0.55,equal,235,235,0.07635,0.544810485,0.571753929,-0.005189515,0.021753929,0.13068,0.05824
0.05,0.2,0.55,modUnequal,235,235,0.07635,0.213345577,0.41876531,-0.336654423,-0.13123469,0.13068,0.05824
0.05,0.2,0.55,highUnequal,235,235,0.07635,-0.157657658,0.219389563,-0.707657658,-0.330610437,0.13068,0.05824
0.05,0.2,0.55,equal,197,197,0.04539,0.571344513,0.586062847,0.021344513,0.036062847,0.0782,0.034453333
