VE_susc,VE_infect,Covid_probTrans,totalNum_sims,t,Label_testingDiff,VE_symptOR_observed.2.5.,VE_symptOR_observed.50.,VE_symptOR_observed.97.5.,VE_symptRR_observed.2.5.,VE_symptRR_observed.50.,VE_symptRR_observed.97.5.,Covid_cumPropSymptInfect_vac.2.5.,Covid_cumPropSymptInfect_vac.50.,Covid_cumPropSymptInfect_vac.97.5.,Covid_cumPropSymptInfect_unvac.2.5.,Covid_cumPropSymptInfect_unvac.50.,Covid_cumPropSymptInfect_unvac.97.5.,Avg_numContacts.2.5.,Avg_numContacts.50.,Avg_numContacts.97.5.,t_highChange.2.5.,t_highChange.50.,t_highChange.97.5.
0.55,0.2,0.1,100,70,highUnequal,0.409810832,0.473517816,0.525511707,-0.213459234,-0.103686697,0.000344433,0.031572333,0.057846667,0.086537667,0.069543,0.1286,0.193935,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,71,highUnequal,0.420351061,0.473902687,0.51968234,-0.192349493,-0.103705238,-0.004621688,0.034449,0.062446667,0.092236333,0.076218,0.13928,0.206587,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,72,highUnequal,0.418965154,0.476713321,0.521162814,-0.202188458,-0.100722759,-0.008740562,0.037546333,0.067113333,0.098200333,0.082976,0.14934,0.220238,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,73,highUnequal,0.421218954,0.475263636,0.520043812,-0.195710048,-0.10082325,-0.009555236,0.040814667,0.072126667,0.104502667,0.090897,0.16084,0.234189,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,74,highUnequal,0.424942005,0.474712314,0.521755868,-0.186420873,-0.096703019,-0.016368034,0.044373667,0.0774,0.110907333,0.099032,0.17282,0.246996,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,75,highUnequal,0.419936634,0.473946181,0.524290639,-0.193720958,-0.095380116,-0.008753078,0.048216667,0.082953333,0.117575,0.107078,0.18412,0.261151,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,76,highUnequal,0.427855434,0.475188365,0.525215736,-0.18000285,-0.095912615,-0.006552199,0.052113,0.08854,0.123981,0.116539,0.19662,0.274423,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,77,highUnequal,0.424071798,0.475199591,0.5214109,-0.183564315,-0.096367294,-0.011878191,0.056156333,0.094586667,0.130159333,0.12632,0.20882,0.288504,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,78,highUnequal,0.432358809,0.478997539,0.523107214,-0.167604902,-0.089528399,-0.009583333,0.060732333,0.100806667,0.136023667,0.136384,0.22114,0.30276,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,79,highUnequal,0.43746279,0.47812532,0.521519289,-0.156850508,-0.088667068,-0.017378428,0.065808,0.106706667,0.141857667,0.14636,0.23482,0.316448,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,80,highUnequal,0.431899453,0.479144898,0.519774898,-0.161236997,-0.088830294,-0.024342552,0.070610333,0.112693333,0.147900667,0.157486,0.24804,0.3298,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,81,highUnequal,0.436473744,0.481514313,0.520875501,-0.159809436,-0.087095552,-0.021714448,0.075878,0.118993333,0.154075667,0.168427,0.26148,0.343412,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,82,highUnequal,0.441020163,0.480218863,0.523884629,-0.150197823,-0.084236881,-0.020607943,0.081348333,0.12482,0.159980667,0.180238,0.2759,0.35524,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,83,highUnequal,0.438235473,0.481574155,0.52555404,-0.14946805,-0.08242231,-0.023298815,0.086798333,0.131173333,0.165847333,0.192771,0.2902,0.367062,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,84,highUnequal,0.441261385,0.481830755,0.522908831,-0.151131786,-0.080822459,-0.025080617,0.093011667,0.137453333,0.171029333,0.205535,0.30368,0.379189,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,85,highUnequal,0.440355141,0.481516966,0.522235005,-0.141786079,-0.079557382,-0.023686225,0.098947667,0.14342,0.176508,0.219231,0.3167,0.390593,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,86,highUnequal,0.436797958,0.482374666,0.523052994,-0.147631483,-0.076431603,-0.021439273,0.104947,0.149426667,0.181415667,0.233211,0.33042,0.401286,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,87,highUnequal,0.440826629,0.483805345,0.520758072,-0.141334443,-0.076148669,-0.021774912,0.111012667,0.155286667,0.186070333,0.24705,0.34324,0.411759,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,88,highUnequal,0.44169349,0.484743799,0.519868668,-0.140183578,-0.07190438,-0.016588331,0.116844,0.161173333,0.190479,0.260911,0.35514,0.421288,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,89,highUnequal,0.444425281,0.485507764,0.519186432,-0.134564343,-0.069728579,-0.022301657,0.123120333,0.16684,0.194522667,0.274842,0.3677,0.43066,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,90,highUnequal,0.44643457,0.486561563,0.519939258,-0.127093254,-0.069426218,-0.022886222,0.129240333,0.171953333,0.198167,0.288665,0.3802,0.438795,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,91,highUnequal,0.448551698,0.487071624,0.518728225,-0.122259119,-0.067087087,-0.018608633,0.135172333,0.17704,0.201389333,0.302707,0.39124,0.446736,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,92,highUnequal,0.45066198,0.487655382,0.517821799,-0.118343726,-0.062299696,-0.022389715,0.141531,0.18184,0.204465333,0.316101,0.40268,0.45464,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,93,highUnequal,0.455006131,0.488567543,0.516806007,-0.115918952,-0.061564849,-0.023599026,0.148035667,0.186453333,0.207393667,0.329109,0.41314,0.462295,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,94,highUnequal,0.453795419,0.490286526,0.516251338,-0.112033683,-0.061443181,-0.024945168,0.154310667,0.19088,0.210117667,0.342292,0.42234,0.46805,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,95,highUnequal,0.454047948,0.490777318,0.515856364,-0.112385694,-0.058529095,-0.022688655,0.159555,0.19478,0.212827,0.354754,0.43192,0.473748,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,96,highUnequal,0.455183562,0.49206242,0.516317879,-0.113303822,-0.058266211,-0.020279143,0.16513,0.19822,0.215358333,0.366842,0.44014,0.479528,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,97,highUnequal,0.457808092,0.490894761,0.517550908,-0.109192999,-0.055113995,-0.018092417,0.170277667,0.201646667,0.217584,0.378887,0.44796,0.484505,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,98,highUnequal,0.45790913,0.49011419,0.51777625,-0.103633666,-0.053651048,-0.0180143,0.175512,0.204933333,0.219614,0.389478,0.45508,0.489303,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,99,highUnequal,0.460995221,0.491045151,0.516723686,-0.093611117,-0.051606339,-0.018141032,0.180182333,0.208006667,0.221461333,0.400796,0.46194,0.493536,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,100,highUnequal,0.461306901,0.491804179,0.517276114,-0.090816881,-0.051128176,-0.020046294,0.184604,0.210566667,0.222967333,0.410623,0.46842,0.497628,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,101,highUnequal,0.460966405,0.492009176,0.517851918,-0.088666584,-0.048862881,-0.017903917,0.188832333,0.213246667,0.224355,0.419615,0.47396,0.501326,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,102,highUnequal,0.460522794,0.491129349,0.515517771,-0.087643565,-0.048346472,-0.01668376,0.192754,0.21584,0.225820333,0.427895,0.47918,0.504069,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,103,highUnequal,0.459492318,0.491118054,0.51426093,-0.085399918,-0.047818116,-0.013383144,0.19631,0.218073333,0.226958333,0.436152,0.4836,0.506657,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,104,highUnequal,0.45946985,0.490715563,0.513335277,-0.083172013,-0.046466041,-0.011029935,0.199912,0.21984,0.228263333,0.444302,0.4881,0.508839,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,105,highUnequal,0.457926601,0.490420995,0.512272526,-0.082328603,-0.045422593,-0.010779904,0.202922333,0.221393333,0.229295,0.450765,0.49196,0.510547,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,106,highUnequal,0.458272668,0.4898834,0.5112739,-0.079350574,-0.044888829,-0.011151843,0.205762333,0.222993333,0.230201667,0.456796,0.49538,0.512362,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,107,highUnequal,0.459056004,0.488921618,0.511435606,-0.076575409,-0.044437407,-0.00942599,0.20846,0.22436,0.230943,0.463211,0.49872,0.514035,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,108,highUnequal,0.456691003,0.48754113,0.511207453,-0.077451881,-0.044517567,-0.00843758,0.211051667,0.225633333,0.231600667,0.46876,0.5016,0.515448,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,109,highUnequal,0.455845694,0.487416553,0.511619186,-0.07742483,-0.04259198,-0.007014762,0.213512667,0.226746667,0.232251667,0.473636,0.504,0.517214,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,110,highUnequal,0.455603199,0.486043395,0.509900189,-0.077457023,-0.042152081,-0.005940203,0.215620667,0.227793333,0.233161333,0.477673,0.50618,0.518682,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,111,highUnequal,0.456284041,0.485000349,0.509361534,-0.0735617,-0.041583465,-0.005207197,0.217746667,0.228746667,0.233913,0.481844,0.50824,0.520111,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,112,highUnequal,0.456239153,0.484356109,0.508248107,-0.072006083,-0.041245459,-0.004481461,0.219719667,0.229726667,0.234414,0.485739,0.51024,0.521479,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,113,highUnequal,0.456597593,0.483052652,0.507917508,-0.070801555,-0.040654153,-0.002060224,0.221154,0.230493333,0.234957,0.489031,0.51218,0.522936,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,114,highUnequal,0.455294798,0.482385716,0.506744825,-0.072184151,-0.040174483,-0.002445646,0.22267,0.231186667,0.235408333,0.491971,0.51374,0.524178,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,115,highUnequal,0.454522239,0.481362998,0.505067027,-0.0711982,-0.039638461,-0.002046169,0.224015,0.231906667,0.235892,0.494544,0.51536,0.525021,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,116,highUnequal,0.45389015,0.479940054,0.504284554,-0.069806501,-0.039126184,-0.001504214,0.225159667,0.23252,0.236267667,0.497036,0.51704,0.525957,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,117,highUnequal,0.454082005,0.478709701,0.503543156,-0.069077012,-0.03878254,-0.001016528,0.226253,0.23318,0.236586333,0.499544,0.51828,0.527031,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,118,highUnequal,0.452782475,0.477356337,0.502389554,-0.069276658,-0.038538376,-0.0013866,0.227230333,0.233586667,0.23692,0.501835,0.51914,0.527661,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,119,highUnequal,0.451088922,0.477159162,0.501407159,-0.070053349,-0.038144158,-0.000613946,0.228203,0.233973333,0.237180333,0.503813,0.52008,0.52854,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,120,highUnequal,0.451201557,0.475382057,0.499337834,-0.069381591,-0.037090895,-0.000725468,0.229086333,0.23434,0.237534,0.505777,0.52102,0.529108,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,121,highUnequal,0.451583082,0.474321503,0.498983572,-0.068084074,-0.036811706,-0.00013102,0.229846333,0.23482,0.237708,0.50741,0.5219,0.529518,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,122,highUnequal,0.44959322,0.473450769,0.496892486,-0.068846339,-0.036107906,-0.000501337,0.230547667,0.2351,0.237873667,0.508895,0.52238,0.529981,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,123,highUnequal,0.447933744,0.471762928,0.494260865,-0.068587742,-0.036703665,-0.000633085,0.231095333,0.23544,0.238108,0.510157,0.52306,0.530394,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,124,highUnequal,0.446438302,0.469778814,0.49231912,-0.068003579,-0.03550455,-0.000890876,0.231648,0.23568,0.238235,0.511508,0.5237,0.530739,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,125,highUnequal,0.44441523,0.468739734,0.491398673,-0.06799689,-0.035419579,-0.000549498,0.232214,0.235846667,0.238461667,0.512808,0.52432,0.531327,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,126,highUnequal,0.442984096,0.467183287,0.489737889,-0.068254287,-0.035271733,-0.000704668,0.232734,0.236093333,0.238674333,0.513756,0.52494,0.531818,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,127,highUnequal,0.441788979,0.46569803,0.488991304,-0.068073186,-0.034943812,-0.000258215,0.233139,0.23628,0.238847667,0.51504,0.52516,0.532408,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,128,highUnequal,0.440698548,0.46507691,0.488427258,-0.066784223,-0.034754661,0.000366404,0.233405333,0.2365,0.239057333,0.515912,0.52544,0.532766,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,129,highUnequal,0.439937521,0.46281371,0.486212794,-0.066487312,-0.034652193,0.000973994,0.23372,0.236646667,0.239176667,0.516377,0.52584,0.533042,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,130,highUnequal,0.437926258,0.461918203,0.484988535,-0.066691787,-0.034506765,0.000956087,0.233969,0.2368,0.239308,0.516848,0.52612,0.533282,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,131,highUnequal,0.43665147,0.459937427,0.483465208,-0.066900344,-0.034380527,0.000587688,0.234189,0.236986667,0.239420333,0.517292,0.52636,0.533661,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,132,highUnequal,0.435284977,0.458563519,0.481701966,-0.066502605,-0.034119835,0.000762325,0.234405,0.237046667,0.239554333,0.517597,0.52658,0.533823,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,133,highUnequal,0.43333269,0.45715523,0.480040976,-0.066391466,-0.034039003,0.000996379,0.234472333,0.23718,0.239661667,0.517887,0.5267,0.534084,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,134,highUnequal,0.432585733,0.456194551,0.478729009,-0.066590951,-0.033903162,0.001385255,0.23456,0.23726,0.239769667,0.518194,0.52692,0.534204,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,135,highUnequal,0.430452415,0.454654472,0.476981625,-0.066534763,-0.034114191,0.001522079,0.234716667,0.237333333,0.239828667,0.518467,0.52712,0.534301,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,136,highUnequal,0.428670396,0.453360677,0.475933374,-0.066478597,-0.034039954,0.001562367,0.234839,0.237393333,0.239842,0.518814,0.52736,0.53444,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,137,highUnequal,0.426785515,0.451743138,0.474123364,-0.065961129,-0.03431223,0.001434987,0.234903667,0.23748,0.239882,0.519081,0.52748,0.534541,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,138,highUnequal,0.425849108,0.451008816,0.472356677,-0.065558577,-0.034121857,0.001478884,0.234971,0.237533333,0.239943,0.519121,0.52764,0.534642,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,139,highUnequal,0.424190886,0.449318704,0.470687498,-0.065661852,-0.03425529,0.001433573,0.234990667,0.237593333,0.240003333,0.519264,0.52774,0.534762,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,140,highUnequal,0.42237824,0.448195805,0.469740383,-0.06533752,-0.034346231,0.001230702,0.23503,0.237626667,0.240044,0.519424,0.52784,0.534823,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,141,highUnequal,0.420983273,0.446690683,0.468438307,-0.065225408,-0.034128267,0.001360545,0.235049667,0.237666667,0.240104333,0.519607,0.52794,0.534947,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,142,highUnequal,0.420039146,0.445124947,0.467220174,-0.064844811,-0.034303716,0.001032093,0.235097333,0.237726667,0.240145,0.519731,0.52798,0.535027,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,143,highUnequal,0.418400382,0.444087431,0.466491624,-0.064654746,-0.034386157,0.000942318,0.235111333,0.237793333,0.240157667,0.519773,0.52806,0.535048,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,144,highUnequal,0.416199336,0.44314607,0.464848375,-0.064592477,-0.034231811,0.001076448,0.235138,0.237826667,0.240204,0.519891,0.5281,0.535105,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,145,highUnequal,0.414761717,0.441586641,0.464121822,-0.064638868,-0.034412232,0.000986698,0.235166,0.237853333,0.240243333,0.519933,0.52818,0.535162,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,146,highUnequal,0.413655941,0.440355788,0.463150553,-0.064493567,-0.034353453,0.000759546,0.235166,0.237866667,0.240249667,0.520055,0.52822,0.535244,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,147,highUnequal,0.412408783,0.438824827,0.461939235,-0.064539931,-0.034401005,0.000960775,0.235199667,0.237886667,0.240275,0.520139,0.52828,0.535282,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,148,highUnequal,0.411079395,0.437311524,0.45985079,-0.064591478,-0.0342718,0.001105907,0.235213667,0.2379,0.240289,0.520181,0.52834,0.53532,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,149,highUnequal,0.409517017,0.436115156,0.45839128,-0.064472502,-0.034288603,0.00105735,0.235213667,0.237906667,0.240314333,0.520261,0.52834,0.535381,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,150,highUnequal,0.408066134,0.434381315,0.457389461,-0.064353623,-0.034331754,0.001001208,0.235220667,0.237906667,0.240327,0.520261,0.52838,0.5354,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,30,modUnequal,0.106221688,0.500951545,0.749556029,-0.588194444,0.132142857,0.563405797,0.000566333,0.001306667,0.002169,0.001278,0.0028,0.005183,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,31,modUnequal,0.058752563,0.480794412,0.737542114,-0.613888889,0.098039216,0.542781275,0.000645667,0.001453333,0.002414667,0.001379,0.00316,0.005585,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,32,modUnequal,0.104136116,0.499925509,0.712565407,-0.5328125,0.146784716,0.503324753,0.000679333,0.001613333,0.002767667,0.001535,0.00356,0.006155,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,33,modUnequal,0.118575909,0.496715943,0.690111582,-0.526531863,0.137883772,0.469270833,0.000771333,0.001773333,0.003137333,0.001754,0.00392,0.006951,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,34,modUnequal,0.158456474,0.503675997,0.683273031,-0.453223684,0.164893617,0.450721154,0.000905333,0.001986667,0.003455,0.001998,0.00434,0.007553,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,35,modUnequal,0.177588331,0.508009568,0.677264608,-0.436402387,0.154442457,0.448931624,0.000958667,0.0022,0.003684333,0.002213,0.00478,0.008492,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,36,modUnequal,0.134157387,0.509941256,0.670000908,-0.475061275,0.159493284,0.438565891,0.001085667,0.002453333,0.004156667,0.002476,0.00534,0.00944,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,37,modUnequal,0.11963883,0.508484812,0.649484414,-0.523849925,0.163322185,0.398579545,0.001191667,0.002726667,0.004537,0.002695,0.00586,0.010406,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,38,modUnequal,0.168419046,0.509402074,0.637821624,-0.442708333,0.173225309,0.383498428,0.001279333,0.002986667,0.004998,0.003015,0.00652,0.011625,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,39,modUnequal,0.172238226,0.519979703,0.629539491,-0.406919121,0.181818182,0.372686433,0.001397333,0.003306667,0.005535667,0.003297,0.0072,0.012625,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,40,modUnequal,0.220726551,0.522864616,0.623413049,-0.311805556,0.194193062,0.369937583,0.001556667,0.003633333,0.006219333,0.003579,0.00786,0.013791,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,41,modUnequal,0.243546851,0.519459484,0.623397916,-0.286513953,0.186376882,0.362663399,0.001704,0.004013333,0.006857333,0.004,0.00874,0.015429,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,42,modUnequal,0.267436982,0.51204807,0.624281233,-0.248253968,0.17288961,0.365960851,0.001885,0.00444,0.007572333,0.004377,0.00962,0.017067,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,43,modUnequal,0.280301528,0.513317434,0.629104659,-0.220041929,0.177454266,0.371060786,0.002091333,0.004853333,0.008275333,0.004878,0.01062,0.018802,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,44,modUnequal,0.264374909,0.505153914,0.60926262,-0.223304384,0.162392234,0.340640547,0.002390333,0.005373333,0.009125667,0.005518,0.01178,0.020882,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,45,modUnequal,0.27300494,0.508649293,0.614436661,-0.20610119,0.174256799,0.354313725,0.002643,0.0059,0.010080667,0.006139,0.01316,0.022829,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,46,modUnequal,0.300094545,0.51112232,0.62233711,-0.169075342,0.179805702,0.363107093,0.00294,0.006553333,0.011069,0.00664,0.0147,0.025064,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,47,modUnequal,0.321459746,0.513428576,0.625300433,-0.131303419,0.178656484,0.368283011,0.003265667,0.00722,0.012041333,0.00736,0.01626,0.027694,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,48,modUnequal,0.363908908,0.51488501,0.611382307,-0.064943741,0.188453159,0.338313571,0.003675333,0.007973333,0.013167333,0.008076,0.01796,0.030525,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,49,modUnequal,0.362436557,0.511171341,0.606769904,-0.068560606,0.180836545,0.332291667,0.004044333,0.00882,0.014670667,0.008899,0.01998,0.033699,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,50,modUnequal,0.364773809,0.505261332,0.601752852,-0.050275028,0.174818944,0.330227285,0.004510333,0.009773333,0.016192,0.01008,0.02184,0.036671,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,51,modUnequal,0.39049367,0.5093955,0.597731885,-0.010478856,0.173928525,0.333747399,0.004912667,0.01068,0.017908,0.011095,0.02386,0.040402,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,52,modUnequal,0.390538216,0.507974433,0.592991737,-0.018383333,0.175355297,0.326320068,0.005502,0.011766667,0.019621,0.012238,0.0264,0.044271,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,53,modUnequal,0.409022306,0.514580334,0.5868649,0.016171678,0.176896913,0.310645991,0.006048,0.012806667,0.02151,0.013535,0.02916,0.048738,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,54,modUnequal,0.417840718,0.515250346,0.588578819,0.032148407,0.18369031,0.306939662,0.006737,0.014053333,0.023522667,0.015053,0.03174,0.053243,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,55,modUnequal,0.41481931,0.512426188,0.588412204,0.032414045,0.183206881,0.313302517,0.007455667,0.01544,0.025693333,0.0166,0.03474,0.058313,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,56,modUnequal,0.430190172,0.515124816,0.586162697,0.063497361,0.188167077,0.304193981,0.008221333,0.01706,0.028041,0.018238,0.03802,0.063681,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,57,modUnequal,0.430086164,0.515588819,0.583738102,0.05744378,0.189149475,0.299995033,0.009203667,0.018826667,0.030720667,0.019834,0.042,0.06966,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,58,modUnequal,0.43028054,0.514591099,0.574639321,0.050595238,0.185718092,0.28522126,0.010088,0.020753333,0.033855333,0.021798,0.04618,0.075263,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,59,modUnequal,0.438891306,0.512750549,0.581995955,0.062566591,0.18505291,0.290532255,0.011223333,0.02278,0.036999,0.024523,0.05066,0.082264,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,60,modUnequal,0.43629871,0.513824506,0.576031759,0.063793301,0.189117827,0.289483609,0.012372667,0.02496,0.040276333,0.026834,0.05522,0.09032,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,61,modUnequal,0.439630804,0.514839176,0.569304858,0.073260508,0.185539916,0.279267365,0.013716667,0.027293333,0.043800333,0.029843,0.06054,0.098676,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,62,modUnequal,0.448556134,0.517819771,0.570834278,0.083426779,0.187161549,0.278485652,0.015224333,0.029693333,0.047765667,0.032822,0.06654,0.107095,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,63,modUnequal,0.444995831,0.517563604,0.566797546,0.078035848,0.18871997,0.266726016,0.016832,0.032433333,0.051826667,0.036306,0.07204,0.115387,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,64,modUnequal,0.44443867,0.517739559,0.564844175,0.078287608,0.19056834,0.266751675,0.018467,0.035126667,0.055896333,0.040215,0.07884,0.125632,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,65,modUnequal,0.439777869,0.516499092,0.563155064,0.088153444,0.187683037,0.262031402,0.020083,0.038533333,0.060355667,0.043918,0.08564,0.135875,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,66,modUnequal,0.4412874,0.514629771,0.564506283,0.090281261,0.185929093,0.261319639,0.022042333,0.04198,0.065326,0.048193,0.09286,0.146117,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,67,modUnequal,0.448194495,0.516873143,0.565401195,0.103165708,0.190436842,0.25930666,0.024134667,0.045686667,0.070343,0.05301,0.10162,0.157249,6.004359,6.00493,6.00552,65,73,80
0.55,0.2,0.1,100,68,modUnequal,0.449846706,0.517867942,0.565214325,0.104744614,0.189270983,0.258537324,0.026395,0.049693333,0.075482667,0.058135,0.11006,0.168983,6.004359,6.00493,6.00552,65,73,80
