VE_infect,VE_susc,Covid_probTrans,Label_testingDiff,t,t_highChange,Covid_cumPropSymptInfect_highChange,VE_symptRR_observed,VE_symptOR_observed,VE_symptRR_degUnderNeg_highChange_trueVeff,VE_symptOR_degUnderNeg_highChange_trueVeff,Covid_cumPropSymptInfect_unvac,Covid_cumPropSymptInfect_vac
0.1,0.55,0.1,equal,64,64,0.10168,0.545262841,0.585752804,-0.004737159,0.035752804,0.1714,0.07844
0.1,0.55,0.1,modUnequal,64,64,0.10168,0.187785849,0.532516213,-0.362214151,-0.017483787,0.1714,0.07844
0.1,0.55,0.1,highUnequal,64,64,0.10168,-0.146165528,0.452369948,-0.696165528,-0.097630052,0.1714,0.07844
0.1,0.55,0.1,equal,69,69,0.10555,0.551621097,0.587389474,0.001621097,0.037389474,0.17828,0.081306667
0.1,0.55,0.1,modUnequal,69,69,0.10555,0.205454064,0.538658551,-0.344545936,-0.011341449,0.17828,0.081306667
0.1,0.55,0.1,highUnequal,69,69,0.10555,-0.123970037,0.474119367,-0.673970037,-0.075880633,0.17828,0.081306667
0.1,0.55,0.1,equal,63,63,0.09118,0.549596012,0.588774142,-0.000403988,0.038774142,0.15328,0.07048
0.1,0.55,0.1,modUnequal,63,63,0.09118,0.169045354,0.515486286,-0.380954646,-0.034513714,0.15328,0.07048
0.1,0.55,0.1,highUnequal,63,63,0.09118,-0.015503876,0.537446329,-0.565503876,-0.012553671,0.15328,0.07048
0.1,0.55,0.1,equal,69,69,0.10177,0.528628907,0.571679927,-0.021371093,0.021679927,0.17336,0.077906667
0.1,0.55,0.1,modUnequal,69,69,0.10177,0.173181325,0.507879409,-0.376818675,-0.042120591,0.17336,0.077906667
0.1,0.55,0.1,highUnequal,69,69,0.10177,-0.124400148,0.473759681,-0.674400148,-0.076240319,0.17336,0.077906667
0.1,0.55,0.1,equal,74,74,0.11717,0.555297757,0.59702269,0.005297757,0.04702269,0.20108,0.0892
0.1,0.55,0.1,modUnequal,74,74,0.11717,0.210164835,0.542951405,-0.339835165,-0.007048595,0.20108,0.0892
0.1,0.55,0.1,highUnequal,74,74,0.11717,-0.111111111,0.467072333,-0.661111111,-0.082927667,0.20108,0.0892
0.1,0.55,0.1,equal,68,68,0.08043,0.534029389,0.567431115,-0.015970611,0.017431115,0.1374,0.06144
0.1,0.55,0.1,modUnequal,68,68,0.08043,0.13340525,0.488196855,-0.41659475,-0.061803145,0.1374,0.06144
0.1,0.55,0.1,highUnequal,68,68,0.08043,-0.098951208,0.462167953,-0.648951208,-0.087832047,0.1374,0.06144
0.1,0.55,0.1,equal,72,72,0.13217,0.552701608,0.605571099,0.002701608,0.055571099,0.22504,0.101213333
0.1,0.55,0.1,modUnequal,72,72,0.13217,0.21374822,0.545063853,-0.33625178,-0.004936147,0.22504,0.101213333
0.1,0.55,0.1,highUnequal,72,72,0.13217,-0.068546158,0.495877529,-0.618546158,-0.054122471,0.22504,0.101213333
0.1,0.55,0.1,equal,72,72,0.1052,0.562930403,0.603108479,0.012930403,0.053108479,0.17832,0.080826667
0.1,0.55,0.1,modUnequal,72,72,0.1052,0.198764437,0.527625846,-0.351235563,-0.022374154,0.17832,0.080826667
0.1,0.55,0.1,highUnequal,72,72,0.1052,-0.064596717,0.494672079,-0.614596717,-0.055327921,0.17832,0.080826667
0.1,0.55,0.1,equal,67,67,0.09445,0.52844286,0.570388818,-0.02155714,0.020388818,0.16084,0.07232
0.1,0.55,0.1,modUnequal,67,67,0.09445,0.196469907,0.534927189,-0.353530093,-0.015072811,0.16084,0.07232
0.1,0.55,0.1,highUnequal,67,67,0.09445,-0.141389231,0.456103694,-0.691389231,-0.093896306,0.16084,0.07232
0.1,0.55,0.1,equal,64,64,0.09276,0.560115886,0.597474632,0.010115886,0.047474632,0.15984,0.0704
0.1,0.55,0.1,modUnequal,64,64,0.09276,0.195939982,0.523431799,-0.354060018,-0.026568201,0.15984,0.0704
0.1,0.55,0.1,highUnequal,64,64,0.09276,-0.14160401,0.465722079,-0.69160401,-0.084277921,0.15984,0.0704
0.1,0.55,0.1,equal,70,70,0.11153,0.556557377,0.603462126,0.006557377,0.053462126,0.18852,0.085866667
0.1,0.55,0.1,modUnequal,70,70,0.11153,0.160589604,0.506030421,-0.389410396,-0.043969579,0.18852,0.085866667
0.1,0.55,0.1,highUnequal,70,70,0.11153,-0.06496063,0.49498755,-0.61496063,-0.05501245,0.18852,0.085866667
0.1,0.55,0.1,equal,65,65,0.08663,0.53968254,0.572060734,-0.01031746,0.022060734,0.146,0.06684
0.1,0.55,0.1,modUnequal,65,65,0.08663,0.208682171,0.537914388,-0.341317829,-0.012085612,0.146,0.06684
0.1,0.55,0.1,highUnequal,65,65,0.08663,-0.122251539,0.476646624,-0.672251539,-0.073353376,0.146,0.06684
0.1,0.55,0.1,equal,73,73,0.09924,0.555147059,0.59608613,0.005147059,0.04608613,0.16916,0.075933333
0.1,0.55,0.1,modUnequal,73,73,0.09924,0.186554622,0.516594018,-0.363445378,-0.033405982,0.16916,0.075933333
0.1,0.55,0.1,highUnequal,73,73,0.09924,-0.093785311,0.477055217,-0.643785311,-0.072944783,0.16916,0.075933333
0.1,0.55,0.1,equal,67,67,0.09343,0.567948109,0.604200056,0.017948109,0.054200056,0.16176,0.070653333
0.1,0.55,0.1,modUnequal,67,67,0.09343,0.213874496,0.539921941,-0.336125504,-0.010078059,0.16176,0.070653333
0.1,0.55,0.1,highUnequal,67,67,0.09343,-0.110162602,0.471336599,-0.660162602,-0.078663401,0.16176,0.070653333
0.1,0.55,0.1,equal,68,68,0.10786,0.55565093,0.601021869,0.00565093,0.051021869,0.18488,0.082186667
0.1,0.55,0.1,modUnequal,68,68,0.10786,0.1860587,0.52602103,-0.3639413,-0.02397897,0.18488,0.082186667
0.1,0.55,0.1,highUnequal,68,68,0.10786,-0.067353952,0.491201749,-0.617353952,-0.058798251,0.18488,0.082186667
0.1,0.55,0.1,equal,69,69,0.09204,0.563666667,0.594004472,0.013666667,0.044004472,0.15988,0.069426667
0.1,0.55,0.1,modUnequal,69,69,0.09204,0.213104899,0.5337839,-0.336895101,-0.0162161,0.15988,0.069426667
0.1,0.55,0.1,highUnequal,69,69,0.09204,-0.026666667,0.505220052,-0.576666667,-0.044779948,0.15988,0.069426667
0.1,0.55,0.1,equal,65,65,0.07713,0.55216285,0.577446616,0.00216285,0.027446616,0.13384,0.058226667
0.1,0.55,0.1,modUnequal,65,65,0.07713,0.185185185,0.523178245,-0.364814815,-0.026821755,0.13384,0.058226667
0.1,0.55,0.1,highUnequal,65,65,0.07713,-0.175141243,0.438064739,-0.725141243,-0.111935261,0.13384,0.058226667
0.1,0.55,0.1,equal,69,69,0.10187,0.537864964,0.571330023,-0.012135036,0.021330023,0.175,0.077493333
0.1,0.55,0.1,modUnequal,69,69,0.10187,0.15442404,0.495723186,-0.39557596,-0.054276814,0.175,0.077493333
0.1,0.55,0.1,highUnequal,69,69,0.10187,-0.200236967,0.420029575,-0.750236967,-0.129970425,0.175,0.077493333
0.1,0.55,0.1,equal,68,68,0.09507,0.527916251,0.560655156,-0.022083749,0.010655156,0.16152,0.07292
0.1,0.55,0.1,modUnequal,68,68,0.09507,0.136736554,0.489967341,-0.413263446,-0.060032659,0.16152,0.07292
0.1,0.55,0.1,highUnequal,68,68,0.09507,-0.135491607,0.456129548,-0.685491607,-0.093870452,0.16152,0.07292
0.1,0.55,0.1,equal,75,75,0.09629,0.545557717,0.582414986,-0.004442283,0.032414986,0.16304,0.07404
0.1,0.55,0.1,modUnequal,75,75,0.09629,0.203466894,0.533656631,-0.346533106,-0.016343369,0.16304,0.07404
0.1,0.55,0.1,highUnequal,75,75,0.09629,-0.091510903,0.481503545,-0.641510903,-0.068496455,0.16304,0.07404
0.1,0.55,0.1,equal,70,70,0.10927,0.56400665,0.600739013,0.01400665,0.050739013,0.18804,0.083013333
0.1,0.55,0.1,modUnequal,70,70,0.10927,0.20106626,0.533263409,-0.34893374,-0.016736591,0.18804,0.083013333
0.1,0.55,0.1,highUnequal,70,70,0.10927,-0.083677686,0.491564803,-0.633677686,-0.058435197,0.18804,0.083013333
0.1,0.55,0.1,equal,65,65,0.08589,0.552660754,0.584348513,0.002660754,0.034348513,0.14624,0.065773333
0.1,0.55,0.1,modUnequal,65,65,0.08589,0.226270374,0.552083776,-0.323729626,0.002083776,0.14624,0.065773333
0.1,0.55,0.1,highUnequal,65,65,0.08589,-0.013819095,0.521292167,-0.563819095,-0.028707833,0.14624,0.065773333
0.1,0.55,0.1,equal,64,64,0.0771,0.561791045,0.59373502,0.011791045,0.04373502,0.13324,0.058386667
0.1,0.55,0.1,modUnequal,64,64,0.0771,0.214973262,0.542001534,-0.335026738,-0.007998466,0.13324,0.058386667
0.1,0.55,0.1,highUnequal,64,64,0.0771,-0.053084648,0.508423305,-0.603084648,-0.041576695,0.13324,0.058386667
0.1,0.55,0.1,equal,66,66,0.08428,0.566507684,0.600863684,0.016507684,0.050863684,0.14316,0.064653333
0.1,0.55,0.1,modUnequal,66,66,0.08428,0.183632735,0.518419862,-0.366367265,-0.031580138,0.14316,0.064653333
0.1,0.55,0.1,highUnequal,66,66,0.08428,-0.108401084,0.46467529,-0.658401084,-0.08532471,0.14316,0.064653333
0.1,0.55,0.1,equal,72,72,0.11674,0.539239159,0.584234252,-0.010760841,0.034234252,0.19744,0.08984
0.1,0.55,0.1,modUnequal,72,72,0.11674,0.189138577,0.530588143,-0.360861423,-0.019411857,0.19744,0.08984
0.1,0.55,0.1,highUnequal,72,72,0.11674,-0.160469012,0.443384424,-0.710469012,-0.106615576,0.19744,0.08984
0.1,0.55,0.1,equal,76,76,0.13083,0.539097567,0.590227718,-0.010902433,0.040227718,0.22272,0.1002
0.1,0.55,0.1,modUnequal,76,76,0.13083,0.159776055,0.501528414,-0.390223945,-0.048471586,0.22272,0.1002
0.1,0.55,0.1,highUnequal,76,76,0.13083,-0.10600907,0.467259648,-0.65600907,-0.082740352,0.22272,0.1002
0.1,0.55,0.1,equal,77,77,0.10799,0.547110732,0.585516777,-0.002889268,0.035516777,0.18268,0.083093333
0.1,0.55,0.1,modUnequal,77,77,0.10799,0.181584362,0.518152432,-0.368415638,-0.031847568,0.18268,0.083093333
0.1,0.55,0.1,highUnequal,77,77,0.10799,-0.049126278,0.49657933,-0.599126278,-0.05342067,0.18268,0.083093333
0.1,0.55,0.1,equal,67,67,0.09786,0.526923703,0.559504267,-0.023076297,0.009504267,0.16396,0.075826667
0.1,0.55,0.1,modUnequal,67,67,0.09786,0.127512751,0.484023874,-0.422487249,-0.065976126,0.16396,0.075826667
0.1,0.55,0.1,highUnequal,67,67,0.09786,-0.179237632,0.439929972,-0.729237632,-0.110070028,0.16396,0.075826667
0.1,0.55,0.1,equal,72,72,0.10471,0.559977179,0.59784984,0.009977179,0.04784984,0.17832,0.080173333
0.1,0.55,0.1,modUnequal,72,72,0.10471,0.183214191,0.51859748,-0.366785809,-0.03140252,0.17832,0.080173333
0.1,0.55,0.1,highUnequal,72,72,0.10471,-0.068953569,0.481204212,-0.618953569,-0.068795788,0.17832,0.080173333
0.1,0.55,0.1,equal,67,67,0.1005,0.533491311,0.567636725,-0.016508689,0.017636725,0.16692,0.07836
0.1,0.55,0.1,modUnequal,67,67,0.1005,0.157248858,0.508016023,-0.392751142,-0.041983977,0.16692,0.07836
0.1,0.55,0.1,highUnequal,67,67,0.1005,-0.131417625,0.455904647,-0.681417625,-0.094095353,0.16692,0.07836
0.1,0.55,0.1,equal,68,68,0.09602,0.556690998,0.590468213,0.006690998,0.040468213,0.16364,0.07348
0.1,0.55,0.1,modUnequal,68,68,0.09602,0.18588025,0.513056078,-0.36411975,-0.036943922,0.16364,0.07348
0.1,0.55,0.1,highUnequal,68,68,0.09602,-0.063010502,0.502649003,-0.613010502,-0.047350997,0.16364,0.07348
0.1,0.55,0.1,equal,77,77,0.11015,0.551935394,0.594790166,0.001935394,0.044790166,0.18884,0.08392
0.1,0.55,0.1,modUnequal,77,77,0.11015,0.173600411,0.506423781,-0.376399589,-0.043576219,0.18884,0.08392
0.1,0.55,0.1,highUnequal,77,77,0.11015,-0.096796183,0.477401515,-0.646796183,-0.072598485,0.18884,0.08392
0.1,0.55,0.1,equal,68,68,0.09304,0.54823686,0.580696946,-0.00176314,0.030696946,0.15624,0.071973333
0.1,0.55,0.1,modUnequal,68,68,0.09304,0.212753623,0.542006707,-0.337246377,-0.007993293,0.15624,0.071973333
0.1,0.55,0.1,highUnequal,68,68,0.09304,-0.104065041,0.488027076,-0.654065041,-0.061972924,0.15624,0.071973333
0.1,0.55,0.1,equal,64,64,0.07601,0.532267978,0.564752761,-0.017732022,0.014752761,0.12768,0.058786667
0.1,0.55,0.1,modUnequal,64,64,0.07601,0.153503893,0.498732854,-0.396496107,-0.051267146,0.12768,0.058786667
0.1,0.55,0.1,highUnequal,64,64,0.07601,-0.215654952,0.421564077,-0.765654952,-0.128435923,0.12768,0.058786667
0.1,0.55,0.1,equal,60,60,0.06931,0.529411765,0.549183514,-0.020588235,-0.000816486,0.11636,0.053626667
0.1,0.55,0.1,modUnequal,60,60,0.06931,0.154140127,0.500079679,-0.395859873,-0.049920321,0.11636,0.053626667
0.1,0.55,0.1,highUnequal,60,60,0.06931,-0.152777778,0.457548519,-0.702777778,-0.092451481,0.11636,0.053626667
0.1,0.55,0.1,equal,72,72,0.08426,0.533781262,0.562019856,-0.016218738,0.012019856,0.1406,0.06548
0.1,0.55,0.1,modUnequal,72,72,0.08426,0.146857923,0.486157098,-0.403142077,-0.063842902,0.1406,0.06548
0.1,0.55,0.1,highUnequal,72,72,0.08426,-0.04475115,0.490720952,-0.59475115,-0.059279048,0.1406,0.06548
0.1,0.55,0.1,equal,71,71,0.09823,0.559763129,0.594935903,0.009763129,0.044935903,0.16716,0.075253333
0.1,0.55,0.1,modUnequal,71,71,0.09823,0.205344585,0.527907106,-0.344655415,-0.022092894,0.16716,0.075253333
0.1,0.55,0.1,highUnequal,71,71,0.09823,-0.154003268,0.444391496,-0.704003268,-0.105608504,0.16716,0.075253333
0.1,0.55,0.1,equal,74,74,0.11469,0.551816239,0.600995915,0.001816239,0.050995915,0.19576,0.087666667
0.1,0.55,0.1,modUnequal,74,74,0.11469,0.203795967,0.538785673,-0.346204033,-0.011214327,0.19576,0.087666667
0.1,0.55,0.1,highUnequal,74,74,0.11469,-0.116433799,0.460071869,-0.666433799,-0.089928131,0.19576,0.087666667
0.1,0.55,0.1,equal,71,71,0.10314,0.5670194,0.603199498,0.0170194,0.053199498,0.17644,0.078706667
0.1,0.55,0.1,modUnequal,71,71,0.10314,0.224940805,0.542757856,-0.325059195,-0.007242144,0.17644,0.078706667
0.1,0.55,0.1,highUnequal,71,71,0.10314,-0.107102593,0.476745486,-0.657102593,-0.073254514,0.17644,0.078706667
0.1,0.55,0.1,equal,77,77,0.10901,0.540743896,0.58346031,-0.009256104,0.03346031,0.18304,0.084333333
0.1,0.55,0.1,modUnequal,77,77,0.10901,0.165376677,0.508554336,-0.384623323,-0.041445664,0.18304,0.084333333
0.1,0.55,0.1,highUnequal,77,77,0.10901,-0.143513609,0.440436029,-0.693513609,-0.109563971,0.18304,0.084333333
0.1,0.55,0.1,equal,74,74,0.10467,0.524379025,0.563328342,-0.025620975,0.013328342,0.17544,0.08108
0.1,0.55,0.1,modUnequal,74,74,0.10467,0.163430421,0.500555881,-0.386569579,-0.049444119,0.17544,0.08108
0.1,0.55,0.1,highUnequal,74,74,0.10467,-0.09186906,0.462339357,-0.64186906,-0.087660643,0.17544,0.08108
0.1,0.55,0.1,equal,82,82,0.1093,0.548214034,0.585329124,-0.001785966,0.035329124,0.18264,0.084853333
0.1,0.55,0.1,modUnequal,82,82,0.1093,0.183256764,0.512714965,-0.366743236,-0.037285035,0.18264,0.084853333
0.1,0.55,0.1,highUnequal,82,82,0.1093,-0.153153153,0.423017371,-0.703153153,-0.126982629,0.18264,0.084853333
0.1,0.55,0.1,equal,76,76,0.10329,0.556291391,0.594253033,0.006291391,0.044253033,0.1762,0.078986667
0.1,0.55,0.1,modUnequal,76,76,0.10329,0.20990566,0.5282623,-0.34009434,-0.0217377,0.1762,0.078986667
0.1,0.55,0.1,highUnequal,76,76,0.10329,-0.121651786,0.453697701,-0.671651786,-0.096302299,0.1762,0.078986667
0.1,0.55,0.1,equal,76,76,0.09852,0.543926419,0.576683085,-0.006073581,0.026683085,0.1644,0.07656
0.1,0.55,0.1,modUnequal,76,76,0.09852,0.162004662,0.49024212,-0.387995338,-0.05975788,0.1644,0.07656
0.1,0.55,0.1,highUnequal,76,76,0.09852,-0.137208383,0.454144309,-0.687208383,-0.095855691,0.1644,0.07656
0.1,0.55,0.1,equal,72,72,0.10369,0.559613957,0.598437349,0.009613957,0.048437349,0.17568,0.079693333
0.1,0.55,0.1,modUnequal,72,72,0.10369,0.186282579,0.522614458,-0.363717421,-0.027385542,0.17568,0.079693333
0.1,0.55,0.1,highUnequal,72,72,0.10369,-0.058529622,0.492186677,-0.608529622,-0.057813323,0.17568,0.079693333
0.1,0.55,0.1,equal,69,69,0.10301,0.562204492,0.60158879,0.012204492,0.05158879,0.17652,0.078506667
0.1,0.55,0.1,modUnequal,69,69,0.10301,0.217999472,0.538690196,-0.332000528,-0.011309804,0.17652,0.078506667
0.1,0.55,0.1,highUnequal,69,69,0.10301,-0.012991453,0.52506084,-0.562991453,-0.02493916,0.17652,0.078506667
0.1,0.55,0.1,equal,74,74,0.08991,0.530758226,0.56300717,-0.019241774,0.01300717,0.15224,0.069133333
0.1,0.55,0.1,modUnequal,74,74,0.08991,0.164597262,0.509912844,-0.385402738,-0.040087156,0.15224,0.069133333
0.1,0.55,0.1,highUnequal,74,74,0.08991,-0.125697126,0.44891559,-0.675697126,-0.10108441,0.15224,0.069133333
0.1,0.55,0.1,equal,65,65,0.07972,0.563184664,0.594482677,0.013184664,0.044482677,0.1362,0.060893333
0.1,0.55,0.1,modUnequal,65,65,0.07972,0.228670121,0.551721411,-0.321329879,0.001721411,0.1362,0.060893333
0.1,0.55,0.1,highUnequal,65,65,0.07972,-0.074074074,0.501219484,-0.624074074,-0.048780516,0.1362,0.060893333
0.1,0.55,0.1,equal,70,70,0.09979,0.572860563,0.610338973,0.022860563,0.060338973,0.17236,0.0756
0.1,0.55,0.1,modUnequal,70,70,0.09979,0.236835071,0.550305193,-0.313164929,0.000305193,0.17236,0.0756
0.1,0.55,0.1,highUnequal,70,70,0.09979,-0.042351223,0.507797982,-0.592351223,-0.042202018,0.17236,0.0756
0.1,0.55,0.1,equal,67,67,0.09585,0.563212928,0.59911549,0.013212928,0.04911549,0.16348,0.073306667
0.1,0.55,0.1,modUnequal,67,67,0.09585,0.220525869,0.546753393,-0.329474131,-0.003246607,0.16348,0.073306667
0.1,0.55,0.1,highUnequal,67,67,0.09585,-0.081176471,0.498789911,-0.631176471,-0.051210089,0.16348,0.073306667
0.1,0.55,0.1,equal,65,65,0.08071,0.57302742,0.600589737,0.02302742,0.050589737,0.13952,0.061106667
0.1,0.55,0.1,modUnequal,65,65,0.08071,0.215827338,0.548802115,-0.334172662,-0.001197885,0.13952,0.061106667
