VE_susc,VE_infect,Covid_probTrans,Label_testingDiff,t,t_highChange,Covid_cumPropSymptInfect_highChange,VE_symptRR_observed,VE_symptOR_observed,VE_symptRR_degUnderNeg_highChange_trueVeff,VE_symptOR_degUnderNeg_highChange_trueVeff,Covid_cumPropSymptInfect_unvac,Covid_cumPropSymptInfect_vac
0.1,0.2,0.1,equal,50,50,0.17997,0.089817697,0.096730685,-0.010182303,-0.003269315,0.19248,0.1758
0.1,0.2,0.1,modUnequal,50,50,0.17997,-0.677868852,-0.03868803,-0.777868852,-0.13868803,0.19248,0.1758
0.1,0.2,0.1,highUnequal,50,50,0.17997,-1.37746806,-0.173178671,-1.47746806,-0.273178671,0.19248,0.1758
0.1,0.2,0.1,equal,50,50,0.19539,0.090727418,0.104455635,-0.009272582,0.004455635,0.20872,0.190946667
0.1,0.2,0.1,modUnequal,50,50,0.19539,-0.726100152,-0.059668006,-0.826100152,-0.159668006,0.20872,0.190946667
0.1,0.2,0.1,highUnequal,50,50,0.19539,-1.213035019,-0.060048503,-1.313035019,-0.160048503,0.20872,0.190946667
0.1,0.2,0.1,equal,50,50,0.19271,0.094650206,0.115278962,-0.005349794,0.015278962,0.20972,0.18704
0.1,0.2,0.1,modUnequal,50,50,0.19271,-0.681957187,-0.02817992,-0.781957187,-0.12817992,0.20972,0.18704
0.1,0.2,0.1,highUnequal,50,50,0.19271,-1.282157676,-0.106323821,-1.382157676,-0.206323821,0.20972,0.18704
0.1,0.2,0.1,equal,51,51,0.21437,0.067922159,0.098107383,-0.032077841,-0.001892617,0.2286,0.209626667
0.1,0.2,0.1,modUnequal,51,51,0.21437,-0.710205022,-0.008211001,-0.810205022,-0.108211001,0.2286,0.209626667
0.1,0.2,0.1,highUnequal,51,51,0.21437,-1.450165017,-0.202952133,-1.550165017,-0.302952133,0.2286,0.209626667
0.1,0.2,0.1,equal,51,51,0.18687,0.117339929,0.12916399,0.017339929,0.02916399,0.20004,0.18248
0.1,0.2,0.1,modUnequal,51,51,0.18687,-0.702172761,-0.055013306,-0.802172761,-0.155013306,0.20004,0.18248
0.1,0.2,0.1,highUnequal,51,51,0.18687,-1.371354743,-0.199923185,-1.471354743,-0.299923185,0.20004,0.18248
0.1,0.2,0.1,equal,53,53,0.19487,0.095643939,0.127658321,-0.004356061,0.027658321,0.21108,0.189466667
0.1,0.2,0.1,modUnequal,53,53,0.19487,-0.632478632,-0.005199044,-0.732478632,-0.105199044,0.21108,0.189466667
0.1,0.2,0.1,highUnequal,53,53,0.19487,-1.299621603,-0.111711892,-1.399621603,-0.211711892,0.21108,0.189466667
0.1,0.2,0.1,equal,49,49,0.17205,0.130640627,0.162696828,0.030640627,0.062696828,0.18584,0.167453333
0.1,0.2,0.1,modUnequal,49,49,0.17205,-0.618732782,0.020399523,-0.718732782,-0.079600477,0.18584,0.167453333
0.1,0.2,0.1,highUnequal,49,49,0.17205,-1.351340536,-0.085883546,-1.451340536,-0.185883546,0.18584,0.167453333
0.1,0.2,0.1,equal,51,51,0.19268,0.09529686,0.101565395,-0.00470314,0.001565395,0.20724,0.187826667
0.1,0.2,0.1,modUnequal,51,51,0.19268,-0.68402246,-0.037861041,-0.78402246,-0.137861041,0.20724,0.187826667
0.1,0.2,0.1,highUnequal,51,51,0.19268,-1.226045884,-0.075893236,-1.326045884,-0.175893236,0.20724,0.187826667
0.1,0.2,0.1,equal,48,48,0.19524,0.110346688,0.129784492,0.010346688,0.029784492,0.21164,0.189773333
0.1,0.2,0.1,modUnequal,48,48,0.19524,-0.62478443,0.0122559,-0.72478443,-0.0877441,0.21164,0.189773333
0.1,0.2,0.1,highUnequal,48,48,0.19524,-1.225033738,-0.096543638,-1.325033738,-0.196543638,0.21164,0.189773333
0.1,0.2,0.1,equal,52,52,0.23601,0.088065019,0.108998043,-0.011934981,0.008998043,0.25568,0.229453333
0.1,0.2,0.1,modUnequal,52,52,0.23601,-0.626166369,0.000163024,-0.726166369,-0.099836976,0.25568,0.229453333
0.1,0.2,0.1,highUnequal,52,52,0.23601,-1.177299309,-0.074391885,-1.277299309,-0.174391885,0.25568,0.229453333
0.1,0.2,0.1,equal,53,53,0.21308,0.10554951,0.134256949,0.00554951,0.034256949,0.231,0.207106667
0.1,0.2,0.1,modUnequal,53,53,0.21308,-0.645096731,0.016581755,-0.745096731,-0.083418245,0.231,0.207106667
0.1,0.2,0.1,highUnequal,53,53,0.21308,-1.283333333,-0.119837476,-1.383333333,-0.219837476,0.231,0.207106667
0.1,0.2,0.1,equal,50,50,0.17995,0.079851852,0.110597865,-0.020148148,0.010597865,0.19152,0.176093333
0.1,0.2,0.1,modUnequal,50,50,0.17995,-0.729601782,-0.083029816,-0.829601782,-0.183029816,0.19152,0.176093333
0.1,0.2,0.1,highUnequal,50,50,0.17995,-1.390685142,-0.143747018,-1.490685142,-0.243747018,0.19152,0.176093333
0.1,0.2,0.1,equal,51,51,0.18435,0.108537109,0.14034928,0.008537109,0.04034928,0.19472,0.180893333
0.1,0.2,0.1,modUnequal,51,51,0.18435,-0.675806452,-0.010823044,-0.775806452,-0.110823044,0.19472,0.180893333
0.1,0.2,0.1,highUnequal,51,51,0.18435,-1.29106946,-0.081303955,-1.39106946,-0.181303955,0.19472,0.180893333
0.1,0.2,0.1,equal,51,51,0.19819,0.125481139,0.130735447,0.025481139,0.030735447,0.21692,0.191946667
0.1,0.2,0.1,modUnequal,51,51,0.19819,-0.645184649,-0.008917831,-0.745184649,-0.108917831,0.21692,0.191946667
0.1,0.2,0.1,highUnequal,51,51,0.19819,-1.308943089,-0.137771004,-1.408943089,-0.237771004,0.21692,0.191946667
0.1,0.2,0.1,equal,48,48,0.18444,0.104488279,0.113284053,0.004488279,0.013284053,0.20044,0.179106667
0.1,0.2,0.1,modUnequal,48,48,0.18444,-0.662685775,-0.004475221,-0.762685775,-0.104475221,0.20044,0.179106667
0.1,0.2,0.1,highUnequal,48,48,0.18444,-1.289839181,-0.122265666,-1.389839181,-0.222265666,0.20044,0.179106667
0.1,0.2,0.1,equal,47,47,0.17738,0.094725833,0.115165412,-0.005274167,0.015165412,0.19144,0.172693333
0.1,0.2,0.1,modUnequal,47,47,0.17738,-0.610579479,0.008459321,-0.710579479,-0.091540679,0.19144,0.172693333
0.1,0.2,0.1,highUnequal,47,47,0.17738,-1.279533484,-0.085736183,-1.379533484,-0.185736183,0.19144,0.172693333
0.1,0.2,0.1,equal,49,49,0.19746,0.087989204,0.086435523,-0.012010796,-0.013564477,0.20992,0.193306667
0.1,0.2,0.1,modUnequal,49,49,0.19746,-0.69884364,-0.043327312,-0.79884364,-0.143327312,0.20992,0.193306667
0.1,0.2,0.1,highUnequal,49,49,0.19746,-1.259445002,-0.077759115,-1.359445002,-0.177759115,0.20992,0.193306667
0.1,0.2,0.1,equal,54,54,0.18775,0.101467864,0.124163414,0.001467864,0.024163414,0.20332,0.18256
0.1,0.2,0.1,modUnequal,54,54,0.18775,-0.625418922,0.003178501,-0.725418922,-0.096821499,0.20332,0.18256
0.1,0.2,0.1,highUnequal,54,54,0.18775,-1.184684685,-0.06560919,-1.284684685,-0.16560919,0.20332,0.18256
0.1,0.2,0.1,equal,50,50,0.20415,0.108090863,0.132506787,0.008090863,0.032506787,0.22192,0.198226667
0.1,0.2,0.1,modUnequal,50,50,0.20415,-0.615580213,0.02129427,-0.715580213,-0.07870573,0.22192,0.198226667
0.1,0.2,0.1,highUnequal,50,50,0.20415,-1.290724353,-0.089651093,-1.390724353,-0.189651093,0.22192,0.198226667
0.1,0.2,0.1,equal,52,52,0.19291,0.083886125,0.088264307,-0.016113875,-0.011735693,0.20848,0.18772
0.1,0.2,0.1,modUnequal,52,52,0.19291,-0.605862403,0.014544943,-0.705862403,-0.085455057,0.20848,0.18772
0.1,0.2,0.1,highUnequal,52,52,0.19291,-1.311366806,-0.149847671,-1.411366806,-0.249847671,0.20848,0.18772
0.1,0.2,0.1,equal,53,53,0.18379,0.052850975,0.068334554,-0.047149025,-0.031665446,0.196,0.17972
0.1,0.2,0.1,modUnequal,53,53,0.18379,-0.710215054,-0.063917712,-0.810215054,-0.163917712,0.196,0.17972
0.1,0.2,0.1,highUnequal,53,53,0.18379,-1.463027487,-0.232881424,-1.563027487,-0.332881424,0.196,0.17972
0.1,0.2,0.1,equal,51,51,0.16792,0.119546654,0.141534387,0.019546654,0.041534387,0.18212,0.163186667
0.1,0.2,0.1,modUnequal,51,51,0.16792,-0.610164679,0.034937038,-0.710164679,-0.065062962,0.18212,0.163186667
0.1,0.2,0.1,highUnequal,51,51,0.16792,-1.231798505,-0.058269716,-1.331798505,-0.158269716,0.18212,0.163186667
0.1,0.2,0.1,equal,50,50,0.19939,0.125600104,0.16766537,0.025600104,0.06766537,0.2152,0.19412
0.1,0.2,0.1,modUnequal,50,50,0.19939,-0.628958182,0.013094793,-0.728958182,-0.086905207,0.2152,0.19412
0.1,0.2,0.1,highUnequal,50,50,0.19939,-1.232935719,-0.082879405,-1.332935719,-0.182879405,0.2152,0.19412
0.1,0.2,0.1,equal,50,50,0.22732,0.075242145,0.097347025,-0.024757855,-0.002652975,0.24312,0.222053333
0.1,0.2,0.1,modUnequal,50,50,0.22732,-0.584497065,0.030417653,-0.684497065,-0.069582347,0.24312,0.222053333
0.1,0.2,0.1,highUnequal,50,50,0.22732,-1.245840505,-0.118275623,-1.345840505,-0.218275623,0.24312,0.222053333
0.1,0.2,0.1,equal,51,51,0.23168,0.103594552,0.113893624,0.003594552,0.013893624,0.25076,0.22532
0.1,0.2,0.1,modUnequal,51,51,0.23168,-0.701631702,-0.058662722,-0.801631702,-0.158662722,0.25076,0.22532
0.1,0.2,0.1,highUnequal,51,51,0.23168,-1.169097785,-0.054487434,-1.269097785,-0.154487434,0.25076,0.22532
0.1,0.2,0.1,equal,51,51,0.20201,0.085048544,0.102548655,-0.014951456,0.002548655,0.21804,0.196666667
0.1,0.2,0.1,modUnequal,51,51,0.20201,-0.710965868,-0.027053801,-0.810965868,-0.127053801,0.21804,0.196666667
0.1,0.2,0.1,highUnequal,51,51,0.20201,-1.330365974,-0.158884701,-1.430365974,-0.258884701,0.21804,0.196666667
0.1,0.2,0.1,equal,50,50,0.17924,0.126471433,0.16119303,0.026471433,0.06119303,0.19412,0.17428
0.1,0.2,0.1,modUnequal,50,50,0.17924,-0.616201859,0.031735917,-0.716201859,-0.068264083,0.19412,0.17428
0.1,0.2,0.1,highUnequal,50,50,0.17924,-1.202316323,-0.052274621,-1.302316323,-0.152274621,0.19412,0.17428
0.1,0.2,0.1,equal,48,48,0.1484,0.093573639,0.110616848,-0.006426361,0.010616848,0.1612,0.144133333
0.1,0.2,0.1,modUnequal,48,48,0.1484,-0.669684775,-0.000214536,-0.769684775,-0.100214536,0.1612,0.144133333
0.1,0.2,0.1,highUnequal,48,48,0.1484,-1.138745704,-0.010414941,-1.238745704,-0.110414941,0.1612,0.144133333
0.1,0.2,0.1,equal,49,49,0.19093,0.111340206,0.13073281,0.011340206,0.03073281,0.2066,0.185706667
0.1,0.2,0.1,modUnequal,49,49,0.19093,-0.577598829,0.046108233,-0.677598829,-0.053891767,0.2066,0.185706667
0.1,0.2,0.1,highUnequal,49,49,0.19093,-1.217078189,-0.062827762,-1.317078189,-0.162827762,0.2066,0.185706667
0.1,0.2,0.1,equal,49,49,0.15795,0.091198126,0.113747811,-0.008801874,0.013747811,0.17012,0.153893333
0.1,0.2,0.1,modUnequal,49,49,0.15795,-0.695068664,-0.018889944,-0.795068664,-0.118889944,0.17012,0.153893333
0.1,0.2,0.1,highUnequal,49,49,0.15795,-1.183755529,-0.002711468,-1.283755529,-0.102711468,0.17012,0.153893333
0.3,0.2,0.1,equal,60,60,0.14757,0.332220832,0.371183468,0.032220832,0.071183468,0.19196,0.132773333
0.3,0.2,0.1,modUnequal,60,60,0.14757,-0.202604558,0.272194937,-0.502604558,-0.027805063,0.19196,0.132773333
0.3,0.2,0.1,highUnequal,60,60,0.14757,-0.704650337,0.176077955,-1.004650337,-0.123922045,0.19196,0.132773333
0.3,0.2,0.1,equal,59,59,0.17065,0.299787207,0.326336227,-0.000212793,0.026336227,0.21896,0.154546667
0.3,0.2,0.1,modUnequal,59,59,0.17065,-0.207685665,0.278913911,-0.507685665,-0.021086089,0.21896,0.154546667
0.3,0.2,0.1,highUnequal,59,59,0.17065,-0.685955395,0.172715225,-0.985955395,-0.127284775,0.21896,0.154546667
0.3,0.2,0.1,equal,59,59,0.15537,0.282170543,0.316460856,-0.017829457,0.016460856,0.19628,0.141733333
0.3,0.2,0.1,modUnequal,59,59,0.15537,-0.257530864,0.242800602,-0.557530864,-0.057199398,0.19628,0.141733333
0.3,0.2,0.1,highUnequal,59,59,0.15537,-0.709634105,0.176297883,-1.009634105,-0.123702117,0.19628,0.141733333
0.3,0.2,0.1,equal,56,56,0.13293,0.272834513,0.306616102,-0.027165487,0.006616102,0.16872,0.121
0.3,0.2,0.1,modUnequal,56,56,0.13293,-0.269491027,0.253903226,-0.569491027,-0.046096774,0.16872,0.121
0.3,0.2,0.1,highUnequal,56,56,0.13293,-0.745550162,0.171555796,-1.045550162,-0.128444204,0.16872,0.121
0.3,0.2,0.1,equal,55,55,0.131,0.288833747,0.309001017,-0.011166253,0.009001017,0.16784,0.11872
0.3,0.2,0.1,modUnequal,55,55,0.131,-0.269264836,0.252880308,-0.569264836,-0.047119692,0.16784,0.11872
0.3,0.2,0.1,highUnequal,55,55,0.131,-0.858625162,0.111457114,-1.158625162,-0.188542886,0.16784,0.11872
0.3,0.2,0.1,equal,59,59,0.16211,0.298679221,0.340701952,-0.001320779,0.040701952,0.20812,0.146773333
0.3,0.2,0.1,modUnequal,59,59,0.16211,-0.250991369,0.251860549,-0.550991369,-0.048139451,0.20812,0.146773333
0.3,0.2,0.1,highUnequal,59,59,0.16211,-0.762984878,0.139571668,-1.062984878,-0.160428332,0.20812,0.146773333
0.3,0.2,0.1,equal,59,59,0.1664,0.294170175,0.341030596,-0.005829825,0.041030596,0.21536,0.15008
0.3,0.2,0.1,modUnequal,59,59,0.1664,-0.261513908,0.25542092,-0.561513908,-0.04457908,0.21536,0.15008
0.3,0.2,0.1,highUnequal,59,59,0.1664,-0.758182396,0.141670325,-1.058182396,-0.158329675,0.21536,0.15008
0.3,0.2,0.1,equal,58,58,0.16332,0.297222222,0.340542206,-0.002777778,0.040542206,0.20812,0.148386667
0.3,0.2,0.1,modUnequal,58,58,0.16332,-0.290816327,0.23721189,-0.590816327,-0.06278811,0.20812,0.148386667
0.3,0.2,0.1,highUnequal,58,58,0.16332,-0.748272458,0.14897643,-1.048272458,-0.15102357,0.20812,0.148386667
0.3,0.2,0.1,equal,54,54,0.13339,0.297848426,0.332943007,-0.002151574,0.032943007,0.16912,0.12148
0.3,0.2,0.1,modUnequal,54,54,0.13339,-0.264238219,0.263112784,-0.564238219,-0.036887216,0.16912,0.12148
0.3,0.2,0.1,highUnequal,54,54,0.13339,-0.762595728,0.178412432,-1.062595728,-0.121587568,0.16912,0.12148
0.3,0.2,0.1,equal,53,53,0.13241,0.315345973,0.355958146,0.015345973,0.055958146,0.17128,0.119453333
0.3,0.2,0.1,modUnequal,53,53,0.13241,-0.164874552,0.326223767,-0.464874552,0.026223767,0.17128,0.119453333
0.3,0.2,0.1,highUnequal,53,53,0.13241,-0.66864139,0.232660958,-0.96864139,-0.067339042,0.17128,0.119453333
0.3,0.2,0.1,equal,54,54,0.12396,0.302345489,0.331164461,0.002345489,0.031164461,0.16168,0.111386667
0.3,0.2,0.1,modUnequal,54,54,0.12396,-0.250767342,0.258493864,-0.550767342,-0.041506136,0.16168,0.111386667
0.3,0.2,0.1,highUnequal,54,54,0.12396,-0.828174069,0.105507261,-1.128174069,-0.194492739,0.16168,0.111386667
0.3,0.2,0.1,equal,57,57,0.15384,0.313701598,0.358581692,0.013701598,0.058581692,0.19964,0.138573333
0.3,0.2,0.1,modUnequal,57,57,0.15384,-0.273298166,0.23976655,-0.573298166,-0.06023345,0.19964,0.138573333
0.3,0.2,0.1,highUnequal,57,57,0.15384,-0.74372205,0.174238348,-1.04372205,-0.125761652,0.19964,0.138573333
0.3,0.2,0.1,equal,59,59,0.12883,0.317726302,0.353905094,0.017726302,0.053905094,0.16708,0.11608
0.3,0.2,0.1,modUnequal,59,59,0.12883,-0.229425696,0.274076394,-0.529425696,-0.025923606,0.16708,0.11608
0.3,0.2,0.1,highUnequal,59,59,0.12883,-0.702747027,0.18796907,-1.002747027,-0.11203093,0.16708,0.11608
0.3,0.2,0.1,equal,60,60,0.17608,0.303588632,0.340184911,0.003588632,0.040184911,0.22524,0.159693333
0.3,0.2,0.1,modUnequal,60,60,0.17608,-0.237270004,0.249800311,-0.537270004,-0.050199689,0.22524,0.159693333
0.3,0.2,0.1,highUnequal,60,60,0.17608,-0.713481481,0.155410642,-1.013481481,-0.144589358,0.22524,0.159693333
0.3,0.2,0.1,equal,61,61,0.16286,0.325203252,0.362990402,0.025203252,0.062990402,0.20976,0.147226667
0.3,0.2,0.1,modUnequal,61,61,0.16286,-0.213788301,0.274442029,-0.513788301,-0.025557971,0.20976,0.147226667
0.3,0.2,0.1,highUnequal,61,61,0.16286,-0.753521127,0.162223975,-1.053521127,-0.137776025,0.20976,0.147226667
0.3,0.2,0.1,equal,58,58,0.15243,0.3013947,0.337331936,0.0013947,0.037331936,0.19604,0.137893333
0.3,0.2,0.1,modUnequal,58,58,0.15243,-0.261077543,0.238074757,-0.561077543,-0.061925243,0.19604,0.137893333
0.3,0.2,0.1,highUnequal,58,58,0.15243,-0.724862259,0.184008268,-1.024862259,-0.115991732,0.19604,0.137893333
0.3,0.2,0.1,equal,59,59,0.16226,0.321141375,0.367368105,0.021141375,0.067368105,0.2122,0.145613333
0.3,0.2,0.1,modUnequal,59,59,0.16226,-0.243525778,0.268706837,-0.543525778,-0.031293163,0.2122,0.145613333
0.3,0.2,0.1,highUnequal,59,59,0.16226,-0.782090569,0.130495064,-1.082090569,-0.169504936,0.2122,0.145613333
0.3,0.2,0.1,equal,55,55,0.14188,0.30541798,0.339731764,0.00541798,0.039731764,0.18308,0.128146667
0.3,0.2,0.1,modUnequal,55,55,0.14188,-0.255221047,0.258669038,-0.555221047,-0.041330962,0.18308,0.128146667
0.3,0.2,0.1,highUnequal,55,55,0.14188,-0.714074074,0.155615304,-1.014074074,-0.144384696,0.18308,0.128146667
0.3,0.2,0.1,equal,60,60,0.14701,0.298114862,0.334060169,-0.001885138,0.034060169,0.19112,0.132306667
0.3,0.2,0.1,modUnequal,60,60,0.14701,-0.276714514,0.239728229,-0.576714514,-0.060271771,0.19112,0.132306667
0.3,0.2,0.1,highUnequal,60,60,0.14701,-0.792833147,0.132822706,-1.092833147,-0.167177294,0.19112,0.132306667
0.3,0.2,0.1,equal,57,57,0.12575,0.297812773,0.326689162,-0.002187227,0.026689162,0.16232,0.11356
0.3,0.2,0.1,modUnequal,57,57,0.12575,-0.254846779,0.241708494,-0.554846779,-0.058291506,0.16232,0.11356
0.3,0.2,0.1,highUnequal,57,57,0.12575,-0.706207483,0.198862995,-1.006207483,-0.101137005,0.16232,0.11356
0.3,0.2,0.1,equal,57,57,0.12536,0.303812416,0.333667502,0.003812416,0.033667502,0.16416,0.112426667
0.3,0.2,0.1,modUnequal,57,57,0.12536,-0.260922701,0.258128322,-0.560922701,-0.041871678,0.16416,0.112426667
0.3,0.2,0.1,highUnequal,57,57,0.12536,-0.734762505,0.172283587,-1.034762505,-0.127716413,0.16416,0.112426667
0.3,0.2,0.1,equal,58,58,0.15226,0.34553009,0.393313565,0.04553009,0.093313565,0.20188,0.13572
0.3,0.2,0.1,modUnequal,58,58,0.15226,-0.305265972,0.227038779,-0.605265972,-0.072961221,0.20188,0.13572
0.3,0.2,0.1,highUnequal,58,58,0.15226,-0.608366271,0.242366769,-0.908366271,-0.057633231,0.20188,0.13572
0.3,0.2,0.1,equal,59,59,0.15281,0.337012219,0.383364957,0.037012219,0.083364957,0.19636,0.138293333
0.3,0.2,0.1,modUnequal,59,59,0.15281,-0.249628529,0.268917105,-0.549628529,-0.031082895,0.19636,0.138293333
0.3,0.2,0.1,highUnequal,59,59,0.15281,-0.840262582,0.124519794,-1.140262582,-0.175480206,0.19636,0.138293333
0.3,0.2,0.1,equal,62,62,0.1589,0.288870815,0.331170483,-0.011129185,0.031170483,0.20628,0.143106667
0.3,0.2,0.1,modUnequal,62,62,0.1589,-0.302060065,0.233666549,-0.602060065,-0.066333451,0.20628,0.143106667
0.3,0.2,0.1,highUnequal,62,62,0.1589,-0.789832822,0.148360062,-1.089832822,-0.151639938,0.20628,0.143106667
0.3,0.2,0.1,equal,57,57,0.13195,0.315627031,0.351376234,0.015627031,0.051376234,0.16724,0.120186667
0.3,0.2,0.1,modUnequal,57,57,0.13195,-0.242772861,0.267487737,-0.542772861,-0.032512263,0.16724,0.120186667
0.3,0.2,0.1,highUnequal,57,57,0.13195,-0.740190004,0.152025471,-1.040190004,-0.147974529,0.16724,0.120186667
0.3,0.2,0.1,equal,57,57,0.1388,0.314806447,0.347438625,0.014806447,0.047438625,0.182,0.1244
0.3,0.2,0.1,modUnequal,57,57,0.1388,-0.243915778,0.248815736,-0.543915778,-0.051184264,0.182,0.1244
0.3,0.2,0.1,highUnequal,57,57,0.1388,-0.734935164,0.165416266,-1.034935164,-0.134583734,0.182,0.1244
0.3,0.2,0.1,equal,57,57,0.16257,0.281949411,0.306444861,-0.018050589,0.006444861,0.20552,0.148253333
0.3,0.2,0.1,modUnequal,57,57,0.16257,-0.318259178,0.195894992,-0.618259178,-0.104105008,0.20552,0.148253333
0.3,0.2,0.1,highUnequal,57,57,0.16257,-0.81824279,0.117627372,-1.11824279,-0.182372628,0.20552,0.148253333
0.3,0.2,0.1,equal,62,62,0.14798,0.287865497,0.323374491,-0.012134503,0.023374491,0.19044,0.133826667
0.3,0.2,0.1,modUnequal,62,62,0.14798,-0.229119354,0.259773271,-0.529119354,-0.040226729,0.19044,0.133826667
0.3,0.2,0.1,highUnequal,62,62,0.14798,-0.749640805,0.177804887,-1.049640805,-0.122195113,0.19044,0.133826667
0.3,0.2,0.1,equal,58,58,0.14155,0.284268629,0.322991952,-0.015731371,0.022991952,0.18164,0.128186667
0.3,0.2,0.1,modUnequal,58,58,0.14155,-0.324255319,0.205823344,-0.624255319,-0.094176656,0.18164,0.128186667
0.3,0.2,0.1,highUnequal,58,58,0.14155,-0.788505747,0.132516089,-1.088505747,-0.167483911,0.18164,0.128186667
0.3,0.2,0.1,equal,63,63,0.14329,0.292192192,0.33124036,-0.007807808,0.03124036,0.18484,0.12944
0.3,0.2,0.1,modUnequal,63,63,0.14329,-0.284818752,0.2281251,-0.584818752,-0.0718749,0.18484,0.12944
0.3,0.2,0.1,highUnequal,63,63,0.14329,-0.785606061,0.134336895,-1.085606061,-0.165663105,0.18484,0.12944
0.3,0.2,0.1,equal,58,58,0.1614,0.305700872,0.339837994,0.005700872,0.039837994,0.20896,0.145546667
0.3,0.2,0.1,modUnequal,58,58,0.1614,-0.172101449,0.307592623,-0.472101449,0.007592623,0.20896,0.145546667
0.3,0.2,0.1,highUnequal,58,58,0.1614,-0.708250825,0.194184848,-1.008250825,-0.105815152,0.20896,0.145546667
0.3,0.2,0.1,equal,57,57,0.14897,0.31252636,0.359395166,0.01252636,0.059395166,0.19784,0.13268
0.3,0.2,0.1,modUnequal,57,57,0.14897,-0.25,0.276741569,-0.55,-0.023258431,0.19784,0.13268
0.3,0.2,0.1,highUnequal,57,57,0.14897,-0.779475983,0.172100534,-1.079475983,-0.127899466,0.19784,0.13268
0.3,0.2,0.1,equal,58,58,0.16014,0.28443194,0.319902659,-0.01556806,0.019902659,0.20404,0.145506667
0.3,0.2,0.1,modUnequal,58,58,0.16014,-0.324652778,0.213332928,-0.624652778,-0.086667072,0.20404,0.145506667
0.3,0.2,0.1,highUnequal,58,58,0.16014,-0.782115449,0.142919002,-1.082115449,-0.157080998,0.20404,0.145506667
0.3,0.2,0.1,equal,55,55,0.13607,0.325750682,0.355623357,0.025750682,0.055623357,0.18112,0.121053333
0.3,0.2,0.1,modUnequal,55,55,0.13607,-0.260204082,0.263491103,-0.560204082,-0.036508897,0.18112,0.121053333
0.3,0.2,0.1,highUnequal,55,55,0.13607,-0.678369196,0.218396786,-0.978369196,-0.081603214,0.18112,0.121053333
0.3,0.2,0.1,equal,53,53,0.11617,0.282451253,0.323492138,-0.017548747,0.023492138,0.14728,0.1058
0.3,0.2,0.1,modUnequal,53,53,0.11617,-0.272727273,0.245351304,-0.572727273,-0.054648696,0.14728,0.1058
0.3,0.2,0.1,highUnequal,53,53,0.11617,-0.774104683,0.168738727,-1.074104683,-0.131261273,0.14728,0.1058
0.3,0.2,0.1,equal,56,56,0.14546,0.280289331,0.303129336,-0.019710669,0.003129336,0.18704,0.1316
0.3,0.2,0.1,modUnequal,56,56,0.14546,-0.259493671,0.242168625,-0.559493671,-0.057831375,0.18704,0.1316
0.3,0.2,0.1,highUnequal,56,56,0.14546,-0.851162791,0.127442165,-1.151162791,-0.172557835,0.18704,0.1316
0.3,0.2,0.1,equal,54,54,0.13744,0.276538522,0.316207542,-0.023461478,0.016207542,0.17528,0.124826667
0.3,0.2,0.1,modUnequal,54,54,0.13744,-0.268164171,0.257168233,-0.568164171,-0.042831767,0.17528,0.124826667
0.3,0.2,0.1,highUnequal,54,54,0.13744,-0.793333333,0.148907528,-1.093333333,-0.151092472,0.17528,0.124826667
0.3,0.2,0.1,equal,59,59,0.12647,0.288106335,0.315501731,-0.011893665,0.015501731,0.161,0.11496
0.3,0.2,0.1,modUnequal,59,59,0.12647,-0.307960672,0.211966126,-0.607960672,-0.088033874,0.161,0.11496
0.3,0.2,0.1,highUnequal,59,59,0.12647,-0.699217141,0.170430301,-0.999217141,-0.129569699,0.161,0.11496
0.3,0.2,0.1,equal,55,55,0.15728,0.297300945,0.338398565,-0.002699055,0.038398565,0.20492,0.1414
0.3,0.2,0.1,modUnequal,55,55,0.15728,-0.25955491,0.239418979,-0.55955491,-0.060581021,0.20492,0.1414
0.3,0.2,0.1,highUnequal,55,55,0.15728,-0.774710293,0.147464838,-1.074710293,-0.152535162,0.20492,0.1414
0.3,0.2,0.1,equal,56,56,0.1279,0.27386461,0.308575382,-0.02613539,0.008575382,0.16288,0.11624
0.3,0.2,0.1,modUnequal,56,56,0.1279,-0.288625304,0.23310853,-0.588625304,-0.06689147,0.16288,0.11624
0.3,0.2,0.1,highUnequal,56,56,0.1279,-0.730800654,0.155595453,-1.030800654,-0.144404547,0.16288,0.11624
0.3,0.2,0.1,equal,63,63,0.1665,0.339409406,0.390793148,0.039409406,0.090793148,0.21628,0.149906667
0.3,0.2,0.1,modUnequal,63,63,0.1665,-0.259207783,0.257771551,-0.559207783,-0.042228449,0.21628,0.149906667
0.3,0.2,0.1,highUnequal,63,63,0.1665,-0.674676525,0.190092444,-0.974676525,-0.109907556,0.21628,0.149906667
0.3,0.2,0.1,equal,60,60,0.14245,0.285212343,0.32196512,-0.014787657,0.02196512,0.18384,0.128653333
0.3,0.2,0.1,modUnequal,60,60,0.14245,-0.275279368,0.240478173,-0.575279368,-0.059521827,0.18384,0.128653333
0.3,0.2,0.1,highUnequal,60,60,0.14245,-0.790662074,0.147488241,-1.090662074,-0.152511759,0.18384,0.128653333
0.3,0.2,0.1,equal,58,58,0.14384,0.314896755,0.345878456,0.014896755,0.045878456,0.18608,0.12976
0.3,0.2,0.1,modUnequal,58,58,0.14384,-0.237676525,0.258248366,-0.537676525,-0.041751634,0.18608,0.12976
0.3,0.2,0.1,highUnequal,58,58,0.14384,-0.65597148,0.235569039,-0.95597148,-0.064430961,0.18608,0.12976
