VE_susc,Label_testingDiff,Test_sens,Label_epiPhase,VE_symptRR_degUnderNeg_testSens,VE_symptOR_degUnderNeg_testSens,FalseNeg_withTestSens_unvac,FalseNeg_withTestSens_vac,NonCovid_cumSymptInfect_tested_withTestSens_unvac,NonCovid_cumSymptInfect_tested_withTestSens_vac,totalNum_sims
0.1,modUnequal,0.7,Peak,-0.745605065,-0.138879021,821.4,4055.1,5073.4,24109.1,100
0.1,highUnequal,0.7,Highest Growth,-1.411366806,-0.237517588,286.8,1988.7,3964.8,24168.7,100
0.1,highUnequal,0.7,Peak,-1.320634138,-0.260474326,608.7,4055.1,4199.7,24109.1,100
0.1,equal,0.7,Highest Growth,-0.047149025,-0.037006374,671.7,1908.6,8052.7,24419.6,100
0.1,equal,0.7,Peak,-0.014856478,0.013828676,1546.8,4245.3,7845.8,24299.3,100
0.1,modUnequal,0.7,Highest Growth,-0.810215054,-0.158921998,372,1908.6,5040,24419.6,100
0.1,modUnequal,0.7,Peak,-0.749300699,-0.142754591,858,4245.3,5121,24299.3,100
0.1,highUnequal,0.7,Highest Growth,-1.563027487,-0.314679754,258.3,1908.6,4014.3,24419.6,100
0.1,highUnequal,0.7,Peak,-1.452618454,-0.332836628,601.5,4245.3,4244.5,24299.3,100
0.1,equal,0.7,Highest Growth,0.019546654,0.031536901,644.1,1701.3,7919.1,24085.3,100
0.1,equal,0.7,Peak,0.006265563,0.028814999,1485.9,3984,7820.9,24070,100
0.1,modUnequal,0.7,Highest Growth,-0.710164679,-0.06753079,352.2,1701.3,4824.2,24085.3,100
0.1,modUnequal,0.7,Peak,-0.707358993,-0.101116871,826.2,3984,4997.2,24070,100
0.1,highUnequal,0.7,Highest Growth,-1.331798505,-0.154153751,254.1,1701.3,3792.1,24085.3,100
0.1,highUnequal,0.7,Peak,-1.294678566,-0.211955277,605.1,3984,4065.1,24070,100
0.1,equal,0.7,Highest Growth,0.025600104,0.053339121,770.7,2021.7,7636.7,23660.7,100
0.1,equal,0.7,Peak,0.014862243,0.049927598,1546.2,4105.8,7557.2,23606.8,100
0.1,modUnequal,0.7,Highest Growth,-0.728958182,-0.088024098,413.7,2021.7,4783.7,23660.7,100
0.1,modUnequal,0.7,Peak,-0.73103325,-0.117326486,839.1,4105.8,4908.1,23606.8,100
0.1,highUnequal,0.7,Highest Growth,-1.332935719,-0.175797734,301.8,2021.7,3799.8,23660.7,100
0.1,highUnequal,0.7,Peak,-1.328627259,-0.249328873,614.1,4105.8,4058.1,23606.8,100
0.1,equal,0.7,Highest Growth,-0.024757855,-0.012533358,846.6,2348.7,7611.6,23140.7,100
0.1,equal,0.7,Peak,-0.021945104,-0.00441827,1515.6,4191.9,7535.6,23044.9,100
0.1,modUnequal,0.7,Highest Growth,-0.684497065,-0.072669632,494.1,2348.7,4735.1,23140.7,100
0.1,modUnequal,0.7,Peak,-0.713883114,-0.124387776,865.8,4191.9,4875.8,23044.9,100
0.1,highUnequal,0.7,Highest Growth,-1.345840505,-0.206271061,348.6,2348.7,3799.6,23140.7,100
0.1,highUnequal,0.7,Peak,-1.295976741,-0.239864099,636.3,4191.9,3987.3,23044.9,100
0.1,equal,0.7,Highest Growth,0.003594552,0.002117088,895.8,2409,7778.8,23298,100
0.1,equal,0.7,Peak,-0.006202197,-0.00015771,1438.2,3909.9,7709.2,23282.9,100
0.1,modUnequal,0.7,Highest Growth,-0.801631702,-0.15259703,471.9,2409,4803.9,23298,100
0.1,modUnequal,0.7,Peak,-0.743091276,-0.136796953,793.2,3909.9,4897.2,23282.9,100
0.1,highUnequal,0.7,Highest Growth,-1.269097785,-0.148853464,370.2,2409,3755.2,23298,100
0.1,highUnequal,0.7,Peak,-1.279795953,-0.198160134,597.9,3909.9,3909.9,23282.9,100
0.1,equal,0.7,Highest Growth,-0.014951456,-0.006600956,772.5,2120.4,7849.5,23765.4,100
0.1,equal,0.7,Peak,-0.010467241,0.008813928,1532.4,4185.6,7740.4,23723.6,100
0.1,modUnequal,0.7,Highest Growth,-0.810965868,-0.124640003,413.1,2120.4,4744.1,23765.4,100
0.1,modUnequal,0.7,Peak,-0.778335138,-0.14235538,831.3,4185.6,4911.3,23723.6,100
0.1,highUnequal,0.7,Highest Growth,-1.430365974,-0.244708667,303.3,2120.4,3891.3,23765.4,100
0.1,highUnequal,0.7,Peak,-1.368617886,-0.27449143,615,4185.6,4094,23723.6,100
0.1,equal,0.7,Highest Growth,0.026471433,0.048823277,696.6,1825.5,7726.6,23788.5,100
0.1,equal,0.7,Peak,-0.000816193,0.035701746,1531.5,4138.8,7615.5,23811.8,100
0.1,modUnequal,0.7,Highest Growth,-0.716201859,-0.070699458,376.5,1825.5,4762.5,23788.5,100
0.1,modUnequal,0.7,Peak,-0.685200506,-0.076472274,870.3,4138.8,4889.3,23811.8,100
0.1,highUnequal,0.7,Highest Growth,-1.302316323,-0.148263131,276.3,1825.5,3774.3,23788.5,100
0.1,highUnequal,0.7,Peak,-1.246903206,-0.188589688,642.6,4138.8,4024.6,23811.8,100
0.1,equal,0.7,Highest Growth,-0.006426361,0.003573475,549.3,1493.7,7733.3,23458.7,100
0.1,equal,0.7,Peak,-0.003352257,0.018155402,1479.6,4009.8,7694.6,23646.8,100
0.1,modUnequal,0.7,Highest Growth,-0.769684775,-0.100200875,298.2,1493.7,4684.2,23458.7,100
0.1,modUnequal,0.7,Peak,-0.733785601,-0.122086732,818.1,4009.8,4931.1,23646.8,100
0.1,highUnequal,0.7,Highest Growth,-1.238745704,-0.109751784,232.8,1493.7,3691.8,23458.7,100
0.1,highUnequal,0.7,Peak,-1.306702988,-0.226466686,605.7,4009.8,4023.7,23646.8,100
0.1,equal,0.7,Highest Growth,0.011340206,0.019761335,727.5,1939.5,7630.5,23110.5,100
0.1,equal,0.7,Peak,-0.005643739,0.01005773,1474.2,4005.3,7608.2,23227.3,100
0.1,modUnequal,0.7,Highest Growth,-0.677598829,-0.057761304,409.8,1939.5,4676.8,23110.5,100
0.1,modUnequal,0.7,Peak,-0.685441159,-0.088664433,842.1,4005.3,4828.1,23227.3,100
0.1,highUnequal,0.7,Highest Growth,-1.317078189,-0.157555074,291.6,1939.5,3674.6,23110.5,100
0.1,highUnequal,0.7,Peak,-1.306412163,-0.205452647,605.1,4005.3,3879.1,23227.3,100
0.1,equal,0.7,Highest Growth,-0.008801874,0.005906271,597.6,1629.3,7750.6,23634.3,100
0.1,equal,0.7,Peak,-0.002213542,0.018480163,1536,4157.4,7716,23691.4,100
0.1,modUnequal,0.7,Highest Growth,-0.795068664,-0.11758771,320.4,1629.3,4729.4,23634.3,100
0.1,modUnequal,0.7,Peak,-0.750941148,-0.139717877,839.4,4157.4,4973.4,23691.4,100
0.1,highUnequal,0.7,Highest Growth,-1.283755529,-0.102524545,248.7,1629.3,3616.7,23634.3,100
0.1,highUnequal,0.7,Peak,-1.275851782,-0.184711441,636.9,4157.4,3936.9,23691.4,100
0.1,equal,0.9,Highest Growth,0.012392669,0.0373864,260.1,692.6,6929.1,21389.6,100
0.1,equal,0.9,Peak,0.023403184,0.073838423,529.7,1393,6278.7,19986,100
0.1,modUnequal,0.9,Highest Growth,-0.811391154,-0.157553898,134.9,692.6,4405.9,21389.6,100
0.1,modUnequal,0.9,Peak,-0.705578608,-0.126008593,289.2,1393,4257.2,19986,100
0.1,highUnequal,0.9,Highest Growth,-1.37454844,-0.179712925,101.5,692.6,3384.5,21389.6,100
0.1,highUnequal,0.9,Peak,-1.293355377,-0.214686776,211.7,1393,3385.7,19986,100
0.1,equal,0.9,Highest Growth,-0.022052154,-0.009577089,235.2,650.6,7534.2,22912.6,100
0.1,equal,0.9,Peak,-0.011784928,0.01554213,484.8,1326.1,6933.8,21444.1,100
0.1,modUnequal,0.9,Highest Growth,-0.794270833,-0.157486588,128,650.6,4767,22912.6,100
0.1,modUnequal,0.9,Peak,-0.725122549,-0.154005736,272,1326.1,4636,21444.1,100
0.1,highUnequal,0.9,Highest Growth,-1.454686934,-0.265730659,92.1,650.6,3781.1,22912.6,100
0.1,highUnequal,0.9,Peak,-1.417951407,-0.343185348,190.7,1326.1,3833.7,21444.1,100
0.1,equal,0.9,Highest Growth,-0.018929403,-0.009707268,257.8,710.7,7506.8,22748.7,100
0.1,equal,0.9,Peak,-0.020937624,0.006934089,503.4,1390.8,6863.4,21232.8,100
0.1,modUnequal,0.9,Highest Growth,-0.794563662,-0.154518325,139.8,710.7,4718.8,22748.7,100
0.1,modUnequal,0.9,Peak,-0.743971631,-0.154310393,282,1390.8,4539,21232.8,100
0.1,highUnequal,0.9,Highest Growth,-1.424828263,-0.25120833,101.9,710.7,3754.9,22748.7,100
0.1,highUnequal,0.9,Peak,-1.318181818,-0.273715795,209,1390.8,3745,21232.8,100
0.1,equal,0.9,Highest Growth,0.001484574,0.014577912,287.4,774.7,7179.4,21856.7,100
0.1,equal,0.9,Peak,-0.010208127,0.017129065,504.5,1377.6,6675.5,20646.6,100
0.1,modUnequal,0.9,Highest Growth,-0.756403678,-0.111930501,155.9,774.7,4450.9,21856.7,100
0.1,modUnequal,0.9,Peak,-0.718040874,-0.110435045,283.8,1377.6,4297.8,20646.6,100
0.1,highUnequal,0.9,Highest Growth,-1.328070175,-0.212541668,115.9,774.7,3637.9,21856.7,100
0.1,highUnequal,0.9,Peak,-1.279401993,-0.252592112,210.7,1377.6,3639.7,20646.6,100
0.1,equal,0.9,Highest Growth,0.024567952,0.033624473,241.1,633.2,7299.1,22126.2,100
0.1,equal,0.9,Peak,0.017829457,0.046509942,494.5,1308.7,6717.5,20829.7,100
0.1,modUnequal,0.9,Highest Growth,-0.698989899,-0.07560194,132,633.2,4500,22126.2,100
0.1,modUnequal,0.9,Peak,-0.661880893,-0.082424484,279.3,1308.7,4367.3,20829.7,100
0.1,highUnequal,0.9,Highest Growth,-1.296323274,-0.151229871,96.1,633.2,3530.1,22126.2,100
0.1,highUnequal,0.9,Peak,-1.269235869,-0.215074112,201.1,1308.7,3569.1,20829.7,100
0.1,equal,0.9,Highest Growth,-0.019001812,-0.001043845,239.1,659.2,7190.1,22000.2,100
0.1,equal,0.9,Peak,-0.000305188,0.034745408,491.5,1327.5,6640.5,20728.5,100
0.1,modUnequal,0.9,Highest Growth,-0.80998703,-0.130996216,128.5,659.2,4421.5,22000.2,100
0.1,modUnequal,0.9,Peak,-0.713785558,-0.09478044,274.2,1327.5,4259.2,20728.5,100
0.1,highUnequal,0.9,Highest Growth,-1.405701294,-0.221598198,95.3,659.2,3567.3,22000.2,100
0.1,highUnequal,0.9,Peak,-1.285185185,-0.231097014,202.5,1327.5,3576.5,20728.5,100
0.1,equal,0.9,Highest Growth,0.019775959,0.04225068,232.1,612.9,7437.1,22895.9,100
0.1,equal,0.9,Peak,0.01601715,0.066629935,520.9,1381.4,6677.9,21250.4,100
0.1,modUnequal,0.9,Highest Growth,-0.756934307,-0.105041861,123.3,612.9,4629.3,22895.9,100
0.1,modUnequal,0.9,Peak,-0.712842966,-0.119942692,285.5,1381.4,4479.5,21250.4,100
0.1,highUnequal,0.9,Highest Growth,-1.37,-0.185333619,90,612.9,3649,22895.9,100
0.1,highUnequal,0.9,Peak,-1.26283075,-0.209862425,212.9,1381.4,3634.9,21250.4,100
0.1,equal,0.9,Highest Growth,0.017344173,0.028196731,246,651.4,7187,21829.4,100
0.1,equal,0.9,Peak,0.00439339,0.039367388,496.2,1333.2,6575.2,20527.2,100
0.1,modUnequal,0.9,Highest Growth,-0.702460025,-0.073504705,135.5,651.4,4420.5,21829.4,100
0.1,modUnequal,0.9,Peak,-0.712481858,-0.106175105,275.6,1333.2,4269.6,20527.2,100
0.1,highUnequal,0.9,Highest Growth,-1.354759432,-0.202920637,96.3,651.4,3559.3,21829.4,100
0.1,highUnequal,0.9,Peak,-1.303272186,-0.261689622,201.7,1333.2,3607.7,20527.2,100
0.1,equal,0.9,Highest Growth,-0.014801923,-0.010234144,201.1,551.9,7280.1,21949.9,100
0.1,equal,0.9,Peak,0.003608283,0.032857672,481.3,1294.3,6684.3,20729.3,100
0.1,modUnequal,0.9,Highest Growth,-0.812911235,-0.14376468,107.4,551.9,4458.4,21949.9,100
0.1,modUnequal,0.9,Peak,-0.722539802,-0.127071851,265.9,1294.3,4373.9,20729.3,100
0.1,highUnequal,0.9,Highest Growth,-1.290079365,-0.139868389,84,551.9,3474,21949.9,100
0.1,highUnequal,0.9,Peak,-1.326178191,-0.237547812,193.8,1294.3,3530.8,20729.3,100
0.1,equal,0.9,Highest Growth,0.00932691,0.014651967,249.1,665.6,7332.1,22128.6,100
0.1,equal,0.9,Peak,0.003966346,0.036209598,499.2,1341.9,6691.2,20822.9,100
0.1,modUnequal,0.9,Highest Growth,-0.707729469,-0.081263804,138,665.6,4502,22128.6,100
0.1,modUnequal,0.9,Peak,-0.719478639,-0.128762355,276.2,1341.9,4409.2,20822.9,100
0.1,highUnequal,0.9,Highest Growth,-1.396756384,-0.204007407,96.6,665.6,3545.6,22128.6,100
0.1,highUnequal,0.9,Peak,-1.325373134,-0.241707504,201,1341.9,3561,20822.9,100
0.1,equal,0.9,Highest Growth,-0.007986111,0.00020523,230.4,627.6,7374.4,22324.6,100
0.1,equal,0.9,Peak,-0.009186022,0.007416788,477.9,1303.5,6859.9,20962.5,100
0.1,modUnequal,0.9,Highest Growth,-0.777626303,-0.124786901,124.7,627.6,4545.7,22324.6,100
0.1,modUnequal,0.9,Peak,-0.738386124,-0.135483478,265.2,1303.5,4416.2,20962.5,100
0.1,highUnequal,0.9,Highest Growth,-1.347046187,-0.159608205,93.1,627.6,3509.1,22324.6,100
0.1,highUnequal,0.9,Peak,-1.40994152,-0.270623817,188.1,1303.5,3541.1,20962.5,100
0.1,equal,0.9,Highest Growth,0.00868788,0.020293998,279.7,747.9,7296.7,22178.9,100
0.1,equal,0.9,Peak,0.009926277,0.041425088,506.4,1352.2,6714.4,20882.2,100
0.1,modUnequal,0.9,Highest Growth,-0.719883041,-0.061438772,153.9,747.9,4387.9,22178.9,100
0.1,modUnequal,0.9,Peak,-0.696081209,-0.082403721,282.4,1352.2,4284.4,20882.2,100
0.1,highUnequal,0.9,Highest Growth,-1.368425842,-0.212862272,109.9,747.9,3626.9,22178.9,100
0.1,highUnequal,0.9,Peak,-1.381039136,-0.299582208,197.6,1352.2,3660.6,20882.2,100
0.1,equal,0.9,Highest Growth,-0.010331384,0.005675494,188.1,513.7,7103.1,21690.7,100
0.1,equal,0.9,Peak,0.003613707,0.049686757,535,1438.7,6390,20208.7,100
0.1,modUnequal,0.9,Highest Growth,-0.8707687,-0.174599044,96.7,513.7,4387.7,21690.7,100
0.1,modUnequal,0.9,Peak,-0.692186808,-0.108602169,301.2,1438.7,4267.2,20208.7,100
0.1,highUnequal,0.9,Highest Growth,-1.455341586,-0.200329258,72.7,513.7,3377.7,21690.7,100
0.1,highUnequal,0.9,Peak,-1.302878579,-0.221251211,217.7,1438.7,3428.7,20208.7,100
0.1,equal,0.9,Highest Growth,-0.000207361,0.017824051,257.2,694.6,7420.2,22715.6,100
0.1,equal,0.9,Peak,0.005218855,0.051352419,514.8,1381.9,6735.8,21305.9,100
0.1,modUnequal,0.9,Highest Growth,-0.694582185,-0.067927588,145.2,694.6,4596.2,22715.6,100
0.1,modUnequal,0.9,Peak,-0.664651268,-0.078054835,294.4,1381.9,4439.4,21305.9,100
0.1,highUnequal,0.9,Highest Growth,-1.324143452,-0.20712714,104.1,694.6,3769.1,22715.6,100
0.1,highUnequal,0.9,Peak,-1.238502012,-0.243751643,215.4,1381.9,3798.4,21305.9,100
0.1,equal,0.9,Highest Growth,-0.020066485,0.014689873,220.6,608.9,7022.6,21894.9,100
0.1,equal,0.9,Peak,-0.01496326,0.037277097,499,1369.7,6439,20486.7,100
0.1,modUnequal,0.9,Highest Growth,-0.774642464,-0.105524329,121.2,608.9,4382.2,21894.9,100
0.1,modUnequal,0.9,Peak,-0.766910065,-0.151787078,273.9,1369.7,4308.9,20486.7,100
0.1,highUnequal,0.9,Highest Growth,-1.350184775,-0.181018574,90.2,608.9,3506.2,21894.9,100
0.1,highUnequal,0.9,Peak,-1.260750907,-0.22177806,211.3,1369.7,3545.3,20486.7,100
0.1,equal,0.9,Highest Growth,-0.013331013,-0.004544021,287.3,787.2,7010.3,21235.2,100
0.1,equal,0.9,Peak,-0.0068781,0.023804309,510.8,1389.7,6494.8,20166.7,100
0.1,modUnequal,0.9,Highest Growth,-0.797283312,-0.142242829,154.6,787.2,4346.6,21235.2,100
0.1,modUnequal,0.9,Peak,-0.746173892,-0.139879527,281.4,1389.7,4246.4,20166.7,100
0.1,highUnequal,0.9,Highest Growth,-1.45125448,-0.252507988,111.6,787.2,3469.6,21235.2,100
0.1,highUnequal,0.9,Peak,-1.378570257,-0.28239523,203.3,1389.7,3488.3,20166.7,100
0.1,equal,0.9,Highest Growth,-0.014794007,0.001589721,213.6,586.2,7245.6,22133.2,100
0.1,equal,0.9,Peak,-0.006281765,0.031876504,491.9,1337.4,6640.9,20798.4,100
0.1,modUnequal,0.9,Highest Growth,-0.778694158,-0.12126907,116.4,586.2,4488.4,22133.2,100
0.1,modUnequal,0.9,Peak,-0.728195763,-0.124151293,273.8,1337.4,4360.8,20798.4,100
0.1,highUnequal,0.9,Highest Growth,-1.320454545,-0.140142082,88,586.2,3456,22133.2,100
0.1,highUnequal,0.9,Peak,-1.267233836,-0.21153262,205.7,1337.4,3555.7,20798.4,100
0.1,equal,0.9,Highest Growth,0.031287298,0.062583207,234.6,611.4,6944.6,21612.4,100
0.1,equal,0.9,Peak,0.017620694,0.063174587,520.6,1378.1,6394.6,20228.1,100
0.1,modUnequal,0.9,Highest Growth,-0.649809886,-0.040861756,131.5,611.4,4373.5,21612.4,100
0.1,modUnequal,0.9,Peak,-0.656647464,-0.079579524,295.1,1378.1,4243.1,20228.1,100
0.1,highUnequal,0.9,Highest Growth,-1.284351554,-0.113109212,93.3,611.4,3341.3,21612.4,100
0.1,highUnequal,0.9,Peak,-1.226697531,-0.160399706,216,1378.1,3362,20228.1,100
0.1,equal,0.9,Highest Growth,0.001536694,0.026310223,232.1,625.6,7386.1,22786.6,100
0.1,equal,0.9,Peak,0.001008023,0.041904582,486.1,1311,6796.1,21360,100
0.1,modUnequal,0.9,Highest Growth,-0.805096757,-0.13450239,122.3,625.6,4608.3,22786.6,100
0.1,modUnequal,0.9,Peak,-0.793142193,-0.178212924,258.1,1311,4534.1,21360,100
0.1,highUnequal,0.9,Highest Growth,-1.443071161,-0.229654261,89,625.6,3662,22786.6,100
0.1,highUnequal,0.9,Peak,-1.350257467,-0.26311763,194.2,1311,3680.2,21360,100
0.1,equal,0.9,Highest Growth,0.009186871,0.016134952,202.1,540.1,7412.1,22411.1,100
0.1,equal,0.9,Peak,-0.007262278,0.021572609,510.4,1389.2,6722.4,20829.2,100
0.1,modUnequal,0.9,Highest Growth,-0.798427673,-0.140150631,106,540.1,4575,22411.1,100
0.1,modUnequal,0.9,Peak,-0.738014385,-0.156854758,282.7,1389.2,4479.7,20829.2,100
0.1,highUnequal,0.9,Highest Growth,-1.423010753,-0.209983921,77.5,540.1,3569.5,22411.1,100
0.1,highUnequal,0.9,Peak,-1.339200516,-0.27064266,206.8,1389.2,3629.8,20829.2,100
0.1,equal,0.9,Highest Growth,0.006365834,0.031982227,248.2,665.4,7441.2,22982.4,100
0.1,equal,0.9,Peak,0.004560844,0.050796123,502.1,1348.8,6811.1,21545.8,100
0.1,modUnequal,0.9,Highest Growth,-0.734487841,-0.092474296,135.7,665.4,4651.7,22982.4,100
0.1,modUnequal,0.9,Peak,-0.715522817,-0.113658876,278.3,1348.8,4506.3,21545.8,100
0.1,highUnequal,0.9,Highest Growth,-1.300396825,-0.173313865,100.8,665.4,3736.8,22982.4,100
0.1,highUnequal,0.9,Peak,-1.298533007,-0.248715078,204.5,1348.8,3752.5,21545.8,100
0.1,equal,0.9,Highest Growth,-0.0100958,0.000551606,271.4,741,7456.4,22634,100
0.1,equal,0.9,Peak,0.005656278,0.03713469,490.9,1317.1,6883.9,21405.1,100
0.1,modUnequal,0.9,Highest Growth,-0.755495979,-0.128054664,149.2,741,4685.2,22634,100
0.1,modUnequal,0.9,Peak,-0.697646773,-0.103321965,274.8,1317.1,4480.8,21405.1,100
0.1,highUnequal,0.9,Highest Growth,-1.533497537,-0.293579257,101.5,741,3700.5,22634,100
0.1,highUnequal,0.9,Peak,-1.3456948,-0.265017585,195.5,1317.1,3701.5,21405.1,100
0.1,equal,0.9,Highest Growth,-0.017090461,-0.01068425,216.3,595.1,7117.3,21502.1,100
0.1,equal,0.9,Peak,-0.007607248,0.024741284,500.4,1362.5,6487.4,20181.5,100
0.1,modUnequal,0.9,Highest Growth,-0.704908306,-0.094110006,123.6,595.1,4439.6,21502.1,100
0.1,modUnequal,0.9,Peak,-0.708808596,-0.126507812,282.3,1362.5,4292.3,20181.5,100
0.1,highUnequal,0.9,Highest Growth,-1.43372549,-0.207380264,85,595.1,3401,21502.1,100
0.1,highUnequal,0.9,Peak,-1.336172657,-0.2478425,203.1,1362.5,3453.1,20181.5,100
0.1,equal,0.9,Highest Growth,-0.019154229,-0.018218401,214.4,591.2,7522.4,22590.2,100
0.1,equal,0.9,Peak,-0.006091884,0.004007433,494.1,1343.1,6914.1,20976.1,100
0.1,modUnequal,0.9,Highest Growth,-0.756022409,-0.107239772,119,591.2,4580,22590.2,100
0.1,modUnequal,0.9,Peak,-0.723277737,-0.135623972,275.8,1343.1,4460.8,20976.1,100
0.1,highUnequal,0.9,Highest Growth,-1.339393939,-0.178646734,88,591.2,3627,22590.2,100
0.1,highUnequal,0.9,Peak,-1.316336634,-0.264902503,202,1343.1,3675,20976.1,100
0.1,equal,0.9,Highest Growth,-0.010326087,0.011851065,184,502.5,7242,22268.5,100
0.1,equal,0.9,Peak,0.000854701,0.04722865,487.5,1315,6641.5,21008,100
0.1,modUnequal,0.9,Highest Growth,-0.753504442,-0.098473579,101.3,502.5,4482.3,22268.5,100
0.1,modUnequal,0.9,Peak,-0.705616606,-0.105191813,273,1315,4384,21008,100
0.1,highUnequal,0.9,Highest Growth,-1.385129604,-0.159716861,73.3,502.5,3442.3,22268.5,100
0.1,highUnequal,0.9,Peak,-1.352483727,-0.230830892,194.6,1315,3515.6,21008,100
0.1,equal,0.9,Highest Growth,-0.015361493,-0.009455709,210.7,578.6,7776.7,23481.6,100
0.1,equal,0.9,Peak,0.003581604,0.02856533,491.4,1321.5,7107.4,21933.5,100
0.1,modUnequal,0.9,Highest Growth,-0.774189815,-0.118819108,115.2,578.6,4763.2,23481.6,100
0.1,modUnequal,0.9,Peak,-0.74304364,-0.137828869,268.1,1321.5,4618.1,21933.5,100
0.1,highUnequal,0.9,Highest Growth,-1.233480826,-0.13315946,90.4,578.6,3790.4,23481.6,100
0.1,highUnequal,0.9,Peak,-1.261432777,-0.227195052,203.8,1321.5,3812.8,21933.5,100
0.1,equal,0.9,Highest Growth,-0.002791965,0.00770046,195.8,530.3,7310.8,22190.3,100
0.1,equal,0.9,Peak,-0.016149276,0.018912557,499.3,1372.3,6654.3,20757.3,100
0.1,modUnequal,0.9,Highest Growth,-0.739764997,-0.060967627,107.8,530.3,4334.8,22190.3,100
0.1,modUnequal,0.9,Peak,-0.746035744,-0.104616835,277.9,1372.3,4222.9,20757.3,100
0.1,highUnequal,0.9,Highest Growth,-1.298590381,-0.138069388,80.4,530.3,3492.4,22190.3,100
0.1,highUnequal,0.9,Peak,-1.308755835,-0.232964595,207.1,1372.3,3549.1,20757.3,100
0.1,equal,0.9,Highest Growth,-0.008993862,-0.014575756,249.8,681.2,7274.8,21691.2,100
0.1,equal,0.9,Peak,-0.005537891,0.008751184,503.2,1367,6682.2,20368,100
0.1,modUnequal,0.9,Highest Growth,-0.721904762,-0.085650797,140,681.2,4394,21691.2,100
0.1,modUnequal,0.9,Peak,-0.730875686,-0.128681565,279.4,1367,4282.4,20368,100
0.1,highUnequal,0.9,Highest Growth,-1.372939606,-0.193937062,99.9,681.2,3479.9,21691.2,100
0.1,highUnequal,0.9,Peak,-1.338048461,-0.256581426,203.6,1367,3508.6,20368,100
0.1,equal,0.9,Highest Growth,0.009040718,0.006414241,289.8,774.6,7348.8,21981.6,100
0.1,equal,0.9,Peak,-0.002513875,0.011255074,510.5,1382.2,6792.5,20693.2,100
0.1,modUnequal,0.9,Highest Growth,-0.799802502,-0.163629284,151.9,774.6,4584.9,21981.6,100
0.1,modUnequal,0.9,Peak,-0.743715067,-0.162403333,280.3,1382.2,4458.3,20693.2,100
0.1,highUnequal,0.9,Highest Growth,-1.393072824,-0.258741598,112.6,774.6,3702.6,21981.6,100
0.1,highUnequal,0.9,Peak,-1.328995323,-0.288768063,206.7,1382.2,3678.7,20693.2,100
0.1,equal,0.9,Highest Growth,-0.028764081,-0.011467754,210.1,585.4,7309.1,22343.4,100
0.1,equal,0.9,Peak,-0.033947183,0.002559736,521.3,1460.6,6610.3,20637.6,100
0.1,modUnequal,0.9,Highest Growth,-0.746694796,-0.113624465,118.5,585.4,4584.5,22343.4,100
0.1,modUnequal,0.9,Peak,-0.722888889,-0.142968918,300,1460.6,4421,20637.6,100
0.1,highUnequal,0.9,Highest Growth,-1.512031314,-0.269419677,80.9,585.4,3610.9,22343.4,100
0.1,highUnequal,0.9,Peak,-1.395458117,-0.319637307,212.1,1460.6,3655.1,20637.6,100
0.1,equal,0.9,Highest Growth,-0.022838069,-0.005165882,214.7,594.4,7363.7,22522.4,100
0.1,equal,0.9,Peak,-0.007132343,0.031988732,498.2,1355.8,6702.2,21012.8,100
0.1,modUnequal,0.9,Highest Growth,-0.82140168,-0.138715468,115.1,594.4,4530.1,22522.4,100
0.1,modUnequal,0.9,Peak,-0.762742212,-0.147554181,271.8,1355.8,4412.8,21012.8,100
0.1,highUnequal,0.9,Highest Growth,-1.326217228,-0.1491364,89,594.4,3538,22522.4,100
0.1,highUnequal,0.9,Peak,-1.277991968,-0.214608078,207.5,1355.8,3584.5,21012.8,100
0.1,equal,0.9,Highest Growth,-0.000471581,0.013966482,268.6,725.6,7339.6,22377.6,100
0.1,equal,0.9,Peak,0.005770536,0.033669112,491,1317.2,6813,21097.2,100
0.1,modUnequal,0.9,Highest Growth,-0.766896393,-0.122837768,145.1,725.6,4577.1,22377.6,100
0.1,modUnequal,0.9,Peak,-0.742598828,-0.138314739,267.3,1317.2,4445.3,21097.2,100
0.1,highUnequal,0.9,Highest Growth,-1.36255067,-0.224389892,106.9,725.6,3706.9,22377.6,100
0.1,highUnequal,0.9,Peak,-1.310808996,-0.27186332,198.6,1317.2,3727.6,21097.2,100
0.1,equal,0.9,Highest Growth,-0.039670347,-0.042871213,208.3,587.2,7629.3,22810.2,100
0.1,equal,0.9,Peak,-0.002994258,0.021272772,487.6,1320.9,6941.6,21399.9,100
0.1,modUnequal,0.9,Highest Growth,-0.771505835,-0.11346885,117.1,587.2,4610.1,22810.2,100
0.1,modUnequal,0.9,Peak,-0.74906367,-0.139146145,267,1320.9,4495,21399.9,100
0.1,highUnequal,0.9,Highest Growth,-1.49869281,-0.262404126,81.6,587.2,3684.6,22810.2,100
0.1,highUnequal,0.9,Peak,-1.25200391,-0.226669817,204.6,1320.9,3734.6,21399.9,100
0.1,equal,0.9,Highest Growth,-0.009161976,-0.001553024,213.2,581.5,7105.2,21495.5,100
0.1,equal,0.9,Peak,-0.014788004,0.008805559,483.5,1326.9,6577.5,20254.9,100
0.1,modUnequal,0.9,Highest Growth,-0.833750745,-0.153244202,111.8,581.5,4352.8,21495.5,100
0.1,modUnequal,0.9,Peak,-0.764033108,-0.151858142,265.8,1326.9,4267.8,20254.9,100
0.1,highUnequal,0.9,Highest Growth,-1.353875969,-0.221092408,86,581.5,3564,21495.5,100
