VE_susc,Label_testingDiff,Test_sens,Label_epiPhase,VE_symptRR_degUnderNeg_testSens,VE_symptOR_degUnderNeg_testSens,FalseNeg_withTestSens_unvac,FalseNeg_withTestSens_vac,NonCovid_cumSymptInfect_tested_withTestSens_unvac,NonCovid_cumSymptInfect_tested_withTestSens_vac,totalNum_sims
0.1,equal,0.5,Highest Growth,-0.006426361,-0.000644091,915.5,2489.5,8099.5,24454.5,100
0.1,equal,0.5,Peak,-0.003352257,0.006154907,2466,6683,8681,26320,100
0.1,modUnequal,0.5,Highest Growth,-0.769684775,-0.100192696,497,2489.5,4883,24454.5,100
0.1,modUnequal,0.5,Peak,-0.733785601,-0.119843485,1363.5,6683,5476.5,26320,100
0.1,highUnequal,0.5,Highest Growth,-1.238745704,-0.109354686,388,2489.5,3847,24454.5,100
0.1,highUnequal,0.5,Peak,-1.306702988,-0.213622053,1009.5,6683,4427.5,26320,100
0.1,equal,0.5,Highest Growth,0.011340206,0.013415876,1212.5,3232.5,8115.5,24403.5,100
0.1,equal,0.5,Peak,-0.005643739,-0.001289935,2457,6675.5,8591,25897.5,100
0.1,modUnequal,0.5,Highest Growth,-0.677598829,-0.059999287,683,3232.5,4950,24403.5,100
0.1,modUnequal,0.5,Peak,-0.685441159,-0.089833203,1403.5,6675.5,5389.5,25897.5,100
0.1,highUnequal,0.5,Highest Growth,-1.317078189,-0.154505564,486,3232.5,3869,24403.5,100
0.1,highUnequal,0.5,Peak,-1.306412163,-0.194579796,1008.5,6675.5,4282.5,25897.5,100
0.1,equal,0.5,Highest Growth,-0.008801874,0.00125283,996,2715.5,8149,24720.5,100
0.1,equal,0.5,Peak,-0.002213542,0.006071154,2560,6929,8740,26463,100
0.1,modUnequal,0.5,Highest Growth,-0.795068664,-0.11681492,534,2715.5,4943,24720.5,100
0.1,modUnequal,0.5,Peak,-0.750941148,-0.135558029,1399,6929,5533,26463,100
0.1,highUnequal,0.5,Highest Growth,-1.283755529,-0.102413619,414.5,2715.5,3782.5,24720.5,100
0.1,highUnequal,0.5,Peak,-1.275851782,-0.175839196,1061.5,6929,4361.5,26463,100
0.1,equal,0.7,Highest Growth,0.012392669,0.029030338,780.3,2077.8,7449.3,22774.8,100
0.1,equal,0.7,Peak,0.023403184,0.052570469,1589.1,4179,7338.1,22772,100
0.1,modUnequal,0.7,Highest Growth,-0.811391154,-0.154053377,404.7,2077.8,4675.7,22774.8,100
0.1,modUnequal,0.7,Peak,-0.705578608,-0.122826618,867.6,4179,4835.6,22772,100
0.1,highUnequal,0.7,Highest Growth,-1.37454844,-0.174864657,304.5,2077.8,3587.5,22774.8,100
0.1,highUnequal,0.7,Peak,-1.293355377,-0.200655625,635.1,4179,3809.1,22772,100
0.1,equal,0.7,Highest Growth,-0.022052154,-0.014436231,705.6,1951.8,8004.6,24213.8,100
0.1,equal,0.7,Peak,-0.011784928,0.00282479,1454.4,3978.3,7903.4,24096.3,100
0.1,modUnequal,0.7,Highest Growth,-0.794270833,-0.154397376,384,1951.8,5023,24213.8,100
0.1,modUnequal,0.7,Peak,-0.725122549,-0.148061504,816,3978.3,5180,24096.3,100
0.1,highUnequal,0.7,Highest Growth,-1.454686934,-0.256824633,276.3,1951.8,3965.3,24213.8,100
0.1,highUnequal,0.7,Peak,-1.417951407,-0.316418742,572.1,3978.3,4215.1,24096.3,100
0.1,equal,0.7,Highest Growth,-0.018929403,-0.01501722,773.4,2132.1,8022.4,24170.1,100
0.1,equal,0.7,Peak,-0.020937624,-0.00545214,1510.2,4172.4,7870.2,24014.4,100
0.1,modUnequal,0.7,Highest Growth,-0.794563662,-0.151312201,419.4,2132.1,4998.4,24170.1,100
0.1,modUnequal,0.7,Peak,-0.743971631,-0.148019592,846,4172.4,5103,24014.4,100
0.1,highUnequal,0.7,Highest Growth,-1.424828263,-0.242316041,305.7,2132.1,3958.7,24170.1,100
0.1,highUnequal,0.7,Peak,-1.318181818,-0.253594207,627,4172.4,4163,24014.4,100
0.1,equal,0.7,Highest Growth,0.001484574,0.006993265,862.2,2324.1,7754.2,23406.1,100
0.1,equal,0.7,Peak,-0.010208127,0.003338929,1513.5,4132.8,7684.5,23401.8,100
0.1,modUnequal,0.7,Highest Growth,-0.756403678,-0.111140745,467.7,2324.1,4762.7,23406.1,100
0.1,modUnequal,0.7,Peak,-0.718040874,-0.10920648,851.4,4132.8,4865.4,23401.8,100
0.1,highUnequal,0.7,Highest Growth,-1.328070175,-0.205091813,347.7,2324.1,3869.7,23406.1,100
0.1,highUnequal,0.7,Peak,-1.279401993,-0.234626751,632.1,4132.8,4061.1,23401.8,100
0.1,equal,0.7,Highest Growth,0.024567952,0.026390475,723.3,1899.6,7781.3,23392.6,100
0.1,equal,0.7,Peak,0.017829457,0.030155036,1483.5,3926.1,7706.5,23447.1,100
0.1,modUnequal,0.7,Highest Growth,-0.698989899,-0.076922772,396,1899.6,4764,23392.6,100
0.1,modUnequal,0.7,Peak,-0.661880893,-0.084386439,837.9,3926.1,4925.9,23447.1,100
0.1,highUnequal,0.7,Highest Growth,-1.296323274,-0.148456451,288.3,1899.6,3722.3,23392.6,100
0.1,highUnequal,0.7,Peak,-1.269235869,-0.202228387,603.3,3926.1,3971.3,23447.1,100
0.1,equal,0.7,Highest Growth,-0.019001812,-0.006638683,717.3,1977.6,7668.3,23318.6,100
0.1,equal,0.7,Peak,-0.000305188,0.019446199,1474.5,3982.5,7623.5,23383.5,100
0.1,modUnequal,0.7,Highest Growth,-0.80998703,-0.129243735,385.5,1977.6,4678.5,23318.6,100
0.1,modUnequal,0.7,Peak,-0.713785558,-0.095373077,822.6,3982.5,4807.6,23383.5,100
0.1,highUnequal,0.7,Highest Growth,-1.405701294,-0.214723212,285.9,1977.6,3757.9,23318.6,100
0.1,highUnequal,0.7,Peak,-1.285185185,-0.216212049,607.5,3982.5,3981.5,23383.5,100
0.1,equal,0.7,Highest Growth,0.019775959,0.035021883,696.3,1838.7,7901.3,24121.7,100
0.1,equal,0.7,Peak,0.01601715,0.047458597,1562.7,4144.2,7719.7,24013.2,100
0.1,modUnequal,0.7,Highest Growth,-0.756934307,-0.104785648,369.9,1838.7,4875.9,24121.7,100
0.1,modUnequal,0.7,Peak,-0.712842966,-0.117648218,856.5,4144.2,5050.5,24013.2,100
0.1,highUnequal,0.7,Highest Growth,-1.37,-0.180997193,270,1838.7,3829,24121.7,100
0.1,highUnequal,0.7,Peak,-1.26283075,-0.197222381,638.7,4144.2,4060.7,24013.2,100
0.1,equal,0.7,Highest Growth,0.017344173,0.020976722,738,1954.2,7679,23132.2,100
0.1,equal,0.7,Peak,0.00439339,0.02334533,1488.6,3999.6,7567.6,23193.6,100
0.1,modUnequal,0.7,Highest Growth,-0.702460025,-0.074996914,406.5,1954.2,4691.5,23132.2,100
0.1,modUnequal,0.7,Peak,-0.712481858,-0.105465198,826.8,3999.6,4820.8,23193.6,100
0.1,highUnequal,0.7,Highest Growth,-1.354759432,-0.197124171,288.9,1954.2,3751.9,23132.2,100
0.1,highUnequal,0.7,Peak,-1.303272186,-0.243101338,605.1,3999.6,4011.1,23193.6,100
0.1,equal,0.7,Highest Growth,-0.014801923,-0.01453209,603.3,1655.7,7682.3,23053.7,100
0.1,equal,0.7,Peak,0.003608283,0.018108686,1443.9,3882.9,7646.9,23317.9,100
0.1,modUnequal,0.7,Highest Growth,-0.812911235,-0.141669248,322.2,1655.7,4673.2,23053.7,100
0.1,modUnequal,0.7,Peak,-0.722539802,-0.124066512,797.7,3882.9,4905.7,23317.9,100
0.1,highUnequal,0.7,Highest Growth,-1.290079365,-0.137959509,252,1655.7,3642,23053.7,100
0.1,highUnequal,0.7,Peak,-1.326178191,-0.222278158,581.4,3882.9,3918.4,23317.9,100
0.1,equal,0.7,Highest Growth,0.00932691,0.00814617,747.3,1996.8,7830.3,23459.8,100
0.1,equal,0.7,Peak,0.003966346,0.020658316,1497.6,4025.7,7689.6,23506.7,100
0.1,modUnequal,0.7,Highest Growth,-0.707729469,-0.082326968,414,1996.8,4778,23459.8,100
0.1,modUnequal,0.7,Peak,-0.719478639,-0.125478508,828.6,4025.7,4961.6,23506.7,100
0.1,highUnequal,0.7,Highest Growth,-1.396756384,-0.198105623,289.8,1996.8,3738.8,23459.8,100
0.1,highUnequal,0.7,Peak,-1.325373134,-0.225528517,603,4025.7,3963,23506.7,100
0.1,equal,0.7,Highest Growth,-0.007986111,-0.005128896,691.2,1882.8,7835.2,23579.8,100
0.1,equal,0.7,Peak,-0.009186022,-0.004464481,1433.7,3910.5,7815.7,23569.5,100
0.1,modUnequal,0.7,Highest Growth,-0.777626303,-0.123467445,374.1,1882.8,4795.1,23579.8,100
0.1,modUnequal,0.7,Peak,-0.738386124,-0.131558684,795.6,3910.5,4946.6,23569.5,100
0.1,highUnequal,0.7,Highest Growth,-1.347046187,-0.15643514,279.3,1882.8,3695.3,23579.8,100
0.1,highUnequal,0.7,Peak,-1.40994152,-0.251751278,564.3,3910.5,3917.3,23569.5,100
0.1,equal,0.7,Highest Growth,0.00868788,0.012693659,839.1,2243.7,7856.1,23674.7,100
0.1,equal,0.7,Peak,0.009926277,0.025209525,1519.2,4056.6,7727.2,23586.6,100
0.1,modUnequal,0.7,Highest Growth,-0.719883041,-0.063875123,461.7,2243.7,4695.7,23674.7,100
0.1,modUnequal,0.7,Peak,-0.696081209,-0.084421281,847.2,4056.6,4849.2,23586.6,100
0.1,highUnequal,0.7,Highest Growth,-1.368425842,-0.205731479,329.7,2243.7,3846.7,23674.7,100
0.1,highUnequal,0.7,Peak,-1.381039136,-0.276698447,592.8,4056.6,4055.8,23586.6,100
0.1,equal,0.7,Highest Growth,-0.010331384,0.000896441,564.3,1541.1,7479.3,22718.1,100
0.1,equal,0.7,Peak,0.003613707,0.031030134,1605,4316.1,7460,23086.1,100
0.1,modUnequal,0.7,Highest Growth,-0.8707687,-0.171225388,290.1,1541.1,4581.1,22718.1,100
0.1,modUnequal,0.7,Peak,-0.692186808,-0.107530014,903.6,4316.1,4869.6,23086.1,100
0.1,highUnequal,0.7,Highest Growth,-1.455341586,-0.195791982,218.1,1541.1,3523.1,22718.1,100
0.1,highUnequal,0.7,Peak,-1.302878579,-0.206138731,653.1,4316.1,3864.1,23086.1,100
0.1,equal,0.7,Highest Growth,-0.000207361,0.011033654,771.6,2083.8,7934.6,24104.8,100
0.1,equal,0.7,Peak,0.005218855,0.033973398,1544.4,4145.7,7765.4,24069.7,100
0.1,modUnequal,0.7,Highest Growth,-0.694582185,-0.069775975,435.6,2083.8,4886.6,24104.8,100
0.1,modUnequal,0.7,Peak,-0.664651268,-0.080574686,883.2,4145.7,5028.2,24069.7,100
0.1,highUnequal,0.7,Highest Growth,-1.324143452,-0.200953223,312.3,2083.8,3977.3,24104.8,100
0.1,highUnequal,0.7,Peak,-1.238502012,-0.22724538,646.2,4145.7,4229.2,24069.7,100
0.1,equal,0.7,Highest Growth,-0.020066485,0.008646904,661.8,1826.7,7463.8,23112.7,100
0.1,equal,0.7,Peak,-0.01496326,0.021085964,1497,4109.1,7437,23226.1,100
0.1,modUnequal,0.7,Highest Growth,-0.774642464,-0.105233254,363.6,1826.7,4624.6,23112.7,100
0.1,modUnequal,0.7,Peak,-0.766910065,-0.145679056,821.7,4109.1,4856.7,23226.1,100
0.1,highUnequal,0.7,Highest Growth,-1.350184775,-0.176749734,270.6,1826.7,3686.6,23112.7,100
0.1,highUnequal,0.7,Peak,-1.260750907,-0.207414959,633.9,4109.1,3967.9,23226.1,100
0.1,equal,0.7,Highest Growth,-0.013331013,-0.011132734,861.9,2361.6,7584.9,22809.6,100
0.1,equal,0.7,Peak,-0.0068781,0.008808222,1532.4,4169.1,7516.4,22946.1,100
0.1,modUnequal,0.7,Highest Growth,-0.797283312,-0.139327078,463.8,2361.6,4655.8,22809.6,100
0.1,modUnequal,0.7,Peak,-0.746173892,-0.135049026,844.2,4169.1,4809.2,22946.1,100
0.1,highUnequal,0.7,Highest Growth,-1.45125448,-0.241981343,334.8,2361.6,3692.8,22809.6,100
0.1,highUnequal,0.7,Peak,-1.378570257,-0.260302181,609.9,4169.1,3894.9,22946.1,100
0.1,equal,0.7,Highest Growth,-0.014794007,-0.003520801,640.8,1758.6,7672.8,23305.6,100
0.1,equal,0.7,Peak,-0.006281765,0.016849015,1475.7,4012.2,7624.7,23473.2,100
0.1,modUnequal,0.7,Highest Growth,-0.778694158,-0.120199119,349.2,1758.6,4721.2,23305.6,100
0.1,modUnequal,0.7,Peak,-0.728195763,-0.121399224,821.4,4012.2,4908.4,23473.2,100
0.1,highUnequal,0.7,Highest Growth,-1.320454545,-0.138122714,264,1758.6,3632,23305.6,100
0.1,highUnequal,0.7,Peak,-1.267233836,-0.198823341,617.1,4012.2,3967.1,23473.2,100
0.1,equal,0.7,Highest Growth,0.031287298,0.053877054,703.8,1834.2,7413.8,22835.2,100
0.1,equal,0.7,Peak,0.017620694,0.043607239,1561.8,4134.3,7435.8,22984.3,100
0.1,modUnequal,0.7,Highest Growth,-0.649809886,-0.044028544,394.5,1834.2,4636.5,22835.2,100
0.1,modUnequal,0.7,Peak,-0.656647464,-0.082028279,885.3,4134.3,4833.3,22984.3,100
0.1,highUnequal,0.7,Highest Growth,-1.284351554,-0.112407228,279.9,1834.2,3527.9,22835.2,100
0.1,highUnequal,0.7,Peak,-1.226697531,-0.153156776,648,4134.3,3794,22984.3,100
0.1,equal,0.7,Highest Growth,0.001536694,0.019735605,696.3,1876.8,7850.3,24037.8,100
0.1,equal,0.7,Peak,0.001008023,0.026389871,1458.3,3933,7768.3,23982,100
0.1,modUnequal,0.7,Highest Growth,-0.805096757,-0.132706494,366.9,1876.8,4852.9,24037.8,100
0.1,modUnequal,0.7,Peak,-0.793142193,-0.169661748,774.3,3933,5050.3,23982,100
0.1,highUnequal,0.7,Highest Growth,-1.443071161,-0.222905581,267,1876.8,3840,24037.8,100
0.1,highUnequal,0.7,Peak,-1.350257467,-0.245283654,582.6,3933,4068.6,23982,100
0.1,equal,0.7,Highest Growth,0.009186871,0.010794721,606.3,1620.3,7816.3,23491.3,100
0.1,equal,0.7,Peak,-0.007262278,0.007264618,1531.2,4167.6,7743.2,23607.6,100
0.1,modUnequal,0.7,Highest Growth,-0.798427673,-0.138304386,318,1620.3,4787,23491.3,100
0.1,modUnequal,0.7,Peak,-0.738014385,-0.15016347,848.1,4167.6,5045.1,23607.6,100
0.1,highUnequal,0.7,Highest Growth,-1.423010753,-0.204926532,232.5,1620.3,3724.5,23491.3,100
0.1,highUnequal,0.7,Peak,-1.339200516,-0.25055957,620.4,4167.6,4043.4,23607.6,100
0.1,equal,0.7,Highest Growth,0.006365834,0.024758087,744.6,1996.2,7937.6,24313.2,100
0.1,equal,0.7,Peak,0.004560844,0.034016809,1506.3,4046.4,7815.3,24243.4,100
0.1,modUnequal,0.7,Highest Growth,-0.734487841,-0.092886221,407.1,1996.2,4923.1,24313.2,100
0.1,modUnequal,0.7,Peak,-0.715522817,-0.112139032,834.9,4046.4,5062.9,24243.4,100
0.1,highUnequal,0.7,Highest Growth,-1.300396825,-0.169300979,302.4,1996.2,3938.4,24313.2,100
0.1,highUnequal,0.7,Peak,-1.298533007,-0.232167325,613.5,4046.4,4161.5,24243.4,100
0.1,equal,0.7,Highest Growth,-0.0100958,-0.00562759,814.2,2223,7999.2,24116,100
0.1,equal,0.7,Peak,0.005656278,0.022107622,1472.7,3951.3,7865.7,24039.3,100
0.1,modUnequal,0.7,Highest Growth,-0.755495979,-0.126330622,447.6,2223,4983.6,24116,100
0.1,modUnequal,0.7,Peak,-0.697646773,-0.102957947,824.4,3951.3,5030.4,24039.3,100
0.1,highUnequal,0.7,Highest Growth,-1.533497537,-0.281683235,304.5,2223,3903.5,24116,100
0.1,highUnequal,0.7,Peak,-1.3456948,-0.24693514,586.5,3951.3,4092.5,24039.3,100
0.1,equal,0.7,Highest Growth,-0.017090461,-0.015368817,648.9,1785.3,7549.9,22692.3,100
0.1,equal,0.7,Peak,-0.007607248,0.009901828,1501.2,4087.5,7488.2,22906.5,100
0.1,modUnequal,0.7,Highest Growth,-0.704908306,-0.094418933,370.8,1785.3,4686.8,22692.3,100
0.1,modUnequal,0.7,Peak,-0.708808596,-0.123354393,846.9,4087.5,4856.9,22906.5,100
0.1,highUnequal,0.7,Highest Growth,-1.43372549,-0.201748222,255,1785.3,3571,22692.3,100
0.1,highUnequal,0.7,Peak,-1.336172657,-0.23025488,609.3,4087.5,3859.3,22906.5,100
0.1,equal,0.7,Highest Growth,-0.019154229,-0.022286048,643.2,1773.6,7951.2,23772.6,100
0.1,equal,0.7,Peak,-0.006091884,-0.007799736,1482.3,4029.3,7902.3,23662.3,100
0.1,modUnequal,0.7,Highest Growth,-0.756022409,-0.106879681,357,1773.6,4818,23772.6,100
0.1,modUnequal,0.7,Peak,-0.723277737,-0.131579855,827.4,4029.3,5012.4,23662.3,100
0.1,highUnequal,0.7,Highest Growth,-1.339393939,-0.174735008,264,1773.6,3803,23772.6,100
0.1,highUnequal,0.7,Peak,-1.316336634,-0.246182382,606,4029.3,4079,23662.3,100
0.1,equal,0.7,Highest Growth,-0.010326087,0.007021094,552,1507.5,7610,23273.5,100
0.1,equal,0.7,Peak,0.000854701,0.030847766,1462.5,3945,7616.5,23638,100
0.1,modUnequal,0.7,Highest Growth,-0.753504442,-0.098539493,303.9,1507.5,4684.9,23273.5,100
0.1,modUnequal,0.7,Peak,-0.705616606,-0.104614164,819,3945,4930,23638,100
0.1,highUnequal,0.7,Highest Growth,-1.385129604,-0.157138158,219.9,1507.5,3588.9,23273.5,100
0.1,highUnequal,0.7,Peak,-1.352483727,-0.216274447,583.8,3945,3904.8,23638,100
0.1,equal,0.7,Highest Growth,-0.015361493,-0.013708264,632.1,1735.8,8198.1,24638.8,100
0.1,equal,0.7,Peak,0.003581604,0.014739189,1474.2,3964.5,8090.2,24576.5,100
0.1,modUnequal,0.7,Highest Growth,-0.774189815,-0.117935239,345.6,1735.8,4993.6,24638.8,100
0.1,modUnequal,0.7,Peak,-0.74304364,-0.133760686,804.3,3964.5,5154.3,24576.5,100
0.1,highUnequal,0.7,Highest Growth,-1.233480826,-0.131602073,271.2,1735.8,3971.2,24638.8,100
0.1,highUnequal,0.7,Peak,-1.261432777,-0.213516273,611.4,3964.5,4220.4,24576.5,100
0.1,equal,0.7,Highest Growth,-0.002791965,0.002787656,587.4,1590.9,7702.4,23250.9,100
0.1,equal,0.7,Peak,-0.016149276,0.005025705,1497.9,4116.9,7652.9,23501.9,100
0.1,modUnequal,0.7,Highest Growth,-0.739764997,-0.062748105,323.4,1590.9,4550.4,23250.9,100
0.1,modUnequal,0.7,Peak,-0.746035744,-0.104077672,833.7,4116.9,4778.7,23501.9,100
0.1,highUnequal,0.7,Highest Growth,-1.298590381,-0.136332836,241.2,1590.9,3653.2,23250.9,100
0.1,highUnequal,0.7,Peak,-1.308755835,-0.217436718,621.3,4116.9,3963.3,23501.9,100
0.1,equal,0.7,Highest Growth,-0.008993862,-0.019624078,749.4,2043.6,7774.4,23053.6,100
0.1,equal,0.7,Peak,-0.005537891,-0.004118946,1509.6,4101,7688.6,23102,100
0.1,modUnequal,0.7,Highest Growth,-0.721904762,-0.086498793,420,2043.6,4674,23053.6,100
0.1,modUnequal,0.7,Peak,-0.730875686,-0.125287253,838.2,4101,4841.2,23102,100
0.1,highUnequal,0.7,Highest Growth,-1.372939606,-0.188385658,299.7,2043.6,3679.7,23053.6,100
0.1,highUnequal,0.7,Peak,-1.338048461,-0.238050839,610.8,4101,3915.8,23102,100
0.1,equal,0.7,Highest Growth,0.009040718,-0.000591766,869.4,2323.8,7928.4,23530.8,100
0.1,equal,0.7,Peak,-0.002513875,-0.001855965,1531.5,4146.6,7813.5,23457.6,100
0.1,modUnequal,0.7,Highest Growth,-0.799802502,-0.159440115,455.7,2323.8,4888.7,23530.8,100
0.1,modUnequal,0.7,Peak,-0.743715067,-0.155049308,840.9,4146.6,5018.9,23457.6,100
0.1,highUnequal,0.7,Highest Growth,-1.393072824,-0.248290509,337.8,2323.8,3927.8,23530.8,100
0.1,highUnequal,0.7,Peak,-1.328995323,-0.266522376,620.1,4146.6,4092.1,23457.6,100
0.1,equal,0.7,Highest Growth,-0.028764081,-0.01587588,630.3,1756.2,7729.3,23514.2,100
0.1,equal,0.7,Peak,-0.033947183,-0.010157274,1563.9,4381.8,7652.9,23558.8,100
0.1,modUnequal,0.7,Highest Growth,-0.746694796,-0.112946087,355.5,1756.2,4821.5,23514.2,100
0.1,modUnequal,0.7,Peak,-0.722888889,-0.137640938,900,4381.8,5021,23558.8,100
0.1,highUnequal,0.7,Highest Growth,-1.512031314,-0.26098407,242.7,1756.2,3772.7,23514.2,100
0.1,highUnequal,0.7,Peak,-1.395458117,-0.292403131,636.3,4381.8,4079.3,23558.8,100
0.1,equal,0.7,Highest Growth,-0.022838069,-0.009920546,644.1,1783.2,7793.1,23711.2,100
0.1,equal,0.7,Peak,-0.007132343,0.01690297,1494.6,4067.4,7698.6,23724.4,100
0.1,modUnequal,0.7,Highest Growth,-0.82140168,-0.136774404,345.3,1783.2,4760.3,23711.2,100
0.1,modUnequal,0.7,Peak,-0.762742212,-0.142118937,815.4,4067.4,4956.4,23724.4,100
0.1,highUnequal,0.7,Highest Growth,-1.326217228,-0.146672866,267,1783.2,3716,23711.2,100
0.1,highUnequal,0.7,Peak,-1.277991968,-0.201508853,622.5,4067.4,3999.5,23724.4,100
0.1,equal,0.7,Highest Growth,-0.000471581,0.007025799,805.8,2176.8,7876.8,23828.8,100
0.1,equal,0.7,Peak,0.005770536,0.018830757,1473,3951.6,7795,23731.6,100
0.1,modUnequal,0.7,Highest Growth,-0.766896393,-0.121446923,435.3,2176.8,4867.3,23828.8,100
0.1,modUnequal,0.7,Peak,-0.742598828,-0.134061492,801.9,3951.6,4979.9,23731.6,100
0.1,highUnequal,0.7,Highest Growth,-1.36255067,-0.216814411,320.7,2176.8,3920.7,23828.8,100
0.1,highUnequal,0.7,Peak,-1.310808996,-0.252785099,595.8,3951.6,4124.8,23731.6,100
0.1,equal,0.7,Highest Growth,-0.039670347,-0.04566851,624.9,1761.6,8045.9,23984.6,100
0.1,equal,0.7,Peak,-0.002994258,0.007946825,1462.8,3962.7,7916.8,24041.7,100
0.1,modUnequal,0.7,Highest Growth,-0.771505835,-0.112809351,351.3,1761.6,4844.3,23984.6,100
0.1,modUnequal,0.7,Peak,-0.74906367,-0.134844607,801,3962.7,5029,24041.7,100
0.1,highUnequal,0.7,Highest Growth,-1.49869281,-0.254452048,244.8,1761.6,3847.8,23984.6,100
0.1,highUnequal,0.7,Peak,-1.25200391,-0.212750821,613.8,3962.7,4143.8,24041.7,100
0.1,equal,0.7,Highest Growth,-0.009161976,-0.006606043,639.6,1744.5,7531.6,22658.5,100
0.1,equal,0.7,Peak,-0.014788004,-0.003798744,1450.5,3980.7,7544.5,22908.7,100
0.1,modUnequal,0.7,Highest Growth,-0.833750745,-0.15051132,335.4,1744.5,4576.4,22658.5,100
0.1,modUnequal,0.7,Peak,-0.764033108,-0.145850768,797.4,3980.7,4799.4,22908.7,100
0.1,highUnequal,0.7,Highest Growth,-1.353875969,-0.21487706,258,1744.5,3736,22658.5,100
0.1,highUnequal,0.7,Peak,-1.302689243,-0.268058836,602.4,3980.7,4049.4,22908.7,100
0.1,equal,0.7,Highest Growth,-0.006672297,0.002298562,710.4,1932.3,7875.4,23862.3,100
0.1,equal,0.7,Peak,-0.002998236,0.012137757,1474.2,3993.6,7821.2,23863.6,100
0.1,modUnequal,0.7,Highest Growth,-0.77211838,-0.109102557,385.2,1932.3,4800.2,23862.3,100
0.1,modUnequal,0.7,Peak,-0.761922597,-0.147981496,801,3993.6,5016,23863.6,100
0.1,highUnequal,0.7,Highest Growth,-1.317975207,-0.180085134,290.4,1932.3,3873.4,23862.3,100
0.1,highUnequal,0.7,Peak,-1.288034188,-0.235588973,608.4,3993.6,4128.4,23863.6,100
0.1,equal,0.7,Highest Growth,-0.000257954,-0.001476818,697.8,1884.6,7839.8,23487.6,100
0.1,equal,0.7,Peak,-0.005568536,0.001949061,1540.8,4185.9,7784.8,23549.9,100
0.1,modUnequal,0.7,Highest Growth,-0.744933229,-0.104058065,381.9,1884.6,4778.9,23487.6,100
0.1,modUnequal,0.7,Peak,-0.702135722,-0.112084658,870.9,4185.9,4958.9,23549.9,100
0.1,highUnequal,0.7,Highest Growth,-1.341970021,-0.187366342,280.2,1884.6,3797.2,23487.6,100
0.1,highUnequal,0.7,Peak,-1.301135826,-0.245969453,633.9,4185.9,4086.9,23549.9,100
0.1,equal,0.7,Highest Growth,-0.036312509,-0.025488574,657.9,1848,7703.9,23382,100
0.1,equal,0.7,Peak,-0.014166501,0.00678275,1509.9,4140.9,7634.9,23441.9,100
0.1,modUnequal,0.7,Highest Growth,-0.719348055,-0.093632299,380.4,1848,4782.4,23382,100
0.1,modUnequal,0.7,Peak,-0.688743094,-0.106601339,868.8,4140.9,4950.8,23441.9,100
0.1,highUnequal,0.7,Highest Growth,-1.394227188,-0.183385061,268.5,1848,3680.5,23382,100
0.1,highUnequal,0.7,Peak,-1.288867745,-0.204691024,630.6,4140.9,3943.6,23441.9,100
0.1,equal,0.7,Highest Growth,0.005006105,0.007038441,655.2,1759.2,7850.2,23604.2,100
0.1,equal,0.7,Peak,-0.010562633,0.001963479,1507.2,4117.2,7757.2,23596.2,100
0.1,modUnequal,0.7,Highest Growth,-0.759309564,-0.114473195,353.4,1759.2,4810.4,23604.2,100
0.1,modUnequal,0.7,Peak,-0.75031265,-0.142927767,831.6,4117.2,4970.6,23596.2,100
0.1,highUnequal,0.7,Highest Growth,-1.396905601,-0.205325367,255.3,1759.2,3786.3,23604.2,100
0.1,highUnequal,0.7,Peak,-1.316408269,-0.247232352,619.2,4117.2,4071.2,23596.2,100
0.1,equal,0.7,Highest Growth,0.014628998,0.029452081,615.9,1635.9,7814.9,23843.9,100
0.1,equal,0.7,Peak,0.018383258,0.04590403,1462.2,3867.3,7745.2,23984.3,100
0.1,modUnequal,0.7,Highest Growth,-0.697246632,-0.064702427,341.4,1635.9,4800.4,23843.9,100
0.1,modUnequal,0.7,Peak,-0.73135915,-0.122144184,790.2,3867.3,5009.2,23984.3,100
0.1,highUnequal,0.7,Highest Growth,-1.330265849,-0.168696918,244.5,1635.9,3808.5,23843.9,100
0.1,highUnequal,0.7,Peak,-1.342693111,-0.257089497,574.8,3867.3,4124.8,23984.3,100
0.1,equal,0.7,Highest Growth,-0.005946118,-0.009115532,627.3,1704.9,7840.3,23438.9,100
0.1,equal,0.7,Peak,-0.012152644,-0.000171798,1561.8,4273.8,7723.8,23479.8,100
0.1,modUnequal,0.7,Highest Growth,-0.690540162,-0.094941777,357.3,1704.9,4887.3,23438.9,100
0.1,modUnequal,0.7,Peak,-0.715192744,-0.144449758,882,4273.8,5061,23479.8,100
0.1,highUnequal,0.7,Highest Growth,-1.371382894,-0.210025748,250.2,1704.9,3818.2,23438.9,100
0.1,highUnequal,0.7,Peak,-1.333615553,-0.275740342,637.8,4273.8,4119.8,23479.8,100
0.1,equal,0.7,Highest Growth,0.01136335,0.016693744,792.9,2113.8,8014.9,24189.8,100
0.1,equal,0.7,Peak,0.001192791,0.012643495,1542.6,4159.5,7896.6,23995.5,100
0.1,modUnequal,0.7,Highest Growth,-0.78847352,-0.157339376,417.3,2113.8,5049.3,24189.8,100
0.1,modUnequal,0.7,Peak,-0.698639456,-0.128977372,867.3,4159.5,5148.3,23995.5,100
0.1,highUnequal,0.7,Highest Growth,-1.295015576,-0.186446415,321,2113.8,3991,24189.8,100
0.1,highUnequal,0.7,Peak,-1.257640834,-0.232056701,642.6,4159.5,4196.6,23995.5,100
