"","VE_susc","Label_testingDiff","t","t_highChange","NonCovid_propSympt","Covid_cumPropSymptInfect_highChange","VE_symptRR_observed","VE_symptOR_observed","VE_symptRR_degUnderNeg_highChange_trueVeff","VE_symptOR_degUnderNeg_highChange_trueVeff","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","totalNum_sims"
"272099",0.55,"modUnequal",73,73,0.15,0.09755,0.169901547116737,0.511626186721921,-0.380098452883263,-0.0383738132780794,5940,30289,100
"272450",0.55,"highUnequal",73,73,0.15,0.09755,-0.138503086419753,0.455800862188082,-0.688503086419753,-0.0941991378119181,4826,30289,100
"272801",0.55,"equal",73,73,0.15,0.11134,0.563255439161966,0.604656199250733,0.013255439161966,0.0546561992507328,9059,30023,100
"273152",0.55,"modUnequal",73,73,0.15,0.11134,0.202354672553348,0.533894360166404,-0.347645327446652,-0.0161056398335964,5848,30023,100
"273503",0.55,"highUnequal",73,73,0.15,0.11134,-0.102746693794507,0.467671190981455,-0.652746693794507,-0.0823288090185453,4831,30023,100
"273851",0.55,"equal",70,70,0.15,0.08063,0.549008708541783,0.579154177707801,-0.000991291458217525,0.0291541777078008,9307,29921,100
"274202",0.55,"modUnequal",70,70,0.15,0.08063,0.134115972963358,0.483178274828803,-0.415884027036642,-0.066821725171197,5953,29921,100
"274553",0.55,"highUnequal",70,70,0.15,0.08063,-0.120626151012891,0.464836500390254,-0.670626151012891,-0.0851634996097459,4763,29921,100
"274907",0.55,"equal",73,73,0.15,0.0876,0.57714479484571,0.613509576050234,0.0271447948457104,0.0635095760502336,9413,30896,100
"275258",0.55,"modUnequal",73,73,0.15,0.0876,0.212006319115324,0.541986324400343,-0.337993680884676,-0.00801367559965749,5986,30896,100
"275609",0.55,"highUnequal",73,73,0.15,0.0876,-0.0339966832504146,0.505826157920908,-0.583996683250415,-0.044173842079092,4922,30896,100
"275956",0.55,"equal",69,69,0.15,0.08266,0.512893982808023,0.544424483162701,-0.0371060171919771,-0.00557551683729884,9252,29677,100
"276307",0.55,"modUnequal",69,69,0.15,0.08266,0.176356589147287,0.524331151443722,-0.373643410852713,-0.0256688485562777,5713,29677,100
"276658",0.55,"highUnequal",69,69,0.15,0.08266,-0.193820224719101,0.435814649334994,-0.743820224719101,-0.114185350665006,4675,29677,100
"277013",0.55,"equal",73,73,0.15,0.08185,0.541834194907141,0.572300807546261,-0.00816580509285858,0.0223008075462611,9532,30633,100
"277364",0.55,"modUnequal",73,73,0.15,0.08185,0.189363143631436,0.522636429601002,-0.360636856368564,-0.0273635703989985,6013,30633,100
"277715",0.55,"highUnequal",73,73,0.15,0.08185,-0.0793865584122688,0.477801429971931,-0.629386558412269,-0.0721985700280686,4940,30633,100
"278063",0.55,"equal",70,70,0.15,0.09731,0.545571658615137,0.579857997522841,-0.00442834138486314,0.0298579975228406,9121,29596,100
"278414",0.55,"modUnequal",70,70,0.15,0.09731,0.22959322959323,0.549329219622502,-0.32040677040677,-0.000670780377497571,5771,29596,100
"278765",0.55,"highUnequal",70,70,0.15,0.09731,-0.113214990138067,0.473821986179165,-0.663214990138067,-0.0761780138208347,4663,29596,100
"279121",0.55,"equal",75,75,0.15,0.09427,0.564715447154472,0.596200155235074,0.0147154471544715,0.0462001552350737,9542,30858,100
"279472",0.55,"modUnequal",75,75,0.15,0.09427,0.213109935332157,0.536020975869097,-0.336890064667843,-0.0139790241309026,6065,30858,100
"279823",0.55,"highUnequal",75,75,0.15,0.09427,-0.0635677393722687,0.481244473222762,-0.613567739372269,-0.0687555267772382,5017,30858,100
"280172",0.55,"equal",73,73,0.15,0.08547,0.567156348373557,0.597652633088835,0.0171563483735571,0.0476526330888352,9486,30615,100
"280523",0.55,"modUnequal",73,73,0.15,0.08547,0.228250701590271,0.535740426953716,-0.321749298409729,-0.0142595730462837,6139,30615,100
"280874",0.55,"highUnequal",73,73,0.15,0.08547,-0.158707865168539,0.443184383068445,-0.708707865168539,-0.106815616931555,4904,30615,100
"281219",0.55,"equal",67,67,0.15,0.08825,0.55360824742268,0.584371519214205,0.0036082474226804,0.0343715192142051,8971,28905,100
"281570",0.55,"modUnequal",67,67,0.15,0.08825,0.169702780441036,0.511817981442498,-0.380297219558964,-0.0381820185575023,5665,28905,100
"281921",0.55,"highUnequal",67,67,0.15,0.08825,-0.148541114058355,0.455590319885365,-0.698541114058356,-0.0944096801146351,4567,28905,100
"282277",0.55,"equal",72,72,0.15,0.0847,0.555253623188406,0.589076808878062,0.00525362318840572,0.0390768088780624,9367,30414,100
"282628",0.55,"modUnequal",72,72,0.15,0.0847,0.162401910610713,0.500233690795443,-0.387598089389287,-0.0497663092045568,6049,30414,100
"282979",0.55,"highUnequal",72,72,0.15,0.0847,-0.160756501182033,0.458550257043812,-0.710756501182033,-0.0914497429561881,4729,30414,100
"283335",0.55,"equal",77,77,0.15,0.10237,0.567292303215481,0.611552615899688,0.0172923032154808,0.0615526158996882,9382,31353,100
"283686",0.55,"modUnequal",77,77,0.15,0.10237,0.225520833333333,0.536839078397602,-0.324479166666667,-0.0131609216023985,6250,31353,100
"284037",0.55,"highUnequal",77,77,0.15,0.10237,-0.0917767988252569,0.472236495295646,-0.641776798825257,-0.0777635047043536,5052,31353,100
"284386",0.55,"equal",75,75,0.15,0.08675,0.565225035161744,0.596553504672011,0.015225035161744,0.0465535046720111,9637,31156,100
"284737",0.55,"modUnequal",75,75,0.15,0.08675,0.232464307883302,0.542449595272711,-0.317535692116698,-0.00755040472728941,6191,31156,100
"285088",0.55,"highUnequal",75,75,0.15,0.08675,-0.0733506944444444,0.474555630001712,-0.623350694444444,-0.0754443699982883,5084,31156,100
"285444",0.55,"equal",80,80,0.15,0.08673,0.553354188390685,0.585080416962268,0.00335418839068469,0.0350804169622676,10044,32436,100
"285795",0.55,"modUnequal",80,80,0.15,0.08673,0.187993680884676,0.515965526572488,-0.362006319115324,-0.0340344734275123,6445,32436,100
"286146",0.55,"highUnequal",80,80,0.15,0.08673,-0.105376344086022,0.460193572255439,-0.655376344086022,-0.089806427744561,5280,32436,100
"286490",0.55,"equal",73,73,0.15,0.10832,0.503431811399582,0.54090958994101,-0.0465681886004179,-0.00909041005899047,9273,30090,100
"286841",0.55,"modUnequal",73,73,0.15,0.10832,0.155115511551155,0.511348462862238,-0.394884488448845,-0.0386515371377616,5801,30090,100
"287192",0.55,"highUnequal",73,73,0.15,0.10832,-0.121671722278396,0.454037751927904,-0.671671722278396,-0.0959622480720965,4882,30090,100
"287550",0.55,"equal",80,80,0.15,0.09343,0.545666666666667,0.576110660088678,-0.0043333333333333,0.0261106600886779,9960,32026,100
"287901",0.55,"modUnequal",80,80,0.15,0.09343,0.186511489107729,0.513903402455961,-0.363488510892271,-0.0360965975440388,6379,32026,100
"288252",0.55,"highUnequal",80,80,0.15,0.09343,-0.0615264797507789,0.486605144418291,-0.611526479750779,-0.063394855581709,5163,32026,100
"288594",0.55,"equal",71,71,0.15,0.08743,0.533440918056303,0.564281764493355,-0.0165590819436974,0.0142817644933548,9348,30029,100
"288945",0.55,"modUnequal",71,71,0.15,0.08743,0.200614439324117,0.523706868306873,-0.349385560675883,-0.0262931316931267,5964,30029,100
"289296",0.55,"highUnequal",71,71,0.15,0.08743,-0.11339323919555,0.457744975748945,-0.66339323919555,-0.0922550242510546,4875,30029,100
"289654",0.55,"equal",78,78,0.15,0.10745,0.540641634297223,0.578225500581996,-0.00935836570277659,0.028225500581996,9595,31350,100
"290005",0.55,"modUnequal",78,78,0.15,0.10745,0.205128205128205,0.528249294565084,-0.344871794871795,-0.021750705434916,6202,31350,100
"290356",0.55,"highUnequal",78,78,0.15,0.10745,-0.101794340924776,0.451949570896939,-0.651794340924776,-0.0980504291030607,5198,31350,100
"290702",0.55,"equal",73,73,0.15,0.10976,0.553410024650781,0.594080604836581,0.00341002465078066,0.0440806048365805,9119,30098,100
"291053",0.55,"modUnequal",73,73,0.15,0.10976,0.194217939214233,0.531678331140759,-0.355782060785767,-0.0183216688592407,5831,30098,100
"291404",0.55,"highUnequal",73,73,0.15,0.10976,-0.104674796747968,0.475006037189085,-0.654674796747968,-0.0749939628109153,4768,30098,100
"291761",0.55,"equal",79,79,0.15,0.10358,0.543774031351671,0.587747099792145,-0.00622596864832892,0.0377470997921454,9572,31779,100
"292112",0.55,"modUnequal",79,79,0.15,0.10358,0.202842377260982,0.531774310518062,-0.347157622739018,-0.0182256894819381,6222,31779,100
"292463",0.55,"highUnequal",79,79,0.15,0.10358,-0.0536202185792349,0.493629705202786,-0.603620218579235,-0.0563702947972138,5091,31779,100
"292805",0.55,"equal",70,70,0.15,0.07334,0.544336569579288,0.569722860134879,-0.00566343042071205,0.0197228601348793,9452,30029,100
"293156",0.55,"modUnequal",70,70,0.15,0.07334,0.174677608440797,0.500749900340574,-0.375322391559203,-0.0492500996594265,6055,30029,100
"293507",0.55,"highUnequal",70,70,0.15,0.07334,-0.0748091603053436,0.487274260835391,-0.624809160305344,-0.0627257391646091,4775,30029,100
"293859",0.55,"equal",71,71,0.15,0.06119,0.56614544551998,0.585428185937555,0.0161454455199801,0.0354281859375547,9725,30532,100
"294210",0.55,"modUnequal",71,71,0.15,0.06119,0.241319444444444,0.547877875398489,-0.308680555555556,-0.00212212460151096,6065,30532,100
"294561",0.55,"highUnequal",71,71,0.15,0.06119,-0.0952380952380951,0.470101626396661,-0.645238095238095,-0.0798983736033388,4924,30532,100
"294918",0.55,"equal",77,77,0.15,0.08436,0.578837087480356,0.605072241197496,0.0288370874803561,0.0550722411974964,9870,31577,100
"295269",0.55,"modUnequal",77,77,0.15,0.08436,0.214076246334311,0.521606217525154,-0.335923753665689,-0.028393782474846,6407,31577,100
"295620",0.55,"highUnequal",77,77,0.15,0.08436,0.0134969325153373,0.518448292041404,-0.536503067484663,-0.0315517079585961,5138,31577,100
"295963",0.55,"equal",69,69,0.15,0.06103,0.546034174955369,0.569991591809298,-0.0039658250446315,0.0199915918092981,9477,30015,100
"296314",0.55,"modUnequal",69,69,0.15,0.06103,0.188326493388053,0.518025756843421,-0.361673506611947,-0.0319742431565795,5941,30015,100
"296665",0.55,"highUnequal",69,69,0.15,0.06103,-0.104903786468032,0.470132097204036,-0.654903786468032,-0.0798679027959639,4798,30015,100
"297014",0.55,"equal",67,67,0.15,0.08172,0.560267857142857,0.586009378674309,0.0102678571428571,0.0360093786743092,9151,29160,100
"297365",0.55,"modUnequal",67,67,0.15,0.08172,0.251661918328585,0.559004060512977,-0.298338081671415,0.00900406051297675,5728,29160,100
"297716",0.55,"highUnequal",67,67,0.15,0.08172,-0.0300653594771243,0.512626482691842,-0.580065359477124,-0.037373517308158,4599,29160,100
"298068",0.55,"equal",68,68,0.15,0.078,0.542067307692308,0.569699165183507,-0.00793269230769234,0.0196991651835068,9219,29433,100
"298419",0.55,"modUnequal",68,68,0.15,0.078,0.185026737967914,0.518874209184605,-0.364973262032086,-0.031125790815395,5792,29433,100
"298770",0.55,"highUnequal",68,68,0.15,0.078,-0.211446740858506,0.427430584307319,-0.761446740858506,-0.122569415692681,4637,29433,100
"299119",0.55,"equal",66,66,0.15,0.09663,0.542428736200363,0.578705781686945,-0.00757126379963746,0.028705781686945,8768,28569,100
"299470",0.55,"modUnequal",66,66,0.15,0.09663,0.188011695906433,0.532401148834493,-0.361988304093567,-0.017598851165507,5484,28569,100
"299821",0.55,"highUnequal",66,66,0.15,0.09663,-0.10725677830941,0.480962484682011,-0.65725677830941,-0.0690375153179887,4464,28569,100
"300182",0.55,"equal",76,76,0.15,0.07616,0.557131599684791,0.586283278581796,0.00713159968479116,0.0362832785817955,9887,31751,100
"300533",0.55,"modUnequal",76,76,0.15,0.07616,0.185507246376812,0.515937190612278,-0.364492753623188,-0.0340628093877222,6290,31751,100
"300884",0.55,"highUnequal",76,76,0.15,0.07616,-0.105211406096362,0.466382449199798,-0.655211406096362,-0.0836175508002025,5110,31751,100
"301236",0.55,"equal",77,77,0.15,0.1027,0.542989122336463,0.584039227363929,-0.00701087766353747,0.0340392273639289,9498,31306,100
"301587",0.55,"modUnequal",77,77,0.15,0.1027,0.170856988375237,0.512303091546081,-0.379143011624763,-0.0376969084539193,6138,31306,100
"301938",0.55,"highUnequal",77,77,0.15,0.1027,-0.143549589858315,0.448461788242807,-0.693549589858315,-0.101538211757193,5033,31306,100
"302286",0.55,"equal",74,74,0.15,0.09535,0.547280202403542,0.583824060138497,-0.00271979759645791,0.0338240601384974,9422,30748,100
"302637",0.55,"modUnequal",74,74,0.15,0.09535,0.179421037546575,0.514425841620916,-0.370578962453425,-0.0355741583790838,6065,30748,100
"302988",0.55,"highUnequal",74,74,0.15,0.09535,-0.0857034508911643,0.47618021679555,-0.635703450891164,-0.0738197832044498,4945,30748,100
"303334",0.55,"equal",69,69,0.15,0.08803,0.544538706256628,0.583398178095414,-0.00546129374337234,0.0333981780954142,9034,29630,100
"303685",0.55,"modUnequal",69,69,0.15,0.08803,0.165208940719145,0.520002184375028,-0.384791059280855,-0.0299978156249724,5679,29630,100
"304036",0.55,"highUnequal",69,69,0.15,0.08803,-0.165535956580733,0.452556061163211,-0.715535956580733,-0.097443938836789,4639,29630,100
"304391",0.55,"equal",73,73,0.15,0.1028,0.552989934872706,0.597220651224818,0.0029899348727056,0.0472206512248181,9164,30511,100
"304742",0.55,"modUnequal",73,73,0.15,0.1028,0.212310902451748,0.545215458608042,-0.337689097548252,-0.00478454139195761,5872,30511,100
"305093",0.55,"highUnequal",73,73,0.15,0.1028,-0.0732054015636106,0.486946544288721,-0.623205401563611,-0.0630534557112787,4862,30511,100
"305441",0.55,"equal",70,70,0.15,0.0742,0.545587620242576,0.568115704459549,-0.00441237975742381,0.0181157044595488,9496,29974,100
"305792",0.55,"modUnequal",70,70,0.15,0.0742,0.158730158730159,0.488737858525007,-0.391269841269841,-0.0612621414749926,6072,29974,100
"306143",0.55,"highUnequal",70,70,0.15,0.0742,-0.146097046413502,0.44079304384475,-0.696097046413502,-0.10920695615525,4875,29974,100
"306498",0.55,"equal",74,74,0.15,0.10764,0.573614557485525,0.617576569091775,0.0236145574855252,0.0675765690917749,9131,30542,100
"306849",0.55,"modUnequal",74,74,0.15,0.10764,0.197040498442368,0.526537303924059,-0.352959501557632,-0.0234626960759414,6003,30542,100
"307200",0.55,"highUnequal",74,74,0.15,0.10764,-0.0498981670061098,0.490451164641099,-0.59989816700611,-0.0595488353589014,4941,30542,100
"307547",0.55,"equal",70,70,0.15,0.09014,0.548888888888889,0.582796428091849,-0.00111111111111106,0.0327964280918491,9183,29788,100
"307898",0.55,"modUnequal",70,70,0.15,0.09014,0.195181457761513,0.524290315791827,-0.354818542238487,-0.0257096842081727,5869,29788,100
"308249",0.55,"highUnequal",70,70,0.15,0.09014,-0.0846691327579121,0.477182778026786,-0.634669132757912,-0.0728172219732141,4786,29788,100
"308602",0.55,"equal",72,72,0.15,0.10801,0.551190973673214,0.590050918553935,0.00119097367321352,0.0400509185539353,9076,29809,100
"308953",0.55,"modUnequal",72,72,0.15,0.10801,0.170015455950541,0.510178533365155,-0.379984544049459,-0.0398214666348446,5864,29809,100
"309304",0.55,"highUnequal",72,72,0.15,0.10801,-0.0925737538148523,0.472094341433952,-0.642573753814852,-0.0779056585660479,4801,29809,100
"309650",0.55,"equal",67,67,0.15,0.07132,0.51390788873689,0.541651848771069,-0.03609211126311,-0.00834815122893096,9202,29277,100
"310001",0.55,"modUnequal",67,67,0.15,0.07132,0.133333333333333,0.4739966526625,-0.416666666666667,-0.0760033473375005,5923,29277,100
"310352",0.55,"highUnequal",67,67,0.15,0.07132,-0.198426082068578,0.418409066023488,-0.748426082068578,-0.131590933976512,4736,29277,100
"310702",0.55,"equal",66,66,0.15,0.07006,0.544226873733964,0.567550085539314,-0.00577312626603654,0.0175500855393141,9209,29117,100
"311053",0.55,"modUnequal",66,66,0.15,0.07006,0.170761670761671,0.507702930960822,-0.379238329238329,-0.0422970690391784,5762,29117,100
"311404",0.55,"highUnequal",66,66,0.15,0.07006,-0.0799999999999998,0.484795823745578,-0.63,-0.0652041762544219,4630,29117,100
"311761",0.55,"equal",72,72,0.15,0.09511,0.561699468915964,0.597138199123043,0.0116994689159637,0.0471381991230431,9261,30227,100
"312112",0.55,"modUnequal",72,72,0.15,0.09511,0.1894858463316,0.526514079284196,-0.3605141536684,-0.0234859207158039,5886,30227,100
"312463",0.55,"highUnequal",72,72,0.15,0.09511,-0.102987421383648,0.470163186605003,-0.652987421383648,-0.0798368133949967,4840,30227,100
"312819",0.55,"equal",77,77,0.15,0.11115,0.554468894322195,0.595032749678364,0.00446889432219499,0.0450327496783636,9451,31193,100
"313170",0.55,"modUnequal",77,77,0.15,0.11115,0.224586288416076,0.535840578889654,-0.325413711583924,-0.0141594211103464,6224,31193,100
"313521",0.55,"highUnequal",77,77,0.15,0.11115,-0.0825082508250825,0.47455334768241,-0.632508250825083,-0.0754466523175897,5047,31193,100
"313868",0.55,"equal",73,73,0.15,0.08418,0.551825353146212,0.582320372417094,0.00182535314621157,0.0323203724170938,9542,30716,100
"314219",0.55,"modUnequal",73,73,0.15,0.08418,0.186480186480186,0.516512430140507,-0.363519813519814,-0.0334875698594933,6085,30716,100
"314570",0.55,"highUnequal",73,73,0.15,0.08418,-0.103432700993677,0.468903859503499,-0.653432700993677,-0.0810961404965007,4928,30716,100
"314922",0.55,"equal",74,74,0.15,0.10751,0.567372940036006,0.610448361590863,0.0173729400360061,0.0604483615908626,9152,30492,100
"315273",0.55,"modUnequal",74,74,0.15,0.10751,0.227497527200791,0.543521266073195,-0.322502472799209,-0.00647873392680509,6006,30492,100
"315624",0.55,"highUnequal",74,74,0.15,0.10751,-0.0669398907103826,0.486999680647222,-0.616939890710383,-0.0630003193527784,4887,30492,100
"315967",0.55,"equal",66,66,0.2,0.06294,0.579407806191117,0.604173640953467,0.029407806191117,0.0541736409534674,11124,35460,100
"316318",0.55,"modUnequal",66,66,0.2,0.06294,0.230295566502463,0.524827982129312,-0.319704433497537,-0.0251720178706876,7297,35460,100
"316669",0.55,"highUnequal",66,66,0.2,0.06294,-0.0229132569558101,0.490533811869809,-0.57291325695581,-0.0594661881301908,5887,35460,100
"317029",0.55,"equal",75,75,0.2,0.12498,0.539229340761374,0.588534558123449,-0.0107706592386259,0.0385345581234494,10796,36269,100
"317380",0.55,"modUnequal",75,75,0.2,0.12498,0.171881518564873,0.503868689980317,-0.378118481435127,-0.046131310019683,7243,36269,100
"317731",0.55,"highUnequal",75,75,0.2,0.12498,-0.123372948500283,0.433930794706466,-0.673372948500283,-0.116069205293534,6092,36269,100
"318077",0.55,"equal",70,70,0.2,0.08302,0.533228401539,0.557546213459491,-0.0167715984610004,0.00754621345949136,11311,35798,100
"318428",0.55,"modUnequal",70,70,0.2,0.08302,0.175471115230151,0.49219542090282,-0.374528884769849,-0.0578045790971802,7349,35798,100
"318779",0.55,"highUnequal",70,70,0.2,0.08302,-0.129018612521151,0.422938333054933,-0.679018612521151,-0.127061666945067,6099,35798,100
"319134",0.55,"equal",74,74,0.2,0.10118,0.533941236068896,0.570679559355378,-0.0160587639311044,0.0206795593553777,11273,36713,100
"319485",0.55,"modUnequal",74,74,0.2,0.10118,0.166666666666667,0.490030779287991,-0.383333333333333,-0.0599692207120094,7489,36713,100
"319836",0.55,"highUnequal",74,74,0.2,0.10118,-0.0963568266939052,0.441862307877071,-0.646356826693905,-0.108137692122929,6230,36713,100
"320187",0.55,"equal",74,74,0.2,0.10199,0.561749091925119,0.602080323861618,0.0117490919251186,0.0520803238616181,11093,36652,100
"320538",0.55,"modUnequal",74,74,0.2,0.10199,0.179869281045752,0.504122098037076,-0.370130718954248,-0.0458779019629243,7387,36652,100
"320889",0.55,"highUnequal",74,74,0.2,0.10199,-0.0626693766937669,0.461764861155105,-0.612669376693767,-0.0882351388448951,6188,36652,100
"321239",0.55,"equal",73,73,0.2,0.10229,0.551380586393396,0.594351227363388,0.001380586393396,0.0443512273633875,10960,36363,100
"321590",0.55,"modUnequal",73,73,0.2,0.10229,0.183631183631184,0.509815011506291,-0.366368816368816,-0.0401849884937089,7278,36363,100
"321941",0.55,"highUnequal",73,73,0.2,0.10229,-0.10248338579923,0.447075612385651,-0.65248338579923,-0.102924387614349,6079,36363,100
"322293",0.55,"equal",74,74,0.2,0.09914,0.556752873563218,0.59789041799663,0.0067528735632183,0.0478904179966304,11153,36882,100
"322644",0.55,"modUnequal",74,74,0.2,0.09914,0.195986447745635,0.513824894464051,-0.354013552254365,-0.0361751055359487,7434,36882,100
"322995",0.55,"highUnequal",74,74,0.2,0.09914,-0.198523698523698,0.395766236908257,-0.748523698523698,-0.154233763091743,6198,36882,100
"323339",0.55,"equal",67,67,0.2,0.08472,0.543565566614283,0.576856295141095,-0.00643443338571692,0.0268562951410949,10876,35195,100
"323690",0.55,"modUnequal",67,67,0.2,0.08472,0.182614133833646,0.501974072621927,-0.367385866166354,-0.0480259273780734,7148,35195,100
"324041",0.55,"highUnequal",67,67,0.2,0.08472,-0.063899063899064,0.473295147339756,-0.613899063899064,-0.0767048526602441,5808,35195,100
"324399",0.55,"equal",74,74,0.2,0.11013,0.547832877782116,0.586622425804882,-0.00216712221788362,0.0366224258048822,11069,36323,100
"324750",0.55,"modUnequal",74,74,0.2,0.11013,0.155361050328228,0.487119547560482,-0.394638949671772,-0.0628804524395181,7352,36323,100
"325101",0.55,"highUnequal",74,74,0.2,0.11013,-0.163819095477387,0.407212590220325,-0.713819095477387,-0.142787409779675,6167,36323,100
"325453",0.55,"equal",75,75,0.2,0.10554,0.540005424464334,0.584761044059382,-0.00999457553566585,0.0347610440593817,11050,36723,100
"325804",0.55,"modUnequal",75,75,0.2,0.10554,0.185398655139289,0.502361828537832,-0.364601344860711,-0.0476381714621679,7478,36723,100
"326155",0.55,"highUnequal",75,75,0.2,0.10554,-0.146720757268425,0.423969778903395,-0.696720757268425,-0.126030221096605,6149,36723,100
"326506",0.55,"equal",75,75,0.2,0.08334,0.535152151101784,0.566406835556888,-0.0148478488982162,0.016406835556888,11570,37212,100
"326857",0.55,"modUnequal",75,75,0.2,0.08334,0.152153110047847,0.482775119617225,-0.397846889952153,-0.0672248803827752,7567,37212,100
"327208",0.55,"highUnequal",75,75,0.2,0.08334,-0.1688654353562,0.400490011307953,-0.718865435356201,-0.149509988692047,6362,37212,100
"327556",0.55,"equal",72,72,0.2,0.08184,0.549973276322822,0.580616855578936,-2.67236771780421e-05,0.0306168555789359,11341,36509,100
"327907",0.55,"modUnequal",72,72,0.2,0.08184,0.176930596285435,0.497284926088606,-0.373069403714565,-0.0527150739113941,7433,36509,100
"328258",0.55,"highUnequal",72,72,0.2,0.08184,-0.0963541666666667,0.448384516489085,-0.646354166666667,-0.101615483510915,6123,36509,100
"328605",0.55,"equal",68,68,0.2,0.09085,0.557716635041113,0.596280375449192,0.00771663504111331,0.0462803754491918,10769,35393,100
"328956",0.55,"modUnequal",68,68,0.2,0.09085,0.223055555555556,0.535387529549158,-0.326944444444444,-0.0146124704508425,7055,35393,100
"329307",0.55,"highUnequal",68,68,0.2,0.09085,-0.0753556324490579,0.46185124284639,-0.625355632449058,-0.0881487571536099,5904,35393,100
"329658",0.55,"equal",68,68,0.2,0.09499,0.586166811973264,0.620653889832152,0.0361668119732635,0.0706538898321519,10765,35231,100
"330009",0.55,"modUnequal",68,68,0.2,0.09499,0.239925273552175,0.538919785029011,-0.310074726447825,-0.0110802149709891,7124,35231,100
"330360",0.55,"highUnequal",68,68,0.2,0.09499,-0.0207885304659499,0.498457339775607,-0.57078853046595,-0.0515426602243931,5770,35231,100
"330715",0.55,"equal",72,72,0.2,0.07941,0.524190476190476,0.553352367975396,-0.0258095238095237,0.00335236797539551,11482,36695,100
"331066",0.55,"modUnequal",72,72,0.2,0.07941,0.131734445603059,0.474568608776714,-0.418265554396941,-0.075431391223286,7402,36695,100
"331417",0.55,"highUnequal",72,72,0.2,0.07941,-0.174424071462153,0.402402336494309,-0.724424071462153,-0.147597663505691,6224,36695,100
"331767",0.55,"equal",71,71,0.2,0.08167,0.562912756343413,0.59346528552867,0.0129127563434133,0.0434652855286699,11288,36409,100
"332118",0.55,"modUnequal",71,71,0.2,0.08167,0.193134424125762,0.507889341155667,-0.356865575874238,-0.0421106588443333,7402,36409,100
"332469",0.55,"highUnequal",71,71,0.2,0.08167,-0.0261117911056712,0.48044794229358,-0.576111791105671,-0.06955205770642,6145,36409,100
"332821",0.55,"equal",72,72,0.2,0.09195,0.554203712369365,0.590100244446287,0.00420371236936512,0.0401002444462868,11103,36226,100
"333172",0.55,"modUnequal",72,72,0.2,0.09195,0.177317213586644,0.497819674930753,-0.372682786413356,-0.0521803250692472,7371,36226,100
"333523",0.55,"highUnequal",72,72,0.2,0.09195,-0.0716160479940007,0.46309746394603,-0.621616047994001,-0.0869025360539699,6050,36226,100
"333881",0.55,"equal",79,79,0.2,0.11774,0.530019930244146,0.570751871015412,-0.0199800697558545,0.0207518710154115,11399,37442,100
"334232",0.55,"modUnequal",79,79,0.2,0.11774,0.153086419753086,0.480818134517189,-0.396913580246914,-0.069181865482811,7651,37442,100
"334583",0.55,"highUnequal",79,79,0.2,0.11774,-0.146460042540261,0.406132350700594,-0.696460042540261,-0.143867649299406,6465,37442,100
"334928",0.55,"equal",73,73,0.2,0.09331,0.550046339202966,0.582391270635154,4.63392029657061e-05,0.0323912706351542,11280,36461,100
"335279",0.55,"modUnequal",73,73,0.2,0.09331,0.204750204750205,0.51631991828366,-0.345249795249795,-0.0336800817163396,7392,36461,100
"335630",0.55,"highUnequal",73,73,0.2,0.09331,-0.102156640181612,0.433671466668427,-0.652156640181612,-0.116328533331573,6245,36461,100
"335990",0.55,"equal",82,82,0.2,0.10893,0.567395264116576,0.609637606234868,0.0173952641165755,0.0596376062348682,11579,38496,100
"336341",0.55,"modUnequal",82,82,0.2,0.10893,0.226024208566108,0.522899897892606,-0.323975791433892,-0.0271001021073944,7910,38496,100
"336692",0.55,"highUnequal",82,82,0.2,0.10893,-0.0446120012566762,0.46344781014006,-0.594612001256676,-0.0865521898599402,6591,38496,100
"337035",0.55,"equal",74,74,0.2,0.0973,0.544737233884174,0.581190104780777,-0.00526276611582555,0.0311901047807768,11221,36593,100
"337386",0.55,"modUnequal",74,74,0.2,0.0973,0.202399582681273,0.511408986565283,-0.347600417318727,-0.0385910134347167,7472,36593,100
"337737",0.55,"highUnequal",74,74,0.2,0.0973,-0.122613803230543,0.429842386985499,-0.672613803230544,-0.120157613014501,6195,36593,100
"338083",0.55,"equal",69,69,0.2,0.09241,0.514774236387782,0.541542947396051,-0.0352257636122177,-0.00845705260394869,11138,35365,100
"338434",0.55,"modUnequal",69,69,0.2,0.09241,0.174293785310734,0.499392988854728,-0.375706214689266,-0.050607011145272,7147,35365,100
"338785",0.55,"highUnequal",69,69,0.2,0.09241,-0.147624656458579,0.428637711684824,-0.697624656458579,-0.121362288315176,5869,35365,100
"339137",0.55,"equal",70,70,0.2,0.08287,0.554026503567788,0.585461906010666,0.00402650356778778,0.0354619060106658,11143,35964,100
"339488",0.55,"modUnequal",70,70,0.2,0.08287,0.161877394636015,0.485506819079616,-0.388122605363985,-0.0644931809203841,7359,35964,100
"339839",0.55,"highUnequal",70,70,0.2,0.08287,-0.148293963254593,0.422500475103275,-0.698293963254593,-0.127499524896725,6029,35964,100
"340194",0.55,"equal",74,74,0.2,0.09988,0.547899403983137,0.584319064931165,-0.00210059601686297,0.0343190649311647,11212,36583,100
"340545",0.55,"modUnequal",74,74,0.2,0.09988,0.148178581210627,0.48007761910866,-0.401821418789373,-0.0699223808913404,7443,36583,100
"340896",0.55,"highUnequal",74,74,0.2,0.09988,-0.174027935069838,0.406551551941846,-0.724027935069838,-0.143448448058154,6164,36583,100
