VE_susc,Label_testingDiff,Test_sens,Label_epiPhase,VE_symptRR_degUnderNeg_testSens,FalseNeg_withTestSens_unvac,FalseNeg_withTestSens_vac,NonCovid_cumSymptInfect_tested_withTestSens_unvac,NonCovid_cumSymptInfect_tested_withTestSens_vac,VE_symptOR_degUnderNeg_testSens,totalNum_sims
0.55,modUnequal,0.5,Peak,-0.367343946,1193.5,2926.5,7392.5,35208.5,-0.064837195,100
0.55,highUnequal,0.5,Highest Growth,-0.692476698,375.5,1287,5536.5,32862,-0.12744406,100
0.55,highUnequal,0.5,Peak,-0.612636166,918,2926.5,6135,35208.5,-0.10548571,100
0.55,equal,0.5,Highest Growth,0.024655146,1099.5,1403,10523.5,32468,0.036412785,100
0.55,equal,0.5,Peak,0.011646901,2234.5,2938.5,10920.5,34708.5,0.036236655,100
0.55,modUnequal,0.5,Highest Growth,-0.304909874,619.5,1403,6629.5,32468,-0.012425312,100
0.55,modUnequal,0.5,Peak,-0.32614897,1262,2938.5,7202,34708.5,-0.033151811,100
0.55,highUnequal,0.5,Highest Growth,-0.610468632,441,1403,5317,32468,-0.07099098,100
0.55,highUnequal,0.5,Peak,-0.625782537,910.5,2938.5,5896.5,34708.5,-0.098282271,100
0.55,equal,0.5,Highest Growth,-0.008828349,1220.5,1680,10156.5,31871,0.011348236,100
0.55,equal,0.5,Peak,-0.006385542,2075,2841,10530,33591,0.020801129,100
0.55,modUnequal,0.5,Highest Growth,-0.394645551,663,1680,6526,31871,-0.068856346,100
0.55,modUnequal,0.5,Peak,-0.365325011,1161.5,2841,6946.5,33591,-0.055818986,100
0.55,highUnequal,0.5,Highest Growth,-0.680171544,495.5,1680,5148.5,31871,-0.097709974,100
0.55,highUnequal,0.5,Peak,-0.659548916,853.5,2841,5619.5,33591,-0.10685542,100
0.55,equal,0.5,Highest Growth,0.024508864,1043.5,1332,10665.5,32305,0.028572137,100
0.55,equal,0.5,Peak,0.010461123,2038.5,2688,11018.5,34398,0.027615636,100
0.55,modUnequal,0.5,Highest Growth,-0.32486911,573,1332,6632,32305,-0.027226306,100
0.55,modUnequal,0.5,Peak,-0.332874618,1144.5,2688,7170.5,34398,-0.039586817,100
0.55,highUnequal,0.5,Highest Growth,-0.577777778,432,1332,5427,32305,-0.067977093,100
0.55,highUnequal,0.5,Peak,-0.594289044,858,2688,5979,34398,-0.094549468,100
0.55,equal,0.5,Highest Growth,0.001701354,1009,1357,10528,32080,0.008632655,100
0.55,equal,0.5,Peak,-0.00137586,2132,2887,10947,34339,0.018314901,100
0.55,modUnequal,0.5,Highest Growth,-0.372424242,550,1357,6650,32080,-0.061451485,100
0.55,modUnequal,0.5,Peak,-0.35294813,1198.5,2887,7223.5,34339,-0.056720855,100
0.55,highUnequal,0.5,Highest Growth,-0.686515913,398,1357,5349,32080,-0.118505949,100
0.55,highUnequal,0.5,Peak,-0.639845225,883,2887,5928,34339,-0.114425507,100
0.55,equal,0.5,Highest Growth,0.012085454,1080.5,1419.5,10425.5,31880.5,0.020382074,100
0.55,equal,0.5,Peak,0.011086327,2129.5,2804,10847.5,33903,0.028699578,100
0.55,modUnequal,0.5,Highest Growth,-0.339927657,599,1419.5,6542,31880.5,-0.03628849,100
0.55,modUnequal,0.5,Peak,-0.333459067,1193,2804,7083,33903,-0.041039781,100
0.55,highUnequal,0.5,Highest Growth,-0.673911322,421,1419.5,5249,31880.5,-0.105142849,100
0.55,highUnequal,0.5,Peak,-0.643817047,854.5,2804,5786.5,33903,-0.110071882,100
0.55,equal,0.5,Highest Growth,0.008525507,954,1263.5,10768,32733.5,0.014318144,100
0.55,equal,0.5,Peak,-0.006286099,2106.5,2883.5,11243.5,34952.5,0.009666455,100
0.55,modUnequal,0.5,Highest Growth,-0.367006143,515.5,1263.5,6815.5,32733.5,-0.060330887,100
0.55,modUnequal,0.5,Peak,-0.378591954,1160,2883.5,7383,34952.5,-0.075069257,100
0.55,highUnequal,0.5,Highest Growth,-0.656876916,380.5,1263.5,5438.5,32733.5,-0.101705449,100
0.55,highUnequal,0.5,Peak,-0.661175337,865,2883.5,6055,34952.5,-0.127483728,100
0.55,equal,0.5,Highest Growth,0.016367002,945.5,1230,10464.5,32130,0.026306955,100
0.55,equal,0.5,Peak,0.006051005,2130.5,2837.5,10938.5,34631.5,0.029330718,100
0.55,modUnequal,0.5,Highest Growth,-0.339220404,519.5,1230,6683.5,32130,-0.04250743,100
0.55,modUnequal,0.5,Peak,-0.356337028,1173,2837.5,7265,34631.5,-0.057460419,100
0.55,highUnequal,0.5,Highest Growth,-0.561097411,405.5,1230,5392.5,32130,-0.059088962,100
0.55,highUnequal,0.5,Peak,-0.597434478,903,2837.5,5996,34631.5,-0.094049532,100
0.55,equal,0.5,Highest Growth,-0.006976744,1290,1768.5,10694,33107.5,0.007178044,100
0.55,equal,0.5,Peak,-0.010741103,2042,2822.5,10938,34610.5,0.013174223,100
0.55,modUnequal,0.5,Highest Growth,-0.38145275,709,1768.5,6858,33107.5,-0.06668984,100
0.55,modUnequal,0.5,Peak,-0.383702555,1128.5,2822.5,7238.5,34610.5,-0.073085995,100
0.55,highUnequal,0.5,Highest Growth,-0.647765363,537,1768.5,5521,33107.5,-0.099189389,100
0.55,highUnequal,0.5,Peak,-0.648462736,856.5,2822.5,5901.5,34610.5,-0.111902703,100
0.55,equal,0.5,Highest Growth,-0.01580534,967.5,1352,10983.5,33800,-0.004098191,100
0.55,equal,0.5,Peak,-0.016775472,2144.5,3003,11303.5,35933,0.009497129,100
0.55,modUnequal,0.5,Highest Growth,-0.363477738,554,1352,7130,33800,-0.064801444,100
0.55,modUnequal,0.5,Peak,-0.345391339,1258.5,3003,7627.5,35933,-0.056513297,100
0.55,highUnequal,0.5,Highest Growth,-0.657289107,407,1352,5711,33800,-0.111277641,100
0.55,highUnequal,0.5,Peak,-0.670940649,893,3003,6330,35933,-0.142398712,100
0.55,equal,0.5,Highest Growth,0.014043916,1093,1429.5,10237,31316.5,0.022473064,100
0.55,equal,0.5,Peak,0.00615942,2116,2817.5,10663,33462.5,0.025703659,100
0.55,modUnequal,0.5,Highest Growth,-0.343505412,600.5,1429.5,6477.5,31316.5,-0.042385609,100
0.55,modUnequal,0.5,Peak,-0.343550204,1183.5,2817.5,7056.5,33462.5,-0.052026479,100
0.55,highUnequal,0.5,Highest Growth,-0.632954545,440,1429.5,5205,31316.5,-0.089981646,100
0.55,highUnequal,0.5,Peak,-0.602287582,892.5,2817.5,5800.5,33462.5,-0.097220989,100
0.55,equal,0.5,Highest Growth,0.014206269,989,1293,10442,31817,0.020931439,100
0.55,equal,0.5,Peak,0.008719397,2212.5,2929,10879.5,34271,0.029739811,100
0.55,modUnequal,0.5,Highest Growth,-0.378846154,520,1293,6591,31817,-0.065094918,100
0.55,modUnequal,0.5,Peak,-0.354559813,1213.5,2929,7185.5,34271,-0.056069085,100
0.55,highUnequal,0.5,Highest Growth,-0.65230179,391,1293,5362,31817,-0.107300393,100
0.55,highUnequal,0.5,Peak,-0.633009798,901.5,2929,6018.5,34271,-0.120578139,100
0.55,equal,0.5,Highest Growth,-0.015473527,1117.5,1560.5,10873.5,33219.5,-0.007080305,100
0.55,equal,0.5,Peak,-0.003081073,2193.5,2981.5,11176.5,35089.5,0.017061889,100
0.55,modUnequal,0.5,Highest Growth,-0.360859964,641.5,1560.5,6952.5,33219.5,-0.059113975,100
0.55,modUnequal,0.5,Peak,-0.351155448,1240.5,2981.5,7475.5,35089.5,-0.062036725,100
0.55,highUnequal,0.5,Highest Growth,-0.650881834,472.5,1560.5,5660.5,33219.5,-0.112760573,100
0.55,highUnequal,0.5,Peak,-0.614631316,933.5,2981.5,6163.5,35089.5,-0.111010141,100
0.55,equal,0.5,Highest Growth,0.021230262,960.5,1235.5,10563.5,32063.5,0.026218211,100
0.55,equal,0.5,Peak,0.015628816,2184,2846,11121,34486,0.029773652,100
0.55,modUnequal,0.5,Highest Growth,-0.364704913,505.5,1235.5,6661.5,32063.5,-0.057788305,100
0.55,modUnequal,0.5,Peak,-0.345194188,1193,2846,7226,34486,-0.049861382,100
0.55,highUnequal,0.5,Highest Growth,-0.558159935,408.5,1235.5,5283.5,32063.5,-0.048380995,100
0.55,highUnequal,0.5,Peak,-0.552818887,946,2846,5961,34486,-0.070020012,100
0.55,equal,0.5,Highest Growth,0.005193394,767,1023.5,10045,30630.5,0.012388891,100
0.55,equal,0.5,Peak,0.000306212,2095.5,2827,10718.5,33808,0.022286778,100
0.55,modUnequal,0.5,Highest Growth,-0.348985168,427,1023.5,6257,30630.5,-0.039634534,100
0.55,modUnequal,0.5,Peak,-0.349943407,1178,2827,7004,33808,-0.047172588,100
0.55,highUnequal,0.5,Highest Growth,-0.674107633,303.5,1023.5,5029.5,30630.5,-0.103732326,100
0.55,highUnequal,0.5,Peak,-0.620833333,880,2827,5803,33808,-0.101412018,100
0.55,equal,0.5,Highest Growth,-0.025250952,963,1373,10513,32095,-0.017017908,100
0.55,equal,0.5,Peak,-0.016925127,2063.5,2890.5,10955.5,34394.5,0.003818352,100
0.55,modUnequal,0.5,Highest Growth,-0.383636916,549,1373,6746,32095,-0.075662686,100
0.55,modUnequal,0.5,Peak,-0.379173838,1162,2890.5,7296,34394.5,-0.077670324,100
0.55,highUnequal,0.5,Highest Growth,-0.662191171,411.5,1373,5349.5,32095,-0.106130238,100
0.55,highUnequal,0.5,Peak,-0.629551821,892.5,2890.5,5936.5,34394.5,-0.108992808,100
0.55,equal,0.5,Highest Growth,0.017205703,958.5,1244.5,10114.5,30877.5,0.024690511,100
0.55,equal,0.5,Peak,-0.002008223,2108,2858.5,10657,33610.5,0.020040467,100
0.55,modUnequal,0.5,Highest Growth,-0.309072888,546.5,1244.5,6409.5,30877.5,-0.022701256,100
0.55,modUnequal,0.5,Peak,-0.324976278,1229.5,2858.5,7030.5,33610.5,-0.036318625,100
0.55,highUnequal,0.5,Highest Growth,-0.628890334,384.5,1244.5,5110.5,30877.5,-0.085697746,100
0.55,highUnequal,0.5,Peak,-0.630309902,882,2858.5,5762,33610.5,-0.105607235,100
0.55,equal,0.5,Highest Growth,-0.012725269,1285.5,1784.5,10458.5,32037.5,-0.003163845,100
0.55,equal,0.5,Peak,-0.003612381,2078.5,2828.5,10806.5,33595.5,0.012266179,100
0.55,modUnequal,0.5,Highest Growth,-0.371593002,724,1784.5,6507,32037.5,-0.050610753,100
0.55,modUnequal,0.5,Peak,-0.361737696,1161.5,2828.5,6892.5,33595.5,-0.04961174,100
0.55,highUnequal,0.5,Highest Growth,-0.68734863,523,1784.5,5346,32037.5,-0.1193577,100
0.55,highUnequal,0.5,Peak,-0.66380193,846.5,2828.5,5748.5,33595.5,-0.121745358,100
0.55,equal,0.5,Highest Growth,-0.001132951,1221,1652.5,10843,33293.5,0.009226162,100
0.55,equal,0.5,Peak,0.002526702,2091,2807,11142,34899,0.021413437,100
0.55,modUnequal,0.5,Highest Growth,-0.361839843,678.5,1652.5,6885.5,33293.5,-0.053695007,100
0.55,modUnequal,0.5,Peak,-0.354182782,1163.5,2807,7297.5,34899,-0.054472092,100
0.55,highUnequal,0.5,Highest Growth,-0.646185738,502.5,1652.5,5615.5,33293.5,-0.104669621,100
0.55,highUnequal,0.5,Peak,-0.6120507,881,2807,6094,34899,-0.106360093,100
0.55,equal,0.5,Highest Growth,-0.014285714,1092,1521,10340,32282,0.003864604,100
0.55,equal,0.5,Peak,-0.002697798,2066.5,2806.5,10745.5,34129.5,0.022411182,100
0.55,modUnequal,0.5,Highest Growth,-0.398535565,597.5,1521,6569.5,32282,-0.068039873,100
0.55,modUnequal,0.5,Peak,-0.344817332,1177,2806.5,7018,34129.5,-0.040311435,100
0.55,highUnequal,0.5,Highest Growth,-0.654575163,459,1521,5185,32282,-0.082236747,100
0.55,highUnequal,0.5,Peak,-0.594667783,895.5,2806.5,5665.5,34129.5,-0.070244832,100
0.55,equal,0.5,Highest Growth,0.010863698,1235,1627,10657,32864,0.022796168,100
0.55,equal,0.5,Peak,0.010435165,2083.5,2747.5,10937.5,34551.5,0.032558756,100
0.55,modUnequal,0.5,Highest Growth,-0.357644577,671.5,1627,6861.5,32864,-0.055871464,100
0.55,modUnequal,0.5,Peak,-0.344304712,1153,2747.5,7252,34551.5,-0.05014886,100
0.55,highUnequal,0.5,Highest Growth,-0.65342489,491.5,1627,5501.5,32864,-0.104146668,100
0.55,highUnequal,0.5,Peak,-0.613068292,861.5,2747.5,5963.5,34551.5,-0.100448556,100
0.55,equal,0.5,Highest Growth,-0.001659452,1270.5,1721.5,10573.5,32431.5,0.008242337,100
0.55,equal,0.5,Peak,-0.007842675,2123,2916,10825,34043,0.013245281,100
0.55,modUnequal,0.5,Highest Growth,-0.342040488,724.5,1721.5,6707.5,32431.5,-0.041430699,100
0.55,modUnequal,0.5,Peak,-0.345417349,1222,2916,7152,34043,-0.051321112,100
0.55,highUnequal,0.5,Highest Growth,-0.644057833,524.5,1721.5,5466.5,32431.5,-0.103227616,100
0.55,highUnequal,0.5,Peak,-0.667883841,869.5,2916,5874.5,34043,-0.12871004,100
0.55,equal,0.5,Highest Growth,-0.009364841,1333,1837,10881,33737,0.005531123,100
0.55,equal,0.5,Peak,-0.004027201,2046.5,2787.5,11040.5,34928.5,0.019461559,100
0.55,modUnequal,0.5,Highest Growth,-0.350959233,764.5,1837,6930.5,33737,-0.043616619,100
0.55,modUnequal,0.5,Peak,-0.345179004,1168.5,2787.5,7224.5,34928.5,-0.043416899,100
0.55,highUnequal,0.5,Highest Growth,-0.647371565,558,1837,5585,33737,-0.094993941,100
0.55,highUnequal,0.5,Peak,-0.643780655,849.5,2787.5,5903.5,34928.5,-0.104601609,100
0.55,equal,0.5,Highest Growth,-0.00059657,894,1208.5,10162,31163.5,0.009199479,100
0.55,equal,0.5,Peak,0.005027174,2208,2947.5,10725,34084.5,0.029955678,100
0.55,modUnequal,0.5,Highest Growth,-0.350861498,503,1208.5,6328,31163.5,-0.037864157,100
0.55,modUnequal,0.5,Peak,-0.346513985,1233.5,2947.5,6964.5,34084.5,-0.038256097,100
0.55,highUnequal,0.5,Highest Growth,-0.668981481,360,1208.5,5140,31163.5,-0.103682816,100
0.55,highUnequal,0.5,Peak,-0.62907743,910.5,2947.5,5861.5,34084.5,-0.106705748,100
0.55,equal,0.5,Highest Growth,-0.025618251,957,1365.5,10467,32169.5,-0.014256165,100
0.55,equal,0.5,Peak,0.001411369,2131.5,2868.5,10927.5,34416.5,0.022709114,100
0.55,modUnequal,0.5,Highest Growth,-0.357033097,564,1365.5,6533,32169.5,-0.041678194,100
0.55,modUnequal,0.5,Peak,-0.341528698,1208,2868.5,7059,34416.5,-0.03703974,100
0.55,highUnequal,0.5,Highest Growth,-0.696515533,397,1365.5,5384,32169.5,-0.125654545,100
0.55,highUnequal,0.5,Peak,-0.640891805,876.5,2868.5,6004.5,34416.5,-0.120969724,100
0.55,equal,0.5,Highest Growth,-0.014196101,863.5,1202.5,10588.5,32407.5,-0.00500027,100
0.55,equal,0.5,Peak,-0.007635009,2148,2949,11014,34929,0.017088208,100
0.55,modUnequal,0.5,Highest Growth,-0.35976431,495,1202.5,6716,32407.5,-0.053436899,100
0.55,modUnequal,0.5,Peak,-0.343061718,1239.5,2949,7348.5,34929,-0.050542303,100
0.55,highUnequal,0.5,Highest Growth,-0.695238095,350,1202.5,5460,32407.5,-0.128847489,100
0.55,highUnequal,0.5,Peak,-0.654494382,890,2949,6145,34929,-0.132935496,100
0.55,equal,0.5,Highest Growth,-0.011580087,924,1279.5,10592,32202.5,-0.005466775,100
0.55,equal,0.5,Peak,0.003177258,2242.5,3006,11104.5,34763,0.021808261,100
0.55,modUnequal,0.5,Highest Growth,-0.361607992,525.5,1279.5,6732.5,32202.5,-0.059042852,100
0.55,modUnequal,0.5,Peak,-0.328857365,1286.5,3006,7356.5,34763,-0.044462291,100
0.55,highUnequal,0.5,Highest Growth,-0.644993582,389.5,1279.5,5371.5,32202.5,-0.097947335,100
0.55,highUnequal,0.5,Peak,-0.576113671,976.5,3006,6059.5,34763,-0.08658221,100
0.55,equal,0.5,Highest Growth,-0.004747055,1202.5,1640.5,10505.5,32273.5,0.00591939,100
0.55,equal,0.5,Peak,-0.007439896,2052,2816,10796,33978,0.013965997,100
0.55,modUnequal,0.5,Highest Growth,-0.358327174,676.5,1640.5,6676.5,32273.5,-0.051662018,100
0.55,modUnequal,0.5,Peak,-0.354686384,1166.5,2816,7076.5,33978,-0.052769133,100
0.55,highUnequal,0.5,Highest Growth,-0.644761428,499.5,1640.5,5206.5,32273.5,-0.079834884,100
0.55,highUnequal,0.5,Peak,-0.635163776,865,2816,5700,33978,-0.096126923,100
0.55,equal,0.5,Highest Growth,0.002317655,978,1313.5,10087,31023.5,0.013320855,100
0.55,equal,0.5,Peak,0.00495112,2114,2822.5,10576,33386.5,0.027059264,100
0.55,modUnequal,0.5,Highest Growth,-0.340312876,554,1313.5,6317,31023.5,-0.032770136,100
0.55,modUnequal,0.5,Peak,-0.324986271,1214,2822.5,6881,33386.5,-0.029176961,100
0.55,highUnequal,0.5,Highest Growth,-0.650083752,398,1313.5,5071,31023.5,-0.089448293,100
0.55,highUnequal,0.5,Peak,-0.594210137,901,2822.5,5715,33386.5,-0.08623419,100
0.55,equal,0.5,Highest Growth,-0.013677639,881,1225.5,10511,32192.5,-0.004178675,100
0.55,equal,0.5,Peak,-0.015479678,2218.5,3098,11073.5,34962,0.007706434,100
0.55,modUnequal,0.5,Highest Growth,-0.41,475,1225.5,6554,32192.5,-0.075256504,100
0.55,modUnequal,0.5,Peak,-0.357401616,1279,3098,7279,34962,-0.054296925,100
0.55,highUnequal,0.5,Highest Growth,-0.681578947,361,1225.5,5275,32192.5,-0.10625493,100
0.55,highUnequal,0.5,Peak,-0.677365357,916,3098,6021,34962,-0.132449529,100
0.55,equal,0.5,Highest Growth,-0.009497013,1199.5,1653.5,10372.5,31505.5,-0.003838164,100
0.55,equal,0.5,Peak,-0.002765541,2043,2775,10718,33288,0.01265852,100
0.55,modUnequal,0.5,Highest Growth,-0.384468837,660.5,1653.5,6475.5,31505.5,-0.064539012,100
0.55,modUnequal,0.5,Peak,-0.346383986,1161.5,2775,6925.5,33288,-0.047058156,100
0.55,highUnequal,0.5,Highest Growth,-0.722695035,470,1653.5,5262,31505.5,-0.137585146,100
0.55,highUnequal,0.5,Peak,-0.680806846,818,2775,5664,33288,-0.127225124,100
0.55,equal,0.5,Highest Growth,-0.004085322,922,1256,10037,30558,0.002557002,100
0.55,equal,0.5,Peak,0.004559043,2118.5,2831,10588.5,33308,0.025187501,100
0.55,modUnequal,0.5,Highest Growth,-0.367708333,512,1256,6364,30558,-0.060887084,100
0.55,modUnequal,0.5,Peak,-0.338030619,1197.5,2831,7028.5,33308,-0.048859722,100
0.55,highUnequal,0.5,Highest Growth,-0.698605396,364.5,1256,4962.5,30558,-0.109587107,100
0.55,highUnequal,0.5,Peak,-0.654349522,854.5,2831,5657.5,33308,-0.112734846,100
0.55,equal,0.5,Highest Growth,0.006168647,1178,1568.5,10381,32048.5,0.018708682,100
0.55,equal,0.5,Peak,0.00094546,2133,2873.5,10768,33993.5,0.023263775,100
0.55,modUnequal,0.5,Highest Growth,-0.370774464,637,1568.5,6474,32048.5,-0.047404922,100
0.55,modUnequal,0.5,Peak,-0.365177305,1175,2873.5,6967,33993.5,-0.051214081,100
0.55,highUnequal,0.5,Highest Growth,-0.633592401,482.5,1568.5,5314.5,32048.5,-0.089065961,100
0.55,highUnequal,0.5,Peak,-0.637828885,880.5,2873.5,5814.5,33993.5,-0.108210927,100
0.55,equal,0.5,Highest Growth,-0.004753199,1094,1492.5,10763,33059.5,0.005845489,100
0.55,equal,0.5,Peak,0.007776768,2201,2920,11154,34965,0.026786107,100
0.55,modUnequal,0.5,Highest Growth,-0.32734375,640,1492.5,6891,33059.5,-0.036094083,100
0.55,modUnequal,0.5,Peak,-0.339722786,1232.5,2920,7344.5,34965,-0.047650708,100
0.55,highUnequal,0.5,Highest Growth,-0.645814978,454,1492.5,5522,33059.5,-0.099109059,100
0.55,highUnequal,0.5,Peak,-0.61491612,914,2920,6072,34965,-0.104797999,100
0.55,equal,0.5,Highest Growth,0.001064992,915.5,1233,10652.5,32788,0.012436241,100
0.55,equal,0.5,Peak,-0.009723965,1992.5,2748,11100.5,34919,0.011571133,100
0.55,modUnequal,0.5,Highest Growth,-0.389632278,489.5,1233,6738.5,32788,-0.067676782,100
0.55,modUnequal,0.5,Peak,-0.3895967,1091,2748,7255,34919,-0.073320318,100
0.55,highUnequal,0.5,Highest Growth,-0.628740157,381,1233,5514,32788,-0.094239346,100
0.55,highUnequal,0.5,Peak,-0.656280193,828,2748,6109,34919,-0.130623646,100
0.55,equal,0.5,Highest Growth,0.013046835,971.5,1273.5,10356.5,32125.5,0.027409959,100
0.55,equal,0.5,Peak,0.010884198,2179,2870.5,10877,34532.5,0.035063701,100
0.55,modUnequal,0.5,Highest Growth,-0.362440191,522.5,1273.5,6674.5,32125.5,-0.056385774,100
0.55,modUnequal,0.5,Peak,-0.344712071,1204,2870.5,7285,34532.5,-0.052959019,100
0.55,highUnequal,0.5,Highest Growth,-0.598148148,405,1273.5,5345,32125.5,-0.073168684,100
0.55,highUnequal,0.5,Peak,-0.609029699,903.5,2870.5,5994.5,34532.5,-0.101511202,100
0.55,equal,0.5,Highest Growth,0.001354113,978.5,1317,10029.5,30833,0.01218721,100
0.55,equal,0.5,Peak,-0.001710262,1988,2694,10529,33007,0.017722846,100
0.55,modUnequal,0.5,Highest Growth,-0.334629133,559.5,1317,6240.5,30833,-0.026419236,100
0.55,modUnequal,0.5,Peak,-0.338064941,1139.5,2694,6794.5,33007,-0.036670152,100
0.55,highUnequal,0.5,Highest Growth,-0.677086008,389.5,1317,5036.5,30833,-0.102320761,100
0.55,highUnequal,0.5,Peak,-0.651840491,815,2694,5608,33007,-0.111619184,100
0.55,equal,0.5,Highest Growth,-0.00248584,794.5,1078.5,9896.5,30001.5,0.002219777,100
0.55,equal,0.5,Peak,0.004823066,2199.5,2937.5,10630.5,33362.5,0.024451549,100
0.55,modUnequal,0.5,Highest Growth,-0.340979098,454.5,1078.5,6191.5,30001.5,-0.039710223,100
0.55,modUnequal,0.5,Peak,-0.324350863,1264.5,2937.5,7072.5,33362.5,-0.042462778,100
0.55,highUnequal,0.5,Highest Growth,-0.602708638,341.5,1078.5,4904.5,30001.5,-0.066275138,100
0.55,highUnequal,0.5,Peak,-0.591666667,940,2937.5,5770,33362.5,-0.090464593,100
0.55,equal,0.5,Highest Growth,-0.011045365,1014,1402.5,10502,32243.5,-0.000499954,100
0.55,equal,0.5,Peak,-0.015215334,2113,2949,10928,34405,0.006703401,100
0.55,modUnequal,0.5,Highest Growth,-0.341032149,591,1402.5,6671,32243.5,-0.040980396,100
0.55,modUnequal,0.5,Peak,-0.34788961,1232,2949,7213,34405,-0.051832096,100
0.55,highUnequal,0.5,Highest Growth,-0.673798077,416,1402.5,5368,32243.5,-0.111280389,100
0.55,highUnequal,0.5,Peak,-0.627260274,912.5,2949,5949.5,34405,-0.108857143,100
0.55,equal,0.5,Highest Growth,0.007786218,921.5,1222.5,10461.5,31883.5,0.014707186,100
0.55,equal,0.5,Peak,0.009630857,2113,2791.5,10960,34329.5,0.028224634,100
0.55,modUnequal,0.5,Highest Growth,-0.378252033,492,1222.5,6531,31883.5,-0.058976181,100
0.55,modUnequal,0.5,Peak,-0.343265132,1173,2791.5,7127,34329.5,-0.044059098,100
0.55,highUnequal,0.5,Highest Growth,-0.666438356,365,1222.5,5290,31883.5,-0.105706767,100
0.55,highUnequal,0.5,Peak,-0.626967593,864,2791.5,5950,34329.5,-0.10998111,100
0.55,equal,0.5,Highest Growth,0.011744166,978.5,1286.5,10490.5,32069.5,0.019916323,100
0.55,equal,0.5,Peak,0.011152187,2164,2849,11018,34584,0.030566863,100
0.55,modUnequal,0.5,Highest Growth,-0.353811309,533.5,1286.5,6606.5,32069.5,-0.046769149,100
0.55,modUnequal,0.5,Peak,-0.342379363,1198.5,2849,7213.5,34584,-0.045821351,100
0.55,highUnequal,0.5,Highest Growth,-0.638409475,394,1286.5,5253,32069.5,-0.084846035,100
0.55,highUnequal,0.5,Peak,-0.609304703,896.5,2849,5893.5,34584,-0.091552071,100
0.55,equal,0.5,Highest Growth,-0.012797619,896,1244,10310,31617,-0.002741574,100
0.55,equal,0.5,Peak,-0.014133054,2144.5,2986,10918.5,34373,0.007707787,100
0.55,modUnequal,0.5,Highest Growth,-0.380163497,499.5,1244,6475.5,31617,-0.060079108,100
0.55,modUnequal,0.5,Peak,-0.382566569,1195.5,2986,7139.5,34373,-0.068788789,100
0.55,highUnequal,0.5,Highest Growth,-0.714794007,356,1244,5247,31617,-0.129910253,100
0.55,highUnequal,0.5,Peak,-0.711415792,857,2986,5963,34373,-0.154444392,100
0.55,equal,0.5,Highest Growth,-0.013708992,980.5,1364,10327.5,31174,-0.010860456,100
0.55,equal,0.5,Peak,-0.003082897,2103,2858.5,10813,33646.5,0.013177266,100
0.55,modUnequal,0.5,Highest Growth,-0.3804414,547.5,1364,6481.5,31174,-0.067980298,100
0.55,modUnequal,0.5,Peak,-0.358513647,1178.5,2858.5,7027.5,33646.5,-0.056605114,100
0.55,highUnequal,0.5,Highest Growth,-0.678205128,403,1364,5220,31174,-0.116744476,100
0.55,highUnequal,0.5,Peak,-0.610471156,898.5,2858.5,5822.5,33646.5,-0.100541064,100
0.55,equal,0.5,Highest Growth,0.032571275,929.5,1164,10010.5,30731,0.042072801,100
0.55,equal,0.5,Peak,0.02136117,2119.5,2725.5,10596.5,33494.5,0.04318055,100
0.55,modUnequal,0.5,Highest Growth,-0.304863813,514,1164,6334,30731,-0.016757417,100
0.55,modUnequal,0.5,Peak,-0.308030872,1198.5,2725.5,6907.5,33494.5,-0.018981318,100
0.55,highUnequal,0.5,Highest Growth,-0.623305671,361.5,1164,5064.5,30731,-0.080645593,100
0.55,highUnequal,0.5,Peak,-0.591857798,872,2725.5,5760,33494.5,-0.087500269,100
0.55,equal,0.5,Highest Growth,-0.010042841,1011.5,1396,10167.5,31073,-0.001596458,100
0.55,equal,0.5,Peak,-0.009854591,2109,2909.5,10669,33462.5,0.010147451,100
0.55,modUnequal,0.5,Highest Growth,-0.366374269,570,1396,6402,31073,-0.054595122,100
0.55,modUnequal,0.5,Peak,-0.353507318,1207,2909.5,6958,33462.5,-0.051230086,100
0.55,highUnequal,0.5,Highest Growth,-0.660580748,419,1396,5123,31073,-0.099303753,100
0.55,highUnequal,0.5,Peak,-0.652083333,880,2909.5,5757,33462.5,-0.118818267,100
0.55,equal,0.5,Highest Growth,0.001471471,1387.5,1867,10876.5,33999,0.019538468,100
0.55,equal,0.5,Peak,0.004769512,2191,2926.5,11111,35264.5,0.029155585,100
0.55,modUnequal,0.5,Highest Growth,-0.355609493,772.5,1867,7062.5,33999,-0.052039799,100
0.55,modUnequal,0.5,Peak,-0.342123427,1231.5,2926.5,7427.5,35264.5,-0.050517241,100
0.55,highUnequal,0.5,Highest Growth,-0.674360132,553.5,1867,5700.5,33999,-0.115553246,100
0.55,highUnequal,0.5,Peak,-0.637513935,897,2926.5,6077,35264.5,-0.112221683,100
0.55,equal,0.5,Highest Growth,0.011299852,1015.5,1336.5,10503.5,31754.5,0.014670802,100
0.55,equal,0.5,Peak,0.005659714,2133.5,2844,10946.5,34050,0.021456305,100
0.55,modUnequal,0.5,Highest Growth,-0.305725191,589.5,1336.5,6546.5,31754.5,-0.017400365,100
0.55,modUnequal,0.5,Peak,-0.331533388,1213,2844,7118,34050,-0.040128164,100
0.55,highUnequal,0.5,Highest Growth,-0.617065868,417.5,1336.5,5387.5,31754.5,-0.093118364,100
