"","t","Label_testingDiff","Covid_propInfect.2.5.","Covid_propInfect.50.","Covid_propInfect.97.5.","NonCovid_cumSymptInfect_unvac.2.5.","NonCovid_cumSymptInfect_unvac.50.","NonCovid_cumSymptInfect_unvac.97.5.","NonCovid_cumSymptInfect_vac.2.5.","NonCovid_cumSymptInfect_vac.50.","NonCovid_cumSymptInfect_vac.97.5.","NonCovid_cumSymptInfect_tested_unvac.2.5.","NonCovid_cumSymptInfect_tested_unvac.50.","NonCovid_cumSymptInfect_tested_unvac.97.5.","NonCovid_cumSymptInfect_tested_vac.2.5.","NonCovid_cumSymptInfect_tested_vac.50.","NonCovid_cumSymptInfect_tested_vac.97.5.","VE_symptOR_observed.2.5.","VE_symptOR_observed.50.","VE_symptOR_observed.97.5.","VE_symptOR.2.5.","VE_symptOR.50.","VE_symptOR.97.5.","VE_symptRR_observed.2.5.","VE_symptRR_observed.50.","VE_symptRR_observed.97.5.","VE_symptRR.2.5.","VE_symptRR.50.","VE_symptRR.97.5.","VE_symptRR_timeDep.2.5.","VE_symptRR_timeDep.50.","VE_symptRR_timeDep.97.5.","VE_symptOR_timeDep.2.5.","VE_symptOR_timeDep.50.","VE_symptOR_timeDep.97.5.","VacStatus_coef_timeDep_VeRR.2.5.","VacStatus_coef_timeDep_VeRR.50.","VacStatus_coef_timeDep_VeRR.97.5.","Intercept_coef_timeDep_VeOR.2.5.","Intercept_coef_timeDep_VeOR.50.","Intercept_coef_timeDep_VeOR.97.5.","VacStatus_coef_timeDep_VeOR.2.5.","VacStatus_coef_timeDep_VeOR.50.","VacStatus_coef_timeDep_VeOR.97.5.","TimeStep_coef_timeDep_VeOR.2.5.","TimeStep_coef_timeDep_VeOR.50.","TimeStep_coef_timeDep_VeOR.97.5.","Stats_sampleSizeCovid_unvac.2.5.","Stats_sampleSizeCovid_unvac.50.","Stats_sampleSizeCovid_unvac.97.5.","Stats_sampleSizeCovid_vac.2.5.","Stats_sampleSizeCovid_vac.50.","Stats_sampleSizeCovid_vac.97.5.","Stats_sampleSizeNonCovid_unvac.2.5.","Stats_sampleSizeNonCovid_unvac.50.","Stats_sampleSizeNonCovid_unvac.97.5.","Stats_sampleSizeNonCovid_vac.2.5.","Stats_sampleSizeNonCovid_vac.50.","Stats_sampleSizeNonCovid_vac.97.5.","t_highChange.2.5.","t_highChange.50.","t_highChange.97.5.","totalNum_sims"
"108",127,"equal",0.00380025,0.00818,0.01778,10545.8,10753,10929.05,51614.425,51839.5,52039.15,7964.325,8108,8241.3,34706.65,34953,35113.525,0.675611950628408,0.687012267094963,0.697513176232999,0.710474024551483,0.720121168205218,0.730066947128689,0.540825381693244,0.551061210859569,0.560746680408981,0.542590781053519,0.550400849207029,0.557155362049929,0.58437220577353,0.595212699585705,0.605489376906763,0.682833654941969,0.693670167912799,0.706402267773812,-0.93011528855485,-0.904393535669134,-0.877965283384903,-2.23360391139106,-1.46976121775751,-0.944663551778558,-1.22554482018418,-1.18309324325666,-1.14832918683776,0.0133094430117699,0.0199642708562578,0.0284826671174135,7769.225,7926.5,8078.775,10501.275,10679.5,10826.775,7964.325,8108,8241.3,34706.65,34953,35113.525,65,73,80.525,100
"109",128,"equal",0.003406,0.007395,0.0160285,10564.425,10763,10937.375,51708.75,51924,52126.725,7994.85,8139,8262.575,34838.425,35073.5,35236.925,0.675885002069124,0.687165184559806,0.697508445230347,0.710756306244906,0.720289071249429,0.730085121496263,0.540730943103793,0.550961666759759,0.560683175250196,0.542569103238711,0.550384758865465,0.557196098437713,0.584090459441931,0.595227291945986,0.605523921378459,0.684521867411536,0.693048327047676,0.705536534073277,-0.930202846765666,-0.904429585079962,-0.877288008455519,-2.16607216278087,-1.4231212795063,-0.894905085195925,-1.22260088919322,-1.18106497039854,-1.15366600861542,0.0124872528900436,0.0192441708122707,0.0275577526351365,7773.6,7935.5,8084.825,10520.75,10690.5,10836.525,7994.85,8139,8262.575,34838.425,35073.5,35236.925,65,73,80.525,100
"110",129,"equal",0.00308175,0.006575,0.01466525,10575.925,10777,10941.325,51779.95,52003.5,52213.975,8025.475,8167.5,8290.775,34969.5,35184.5,35357.725,0.675965071293952,0.686858035194001,0.697278751082301,0.711199721518091,0.720484567469483,0.730422922009004,0.540726321409364,0.550929409159474,0.560619935653792,0.542798067268965,0.550337096125803,0.557310397415856,0.584151122672906,0.595283236368925,0.60553522941626,0.682626959692143,0.692660029051101,0.704746625387648,-0.930232053782804,-0.904567807134209,-0.877433668274342,-2.10254735015833,-1.37567104853898,-0.851606243265407,-1.21992210175382,-1.17980077454051,-1.14767768445124,0.0117604454609029,0.0184630378701666,0.0266651282460882,7782.925,7944,8089.25,10542.9,10698.5,10846,8025.475,8167.5,8290.775,34969.5,35184.5,35357.725,65,73,80.525,100
"111",130,"equal",0.00274975,0.005935,0.01318125,10588.25,10786.5,10953.925,51867.9,52081.5,52288.4,8062.9,8198,8314.525,35084.025,35308.5,35483.625,0.676035126360741,0.686540842751882,0.697198249388371,0.711407715221201,0.720594719563807,0.730632624529305,0.54074028731576,0.550970662639593,0.560682830887407,0.542698778267731,0.5505276083493,0.557370836249755,0.584548790522122,0.595352392707096,0.605579310408808,0.682677512549134,0.692641439064785,0.704861208507083,-0.930344043358387,-0.904738702986658,-0.878390119495643,-2.04746228974277,-1.32619885832828,-0.815575970364628,-1.22031195255895,-1.17974029672563,-1.14783671967916,0.0111600344919762,0.0176559815920159,0.0257717329465055,7798.625,7947.5,8093.15,10553.8,10705.5,10850.525,8062.9,8198,8314.525,35084.025,35308.5,35483.625,65,73,80.525,100
"112",131,"equal",0.00245775,0.00541,0.01188975,10604.35,10795.5,10963.925,51957.9,52168.5,52367.775,8089.425,8225.5,8340.625,35207.175,35426.5,35609.525,0.676015386950816,0.686468863979498,0.697190205508409,0.711600050960991,0.720778433156549,0.730554642394662,0.540703109281276,0.551016118833799,0.560902729819962,0.542586962478936,0.550446423715633,0.55736194009861,0.584492093450527,0.59547184898439,0.605653265903334,0.681028997842006,0.692182006000031,0.703734081747389,-0.930530852121003,-0.905033951146341,-0.878253661646242,-1.97595168512445,-1.27655416921271,-0.783631984704135,-1.21650014788111,-1.17824664871012,-1.14265598990959,0.0106183077005835,0.016857050033516,0.0248147882063276,7809.05,7954.5,8097.575,10561.95,10713.5,10857.1,8089.425,8225.5,8340.625,35207.175,35426.5,35609.525,65,73,80.525,100
"113",132,"equal",0.0022135,0.00481,0.01081575,10613.65,10805,10975.825,52034.275,52242.5,52446.15,8119.475,8254,8366.675,35311.8,35547.5,35735.05,0.676073752204525,0.686239776216779,0.697316465355215,0.711621730723293,0.720864158678518,0.730549026191672,0.540876653877762,0.550942378179642,0.560950905937508,0.542546012269939,0.550432217783353,0.557259428478186,0.58450245644656,0.595455214354397,0.605664031827601,0.682172131051158,0.691502633333009,0.703278949366363,-0.930558533269681,-0.904992831623563,-0.87827865053905,-1.9165569141248,-1.23154731572692,-0.7390335678728,-1.21496586997774,-1.17604197414148,-1.146245343689,0.00989964351497835,0.0161947426408769,0.0239348316980451,7820.475,7961,8102.05,10569.95,10722,10866.05,8119.475,8254,8366.675,35311.8,35547.5,35735.05,65,73,80.525,100
"114",133,"equal",0.002013,0.004305,0.00969575,10625.8,10815,10985.825,52118.425,52324,52537.525,8145.275,8287.5,8397.05,35414.775,35662,35853.575,0.675912514310125,0.68629261870329,0.697410725151596,0.711734210964807,0.720974054684118,0.730660326958696,0.540796261849823,0.55102251623961,0.560850730827064,0.542577977705926,0.550480066974667,0.55724495275726,0.584567602892285,0.59517493972137,0.605750770508775,0.68024571061845,0.691381535382325,0.703975872599425,-0.930778673889481,-0.90430028310233,-0.878435459728775,-1.85648132072417,-1.18877132822859,-0.704929119687535,-1.21731433276939,-1.17564968408632,-1.14020255318092,0.00933752283870856,0.0154362354337284,0.0231012559185631,7826.425,7966,8106.625,10573.95,10728.5,10870.675,8145.275,8287.5,8397.05,35414.775,35662,35853.575,65,73,80.525,100
"115",134,"equal",0.001816,0.00389,0.00874625,10643.85,10831.5,10992.675,52193,52403,52616.25,8171.325,8323.5,8424,35537.675,35786.5,35988,0.676144459367473,0.686267221442149,0.69733253491687,0.711971274052872,0.721177171304588,0.730682343902206,0.540703845090887,0.551053082119686,0.560904677755678,0.542746601261729,0.550476830728168,0.557282151376619,0.584716194414137,0.595291488864207,0.605756612128588,0.681019676717427,0.690916247694101,0.703274739454603,-0.930794642478398,-0.904588205154953,-0.878793927350694,-1.79232887095628,-1.14721988709087,-0.67506696100876,-1.21495012432079,-1.17414306901637,-1.14262629966157,0.00883586285307845,0.0148681938576623,0.0221851997109251,7830.05,7969.5,8107.575,10577.475,10734.5,10876.1,8171.325,8323.5,8424,35537.675,35786.5,35988,65,73,80.525,100
"116",135,"equal",0.00159425,0.00347,0.00776725,10656.95,10845,11008.725,52284.275,52483.5,52690.6,8208.175,8349.5,8459,35649.875,35910.5,36102.825,0.675514834994612,0.686078273033319,0.697057507225388,0.71196577229086,0.721125006603816,0.730817226865111,0.540695131228604,0.550940012609485,0.56089163487373,0.542702138213941,0.550412750460839,0.55732152159844,0.584567271165916,0.595302223508863,0.605785008037556,0.68000173471982,0.6904286925711,0.703178469061749,-0.930867471041646,-0.904614742458729,-0.878434819435388,-1.74382359008302,-1.09736425047269,-0.636773313763715,-1.21462469639549,-1.17256683371065,-1.13944110202986,0.00823805259783622,0.0140475682071311,0.021486325761996,7834.05,7973.5,8111.1,10583,10739.5,10883.525,8208.175,8349.5,8459,35649.875,35910.5,36102.825,65,73,80.525,100
"117",136,"equal",0.001446,0.003155,0.00712925,10670.95,10857.5,11016.775,52362.95,52553.5,52765.125,8244.375,8380.5,8488.625,35775.45,36020.5,36221.175,0.675521272367639,0.685772034846263,0.696888172460501,0.712167939187694,0.721205161266985,0.730921470024644,0.540676894341528,0.550913881770404,0.560973687374588,0.54270745523389,0.550418689349823,0.55731120915308,0.584600553882069,0.595279700330241,0.605853861351229,0.679978476319966,0.689796704803977,0.702178599432911,-0.931042141964266,-0.904559105400173,-0.87851510058537,-1.68838658888068,-1.06277949032077,-0.593394662556904,-1.21126130018932,-1.17052751931111,-1.1393690625613,0.00753477451097667,0.0135010666697029,0.0206241334501835,7838.1,7977,8112.1,10586,10748,10886.525,8244.375,8380.5,8488.625,35775.45,36020.5,36221.175,65,73,80.525,100
"118",137,"equal",0.00129225,0.00287,0.0064555,10682.8,10870.5,11028.675,52438.075,52632,52840.8,8272.95,8410,8513.525,35895.55,36139.5,36340.025,0.675644773488375,0.68563365323547,0.696988930787287,0.712269240202751,0.721405992260648,0.731024938439347,0.540671795217599,0.55091517846073,0.560930248107363,0.542656588149952,0.550471356071843,0.557342832985179,0.584739747885912,0.595213440512649,0.605934332584858,0.680134154929125,0.689207094686977,0.70101721228984,-0.931247154788558,-0.904395366008537,-0.878850606390804,-1.6224564070318,-1.01649520524803,-0.570054339667833,-1.20737122775128,-1.16862848840279,-1.13985545903577,0.00716961614571679,0.0128658975161724,0.0197133284427371,7840.1,7979,8115.625,10594.475,10751,10895.05,8272.95,8410,8513.525,35895.55,36139.5,36340.025,65,73,80.525,100
"119",138,"equal",0.0011395,0.002525,0.0057515,10702.375,10882.5,11034.575,52506.275,52705,52915.5,8298.175,8438,8543.675,35996.45,36255.5,36454.35,0.675760589527947,0.685758041250522,0.69677231889031,0.712472233587829,0.721362388432748,0.731073783163627,0.54060373701995,0.550940985005687,0.560893148520415,0.542661310890079,0.55046157243735,0.557344783644993,0.584764329477521,0.595243642786999,0.605853336988663,0.678644218456093,0.689055414462172,0.701338374449401,-0.931040430191232,-0.90446998056618,-0.878909757109021,-1.5931780574228,-0.974732775684795,-0.535014098771836,-1.20845236461375,-1.16814079406142,-1.13520723578978,0.00659761292117838,0.0122145727145847,0.019262918327613,7842.1,7981.5,8117.2,10601.9,10752.5,10902.525,8298.175,8438,8543.675,35996.45,36255.5,36454.35,65,73,80.525,100
"120",139,"equal",0.00106475,0.00228,0.00517575,10718.175,10896,11049.575,52580.6,52781.5,52993.975,8330.7,8469.5,8577.35,36108.375,36368,36566.725,0.675456566161889,0.685687127198843,0.696577596316584,0.712475344647456,0.721397252042419,0.731209789625405,0.54045068618782,0.550917669672459,0.56087524781285,0.542575847495698,0.550442261257661,0.557308190424937,0.584743711192218,0.59521765938792,0.605822848872433,0.678437743343603,0.68865447269888,0.700469565008969,-0.930962317046554,-0.904405787353905,-0.87886044811728,-1.53763521507663,-0.939047581655325,-0.506820174265666,-1.20554710929848,-1.16685199641422,-1.13456419041756,0.00614520476629849,0.0116339929427584,0.0185035463321778,7845.2,7983.5,8118.725,10608.75,10757.5,10907.05,8330.7,8469.5,8577.35,36108.375,36368,36566.725,65,73,80.525,100
"121",140,"equal",0.00095,0.00202,0.0046915,10735.325,10904.5,11066.15,52655.475,52851,53069.1,8354.55,8504.5,8608.875,36226.8,36485.5,36686.775,0.674955734179979,0.68543321470726,0.69658579813632,0.712469803322623,0.721498120105306,0.731247523832411,0.540335998679932,0.550908280208382,0.560787788632487,0.542590629000844,0.550483919184646,0.557344735348778,0.584650229730351,0.595255083858663,0.60580076524049,0.67752852449733,0.688321286260447,0.699934366772752,-0.930907067556813,-0.904498256933816,-0.878635153092453,-1.48236532112281,-0.902260964440541,-0.466949865237861,-1.20375972158353,-1.16578257341009,-1.131743304764,0.00551207906924427,0.0111065714139771,0.0177018279241463,7847.825,7985.5,8120.3,10613.325,10760,10911.625,8354.55,8504.5,8608.875,36226.8,36485.5,36686.775,65,73,80.525,100
"122",141,"equal",0.00085,0.001865,0.0041645,10753.325,10917,11079.05,52738.8,52928.5,53134.525,8387.975,8537.5,8640.875,36326.55,36596.5,36807.2,0.674804686829799,0.685366521108227,0.696509826512067,0.712453358931764,0.721554834428883,0.731229046915127,0.540351547304512,0.550836696696652,0.560711675876767,0.54260155656829,0.550472468379902,0.557280106354541,0.584678207182926,0.595281906930887,0.605776289289835,0.678546532746332,0.688013792667468,0.699542837262906,-0.93084524520975,-0.904564527965523,-0.878702738667716,-1.44049681720499,-0.860843647074085,-0.437095704227832,-1.20245488506967,-1.16479632908879,-1.13490261930045,0.00504265352926479,0.0104759656676927,0.0170971847348193,7849.925,7987,8121.3,10614.375,10764.5,10914.725,8387.975,8537.5,8640.875,36326.55,36596.5,36807.2,65,73,80.525,100
"123",142,"equal",0.00076,0.001575,0.003746,10768.85,10932,11088,52806.8,52999,53208.15,8412.55,8567.5,8674.5,36458.375,36707.5,36923.05,0.67474102602068,0.685484655748998,0.69643259885441,0.712587884418211,0.721547301247871,0.731059013843304,0.540342706150422,0.550905766614779,0.560657168218786,0.542591828839621,0.550418907933132,0.557266135583561,0.58464269676731,0.595345537918116,0.60577870384488,0.676862662430518,0.687596765587572,0.698568717804106,-0.930851915237894,-0.904721761032659,-0.87861704455089,-1.39006016479072,-0.828008129760649,-0.40645950155128,-1.19921867862846,-1.16346052440531,-1.12968024563126,0.00454449518276789,0.00993886096104525,0.0163848428136912,7852.5,7988,8122.3,10616.375,10769.5,10917.25,8412.55,8567.5,8674.5,36458.375,36707.5,36923.05,65,73,80.525,100
"124",143,"equal",0.00064325,0.00143,0.0033615,10780.375,10946.5,11103.525,52880.425,53073.5,53276.325,8443.325,8597.5,8709.6,36576.9,36825.5,37039.325,0.674394551732136,0.685191266182016,0.696170234490993,0.712458456006973,0.721555877182894,0.731032112780682,0.540391498187906,0.550773692125528,0.560685536854024,0.542573894439828,0.550364773912138,0.55727172405396,0.584602575691286,0.595373541024183,0.6058224864203,0.67649786273446,0.687388462524029,0.698608818509148,-0.930963439396756,-0.904790965570726,-0.878520374906622,-1.34463218949706,-0.795786280408239,-0.380554372389194,-1.19934774066972,-1.16279398696251,-1.12854956206648,0.00412205048359416,0.00949149049254762,0.0157462448408018,7855.6,7989.5,8124.25,10617.85,10774,10919.3,8443.325,8597.5,8709.6,36576.9,36825.5,37039.325,65,73,80.525,100
"125",144,"equal",0.00060475,0.0013,0.00301725,10794.95,10957.5,11119.15,52950.325,53141,53346.325,8477.375,8625.5,8740.3,36685.7,36935.5,37146.5,0.674498365561022,0.685182026830982,0.696230409616713,0.712501156878814,0.721570817806878,0.73104305221909,0.540406585010791,0.550880008777779,0.560655038513765,0.542560458788814,0.550309211231667,0.557197473075812,0.584673734470993,0.59540578278897,0.605800273426659,0.676671348653304,0.686817589086608,0.698403818156453,-0.930907959575928,-0.904870675506585,-0.878691937846607,-1.29954937856113,-0.761807912099916,-0.359190688773722,-1.1986666742712,-1.16096953124134,-1.12908795626057,0.00379484201918213,0.00897122268379236,0.0151053468652041,7855.6,7989.5,8125.2,10620.425,10775.5,10920.825,8477.375,8625.5,8740.3,36685.7,36935.5,37146.5,65,73,80.525,100
"126",145,"equal",0.00054,0.00118,0.002754,10808.85,10971.5,11131.625,53019.7,53213,53406.8,8504.7,8656.5,8773.25,36806.9,37054,37260.575,0.674241461137806,0.685071196796156,0.696113013628454,0.712503335175057,0.72158540366186,0.731058259810925,0.540389288371178,0.550901416280744,0.560694097466498,0.542535093298678,0.550288269974717,0.557202943821836,0.584589539360757,0.595472152328113,0.605852695020724,0.67602515330863,0.686579557710528,0.697561797233128,-0.931040526807496,-0.905034748758697,-0.878488951189408,-1.25854362346581,-0.721916861652915,-0.331215228475549,-1.19587831164936,-1.16020975808817,-1.12709639999173,0.00336293656568399,0.00831908220241299,0.0145017247745094,7856.65,7990.5,8125.2,10623,10777.5,10922.875,8504.7,8656.5,8773.25,36806.9,37054,37260.575,65,73,80.525,100
"127",146,"equal",0.00048,0.00107,0.00242775,10820.325,10982,11148.3,53084.9,53274,53473.875,8534.6,8693,8802.625,36920.8,37164.5,37372.45,0.674388096963255,0.684798113146416,0.695673641215838,0.712666607036371,0.721619752541307,0.730986919780657,0.540384414968784,0.550860752823191,0.560722447771667,0.542508326703389,0.550256556791572,0.557181297727037,0.584679393634339,0.595448302840121,0.605871547391057,0.676059616545302,0.685960725386731,0.697272254443648,-0.931088747806798,-0.904975762529987,-0.878705584679987,-1.21069260086358,-0.693325089733564,-0.290329257120229,-1.19492812178523,-1.15823722944792,-1.1271997455314,0.00274778151100854,0.00792314595934461,0.0138135658401265,7858.225,7993,8126.15,10623,10780,10923.35,8534.6,8693,8802.625,36920.8,37164.5,37372.45,65,73,80.525,100
"128",147,"equal",0.00042475,0.000965,0.0022145,10831.325,10995.5,11162.675,53152.075,53347,53540.925,8561.475,8727.5,8829.15,37021.85,37277.5,37482.8,0.674321407751175,0.684727134889511,0.695507353854318,0.712646847057653,0.721693466692212,0.73101627658978,0.540352961031973,0.550901651675263,0.560776738064781,0.542484775062972,0.550247031459738,0.557212654358615,0.584725366956154,0.595493234150158,0.605920350165051,0.675637356554878,0.685688358065372,0.697321198239551,-0.931212610976555,-0.905086823218505,-0.878816383571365,-1.17455307788328,-0.662596962597566,-0.266611337175369,-1.19508452311776,-1.15737042541604,-1.1258939009003,0.0023696013257644,0.00736513105504041,0.0132993467905171,7858.7,7993,8126.675,10623.475,10783.5,10925.825,8561.475,8727.5,8829.15,37021.85,37277.5,37482.8,65,73,80.525,100
"129",148,"equal",0.000389,0.00086,0.001982,10845.85,11008.5,11173.625,53223.2,53420.5,53608.8,8592.375,8753,8860.05,37127,37386,37593.225,0.674270957725355,0.684446282632612,0.695327651734812,0.71264870233028,0.721638133823083,0.730785945868466,0.540333009755091,0.551009843688369,0.560713958121779,0.542420428129718,0.550221371264585,0.557186761039091,0.584711485670581,0.595591429434639,0.605868078739956,0.675498977645161,0.685975457322235,0.696787861537513,-0.931079780036336,-0.905329615880355,-0.878782904096825,-1.12705340915515,-0.6260692985261,-0.245984627204747,-1.1933234272536,-1.15828419772392,-1.12546713617438,0.00205658313304057,0.0069487850777488,0.012644712466672,7859.225,7993.5,8126.675,10624,10785.5,10926.825,8592.375,8753,8860.05,37127,37386,37593.225,65,73,80.525,100
"130",149,"equal",0.00035475,0.00075,0.00179675,10858.375,11025.5,11186.625,53287,53489,53674.925,8620.95,8780.5,8892.2,37228,37496.5,37697.375,0.673915225758374,0.684118982832748,0.695130715801269,0.712728081263413,0.72171056417549,0.730825606911594,0.54032380131825,0.551057839232862,0.560703062576782,0.542412830503099,0.550230750106391,0.557197552373313,0.58470713196719,0.59556598654275,0.605865011239521,0.675213701583947,0.685113017425622,0.696104829372536,-0.931071225844409,-0.905266717642234,-0.87877220507008,-1.08030937216822,-0.599182796201101,-0.212814412322903,-1.19107325968064,-1.15554149120875,-1.12458789356628,0.00156682136163271,0.00647399096737591,0.0119679471095569,7859.7,7994.5,8126.675,10625.9,10787.5,10927.775,8620.95,8780.5,8892.2,37228,37496.5,37697.375,65,73,80.525,100
"131",150,"equal",0.00032,0.000675,0.00161525,10871.8,11039.5,11198.3,53342.625,53552.5,53730.125,8652.425,8812.5,8918.675,37344.9,37605,37795.45,0.673497035933695,0.684103195437553,0.694832867563446,0.712610525749442,0.721796317301155,0.730832473109179,0.540221748562617,0.551005446528125,0.560754921279902,0.542412830503099,0.550214466055019,0.557200778427828,0.584621320912747,0.595575301167214,0.605914192158141,0.674556659936407,0.684707116898627,0.696003491000748,-0.931195457444446,-0.905289782007004,-0.87856543580043,-1.05248800696377,-0.574280967993302,-0.18973098169994,-1.19073920409824,-1.15425328453889,-1.12256762891845,0.00121135624030358,0.00611100683113451,0.0115622037111917,7859.7,7995,8127.15,10626.425,10789,10929.2,8652.425,8812.5,8918.675,37344.9,37605,37795.45,65,73,80.525,100
"142",30,"highUnequal",0.00140225,0.003,0.0052005,11443.125,11621,11759.525,34661.225,34893.5,35074.75,2491.7,2589.5,2667.15,17500.95,17667,17868.25,0.0373053787877677,0.516387295870872,0.673525112009571,0.372937029789897,0.560703124819459,0.66647678942634,-1.20416666666667,-0.0898989898989899,0.262070938215103,0.376821217769494,0.558226495726496,0.662534445805266,-1.20470489628582,-0.0899512581891346,0.26216350996088,0.0735168317053758,0.531726011846819,0.680086256844372,-0.304034298795733,0.0861325810465709,0.790463425557838,-8.38354798743172,-7.02822095773115,-6.17741648310144,-1.14000857768251,-0.758701715276509,-0.0764600081248304,0.0600370825007116,0.0956955530879215,0.133083236075296,5.475,15,27,21.475,48.5,82,2491.7,2589.5,2667.15,17500.95,17667,17868.25,65,73,80.525,100
"143",31,"highUnequal",0.00160475,0.00331,0.005805,11668.475,11844.5,11997.05,35378.3,35584.5,35774.25,2573.95,2662,2743.725,17930.875,18108.5,18290.525,0.0916703931206054,0.511705386342371,0.683289665004717,0.385316235812121,0.554718000299878,0.650438438237819,-1.03527777777778,-0.106837606837607,0.286217948717949,0.388347808105872,0.555555555555556,0.64605026579112,-1.03579238488063,-0.106823754484023,0.286314735503019,0.100874927209987,0.524201647850865,0.693797648846867,-0.337569851801946,0.101487147187467,0.710884656559967,-8.22719047820926,-7.03085848182839,-6.14653240626131,-1.18376007295246,-0.742780677596392,-0.106508005312697,0.0646876631469551,0.0957856886146247,0.131199633570773,6.475,16,30.05,24.475,54.5,91,2573.95,2662,2743.725,17930.875,18108.5,18290.525,65,73,80.525,100
"144",32,"highUnequal",0.0017595,0.003615,0.00643825,11896.425,12073,12213.15,36066.7,36274,36468.25,2643.175,2732,2812.525,18384.075,18538.5,18714.525,0.157207492423574,0.511638892342967,0.668236231494952,0.392563879979302,0.551215715730933,0.648710238513891,-0.88030303030303,-0.11322463768116,0.266071428571429,0.396668548842462,0.553478157644824,0.642999270318814,-0.880669677185045,-0.113322612792145,0.266114703579248,0.169511842993667,0.519770750691881,0.675550853694683,-0.309416813610246,0.107293186960659,0.631498088998042,-7.96645171348427,-6.98933478103868,-6.13490329871659,-1.12563758897293,-0.733491715574504,-0.185775131709278,0.0671983400375788,0.096646340491335,0.127025312474268,6.95,19,33.525,27.95,60,101.05,2643.175,2732,2812.525,18384.075,18538.5,18714.525,65,73,80.525,100
"145",33,"highUnequal",0.001878,0.003985,0.00715575,12116.9,12298,12443.2,36724.9,36957.5,37144.725,2715.225,2799,2895.05,18794.425,18968,19139.25,0.184530667057291,0.517778262029552,0.659324476510465,0.394224065388142,0.551779451756808,0.644587538203468,-0.827243589743589,-0.100649350649351,0.23810606060606,0.396428571428572,0.549702118270079,0.644104308390023,-0.827560961504194,-0.100659476829612,0.238118522207247,0.191062598296931,0.526880439520586,0.664008616162773,-0.271982051465349,0.0958975581208822,0.60297630959134,-8.13817774283687,-6.98664702499512,-6.19933623915835,-1.09068012150397,-0.748409650732576,-0.212118115022712,0.0702856028487514,0.0955661528992209,0.118645537708175,7.475,21,35,31.95,66,113.1,2715.225,2799,2895.05,18794.425,18968,19139.25,65,73,80.525,100
"146",34,"highUnequal",0.00210225,0.004385,0.0079515,12328.9,12516,12652.775,37408.175,37620.5,37806.025,2777.325,2873,2966.575,19220.225,19401,19553.15,0.179994491277073,0.512584355652826,0.675938095723061,0.390892640061981,0.555689929009965,0.645635453938906,-0.85,-0.0990338164251207,0.271634615384615,0.395361635220126,0.554302536231884,0.645715497737557,-0.850362187127631,-0.0990676751976481,0.271726139494178,0.185076802357163,0.517829045070249,0.679471336140126,-0.317083029002378,0.0944019326424669,0.615373398144944,-8.11417948813319,-6.94808264307288,-6.27268840681678,-1.13779956291634,-0.729457127572552,-0.204780543947363,0.0681185543077601,0.0943259641549926,0.121447529458676,8,22.5,38.1,34.95,73.5,127.575,2777.325,2873,2966.575,19220.225,19401,19553.15,65,73,80.525,100
"147",35,"highUnequal",0.00236075,0.004875,0.00882675,12550.375,12722,12856.2,38063.375,38265.5,38462.05,2849.75,2944.5,3041.15,19628.025,19817,19978.625,0.222029166024417,0.515316691545482,0.663173210022179,0.409554349668005,0.549198891156547,0.635668635526034,-0.730454545454545,-0.0994152046783625,0.257457264957264,0.413606853980417,0.546397167979902,0.636406765676568,-0.730996119172495,-0.0995336822820756,0.257527008182835,0.231655328125389,0.521769086140119,0.677983944174246,-0.297906886551427,0.0948303136392085,0.548695471027174,-7.8757819839032,-6.92901699385511,-6.23375462083557,-1.13315531264297,-0.737676929749929,-0.263547424470325,0.0668039124250415,0.0952467376165672,0.115461637007322,8.475,25,41.575,37.9,81.5,138.525,2849.75,2944.5,3041.15,19628.025,19817,19978.625,65,73,80.525,100
"148",36,"highUnequal",0.00262025,0.005375,0.0097355,12765.225,12925,13060.3,38711.675,38894.5,39100.675,2920.75,3012,3101.825,20040.325,20231.5,20390.8,0.239968811236961,0.501914398165373,0.66456882590795,0.430153720657326,0.551441986016071,0.644389229525192,-0.66685606060606,-0.117156862745098,0.251935429344151,0.428348096404052,0.551138484509145,0.64375811592492,-0.667171068470971,-0.117238093785818,0.252021163830596,0.244028447198809,0.507871133736944,0.675200126261445,-0.290943546470627,0.110859542649166,0.510974227611814,-7.89093324468267,-6.91940827295327,-6.27775037342091,-1.1246295418567,-0.709014946876963,-0.279752970902126,0.069982315786348,0.0936584064914051,0.113480961202986,9.95,28,46.575,43.425,88.5,154.625,2920.75,3012,3101.825,20040.325,20231.5,20390.8,65,73,80.525,100
"149",37,"highUnequal",0.0028455,0.00593,0.01076125,12952.375,13129.5,13260.2,39324.125,39521,39725.875,2988.425,3086,3175.25,20452.425,20636,20793.85,0.253113850562413,0.489982125683601,0.654975481699897,0.416015004738513,0.552567438529134,0.649067281157887,-0.642916666666667,-0.143623737373737,0.224650537634408,0.420162418790605,0.55136231884058,0.648550836550836,-0.643248297560215,-0.14380218322019,0.224752794360227,0.271657485751765,0.503170264280806,0.663365289347613,-0.254642966946108,0.134355841026407,0.496561476162003,-7.89035681050307,-6.9080112572778,-6.26436219646234,-1.08908116451024,-0.699520558719296,-0.316999452924965,0.069976197933603,0.095135635266582,0.113119736703431,11,30,51.05,47.475,98,168.575,2988.425,3086,3175.25,20452.425,20636,20793.85,65,73,80.525,100
