VE_susc,t,Label_testingDiff,Covid_cumPropSymptInfect_unvac.2.5.,Covid_cumPropSymptInfect_unvac.50.,Covid_cumPropSymptInfect_unvac.97.5.,Covid_cumPropSymptInfect_vac.2.5.,Covid_cumPropSymptInfect_vac.50.,Covid_cumPropSymptInfect_vac.97.5.,NonCovid_cumPropSymptInfect_unvac.2.5.,NonCovid_cumPropSymptInfect_unvac.50.,NonCovid_cumPropSymptInfect_unvac.97.5.,NonCovid_cumPropSymptInfect_vac.2.5.,NonCovid_cumPropSymptInfect_vac.50.,NonCovid_cumPropSymptInfect_vac.97.5.,CumProp_falseNeg_vac.2.5.,CumProp_falseNeg_vac.50.,CumProp_falseNeg_vac.97.5.,CumProp_falseNeg_unvac.2.5.,CumProp_falseNeg_unvac.50.,CumProp_falseNeg_unvac.97.5.,VE_symptOR_observed.2.5.,VE_symptOR_observed.50.,VE_symptOR_observed.97.5.,VE_symptOR.2.5.,VE_symptOR.50.,VE_symptOR.97.5.,VE_symptRR_observed.2.5.,VE_symptRR_observed.50.,VE_symptRR_observed.97.5.,VE_symptRR.2.5.,VE_symptRR.50.,VE_symptRR.97.5.,t_highChange.2.5.,t_highChange.50.,t_highChange.97.5.,totalNum_sims
0.55,82,equal,0.180238,0.2759,0.35524,0.081348333,0.12482,0.159980667,0.506453,0.56892,0.646347,0.661199,0.688466667,0.724857667,0.002368173,0.004303662,0.006588978,0.004932653,0.008866499,0.013311121,0.579819904,0.616034964,0.643689603,0.588965698,0.627989798,0.659764146,0.53329878,0.549526712,0.568458259,0.535455205,0.549975525,0.559304086,65,73,80,100
0.55,83,equal,0.192771,0.2902,0.367062,0.086798333,0.131173333,0.165847333,0.500205,0.56094,0.639678,0.659916667,0.686946667,0.724001,0.002634425,0.00464967,0.007127679,0.005259876,0.009500852,0.014057715,0.580379059,0.619776015,0.645552258,0.594582733,0.633610007,0.663294478,0.533974218,0.550462354,0.568780167,0.53692164,0.55013986,0.558810854,65,73,80,100
0.55,84,equal,0.205535,0.30368,0.379189,0.093011667,0.137453333,0.171029333,0.493396,0.55248,0.632679,0.659207,0.685406667,0.722856,0.002712002,0.004984023,0.007509531,0.005789604,0.010341381,0.015318352,0.583388906,0.622618797,0.648304987,0.597882943,0.636985992,0.667140341,0.533041806,0.549898421,0.568373563,0.535967514,0.550191097,0.559405247,65,73,80,100
0.55,85,equal,0.219231,0.3167,0.390593,0.098947667,0.14342,0.176508,0.486096,0.54436,0.624622,0.65758,0.683453333,0.721339,0.002950721,0.005338021,0.0079847,0.006157954,0.011057234,0.016500766,0.584501794,0.626565598,0.652788624,0.602934728,0.64183133,0.668742243,0.533379316,0.550782348,0.567298775,0.536079931,0.550566364,0.559215955,65,73,80,100
0.55,86,equal,0.233211,0.33042,0.401286,0.104947,0.149426667,0.181415667,0.479964,0.53614,0.616558,0.656724,0.682066667,0.719792333,0.003199258,0.005701405,0.00852183,0.006689573,0.011833037,0.017770842,0.58888927,0.630423297,0.656148578,0.608405986,0.646017838,0.672573429,0.534801264,0.551155125,0.564457007,0.535505808,0.550391262,0.558542491,65,73,80,100
0.55,87,equal,0.24705,0.34324,0.411759,0.111012667,0.155286667,0.186070333,0.473583,0.52848,0.607315,0.656078333,0.6801,0.718024,0.003493531,0.006188047,0.009010265,0.007292023,0.012742897,0.018677765,0.591746938,0.634014931,0.659903226,0.613078017,0.650298642,0.676699804,0.534176261,0.55119227,0.566076857,0.536726777,0.550855314,0.558114589,65,73,80,100
0.55,88,equal,0.260911,0.35514,0.421288,0.116844,0.161173333,0.190479,0.467896,0.52084,0.59858,0.655488333,0.678413333,0.716147,0.003699129,0.006633694,0.009473548,0.007777998,0.013489952,0.019912836,0.595220215,0.637190946,0.662982324,0.618337012,0.65500612,0.68083443,0.534315177,0.550750586,0.563741272,0.537101559,0.550160698,0.55773023,65,73,80,100
0.55,89,equal,0.274842,0.3677,0.43066,0.123120333,0.16684,0.194522667,0.461856,0.51274,0.590036,0.655059,0.67668,0.713895667,0.004010233,0.007035447,0.009994279,0.008453785,0.014521803,0.021368685,0.601371144,0.640539935,0.666283521,0.624455643,0.659102561,0.685065798,0.533775536,0.550792879,0.563066964,0.53707844,0.550299608,0.559342479,65,73,80,100
0.55,90,equal,0.288665,0.3802,0.438795,0.129240333,0.171953333,0.198167,0.457377,0.50478,0.58104,0.654675,0.675273333,0.711916667,0.004340896,0.007459019,0.010629822,0.009209883,0.015455201,0.022594829,0.604298743,0.643870253,0.66956282,0.630153851,0.662929776,0.687737282,0.533606392,0.550286909,0.563602231,0.537627998,0.550314823,0.557546808,65,73,80,100
0.55,91,equal,0.302707,0.39124,0.446736,0.135172333,0.17704,0.201389333,0.453014,0.49806,0.572355,0.654654667,0.67368,0.709862333,0.004673129,0.007908217,0.011240338,0.010117588,0.016076134,0.023510359,0.608359175,0.646584431,0.673030949,0.635229566,0.667485551,0.690850739,0.533222127,0.550448234,0.563368591,0.539459229,0.550364105,0.557651603,65,73,80,100
0.55,92,equal,0.316101,0.40268,0.45464,0.141531,0.18184,0.204465333,0.448226,0.4917,0.563245,0.654562667,0.6724,0.707261333,0.004953246,0.008389224,0.011869596,0.010769762,0.01702852,0.024491213,0.613120947,0.651279524,0.676099084,0.639087534,0.671387048,0.693666225,0.534734446,0.550667303,0.562744309,0.538893565,0.550272408,0.558015952,65,73,80,100
0.55,93,equal,0.329109,0.41314,0.462295,0.148035667,0.186453333,0.207393667,0.443645,0.48474,0.555093,0.654406333,0.67104,0.704427333,0.005362844,0.008878134,0.012402067,0.011526203,0.018079638,0.025604893,0.616953944,0.653332363,0.678305118,0.642976464,0.675339803,0.696706435,0.536566066,0.550267154,0.563051568,0.540745908,0.550160773,0.558236312,65,73,80,100
0.55,94,equal,0.342292,0.42234,0.46805,0.154310667,0.19088,0.210117667,0.440383,0.47888,0.545872,0.654617333,0.670066667,0.701852667,0.005698958,0.009284768,0.012988807,0.011868794,0.018990943,0.027000588,0.621635484,0.656681444,0.680130674,0.647270009,0.678492553,0.700015036,0.537202557,0.549689546,0.562532768,0.5413966,0.550317044,0.558618536,65,73,80,100
0.55,95,equal,0.354754,0.43192,0.473748,0.159555,0.19478,0.212827,0.437602,0.4727,0.53734,0.654621333,0.669106667,0.699802667,0.006144325,0.009839343,0.013655029,0.013109824,0.020148629,0.028600317,0.628636563,0.658464966,0.681870019,0.65330881,0.682730117,0.702163481,0.537581576,0.550024458,0.562517826,0.541217665,0.550172903,0.558827645,65,73,80,100
0.55,96,equal,0.366842,0.44014,0.479528,0.16513,0.19822,0.215358333,0.434116,0.46758,0.52901,0.654945333,0.66842,0.697690667,0.006645605,0.010401976,0.014093524,0.013917913,0.021355691,0.030141635,0.631143337,0.660346429,0.683832139,0.656634647,0.685870983,0.704203199,0.537653568,0.549590141,0.562068236,0.54093493,0.550464179,0.557877056,65,73,80,100
0.55,97,equal,0.378887,0.44796,0.484505,0.170277667,0.201646667,0.217584,0.432265,0.46246,0.520908,0.655470667,0.6678,0.695745667,0.006977224,0.010966094,0.014741006,0.014555542,0.022465104,0.031637515,0.635632288,0.663424313,0.684269734,0.660526066,0.6887321,0.70607573,0.53914909,0.550276781,0.561754118,0.541294788,0.550284328,0.557368528,65,73,80,100
0.55,98,equal,0.389478,0.45508,0.489303,0.175512,0.204933333,0.219614,0.42977,0.45832,0.513245,0.655938667,0.667486667,0.693888667,0.007544424,0.011527924,0.015308881,0.015744506,0.023752953,0.032301204,0.639456398,0.665338802,0.685781744,0.665254611,0.691921476,0.707847731,0.539120267,0.550233803,0.561651091,0.541646087,0.550206755,0.557271159,65,73,80,100
0.55,99,equal,0.400796,0.46194,0.493536,0.180182333,0.208006667,0.221461333,0.427667,0.45398,0.505157,0.656249,0.66732,0.692031667,0.008040098,0.012070135,0.015953205,0.01671538,0.02470446,0.033392889,0.643604405,0.667876967,0.687222004,0.669734422,0.694582688,0.7088773,0.539255703,0.55037346,0.561231713,0.541954686,0.55015494,0.556864065,65,73,80,100
0.55,100,equal,0.410623,0.46842,0.497628,0.184604,0.210566667,0.222967333,0.425809,0.4501,0.498508,0.657098333,0.66728,0.690554667,0.008504845,0.012643652,0.016618936,0.017513307,0.026027291,0.034739184,0.645177749,0.66989242,0.688441603,0.672828171,0.696750093,0.710609099,0.539270329,0.550363608,0.560772044,0.541918583,0.550195956,0.556684023,65,73,80,100
0.55,101,equal,0.419615,0.47396,0.501326,0.188832333,0.213246667,0.224355,0.423982,0.44678,0.492707,0.657868,0.667093333,0.689145667,0.009046703,0.013177056,0.017135977,0.018342551,0.027272596,0.036328676,0.646536965,0.671665563,0.691167247,0.676302917,0.698858951,0.712797688,0.538605704,0.550309825,0.560813979,0.541853364,0.550328147,0.556606787,65,73,80,100
0.55,102,equal,0.427895,0.47918,0.504069,0.192754,0.21584,0.225820333,0.422698,0.44422,0.486698,0.658859,0.66746,0.688005667,0.009513552,0.013718346,0.017677014,0.01914515,0.02839488,0.037445587,0.648876755,0.674077151,0.692456002,0.678693448,0.700867424,0.713764582,0.538607735,0.549978089,0.560576509,0.542180983,0.55037874,0.556485197,65,73,80,100
0.55,103,equal,0.436152,0.4836,0.506657,0.19631,0.218073333,0.226958333,0.421639,0.4417,0.481112,0.659976667,0.667793333,0.686897333,0.010069328,0.01431535,0.018286601,0.020309758,0.029759931,0.038763295,0.651741401,0.675742698,0.694157979,0.681593591,0.702781947,0.715330233,0.539014767,0.550359044,0.560316535,0.541982019,0.550365033,0.555864492,65,73,80,100
0.55,104,equal,0.444302,0.4881,0.508839,0.199912,0.21984,0.228263333,0.420944,0.4393,0.476108,0.661109,0.668173333,0.686030333,0.010573723,0.014968908,0.018833627,0.021446997,0.030970553,0.040128134,0.65380076,0.67702493,0.695100268,0.684254455,0.704585607,0.716063021,0.538722559,0.550659448,0.560492952,0.541949125,0.55076559,0.556003946,65,73,80,100
0.55,105,equal,0.450765,0.49196,0.510547,0.202922333,0.221393333,0.229295,0.420254,0.43742,0.471588,0.662231667,0.66882,0.685307,0.011192541,0.015490261,0.019578926,0.022726734,0.03226765,0.041365854,0.656639808,0.678331892,0.695581806,0.68635844,0.706295456,0.717392996,0.539267008,0.550614988,0.560263426,0.541809422,0.550530904,0.556172416,65,73,80,100
0.55,106,equal,0.456796,0.49538,0.512362,0.205762333,0.222993333,0.230201667,0.419414,0.43526,0.46806,0.663391667,0.669346667,0.684552,0.011830933,0.0161522,0.020299807,0.023904623,0.03375987,0.042641534,0.659348644,0.679581661,0.696642815,0.688733778,0.707370497,0.718700124,0.540390167,0.55080529,0.56045812,0.542213459,0.550469567,0.555631102,65,73,80,100
0.55,107,equal,0.463211,0.49872,0.514035,0.20846,0.22436,0.230943,0.419245,0.43344,0.464341,0.664364333,0.670233333,0.684106333,0.012345475,0.016735585,0.021156326,0.02540707,0.034992359,0.043638083,0.661477886,0.680832602,0.696807336,0.690541393,0.708825035,0.719291972,0.539896585,0.551044723,0.560885903,0.541970328,0.550589582,0.556129735,65,73,80,100
0.55,108,equal,0.46876,0.5016,0.515448,0.211051667,0.225633333,0.231600667,0.418885,0.4321,0.461029,0.665601,0.670946667,0.683730667,0.012867945,0.017375914,0.021764235,0.026786071,0.036285362,0.044840014,0.662875362,0.68190262,0.697653764,0.692318709,0.710354154,0.72032426,0.539777654,0.550928541,0.560979241,0.541829226,0.550486313,0.556003512,65,73,80,100
0.55,109,equal,0.473636,0.504,0.517214,0.213512667,0.226746667,0.232251667,0.418571,0.43086,0.457917,0.666554,0.671746667,0.683636667,0.013503143,0.018029951,0.022461496,0.027999969,0.037553512,0.046376209,0.663872674,0.68266719,0.698335225,0.693719034,0.711522114,0.721364818,0.539743268,0.550723546,0.560804353,0.541880918,0.550241438,0.556245235,65,73,80,100
0.55,110,equal,0.477673,0.50618,0.518682,0.215620667,0.227793333,0.233161333,0.418531,0.4298,0.455683,0.667685667,0.672793333,0.683541,0.014041978,0.018706296,0.02327263,0.029020013,0.03895889,0.04756656,0.665806999,0.68376609,0.697963841,0.695948385,0.712598398,0.722009386,0.539981303,0.550872501,0.560245637,0.541657021,0.550134634,0.556315891,65,73,80,100
0.55,111,equal,0.481844,0.50824,0.520111,0.217746667,0.228746667,0.233913,0.418409,0.42924,0.45325,0.669029667,0.67338,0.683295667,0.014550611,0.019339145,0.023828483,0.030101651,0.040201322,0.048792267,0.66734481,0.684653693,0.697966643,0.697496871,0.713446202,0.722306734,0.540358798,0.550708533,0.560083107,0.541641355,0.550164801,0.556220743,65,73,80,100
0.55,112,equal,0.485739,0.51024,0.521479,0.219719667,0.229726667,0.234414,0.418906,0.42842,0.450762,0.670388333,0.674446667,0.683412667,0.015020104,0.019867004,0.024549994,0.031141048,0.041631043,0.049639972,0.669731228,0.684812553,0.69857097,0.699068937,0.714337347,0.723034957,0.540585515,0.550636378,0.560061111,0.541548919,0.550045102,0.555758091,65,73,80,100
0.55,113,equal,0.489031,0.51218,0.522936,0.221154,0.230493333,0.234957,0.419038,0.42828,0.448229,0.671569333,0.675506667,0.683816333,0.015518092,0.020471455,0.025164165,0.032683796,0.042778746,0.051208461,0.670918344,0.685702497,0.698029265,0.701095695,0.714779365,0.723536335,0.540662101,0.55081674,0.559704543,0.541637708,0.549890045,0.556114275,65,73,80,100
0.55,114,equal,0.491971,0.51374,0.524178,0.22267,0.231186667,0.235408333,0.419318,0.42792,0.446538,0.672872333,0.676466667,0.683975667,0.016153618,0.021022529,0.025664916,0.033858926,0.044218812,0.052467773,0.672161531,0.68588827,0.698954951,0.702590653,0.715926647,0.723819542,0.540715831,0.551092887,0.559915433,0.541589753,0.550117368,0.5556687,65,73,80,100
0.55,115,equal,0.494544,0.51536,0.525021,0.224015,0.231906667,0.235892,0.419236,0.42738,0.444787,0.674125,0.677586667,0.684542667,0.01688937,0.021612444,0.026188047,0.034873124,0.045491186,0.053748828,0.672293834,0.686276961,0.699221276,0.7035178,0.716336318,0.724082556,0.540916336,0.550976691,0.560013906,0.541634069,0.550482903,0.555630855,65,73,80,100
0.55,116,equal,0.497036,0.51704,0.525957,0.225159667,0.23252,0.236267667,0.419318,0.42696,0.443917,0.675233333,0.678613333,0.685143667,0.017389724,0.022169828,0.026822663,0.036199201,0.046584368,0.055236109,0.673688568,0.686371505,0.699747117,0.704397266,0.716943451,0.724535621,0.54045951,0.550719926,0.56014741,0.541860003,0.550342262,0.55555686,65,73,80,100
0.55,117,equal,0.499544,0.51828,0.527031,0.226253,0.23318,0.236586333,0.419373,0.42712,0.442847,0.676232333,0.679506667,0.685802,0.018066751,0.022754631,0.027343053,0.037796752,0.048017078,0.056274502,0.674380612,0.686866331,0.7002288,0.705606444,0.71762794,0.724616087,0.540016092,0.550817565,0.560481364,0.541641323,0.55020082,0.55569553,65,73,80,100
0.55,118,equal,0.501835,0.51914,0.527661,0.227230333,0.233586667,0.23692,0.419927,0.42718,0.441693,0.677565667,0.680673333,0.686400667,0.01866675,0.023346417,0.028018135,0.03899498,0.049286982,0.058060589,0.674604136,0.686935183,0.70055763,0.706057523,0.718249581,0.725061697,0.540298024,0.550532749,0.560301708,0.541662558,0.550401232,0.555770819,65,73,80,100
0.55,119,equal,0.503813,0.52008,0.52854,0.228203,0.233973333,0.237180333,0.42006,0.42722,0.440963,0.678681,0.681786667,0.687169333,0.019288349,0.02399086,0.028664754,0.039651237,0.05041708,0.059395232,0.675335199,0.68698843,0.700424128,0.707035054,0.718649614,0.725467648,0.540098002,0.550443933,0.560128297,0.541704907,0.550406797,0.555775367,65,73,80,100
0.55,120,equal,0.505777,0.52102,0.529108,0.229086333,0.23434,0.237534,0.420376,0.42728,0.44023,0.679837333,0.68284,0.687979667,0.020061618,0.024596652,0.029088729,0.040896148,0.05164913,0.060486399,0.674926108,0.687563334,0.700134137,0.707670807,0.718887514,0.725788956,0.539769519,0.550327446,0.560003823,0.541631932,0.550439886,0.555743672,65,73,80,100
0.55,121,equal,0.50741,0.5219,0.529518,0.229846333,0.23482,0.237708,0.420879,0.4276,0.439677,0.681027667,0.683993333,0.688692667,0.020677298,0.025045256,0.029737164,0.042797945,0.052815909,0.061760894,0.675377826,0.687624125,0.699991755,0.708559239,0.7192715,0.725861912,0.539763732,0.550423086,0.559834636,0.541671684,0.550313551,0.555727774,65,73,80,100
0.55,122,equal,0.508895,0.52238,0.529981,0.230547667,0.2351,0.237873667,0.421062,0.42794,0.439487,0.682172333,0.685053333,0.689396333,0.021186022,0.025572638,0.03016224,0.044094747,0.054047406,0.063036893,0.675203857,0.687700416,0.700101275,0.709329132,0.719650733,0.726190045,0.53950119,0.550492908,0.559926177,0.54171691,0.550423664,0.555831567,65,73,80,100
0.55,123,equal,0.510157,0.52306,0.530394,0.231095333,0.23544,0.238108,0.421363,0.42804,0.439246,0.683499667,0.68624,0.690448,0.021905029,0.026270176,0.030702867,0.045280265,0.055264965,0.064463432,0.675735509,0.687636637,0.699913707,0.709563875,0.719834553,0.726405158,0.539900583,0.550539749,0.559818551,0.541582824,0.550354953,0.555855111,65,73,80,100
0.55,124,equal,0.511508,0.5237,0.530739,0.231648,0.23568,0.238235,0.421706,0.42818,0.438874,0.68471,0.687313333,0.691276,0.022547867,0.026847123,0.031187047,0.046597808,0.056546574,0.06566112,0.676219627,0.687665032,0.699723773,0.710151199,0.720192544,0.72670997,0.54014957,0.550520782,0.559708104,0.541730834,0.550354614,0.556050821,65,73,80,100
0.55,125,equal,0.512808,0.52432,0.531327,0.232214,0.235846667,0.238461667,0.421923,0.42862,0.43841,0.685893,0.688393333,0.692301,0.02305182,0.027397965,0.031576655,0.048125895,0.057675455,0.066893144,0.675729264,0.687617219,0.699596012,0.710224346,0.720461835,0.727021146,0.539973563,0.550239834,0.559790041,0.54159408,0.550373168,0.556006762,65,73,80,100
0.55,126,equal,0.513756,0.52494,0.531818,0.232734,0.236093333,0.238674333,0.422455,0.42894,0.438294,0.686948333,0.689513333,0.693056,0.023642094,0.027880378,0.032092891,0.049318549,0.058799648,0.067879628,0.675522947,0.68778976,0.699577317,0.710904007,0.720336466,0.727355618,0.539978155,0.55036464,0.560022504,0.541818231,0.550369799,0.555925176,65,73,80,100
0.55,127,equal,0.51504,0.52516,0.532408,0.233139,0.23628,0.238847667,0.422895,0.4294,0.438336,0.688257,0.690573333,0.693881667,0.024174962,0.028447254,0.032599258,0.050364983,0.059872737,0.068773102,0.675391966,0.687963188,0.699726823,0.711561735,0.720456013,0.727515515,0.539827081,0.550436492,0.560044393,0.541761944,0.550551566,0.555890755,65,73,80,100
0.55,128,equal,0.515912,0.52544,0.532766,0.233405333,0.2365,0.239057333,0.423474,0.43,0.438842,0.689333333,0.691746667,0.695227,0.024782785,0.029086127,0.033108696,0.05152623,0.061137014,0.06968744,0.675130077,0.687712418,0.699498665,0.711888866,0.72046284,0.727710124,0.539829291,0.550559271,0.560043831,0.541670612,0.550386024,0.555969443,65,73,80,100
0.55,129,equal,0.516377,0.52584,0.533042,0.23372,0.236646667,0.239176667,0.424118,0.43036,0.439299,0.690393,0.692973333,0.696315,0.025383708,0.029459416,0.033535064,0.052893906,0.062135534,0.070673509,0.675120419,0.687978378,0.69969193,0.712040451,0.72069429,0.727751982,0.539943527,0.550578068,0.560015403,0.541450868,0.550473687,0.555985069,65,73,80,100
0.55,130,equal,0.516848,0.52612,0.533282,0.233969,0.2368,0.239308,0.424539,0.43092,0.439807,0.691519333,0.69406,0.697333333,0.026013612,0.030034508,0.034002909,0.054017555,0.063112657,0.071473234,0.675148516,0.688040741,0.699578394,0.712264627,0.720770333,0.727874261,0.539987838,0.550796724,0.560090221,0.541517598,0.550439876,0.556000861,65,73,80,100
0.55,131,equal,0.517292,0.52636,0.533661,0.234189,0.236986667,0.239420333,0.424897,0.43144,0.440372,0.692704,0.69514,0.698432,0.026546849,0.030577574,0.034465501,0.055042213,0.064397235,0.072502195,0.675020756,0.687968386,0.699632415,0.712638633,0.721043098,0.7280818,0.539802314,0.550934649,0.560137983,0.541660476,0.550393786,0.556039111,65,73,80,100
0.55,132,equal,0.517597,0.52658,0.533823,0.234405,0.237046667,0.239554333,0.425476,0.43194,0.440889,0.693647333,0.696233333,0.699372333,0.027029792,0.031107407,0.034895113,0.056095262,0.06553845,0.073807869,0.67444762,0.68768779,0.699199545,0.713038142,0.721268674,0.728242431,0.53969124,0.550826193,0.560104579,0.541661311,0.550411657,0.55600448,65,73,80,100
0.55,133,equal,0.517887,0.5267,0.534084,0.234472333,0.23718,0.239661667,0.425775,0.43248,0.441352,0.694546333,0.697353333,0.700464,0.027634586,0.031609066,0.035319234,0.057136689,0.066697417,0.075138249,0.674474344,0.6876728,0.699120576,0.712902503,0.721452141,0.728370051,0.539805704,0.550832022,0.560032539,0.541552615,0.5504161,0.555932995,65,73,80,100
0.55,134,equal,0.518194,0.52692,0.534204,0.23456,0.23726,0.239769667,0.426693,0.43308,0.441666,0.695629,0.69836,0.701373667,0.028225396,0.032109496,0.03576128,0.058531268,0.067671472,0.07623292,0.674201584,0.687520933,0.699109622,0.712660439,0.721571028,0.728469781,0.539851998,0.550767186,0.560140049,0.541514937,0.550417667,0.555979974,65,73,80,100
0.55,135,equal,0.518467,0.52712,0.534301,0.234716667,0.237333333,0.239828667,0.427316,0.43354,0.442086,0.696755333,0.699413333,0.702362667,0.028703265,0.032549898,0.036298103,0.059618728,0.068831038,0.077222127,0.673721728,0.687254766,0.698722385,0.712412106,0.72163558,0.7286724,0.5398512,0.5507408,0.560160574,0.541497264,0.550411581,0.555929194,65,73,80,100
0.55,136,equal,0.518814,0.52736,0.53444,0.234839,0.237393333,0.239842,0.427855,0.43408,0.44224,0.697835333,0.70048,0.703272,0.029097174,0.033027719,0.036748005,0.061044214,0.069755331,0.077955483,0.673576468,0.687358512,0.698853562,0.712608488,0.72166473,0.728815483,0.539897853,0.550793531,0.560137992,0.541508484,0.550431185,0.55589916,65,73,80,100
0.55,137,equal,0.519081,0.52748,0.534541,0.234903667,0.23748,0.239882,0.428293,0.43452,0.442666,0.698755333,0.701493333,0.704335333,0.029593597,0.033641477,0.037166162,0.062300661,0.070732002,0.078846727,0.67333818,0.687175589,0.698660518,0.712571777,0.721818059,0.728951526,0.539977212,0.550786127,0.560203976,0.541422237,0.550427822,0.555958488,65,73,80,100
0.55,138,equal,0.519121,0.52764,0.534642,0.234971,0.237533333,0.239943,0.428967,0.43498,0.443495,0.699805,0.702546667,0.705331,0.030090418,0.034072378,0.037649888,0.063354644,0.071888668,0.079632011,0.673419378,0.687222274,0.698385565,0.712476858,0.721920379,0.728878299,0.539799201,0.550843053,0.560146853,0.541479226,0.550420204,0.555936502,65,73,80,100
0.55,139,equal,0.519264,0.52774,0.534762,0.234990667,0.237593333,0.240003333,0.429584,0.43546,0.44392,0.700765667,0.703593333,0.706287333,0.030357889,0.034480513,0.038151714,0.064280793,0.072949024,0.080864967,0.673131148,0.68716809,0.697956412,0.712287312,0.722060078,0.72880338,0.539741622,0.550830377,0.560185351,0.541427554,0.55042149,0.555905054,65,73,80,100
0.55,140,equal,0.519424,0.52784,0.534823,0.23503,0.237626667,0.240044,0.430137,0.43592,0.444341,0.701733333,0.70458,0.707180333,0.030891987,0.0348387,0.038583566,0.065295175,0.073915919,0.081545736,0.673306187,0.687124883,0.697666676,0.712315572,0.722187257,0.728907793,0.539730675,0.550650108,0.560200475,0.54143501,0.550379894,0.555979802,65,73,80,100
0.55,141,equal,0.519607,0.52794,0.534947,0.235049667,0.237666667,0.240104333,0.430609,0.43644,0.444954,0.702740333,0.705513333,0.708084667,0.031406399,0.035302687,0.03915685,0.066358511,0.074987819,0.082371088,0.672962228,0.686821315,0.697790122,0.712374339,0.722305661,0.728844874,0.539754663,0.550586549,0.560261262,0.541446539,0.550426908,0.55596695,65,73,80,100
0.55,142,equal,0.519731,0.52798,0.535027,0.235097333,0.237726667,0.240145,0.431384,0.43708,0.44559,0.703717333,0.706506667,0.709061333,0.032059496,0.035725567,0.039470041,0.067309744,0.075823964,0.083422971,0.672947431,0.686723398,0.697494993,0.712370775,0.722265526,0.728787647,0.539813036,0.550627174,0.560330434,0.54136913,0.550381977,0.555867862,65,73,80,100
0.55,143,equal,0.519773,0.52806,0.535048,0.235111333,0.237793333,0.240157667,0.431841,0.4376,0.446157,0.704652,0.707473333,0.710090333,0.032486492,0.036067006,0.039929926,0.068287643,0.076847875,0.084522823,0.673025449,0.686409256,0.697394305,0.712431372,0.72229927,0.728787906,0.539898947,0.550607344,0.560349643,0.541318329,0.550378199,0.555859069,65,73,80,100
0.55,144,equal,0.519891,0.5281,0.535105,0.235138,0.237826667,0.240204,0.432264,0.43822,0.446481,0.705546667,0.708413333,0.711007667,0.03298192,0.036479386,0.040326327,0.069319672,0.077907496,0.085615323,0.672914889,0.68623275,0.697278213,0.712364554,0.722285455,0.7287829,0.539852138,0.550615484,0.560350715,0.541253354,0.550391123,0.555845449,65,73,80,100
0.55,145,equal,0.519933,0.52818,0.535162,0.235166,0.237853333,0.240243333,0.43294,0.43874,0.446881,0.706427667,0.709313333,0.711962,0.033366527,0.036997293,0.040667615,0.070160113,0.078859933,0.086743828,0.672519465,0.686205932,0.696999398,0.712384218,0.722205823,0.728798546,0.539882462,0.550657896,0.560231389,0.541246605,0.550358808,0.555816793,65,73,80,100
0.55,146,equal,0.520055,0.52822,0.535244,0.235166,0.237866667,0.240249667,0.433565,0.43908,0.447237,0.707333667,0.71026,0.712856667,0.033853549,0.037500432,0.041055492,0.070977718,0.079872907,0.08778799,0.672236172,0.686109488,0.697061294,0.712430671,0.722215176,0.728704707,0.540009551,0.550686779,0.560223017,0.54120791,0.550379948,0.555771013,65,73,80,100
0.55,147,equal,0.520139,0.52828,0.535282,0.235199667,0.237886667,0.240275,0.434072,0.43968,0.447841,0.70823,0.711173333,0.713766,0.034378983,0.037810226,0.041608321,0.071865914,0.080963772,0.088875565,0.672281377,0.685934539,0.696617095,0.712399719,0.722204308,0.728702238,0.540062283,0.550673231,0.560145297,0.541229436,0.550430981,0.555771013,65,73,80,100
0.55,148,equal,0.520181,0.52834,0.53532,0.235213667,0.2379,0.240289,0.434666,0.44036,0.448504,0.709260333,0.71212,0.714630333,0.034792428,0.038277416,0.042114486,0.072882504,0.081736506,0.089614409,0.672327953,0.685678513,0.696370645,0.71248502,0.722161887,0.728585987,0.540077687,0.550708463,0.56015785,0.541242777,0.55038759,0.555707692,65,73,80,100
0.55,149,equal,0.520261,0.52834,0.535381,0.235213667,0.237906667,0.240314333,0.435112,0.44094,0.448986,0.710050667,0.712946667,0.715461667,0.035254746,0.038612284,0.042605784,0.073981333,0.082473723,0.090442891,0.672030852,0.685629079,0.696123942,0.712485962,0.722188986,0.728506213,0.539998141,0.550764342,0.560054983,0.541280927,0.550364281,0.555681364,65,73,80,100
0.55,150,equal,0.520261,0.52838,0.5354,0.235220667,0.237906667,0.240327,0.435554,0.44134,0.449609,0.711013,0.71378,0.716376,0.035558308,0.039031029,0.043001341,0.074946686,0.083432957,0.091243877,0.671964359,0.685485173,0.695949439,0.712553016,0.722164454,0.728653418,0.540014338,0.550793026,0.560059275,0.541290004,0.550392569,0.555681364,65,73,80,100
0.55,30,highUnequal,0.001278,0.0028,0.005183,0.000566333,0.001306667,0.002169,0.457998,0.46458,0.4703,0.462613333,0.46488,0.467317,0,5.63E-05,0.000141242,0,0,0.000786512,-0.062893712,0.49731653,0.708503032,0.331618225,0.533692673,0.668753851,-1.40875,-0.151515152,0.339166667,0.330316092,0.530656051,0.669848485,65,73,80,100
