,t,Label_testingDiff,VE_symptOR_observed.5.,VE_symptOR_observed.25.,VE_symptOR_observed.50.,VE_symptOR_observed.75.,VE_symptOR_observed.95.,VE_symptRR_observed.5.,VE_symptRR_observed.25.,VE_symptRR_observed.50.,VE_symptRR_observed.75.,VE_symptRR_observed.95.,VE_symptRR_timeDep.5.,VE_symptRR_timeDep.25.,VE_symptRR_timeDep.50.,VE_symptRR_timeDep.75.,VE_symptRR_timeDep.95.,VE_symptOR_timeDep.5.,VE_symptOR_timeDep.25.,VE_symptOR_timeDep.50.,VE_symptOR_timeDep.75.,VE_symptOR_timeDep.95.,VacStatus_coef_timeDep_VeRR.5.,VacStatus_coef_timeDep_VeRR.25.,VacStatus_coef_timeDep_VeRR.50.,VacStatus_coef_timeDep_VeRR.75.,VacStatus_coef_timeDep_VeRR.95.,Intercept_coef_timeDep_VeOR.5.,Intercept_coef_timeDep_VeOR.25.,Intercept_coef_timeDep_VeOR.50.,Intercept_coef_timeDep_VeOR.75.,Intercept_coef_timeDep_VeOR.95.,VacStatus_coef_timeDep_VeOR.5.,VacStatus_coef_timeDep_VeOR.25.,VacStatus_coef_timeDep_VeOR.50.,VacStatus_coef_timeDep_VeOR.75.,VacStatus_coef_timeDep_VeOR.95.,TimeStep_coef_timeDep_VeOR.5.,TimeStep_coef_timeDep_VeOR.25.,TimeStep_coef_timeDep_VeOR.50.,TimeStep_coef_timeDep_VeOR.75.,TimeStep_coef_timeDep_VeOR.95.,t_highChange.5.,t_highChange.25.,t_highChange.50.,t_highChange.75.,t_highChange.95.
37,56,equal,0.103475752,0.12693502,0.140649645,0.156525271,0.171877992,0.079920381,0.092927856,0.101827079,0.111010664,0.125246132,0.084477882,0.100825181,0.110967659,0.121694151,0.133871045,0.112384104,0.147684153,0.165653604,0.180427601,0.211384467,-0.143721562,-0.129760402,-0.117621711,-0.106277812,-0.088260833,-6.909667905,-6.583553229,-6.247889779,-6.019595802,-5.541913592,-0.237476431,-0.198972565,-0.181106779,-0.159798233,-0.119216314,0.140485788,0.144296898,0.147006403,0.149184318,0.15212244,47,49,50,52,54
38,57,equal,0.101956554,0.131396815,0.144556038,0.157488653,0.175415234,0.081622333,0.092461285,0.103195346,0.111102189,0.124098823,0.086978191,0.101622749,0.112947551,0.121918029,0.137003442,0.125009939,0.153381886,0.171173331,0.188937919,0.212410542,-0.147344627,-0.130015513,-0.119851236,-0.107165201,-0.090996032,-6.81472897,-6.456686266,-6.136410982,-5.884630042,-5.406600442,-0.238778367,-0.209410685,-0.18774579,-0.16650558,-0.13354276,0.137843529,0.141977113,0.145053712,0.147298614,0.151046217,47,49,50,52,54
39,58,equal,0.111836182,0.135564361,0.149278186,0.16148857,0.17793766,0.080870567,0.092834319,0.101840892,0.110292345,0.12108137,0.089527634,0.102616741,0.113786279,0.121716835,0.133631977,0.130830989,0.153314193,0.178921696,0.195586258,0.216741804,-0.143445491,-0.129786233,-0.120797139,-0.108272254,-0.093791795,-6.714404046,-6.362547097,-6.002069137,-5.766057917,-5.250752913,-0.244293831,-0.217641542,-0.197136844,-0.166425603,-0.140217702,0.134561441,0.14007786,0.142646623,0.145264898,0.149314202,47,49,50,52,54
40,59,equal,0.121515589,0.139222352,0.154232279,0.166275622,0.181401809,0.082370358,0.092888939,0.101920851,0.110013658,0.121617588,0.08950948,0.103027783,0.114110612,0.122020953,0.134214478,0.13993671,0.165184586,0.184387108,0.200254119,0.218435937,-0.144118134,-0.130132552,-0.121163197,-0.108730394,-0.093771864,-6.635551688,-6.199901442,-5.858128323,-5.623848829,-5.092002713,-0.246458159,-0.223461379,-0.203815602,-0.180544789,-0.150749348,0.131080989,0.137456577,0.139677236,0.142833242,0.147581978,47,49,50,52,54
41,60,equal,0.125133104,0.144795753,0.159529403,0.170126691,0.19152715,0.08309696,0.092997742,0.102973436,0.109652364,0.119588907,0.091691201,0.103813969,0.115814891,0.123501252,0.134924402,0.144814554,0.168274585,0.189403095,0.205067483,0.228049584,-0.144938427,-0.1318203,-0.123088894,-0.109607264,-0.096170885,-6.480841401,-6.073134936,-5.721127263,-5.452601475,-4.927083042,-0.258834964,-0.229498189,-0.209984465,-0.184252992,-0.156436963,0.127424725,0.133970702,0.136705543,0.139827073,0.144939902,47,49,50,52,54
42,61,equal,0.134603002,0.149372218,0.16215667,0.176824171,0.192904348,0.085422416,0.094224111,0.100467638,0.108820539,0.119741732,0.09412677,0.107115215,0.114677705,0.124138028,0.135227077,0.14645772,0.178110517,0.192627227,0.210623435,0.237456723,-0.145288446,-0.132546769,-0.121803533,-0.113297727,-0.098856089,-6.350397978,-5.888585773,-5.553162358,-5.287719767,-4.740151826,-0.271096241,-0.236511812,-0.213969832,-0.196149342,-0.158360203,0.123011481,0.130456801,0.133357773,0.13674917,0.142242531,47,49,50,52,54
43,62,equal,0.135815061,0.154814058,0.167513841,0.179830076,0.197911393,0.083652627,0.094170103,0.100307879,0.108771908,0.119733815,0.096569174,0.107872069,0.115480229,0.123744091,0.136407317,0.157942726,0.18387653,0.19728281,0.215752126,0.240711512,-0.146654064,-0.132097105,-0.122710415,-0.114145736,-0.101556533,-6.19466443,-5.756353012,-5.376849817,-5.113091371,-4.556688166,-0.275373566,-0.243030146,-0.219752819,-0.203189637,-0.171907294,0.118786087,0.126504704,0.129803621,0.134001149,0.140172824,47,49,50,52,54
44,63,equal,0.141331457,0.159288834,0.1705468,0.184752518,0.200939469,0.085438138,0.095069475,0.100918497,0.107178185,0.120788871,0.096462873,0.109930285,0.116002345,0.123664742,0.137788668,0.164640075,0.189952106,0.203886032,0.218640666,0.242302046,-0.148254876,-0.132006627,-0.123300886,-0.116455631,-0.101438088,-6.047117322,-5.541531276,-5.201023222,-4.925092435,-4.357313218,-0.277470452,-0.246720504,-0.228014298,-0.210661913,-0.179894033,0.114844097,0.122537471,0.126092637,0.130355326,0.136717943,47,49,50,52,54
45,64,equal,0.145830326,0.165101153,0.174886484,0.188757874,0.199979922,0.086521023,0.095639166,0.102113923,0.107377688,0.118179881,0.09821839,0.110591325,0.118514313,0.125219888,0.137448271,0.165146307,0.193579878,0.208554941,0.22324105,0.24539711,-0.147860158,-0.133782815,-0.126146514,-0.117198473,-0.103382909,-5.867588373,-5.331302768,-5.001173076,-4.742630264,-4.171608648,-0.281563645,-0.252625209,-0.233894998,-0.215150624,-0.180498793,0.110146354,0.118802316,0.122327647,0.126495524,0.133283323,47,49,50,52,54
46,65,equal,0.152489436,0.166925502,0.177352326,0.192339488,0.204587698,0.087001393,0.095243397,0.101560477,0.10697414,0.115826137,0.099403887,0.111800984,0.11831098,0.126209097,0.136561379,0.17444321,0.196397699,0.209172758,0.226018833,0.249453416,-0.146832465,-0.134914193,-0.125915876,-0.118559444,-0.10469839,-5.664794628,-5.175191565,-4.815987421,-4.550939627,-4.010185984,-0.286953658,-0.25620784,-0.234675968,-0.218650783,-0.191698437,0.106154093,0.114481186,0.117898014,0.12251169,0.130274985,47,49,50,52,54
47,66,equal,0.156570809,0.172102441,0.184492896,0.194881947,0.207637684,0.085854436,0.096158116,0.101505092,0.107039422,0.11555783,0.099894694,0.112823497,0.118779651,0.126424599,0.136447907,0.178119222,0.197760993,0.214498049,0.228340488,0.250608945,-0.146701092,-0.135160835,-0.126447572,-0.119711332,-0.105243534,-5.49039878,-4.990882695,-4.620426777,-4.355567338,-3.810620701,-0.288494349,-0.259211889,-0.241432351,-0.220348702,-0.196161694,0.101517496,0.110378416,0.113999366,0.118703045,0.125326024,47,49,50,52,54
48,67,equal,0.159583654,0.175070853,0.188383304,0.197518205,0.211382943,0.086971029,0.095944807,0.102033751,0.107951136,0.115374454,0.100250686,0.113675629,0.119723546,0.127338555,0.137617646,0.178574715,0.202287689,0.217781588,0.227760073,0.249890377,-0.148056541,-0.136207629,-0.127519269,-0.120672295,-0.105639094,-5.310900119,-4.81119257,-4.433079567,-4.178030928,-3.633355254,-0.287536036,-0.258460088,-0.245621441,-0.22600751,-0.196714529,0.097809957,0.106211632,0.109974893,0.114518791,0.12188682,47,49,50,52,54
49,68,equal,0.161004316,0.177269514,0.190898154,0.201442241,0.211825714,0.08745361,0.096514275,0.101783884,0.107223541,0.114955777,0.101783158,0.11452304,0.120131699,0.127505762,0.136529282,0.182622885,0.203693508,0.217978414,0.229422482,0.258028864,-0.146795394,-0.136399259,-0.127983041,-0.121628848,-0.107343767,-5.097345667,-4.597965189,-4.236804121,-3.969208819,-3.448729604,-0.298444941,-0.260615712,-0.245873002,-0.227771965,-0.201655002,0.09263889,0.101570963,0.105599876,0.11037109,0.117560516,47,49,50,52,54
50,69,equal,0.16596381,0.179322868,0.192514209,0.202609058,0.217381285,0.087772234,0.096366852,0.101885751,0.107084393,0.114007828,0.103206517,0.114872539,0.120713302,0.128136144,0.136949736,0.185643105,0.2067751,0.215507169,0.231347305,0.254223255,-0.14728236,-0.137121995,-0.128644272,-0.122023624,-0.108929685,-4.905034949,-4.395861097,-4.056319285,-3.798205327,-3.285877167,-0.293329037,-0.263116045,-0.242718163,-0.231648584,-0.205356565,0.088959603,0.097359232,0.101254226,0.106413587,0.113254377,47,49,50,52,54
51,70,equal,0.169538209,0.183069689,0.194296986,0.204245193,0.22061257,0.088627682,0.095994729,0.1010144,0.106443323,0.114016243,0.10462918,0.115177661,0.120483563,0.128156792,0.135975886,0.18752799,0.207509864,0.219114341,0.230535782,0.250748581,-0.146154815,-0.137145701,-0.128383026,-0.122368405,-0.110517446,-4.712009559,-4.223944256,-3.85511743,-3.624761693,-3.129824864,-0.288680712,-0.262060887,-0.24732655,-0.232575316,-0.207674145,0.085068439,0.093360187,0.096776144,0.101948564,0.109308544,47,49,50,52,54
52,71,equal,0.169796423,0.184133957,0.19549457,0.205513506,0.221443249,0.087604055,0.09579496,0.101320163,0.10680875,0.113730098,0.104679786,0.114887033,0.120469451,0.128301314,0.1362826,0.186291161,0.204844753,0.217838603,0.229312408,0.257055726,-0.146509663,-0.13731146,-0.128366981,-0.122039997,-0.110573859,-4.481971478,-4.011589566,-3.693894592,-3.445482478,-2.965271754,-0.297134255,-0.260472277,-0.245694169,-0.229218081,-0.206152705,0.081131295,0.089255915,0.092982562,0.097648272,0.104734405,47,49,50,52,54
53,72,equal,0.168918843,0.186403456,0.19561527,0.207429036,0.225934,0.088306097,0.095395496,0.101051939,0.10680199,0.113561837,0.104525796,0.114840681,0.121829038,0.129112952,0.136387888,0.188494495,0.205878413,0.217784467,0.231734025,0.25322399,-0.146631593,-0.138243005,-0.129913998,-0.121987628,-0.110401864,-4.267040375,-3.829102431,-3.517807288,-3.249160707,-2.813938785,-0.291989994,-0.263619284,-0.245625008,-0.230518863,-0.208864519,0.077093021,0.08466628,0.089057619,0.093764699,0.100186304,47,49,50,52,54
54,73,equal,0.172588717,0.187255258,0.197126159,0.209576781,0.226703839,0.088194831,0.095516802,0.10077666,0.106912717,0.113187317,0.106280465,0.114991638,0.121240164,0.129653647,0.13605012,0.185640863,0.204952234,0.217598195,0.229097711,0.254800893,-0.146240523,-0.138864053,-0.129243675,-0.122158187,-0.11236333,-4.077363255,-3.673840852,-3.334708584,-3.1039502,-2.651608668,-0.294103843,-0.260193807,-0.245386877,-0.229353084,-0.205353871,0.073439985,0.081274016,0.08486114,0.089681315,0.095906479,47,49,50,52,54
55,74,equal,0.169822594,0.188613581,0.19744431,0.21004351,0.227376138,0.088846091,0.095089316,0.100577822,0.107182222,0.112149032,0.107409051,0.115205028,0.121418653,0.129250876,0.135687223,0.188322666,0.204224339,0.217172087,0.23085765,0.249739616,-0.145820612,-0.138401406,-0.129446904,-0.122399349,-0.113626988,-3.873931905,-3.482204403,-3.167423379,-2.944204368,-2.516699061,-0.287334993,-0.262479223,-0.244842391,-0.228437983,-0.208655832,0.069872859,0.077439985,0.08107585,0.085575578,0.091940523,47,49,50,52,54
56,75,equal,0.171919279,0.188618712,0.199805909,0.211663195,0.228610965,0.089129962,0.095102405,0.101310358,0.106752003,0.112934745,0.108128003,0.115340071,0.121639287,0.129537001,0.136079497,0.183708847,0.204353373,0.215408027,0.230456681,0.252268447,-0.146274526,-0.13873003,-0.129697942,-0.122551971,-0.114433088,-3.699559172,-3.302160947,-3.014312823,-2.777571513,-2.375488746,-0.290711253,-0.261958071,-0.24259148,-0.228600127,-0.202984192,0.06642233,0.073528715,0.077315969,0.081764283,0.087663259,47,49,50,52,54
57,76,equal,0.172339109,0.189019236,0.200863797,0.212323104,0.228182847,0.088672345,0.094800991,0.100984909,0.106588945,0.112000998,0.107121747,0.115469159,0.122004647,0.129619965,0.135558039,0.185547736,0.203366769,0.216558567,0.230304765,0.245388231,-0.145671112,-0.138825341,-0.130114019,-0.122697901,-0.113305114,-3.539751161,-3.139580734,-2.853829299,-2.634421853,-2.221340668,-0.28155301,-0.261760642,-0.244058976,-0.227360906,-0.205239584,0.062667276,0.069783787,0.073552512,0.078088458,0.084094082,47,49,50,52,54
58,77,equal,0.174432511,0.190348378,0.200524305,0.212915843,0.228569538,0.08932545,0.094401386,0.101296058,0.106057797,0.112310287,0.10768309,0.115477324,0.122423486,0.129297325,0.135501024,0.185771191,0.202819765,0.215940427,0.226229122,0.246618902,-0.145605177,-0.138454721,-0.130591144,-0.122707145,-0.113933931,-3.359072579,-2.981929121,-2.703345907,-2.494910505,-2.102872506,-0.283184138,-0.25647949,-0.243270276,-0.22667451,-0.205513863,0.059672449,0.066199681,0.069987296,0.073952153,0.080336042,47,49,50,52,54
59,78,equal,0.174384304,0.190509538,0.20111673,0.213693459,0.228774656,0.090190828,0.094755765,0.101507497,0.10627045,0.111780371,0.108551506,0.116193705,0.122926565,0.129307362,0.136019404,0.183876421,0.198083143,0.212237996,0.229199895,0.242465883,-0.146204971,-0.138466251,-0.131164558,-0.123517447,-0.114907619,-3.20039536,-2.836126758,-2.560509264,-2.365248973,-1.970468081,-0.277687134,-0.260326245,-0.238559315,-0.220750455,-0.203189602,0.056464822,0.063127251,0.066537056,0.070729342,0.076613506,47,49,50,52,54
60,79,equal,0.173558607,0.190763419,0.201008755,0.214114686,0.227455246,0.089637555,0.095002584,0.1012441,0.106544921,0.111736821,0.108254944,0.115659206,0.122543499,0.129920124,0.135896971,0.183616012,0.1970128,0.212543983,0.225832377,0.241450046,-0.146063292,-0.13917026,-0.130727913,-0.122912778,-0.114574999,-3.033407977,-2.679749513,-2.412526476,-2.231722177,-1.851823087,-0.276346631,-0.255967251,-0.238947765,-0.219416566,-0.202870464,0.053440058,0.059709676,0.063063824,0.067466877,0.073067865,47,49,50,52,54
61,80,equal,0.174419785,0.190482808,0.201966425,0.216293669,0.227540595,0.089634702,0.094958831,0.100976602,0.106288847,0.111182515,0.108772658,0.115589781,0.1222223,0.129636617,0.135862855,0.179955206,0.197985248,0.211600153,0.226918294,0.243469578,-0.14602379,-0.138844474,-0.130361907,-0.122834278,-0.115155738,-2.873312565,-2.561797632,-2.281292695,-2.087387325,-1.731983139,-0.279012552,-0.257370536,-0.237750062,-0.220628285,-0.198396315,0.0502753,0.056650758,0.059857051,0.064255196,0.069456583,47,49,50,52,54
62,81,equal,0.175017442,0.189702209,0.203068633,0.216636556,0.227746358,0.091006849,0.094854814,0.101121221,0.106525199,0.111548556,0.109571927,0.115749209,0.122605795,0.129587703,0.135942958,0.179985212,0.195855321,0.210374047,0.224797402,0.238860463,-0.146116492,-0.138788329,-0.13079891,-0.123014558,-0.116052971,-2.722583563,-2.414039662,-2.154026155,-1.966404076,-1.628064004,-0.272938588,-0.254630886,-0.236195927,-0.217976146,-0.198432957,0.047787221,0.053702641,0.056814136,0.061176056,0.066488143,47,49,50,52,54
63,82,equal,0.175498826,0.190123552,0.203522805,0.215958189,0.227344586,0.090622711,0.095427567,0.100954395,0.106124479,0.112017029,0.109832468,0.11617342,0.122502977,0.129691946,0.135935158,0.180910767,0.195999914,0.210988097,0.222766462,0.236632042,-0.146107465,-0.138908084,-0.130681717,-0.123494416,-0.116345695,-2.591393863,-2.278835481,-2.0183994,-1.83865724,-1.511767885,-0.270015875,-0.252014428,-0.236973883,-0.218155903,-0.199562263,0.044808601,0.050788588,0.053776344,0.057845283,0.06328296,47,49,50,52,54
64,83,equal,0.176870253,0.190253631,0.202463848,0.2156185,0.227338832,0.090544068,0.09477881,0.101102007,0.106270362,0.111696606,0.109872412,0.115908852,0.122431617,0.129579293,0.136036368,0.179674996,0.196921909,0.209297249,0.221358328,0.237148607,-0.146224605,-0.138778622,-0.130600401,-0.123195113,-0.116390567,-2.465819645,-2.170760692,-1.896292671,-1.734856647,-1.402090122,-0.270692052,-0.250204323,-0.234833192,-0.219303374,-0.198054677,0.04232653,0.047884668,0.050856939,0.055151701,0.060441103,47,49,50,52,54
65,84,equal,0.175840806,0.189415266,0.20225454,0.214936925,0.22643828,0.090249387,0.094903644,0.100823366,0.106215337,0.111699994,0.110422647,0.115965726,0.122697792,0.129492266,0.13563614,0.17777605,0.195583616,0.209114314,0.219539208,0.235694482,-0.145761468,-0.13867869,-0.130903756,-0.123259455,-0.117008911,-2.343038855,-2.031819496,-1.781694111,-1.635782748,-1.298721232,-0.268787772,-0.247870795,-0.234601841,-0.217638255,-0.195742476,0.039548543,0.045485219,0.048171472,0.052484562,0.057550726,47,49,50,52,54
66,85,equal,0.175868464,0.190371114,0.202250425,0.213978432,0.225202598,0.090488808,0.095054904,0.100985797,0.106391337,0.111706941,0.110801684,0.116009213,0.122717908,0.12991866,0.136132265,0.178404403,0.194661019,0.207491157,0.219448267,0.2356302,-0.146335608,-0.139168579,-0.130926694,-0.12330864,-0.11743515,-2.204829458,-1.913670933,-1.68213346,-1.505032896,-1.195337258,-0.268703603,-0.247754261,-0.232551653,-0.21649201,-0.196506984,0.037053077,0.042499797,0.045554638,0.049400714,0.054374606,47,49,50,52,54
67,86,equal,0.175131938,0.190248497,0.20175776,0.212708781,0.224636137,0.089908536,0.095093093,0.100811771,0.106108435,0.11147837,0.110280042,0.115949746,0.122562963,0.129697701,0.135987305,0.175733803,0.194486312,0.205731659,0.215574726,0.233042292,-0.14616782,-0.138914663,-0.130750079,-0.123241382,-0.116848616,-2.076027482,-1.792913488,-1.567698384,-1.405075153,-1.113160307,-0.265323659,-0.242803966,-0.230334401,-0.216275194,-0.193261747,0.034929101,0.040245384,0.042985457,0.046950522,0.051474192,47,49,50,52,54
68,87,equal,0.174506783,0.18986137,0.201882673,0.212941157,0.224765281,0.089769631,0.095069706,0.100893779,0.105714201,0.111720765,0.110066987,0.11597148,0.122541401,0.12970526,0.13623621,0.174993985,0.19580942,0.207807033,0.214805821,0.233244614,-0.146455938,-0.138923345,-0.130725513,-0.123265958,-0.116609149,-1.955575432,-1.677108065,-1.460108921,-1.303087321,-1.003175029,-0.265587525,-0.241824232,-0.232950632,-0.217919197,-0.192364702,0.032142827,0.037729451,0.040576082,0.044094419,0.048884559,47,49,50,52,54
69,88,equal,0.17423805,0.190288245,0.201651071,0.211385673,0.22406437,0.089951148,0.095046083,0.10089142,0.105715138,0.111494597,0.110136741,0.11577985,0.122552926,0.129460031,0.136250606,0.173151327,0.194627202,0.205003053,0.214411015,0.232369631,-0.146472606,-0.138641607,-0.130738647,-0.123049219,-0.11668753,-1.836318414,-1.581863136,-1.360280299,-1.198134754,-0.914043866,-0.264446957,-0.241321545,-0.229417208,-0.21645005,-0.190133673,0.030103811,0.035636847,0.038177254,0.041883353,0.046117528,47,49,50,52,54
70,89,equal,0.174229397,0.190868573,0.201037526,0.211800279,0.22404617,0.089662237,0.095038037,0.100911,0.105661482,0.112003751,0.110319838,0.115885069,0.122629447,0.129492004,0.136318194,0.176123357,0.193080547,0.204577298,0.214725126,0.230114961,-0.146550858,-0.138678335,-0.130825853,-0.12316825,-0.116893349,-1.73061186,-1.460827859,-1.264038052,-1.120930565,-0.824557625,-0.261514417,-0.241721469,-0.228881793,-0.214531436,-0.193734505,0.028010539,0.033447086,0.0360253,0.039107663,0.043829738,47,49,50,52,54
71,90,equal,0.173576888,0.19022765,0.201521483,0.210942801,0.223984018,0.08951449,0.094871804,0.100990662,0.105677067,0.111969581,0.110005697,0.115690122,0.12256409,0.129579121,0.136317309,0.17470906,0.191307588,0.203504543,0.214256529,0.227260192,-0.146549835,-0.138778416,-0.130751373,-0.122947738,-0.116540293,-1.640780919,-1.382764136,-1.172914884,-1.02026023,-0.752367159,-0.257812928,-0.241124916,-0.227533954,-0.212336655,-0.192019763,0.026030097,0.03148307,0.033853357,0.037181494,0.041762369,47,49,50,52,54
72,91,equal,0.173525113,0.188763244,0.201137125,0.210586985,0.223101996,0.089619354,0.094819672,0.100857029,0.105864798,0.112080405,0.109922866,0.115798494,0.12253067,0.129487755,0.136430532,0.173438119,0.193425385,0.20388104,0.214128026,0.227379948,-0.146680935,-0.138673455,-0.13071328,-0.123070297,-0.11644718,-1.542580042,-1.269130311,-1.080003064,-0.93198594,-0.66185505,-0.257967902,-0.240961396,-0.22800673,-0.214958869,-0.190480707,0.024170954,0.029037104,0.031841018,0.034800309,0.039637119,47,49,50,52,54
73,92,equal,0.173110818,0.189182957,0.20077209,0.211409636,0.221813735,0.089399163,0.094919282,0.100744278,0.1061087,0.111958859,0.10993182,0.115785338,0.12264861,0.129605282,0.136325228,0.171755808,0.191124414,0.202780094,0.212397002,0.225972139,-0.146559006,-0.138808473,-0.130847695,-0.123055416,-0.116457245,-1.419759976,-1.186142189,-0.997238685,-0.853726289,-0.584418996,-0.25614769,-0.238761206,-0.226624737,-0.212110161,-0.188447295,0.022326148,0.02718801,0.029743518,0.032495035,0.036878558,47,49,50,52,54
74,93,equal,0.173638182,0.188881167,0.199754238,0.210319697,0.220724246,0.089726898,0.094841734,0.100830366,0.105963429,0.111737238,0.109887063,0.11581307,0.122558921,0.129622945,0.136309871,0.173496691,0.191535366,0.202374844,0.211722749,0.22342319,-0.146541222,-0.138828766,-0.130745499,-0.123086783,-0.116406967,-1.326262096,-1.118397426,-0.906811387,-0.760869363,-0.515380027,-0.252860581,-0.237905528,-0.226116621,-0.212618407,-0.190551385,0.020557416,0.025324956,0.027680814,0.030936473,0.034682352,47,49,50,52,54
75,94,equal,0.173620865,0.189638023,0.199545104,0.209543116,0.220469214,0.089569578,0.094768517,0.100926343,0.106015043,0.111588775,0.10985438,0.115721125,0.122564735,0.129539353,0.136078682,0.173573547,0.190146698,0.200933197,0.211841324,0.223138643,-0.146273586,-0.138732731,-0.130752126,-0.122982798,-0.11637024,-1.247006194,-1.006090433,-0.826355259,-0.677232923,-0.430554232,-0.252493551,-0.238055847,-0.224310853,-0.210902157,-0.190644375,0.018521813,0.023275567,0.025719966,0.028789483,0.033099719,47,49,50,52,54
76,95,equal,0.172830686,0.19047504,0.200253031,0.209604863,0.221629198,0.089299413,0.094975299,0.101005773,0.105932399,0.111669329,0.109922993,0.115683633,0.122794138,0.129591936,0.136090684,0.170831836,0.189842776,0.199203597,0.211784545,0.221459625,-0.146287479,-0.138793138,-0.131013662,-0.122940404,-0.116447317,-1.141864898,-0.917965729,-0.745293352,-0.613018362,-0.364227144,-0.250334513,-0.237983813,-0.222148583,-0.21052742,-0.187332327,0.016893538,0.021636857,0.023961856,0.02680724,0.030746576,47,49,50,52,54
77,96,equal,0.172199452,0.18923074,0.200370234,0.209302236,0.221248473,0.089159174,0.094984587,0.101203696,0.105861612,0.111374376,0.109860684,0.115765513,0.122668505,0.12952964,0.136114705,0.171223688,0.190575548,0.201096303,0.211066568,0.220202957,-0.146315289,-0.138721571,-0.130870478,-0.123033001,-0.116377308,-1.056187042,-0.853883945,-0.669975819,-0.516466271,-0.292237391,-0.248721777,-0.237073332,-0.224514872,-0.211431952,-0.187805001,0.015383419,0.019734319,0.022059627,0.02518282,0.028865797,47,49,50,52,54
78,97,equal,0.17164698,0.189006079,0.198550113,0.209607551,0.220391051,0.089142219,0.094942543,0.101233736,0.105858649,0.111368942,0.109883423,0.115757864,0.122574442,0.129582607,0.136025813,0.170714803,0.18800907,0.200266573,0.210882885,0.220048983,-0.146212405,-0.138782423,-0.130763264,-0.123024352,-0.116402859,-0.974657721,-0.770286229,-0.587592926,-0.458415366,-0.223348408,-0.248524548,-0.236840537,-0.223476825,-0.208266183,-0.187191164,0.013676538,0.018117612,0.020546026,0.023314986,0.02708373,47,49,50,52,54
79,98,equal,0.171166234,0.188591179,0.198417421,0.209186623,0.218412803,0.089072115,0.094906719,0.101240709,0.105921087,0.111730224,0.109840373,0.11573066,0.122624294,0.12962571,0.136228665,0.172240983,0.188420617,0.199181333,0.210160817,0.220663149,-0.146447217,-0.138831948,-0.130820041,-0.122993581,-0.116354505,-0.899263676,-0.678417862,-0.518829493,-0.384761768,-0.149761972,-0.249311948,-0.23592596,-0.222120742,-0.208773097,-0.189033417,0.012285687,0.016726166,0.01894075,0.021501593,0.025376692,47,49,50,52,54
80,99,equal,0.171492172,0.188534459,0.198266012,0.208778871,0.218950982,0.089064307,0.094826428,0.101182245,0.105814852,0.111697854,0.109859981,0.115817516,0.122573468,0.129569725,0.136373085,0.171892805,0.187809617,0.198960937,0.209062987,0.219584217,-0.146614423,-0.138767626,-0.13076212,-0.12309181,-0.116376543,-0.830895373,-0.627943605,-0.440324178,-0.323648097,-0.088637413,-0.247928447,-0.234537473,-0.221845902,-0.208020519,-0.188612676,0.010818318,0.015248119,0.017226916,0.020085398,0.023980454,47,49,50,52,54
81,100,equal,0.170972287,0.187681487,0.19788208,0.208434733,0.218762793,0.088950947,0.094880019,0.101111458,0.105752598,0.111664316,0.109827268,0.115960508,0.122617255,0.12952754,0.13651617,0.171234949,0.187541853,0.19832361,0.209395005,0.219036607,-0.146780111,-0.138719161,-0.130812032,-0.123253556,-0.116339792,-0.752221928,-0.547251248,-0.381940611,-0.245109555,-0.021299049,-0.247227111,-0.234956842,-0.221050257,-0.207690901,-0.187818586,0.009046467,0.013527741,0.015815404,0.018294122,0.022376734,47,49,50,52,54
82,20,highUnequal,-1.374737742,-0.390467746,-0.076224828,0.146964027,0.354355814,-4.783333333,-2.347222222,-1.558712121,-1,-0.512727273,-4.784993445,-2.348396186,-1.559431231,-1.000493057,-0.512891434,-1.332213082,-0.32396749,-0.047465223,0.171510361,0.375897066,0.413997786,0.693393678,0.939762468,1.208456017,1.755258584,-8.402629871,-7.944361314,-7.522285602,-7.070810421,-6.776021486,-0.471439968,-0.188154309,0.046372659,0.280622887,0.846793113,0.109020968,0.133811152,0.147685886,0.167377469,0.190759108,47,49,50,52,54
83,21,highUnequal,-1.038286586,-0.293670874,-0.077249156,0.173722472,0.354432334,-3.779166667,-2.043154762,-1.490740741,-0.942708333,-0.557941176,-3.780654565,-2.044261056,-1.491435168,-0.943388588,-0.558223011,-1.037067803,-0.262139684,-0.038551888,0.192341448,0.413010452,0.443226169,0.664431926,0.912852236,1.113257875,1.564248134,-8.178234534,-7.848591471,-7.498082281,-7.083891602,-6.75670254,-0.532762084,-0.213655814,0.037815443,0.232794342,0.711227178,0.114109768,0.1377982,0.150977112,0.167044903,0.19239367,47,49,50,52,54
84,22,highUnequal,-0.802627446,-0.251221006,-0.061628345,0.135406845,0.362893746,-3.169444444,-1.912587413,-1.511904762,-1,-0.48048433,-3.170775444,-1.91383165,-1.512738963,-1.00037749,-0.48087445,-0.745812123,-0.2257479,-0.013816906,0.167467959,0.374779044,0.392628364,0.693335908,0.921362396,1.069466699,1.428097744,-8.155982588,-7.781124407,-7.517469748,-7.076545264,-6.742390988,-0.469650457,-0.18328455,0.013720765,0.203541751,0.557212006,0.118663999,0.139837567,0.150530749,0.166986555,0.185194121,47,49,50,52,54
