,t,Label_testingDiff,VE_symptOR_observed.5.,VE_symptOR_observed.25.,VE_symptOR_observed.50.,VE_symptOR_observed.75.,VE_symptOR_observed.95.,VE_symptRR_observed.5.,VE_symptRR_observed.25.,VE_symptRR_observed.50.,VE_symptRR_observed.75.,VE_symptRR_observed.95.,VE_symptRR_timeDep.5.,VE_symptRR_timeDep.25.,VE_symptRR_timeDep.50.,VE_symptRR_timeDep.75.,VE_symptRR_timeDep.95.,VE_symptOR_timeDep.5.,VE_symptOR_timeDep.25.,VE_symptOR_timeDep.50.,VE_symptOR_timeDep.75.,VE_symptOR_timeDep.95.,VacStatus_coef_timeDep_VeRR.5.,VacStatus_coef_timeDep_VeRR.25.,VacStatus_coef_timeDep_VeRR.50.,VacStatus_coef_timeDep_VeRR.75.,VacStatus_coef_timeDep_VeRR.95.,Intercept_coef_timeDep_VeOR.5.,Intercept_coef_timeDep_VeOR.25.,Intercept_coef_timeDep_VeOR.50.,Intercept_coef_timeDep_VeOR.75.,Intercept_coef_timeDep_VeOR.95.,VacStatus_coef_timeDep_VeOR.5.,VacStatus_coef_timeDep_VeOR.25.,VacStatus_coef_timeDep_VeOR.50.,VacStatus_coef_timeDep_VeOR.75.,VacStatus_coef_timeDep_VeOR.95.,TimeStep_coef_timeDep_VeOR.5.,TimeStep_coef_timeDep_VeOR.25.,TimeStep_coef_timeDep_VeOR.50.,TimeStep_coef_timeDep_VeOR.75.,TimeStep_coef_timeDep_VeOR.95.,t_highChange.5.,t_highChange.25.,t_highChange.50.,t_highChange.75.,t_highChange.95.
85,23,highUnequal,-0.745990725,-0.290816647,-0.093996211,0.172034078,0.290939401,-3.006666667,-2,-1.565656566,-0.902406417,-0.636124402,-3.009388751,-2.001488726,-1.566797088,-0.902913796,-0.636236135,-0.642707396,-0.256227216,-0.046561808,0.182911213,0.314317362,0.492398376,0.643367878,0.942651062,1.099108407,1.388612682,-8.131913825,-7.735567547,-7.461437023,-7.108135898,-6.743271939,-0.377345359,-0.202028677,0.045477139,0.228104957,0.496324409,0.126576558,0.137750225,0.150353423,0.167295209,0.187907254,47,49,50,52,54
86,24,highUnequal,-0.585013796,-0.229184352,-0.072384279,0.123219294,0.321626644,-2.733703704,-1.864814815,-1.491666667,-1.03226817,-0.54894958,-2.734698545,-1.866280072,-1.492940117,-1.032981093,-0.549386571,-0.553493255,-0.211325671,-0.032181847,0.16094373,0.342617532,0.437859074,0.709500278,0.91345749,1.052941211,1.31766699,-8.072853957,-7.702216166,-7.417133059,-7.14662109,-6.785267081,-0.419491362,-0.175477705,0.031670413,0.191715264,0.440484702,0.129535568,0.140806835,0.152065914,0.165870311,0.182014404,47,49,50,52,54
87,25,highUnequal,-0.590958095,-0.21463519,-0.071717719,0.111504202,0.312193416,-2.633333333,-1.819191919,-1.453525641,-1.025,-0.620972222,-2.636744421,-1.820409035,-1.454854801,-1.025919528,-0.62137732,-0.544559469,-0.204973516,-0.026487709,0.139842186,0.334226196,0.483270217,0.706020899,0.898065967,1.036881686,1.291086984,-8.099883663,-7.627039641,-7.369598785,-7.159178401,-6.764113597,-0.406808874,-0.150639404,0.026120381,0.186447481,0.434707459,0.131769004,0.142187585,0.151116033,0.165495926,0.176661546,47,49,50,52,54
88,26,highUnequal,-0.436401406,-0.246659882,-0.059091783,0.105264778,0.246962963,-2.324305556,-1.886858974,-1.44172043,-1.0475,-0.727518393,-2.3278375,-1.888855291,-1.443490318,-1.048304259,-0.728266992,-0.423397197,-0.223563422,-0.018157192,0.134730448,0.28503706,0.547075392,0.717009995,0.893416483,1.060858348,1.202303447,-7.981954533,-7.605558458,-7.402770353,-7.14643202,-6.823318859,-0.335543432,-0.144722955,0.017993389,0.201755445,0.353045005,0.135130674,0.145708309,0.153351582,0.164466844,0.173578084,47,49,50,52,54
89,27,highUnequal,-0.481856878,-0.229085046,-0.053311737,0.083043876,0.249137844,-2.43047619,-1.798295455,-1.415273133,-1.088596491,-0.743454106,-2.434906192,-1.801019331,-1.416770187,-1.089122476,-0.744161815,-0.444844846,-0.174896922,-0.025560579,0.112050004,0.266223456,0.556270975,0.736744091,0.882429825,1.029975468,1.233987018,-7.881454262,-7.596541856,-7.412544594,-7.149688043,-6.851591323,-0.309553654,-0.118848531,0.025238478,0.161178463,0.367996783,0.1365245,0.145971187,0.153906222,0.163066224,0.172243327,47,49,50,52,54
90,28,highUnequal,-0.417118966,-0.236111457,-0.055938594,0.060190347,0.183786536,-2.178238607,-1.766550523,-1.399131274,-1.150696216,-0.875623851,-2.180924381,-1.768984787,-1.40091217,-1.153851415,-0.876399038,-0.349412534,-0.168756562,-0.022287364,0.083252557,0.209576219,0.629352375,0.767257488,0.875845037,1.018475486,1.157159023,-7.923558157,-7.648244661,-7.39119652,-7.137001369,-6.828567599,-0.235191614,-0.086932934,0.022042128,0.15591987,0.299657158,0.138069882,0.148167169,0.154850216,0.162318255,0.172193937,47,49,50,52,54
91,29,highUnequal,-0.409102829,-0.203560025,-0.062697,0.069642888,0.187032514,-2.241506173,-1.731789044,-1.419117647,-1.124451754,-0.846518393,-2.245060275,-1.734326418,-1.421220148,-1.126840157,-0.847995592,-0.375652264,-0.168539601,-0.028011446,0.091442136,0.224846291,0.614101275,0.754637256,0.88427116,1.005884677,1.177091516,-7.838019218,-7.622738372,-7.337458829,-7.157754485,-6.847719699,-0.25469395,-0.095897073,0.027595304,0.15575431,0.318925656,0.137703305,0.150690702,0.155417708,0.161650855,0.168652284,47,49,50,52,54
92,30,highUnequal,-0.371478059,-0.17581432,-0.042624623,0.066954908,0.18941123,-2.171970785,-1.666666667,-1.373998397,-1.118351886,-0.815070922,-2.176346505,-1.668976491,-1.377799453,-1.120554571,-0.816145363,-0.320544214,-0.139312537,-0.010641803,0.098523803,0.211856104,0.596714837,0.751671881,0.866174346,0.98169504,1.155617611,-7.840330593,-7.543482297,-7.33135652,-7.089807154,-6.850091547,-0.238078607,-0.103729656,0.010585574,0.130424798,0.277927585,0.138842296,0.149228663,0.155200007,0.160717905,0.168811897,47,49,50,52,54
93,31,highUnequal,-0.279885943,-0.145762982,-0.021810602,0.066356166,0.183854199,-1.918452381,-1.598534799,-1.32545797,-1.117777778,-0.848880196,-1.922902589,-1.603234021,-1.327981235,-1.120343616,-0.850869957,-0.251554497,-0.116259381,0.02053205,0.09087235,0.211010453,0.615655651,0.751576434,0.845000634,0.956752303,1.072573864,-7.751207673,-7.485599042,-7.287723526,-7.053297206,-6.844671534,-0.237003988,-0.095269954,-0.020745819,0.109981842,0.224386025,0.139981344,0.149365122,0.156131313,0.160106215,0.165781172,47,49,50,52,54
94,32,highUnequal,-0.31463186,-0.113586591,-0.030913299,0.063174983,0.181047145,-1.963212251,-1.514245014,-1.308233638,-1.12170088,-0.887989583,-1.968475954,-1.518240839,-1.311530237,-1.125687003,-0.890640172,-0.281182537,-0.080743012,0.01574341,0.095985726,0.210954752,0.636835666,0.754094948,0.837909266,0.923560163,1.088048586,-7.772648831,-7.457768268,-7.267018058,-7.050187706,-6.783368871,-0.236962379,-0.100910236,-0.015869243,0.077647587,0.247774675,0.139586264,0.15022921,0.155455053,0.158404034,0.166101655,47,49,50,52,54
95,33,highUnequal,-0.273037122,-0.120602271,-0.024874703,0.059915344,0.157607386,-1.885924413,-1.510009744,-1.307393484,-1.117606948,-0.903776683,-1.892213752,-1.51462279,-1.31224052,-1.121461255,-0.905512306,-0.223884343,-0.076935346,0.005843113,0.085023192,0.194111644,0.644748575,0.752104076,0.838216804,0.922122605,1.06202031,-7.756872929,-7.462494085,-7.267460836,-7.052455431,-6.76463778,-0.21581025,-0.088857614,-0.005860281,0.074119365,0.202023134,0.142558272,0.151371876,0.154558752,0.159532515,0.166188118,47,49,50,52,54
96,34,highUnequal,-0.233834367,-0.103332002,-0.032231207,0.044851483,0.143820939,-1.781847291,-1.453663793,-1.305216802,-1.149305556,-0.920995814,-1.78558662,-1.459722159,-1.309680687,-1.152983513,-0.923587335,-0.188978473,-0.06758896,0.004120411,0.071654934,0.18376879,0.65419111,0.766850848,0.837109254,0.900047764,1.024457285,-7.696405126,-7.432496307,-7.232836025,-7.042266848,-6.774647211,-0.203057673,-0.074351803,-0.004128968,0.065402526,0.173094512,0.144599167,0.150562184,0.155339706,0.159664005,0.165162474,47,49,50,52,54
97,35,highUnequal,-0.213197548,-0.103780898,-0.029955691,0.031379417,0.153547034,-1.684102476,-1.450846181,-1.30445339,-1.130772006,-0.894867068,-1.696866425,-1.456726629,-1.312545058,-1.136317401,-0.898625998,-0.169920492,-0.062127593,-0.008165963,0.082942608,0.187986178,0.641123422,0.759079937,0.838348658,0.898825931,0.992083891,-7.648577964,-7.426327215,-7.243935927,-7.047425171,-6.765293818,-0.208239387,-0.086585235,0.008132744,0.060270732,0.156932078,0.146134646,0.151277695,0.15530982,0.158529711,0.164585941,47,49,50,52,54
98,36,highUnequal,-0.203053394,-0.107284304,-0.032042858,0.032481732,0.135367516,-1.670792079,-1.445977011,-1.289223999,-1.132422987,-0.938770086,-1.680704077,-1.458857145,-1.296995487,-1.13850196,-0.941811621,-0.161598254,-0.060437997,-0.006797138,0.064010399,0.178142743,0.663617154,0.760105542,0.831601153,0.8996965,0.986057464,-7.598353952,-7.440563276,-7.239716431,-7.03451427,-6.724056557,-0.196189384,-0.066151152,0.006774141,0.058681405,0.149699276,0.145832361,0.152145468,0.15556861,0.15921358,0.164179674,47,49,50,52,54
99,37,highUnequal,-0.2347613,-0.104472423,-0.02610196,0.029393822,0.121743701,-1.706862745,-1.431361671,-1.269594595,-1.164754377,-0.969648636,-1.71539698,-1.440939668,-1.277771824,-1.172058233,-0.975012603,-0.184206996,-0.062709494,-0.001445278,0.065615761,0.150849305,0.680574454,0.775673736,0.823197339,0.892382401,0.99893653,-7.567823041,-7.396469098,-7.199898994,-6.993614331,-6.717342402,-0.163521312,-0.067867537,0.001444169,0.060821678,0.169052976,0.147518489,0.152069618,0.155740507,0.158801624,0.164032165,47,49,50,52,54
100,38,highUnequal,-0.195799685,-0.093412871,-0.04002809,0.012959645,0.09062541,-1.59788863,-1.420774964,-1.29136066,-1.158147183,-1.027856142,-1.609742692,-1.432317163,-1.301845154,-1.168097514,-1.035505884,-0.146671188,-0.056394132,0.002098548,0.06498662,0.130812106,0.710738851,0.773850061,0.833685929,0.888844323,0.959249844,-7.65895347,-7.375021922,-7.229217744,-7.019928989,-6.736206178,-0.140203675,-0.067194562,-0.00210076,0.054861261,0.136862391,0.148662908,0.153371688,0.155995057,0.159123627,0.164808619,47,49,50,52,54
101,39,highUnequal,-0.171547018,-0.10974083,-0.053586051,0.014759134,0.088958427,-1.55038961,-1.431165793,-1.305007522,-1.146759259,-1.01259629,-1.564412056,-1.443041741,-1.315657557,-1.153654215,-1.021183365,-0.125388559,-0.063427317,-0.006481674,0.052799534,0.134574997,0.703683021,0.767154817,0.839693579,0.89324386,0.94172007,-7.645459792,-7.362525385,-7.195315538,-6.961780459,-6.730004308,-0.144534792,-0.054250488,0.006460677,0.061496175,0.118127565,0.149323836,0.152608045,0.156152391,0.159111686,0.164844151,47,49,50,52,54
102,40,highUnequal,-0.187441417,-0.103155802,-0.063202511,0.003424246,0.073291002,-1.579458293,-1.416988631,-1.325685426,-1.18527831,-1.050593437,-1.59522227,-1.428649651,-1.339565487,-1.197888081,-1.06515776,-0.151213857,-0.060293961,-0.011605448,0.04237965,0.109563027,0.725205693,0.787496374,0.849964675,0.887329793,0.953667109,-7.65703167,-7.341571657,-7.1889562,-6.964572759,-6.712901897,-0.116043071,-0.043303902,0.011538621,0.058545823,0.140816638,0.149654872,0.153557481,0.156209326,0.15890197,0.164019116,47,49,50,52,54
103,41,highUnequal,-0.179653276,-0.104668198,-0.053612241,-0.008368116,0.05667166,-1.595617509,-1.396283286,-1.298100753,-1.183579749,-1.090985024,-1.612258802,-1.422976708,-1.314130507,-1.198245731,-1.10733111,-0.140397796,-0.065190812,-0.013558979,0.043220369,0.08061383,0.745422159,0.78765828,0.839033291,0.884996042,0.960215228,-7.707620957,-7.312208158,-7.194693491,-6.942927043,-6.737141309,-0.084050955,-0.044182296,0.01346732,0.063151673,0.131375078,0.150340714,0.154093753,0.156538471,0.159062017,0.162558924,47,49,50,52,54
104,42,highUnequal,-0.180629537,-0.112767282,-0.067810984,-0.007069922,0.040090173,-1.571486998,-1.40716722,-1.308538411,-1.193136312,-1.109188829,-1.595047911,-1.4245711,-1.327458088,-1.212477277,-1.126963149,-0.127377217,-0.065598675,-0.014965976,0.026529589,0.064320502,0.754694998,0.794108809,0.844776686,0.885654642,0.953604862,-7.665657915,-7.312859391,-7.18736978,-6.951580538,-6.73735751,-0.066485465,-0.026890348,0.014854136,0.063535424,0.119891857,0.15052748,0.154446085,0.156430586,0.159534576,0.162658536,47,49,50,52,54
105,43,highUnequal,-0.189084625,-0.116380059,-0.071440919,-0.019869572,0.028553418,-1.525789775,-1.399372927,-1.299968947,-1.213528882,-1.103177823,-1.544543393,-1.426272829,-1.319848192,-1.231291692,-1.11793175,-0.158674009,-0.072947457,-0.019572052,0.025275392,0.059432886,0.750439728,0.802577828,0.841501744,0.886346231,0.933951217,-7.65812576,-7.305878259,-7.200260862,-6.941860264,-6.694750477,-0.061272354,-0.025600372,0.019382982,0.070409277,0.147251453,0.152386888,0.154535002,0.15640357,0.15914803,0.162535997,47,49,50,52,54
106,44,highUnequal,-0.192037851,-0.105952212,-0.079500494,-0.024959559,0.031963405,-1.552101188,-1.377204178,-1.296682541,-1.208809472,-1.093455969,-1.576180225,-1.401881755,-1.329792647,-1.230898562,-1.109025471,-0.149395025,-0.070562284,-0.02957877,0.021753148,0.071004125,0.746225973,0.802404419,0.845779254,0.876252444,0.946307755,-7.631691971,-7.298403818,-7.140442072,-6.8996161,-6.671062959,-0.073653394,-0.021993465,0.029149757,0.068183312,0.139228217,0.152254638,0.154463799,0.156283856,0.158938068,0.162017468,47,49,50,52,54
107,45,highUnequal,-0.17921417,-0.12248391,-0.081840902,-0.029122841,0.022111228,-1.514270579,-1.37992824,-1.297730411,-1.218210291,-1.115141763,-1.537610576,-1.411383867,-1.326238156,-1.245210094,-1.138613953,-0.149362685,-0.073064528,-0.030136293,0.024192474,0.06373578,0.760157207,0.80879536,0.844251844,0.880200495,0.93122192,-7.636189298,-7.280368424,-7.12259344,-6.893771543,-6.618530375,-0.065857815,-0.024490503,0.029691115,0.070518554,0.139203557,0.152285277,0.15438143,0.156341782,0.158867422,0.161205341,47,49,50,52,54
108,46,highUnequal,-0.161472965,-0.116904186,-0.085312492,-0.050614678,0.012248746,-1.471832209,-1.35418683,-1.290857459,-1.234188871,-1.124475041,-1.509355268,-1.385482433,-1.333886818,-1.262864336,-1.151567719,-0.12906591,-0.079870363,-0.03683266,0.005761478,0.054368862,0.766196664,0.816631221,0.847535,0.869401369,0.920025849,-7.584321031,-7.277673623,-7.100600161,-6.841044105,-6.631580199,-0.05590274,-0.005778313,0.036170531,0.076840982,0.121390556,0.151892009,0.154985812,0.156576823,0.15820039,0.160753149,47,49,50,52,54
109,47,highUnequal,-0.176484528,-0.120059189,-0.090318643,-0.058419855,0.003324942,-1.461277788,-1.356971678,-1.287876871,-1.227376356,-1.127855379,-1.50752602,-1.390967622,-1.328667873,-1.263802868,-1.161688241,-0.136114046,-0.079197824,-0.043117909,0.00329562,0.043536088,0.7708895,0.817046061,0.845295983,0.871698139,0.919296611,-7.618455276,-7.235195172,-7.047638683,-6.839447387,-6.518297998,-0.044514061,-0.003301088,0.042214217,0.076218005,0.127612927,0.151308884,0.154626081,0.156302056,0.157878551,0.159505436,47,49,50,52,54
110,48,highUnequal,-0.180952775,-0.120348659,-0.097627398,-0.062883288,-0.009879803,-1.445348106,-1.342215701,-1.279656039,-1.228328942,-1.156819728,-1.505780248,-1.396765186,-1.324350507,-1.271783913,-1.1976142,-0.131957585,-0.077205677,-0.043532514,-0.011991955,0.050049998,0.787372311,0.820565132,0.843440462,0.874119938,0.918599582,-7.590218265,-7.214550861,-7.022357874,-6.788332034,-6.505723496,-0.051345962,0.01192049,0.042611458,0.07437017,0.123947981,0.151524254,0.154329426,0.156091568,0.157617959,0.159637612,47,49,50,52,54
111,49,highUnequal,-0.187374426,-0.131774011,-0.09778572,-0.063906778,-0.016384868,-1.458700516,-1.321075132,-1.273219699,-1.231452861,-1.165420199,-1.507639898,-1.385641165,-1.325538805,-1.276110847,-1.201813814,-0.138879113,-0.082894854,-0.051310716,-0.010023127,0.039886251,0.789281447,0.822468195,0.843951693,0.869467767,0.919341998,-7.509543166,-7.171935833,-6.989899762,-6.772882349,-6.425851681,-0.040704214,0.009971488,0.050037669,0.079637545,0.130044276,0.151180031,0.153701522,0.155585,0.156814263,0.158644811,47,49,50,52,54
112,50,highUnequal,-0.184691768,-0.141580643,-0.104863834,-0.071019468,-0.024902436,-1.435730794,-1.32316662,-1.272969199,-1.21912824,-1.170631485,-1.49087446,-1.382608047,-1.330085551,-1.279395744,-1.225399587,-0.1495506,-0.090677734,-0.047590105,-0.011953806,0.03999595,0.799936085,0.823910381,0.845904961,0.868195492,0.912633836,-7.51963984,-7.159199167,-6.954643945,-6.723295943,-6.369165678,-0.04081981,0.011882627,0.046488409,0.086799259,0.139364369,0.150859899,0.153088811,0.154923583,0.156541692,0.158247055,47,49,50,52,54
113,51,highUnequal,-0.175803361,-0.142189247,-0.107093419,-0.075640443,-0.033191708,-1.403298366,-1.317072184,-1.251614252,-1.205308489,-1.162415093,-1.46574416,-1.379630843,-1.320505943,-1.276846415,-1.221755289,-0.149647585,-0.089979206,-0.055627123,-0.016127432,0.02250768,0.79829755,0.822791205,0.841785062,0.866944722,0.902493447,-7.464844413,-7.130295671,-6.890860511,-6.680777054,-6.358536583,-0.02276722,0.015998761,0.054134609,0.086157189,0.139449905,0.149947711,0.152338241,0.154007048,0.155339852,0.157001,47,49,50,52,54
114,52,highUnequal,-0.179899005,-0.144100716,-0.113166314,-0.088007359,-0.048608686,-1.386377249,-1.305636929,-1.249199023,-1.206988421,-1.154613289,-1.464345072,-1.379370758,-1.323578058,-1.281044304,-1.229237602,-0.136531625,-0.096931194,-0.059907145,-0.02330952,0.008004558,0.801659396,0.824633201,0.843108226,0.86683606,0.90192603,-7.422205173,-7.095493016,-6.837936971,-6.637674919,-6.27151625,-0.008042013,0.023041677,0.058181298,0.092516091,0.12798093,0.149023217,0.151398018,0.152986998,0.154694501,0.15644642,47,49,50,52,54
115,53,highUnequal,-0.193198273,-0.154236908,-0.123755528,-0.098597333,-0.063692855,-1.362426553,-1.294204409,-1.246835623,-1.218033289,-1.158675395,-1.451041561,-1.375466585,-1.328118563,-1.298707268,-1.244932232,-0.154650081,-0.099014281,-0.067459697,-0.034442094,0.027808583,0.808674822,0.83234663,0.845060454,0.865191894,0.896512737,-7.408936095,-7.034323445,-6.775465825,-6.574241022,-6.202550072,-0.028202565,0.033861871,0.065281665,0.094413559,0.143797336,0.147529198,0.149836911,0.151938755,0.153675233,0.156126137,47,49,50,52,54
116,54,highUnequal,-0.195936053,-0.165569765,-0.133257876,-0.108465168,-0.068966036,-1.349851985,-1.286508791,-1.245074678,-1.213273664,-1.158585143,-1.456755384,-1.37200014,-1.337045138,-1.304672359,-1.244204953,-0.150815896,-0.112020983,-0.073106299,-0.045258332,0.012105079,0.808350712,0.834938433,0.848887368,0.863733536,0.898841507,-7.315869996,-6.945394475,-6.713257535,-6.466831298,-6.118064391,-0.012179791,0.044264039,0.07055752,0.106178851,0.140468332,0.145806709,0.1489037,0.150702861,0.152630408,0.155117223,47,49,50,52,54
117,55,highUnequal,-0.199441048,-0.168505436,-0.141681022,-0.116176992,-0.071907373,-1.342110291,-1.269624683,-1.233144949,-1.201297325,-1.148858453,-1.458137274,-1.37256908,-1.337080574,-1.298522614,-1.24945025,-0.157122104,-0.117657363,-0.08335886,-0.04985748,-0.007390135,0.810685814,0.832266265,0.848902532,0.863973337,0.899403814,-7.288678339,-6.885701146,-6.619681445,-6.372522006,-5.988578088,0.007357823,0.048654347,0.080064747,0.111234681,0.145935919,0.143790043,0.146471589,0.149040119,0.151411368,0.154162036,47,49,50,52,54
118,56,highUnequal,-0.21120633,-0.173210859,-0.146852562,-0.126879127,-0.076603736,-1.326689414,-1.253368282,-1.223585982,-1.196464555,-1.157574811,-1.452598696,-1.369065881,-1.337224578,-1.303711196,-1.262495016,-0.162266076,-0.124752695,-0.089106357,-0.057653304,-0.00093162,0.816467931,0.834521382,0.848964078,0.862495596,0.897148102,-7.208103917,-6.818105929,-6.531205811,-6.288752163,-5.865386974,0.00093096,0.056052409,0.085357503,0.117563054,0.150370224,0.140790064,0.144505188,0.1472896,0.14959684,0.152848611,47,49,50,52,54
119,57,highUnequal,-0.218358546,-0.178712933,-0.161333631,-0.136701984,-0.087849507,-1.317459656,-1.25804185,-1.213119997,-1.187979417,-1.150547117,-1.438960639,-1.377024569,-1.337944372,-1.30911249,-1.261690691,-0.181871823,-0.141667241,-0.101219805,-0.072114748,-0.023766473,0.816112626,0.836863186,0.849271702,0.865849518,0.891571864,-7.097287928,-6.720796784,-6.435127338,-6.171659549,-5.728414256,0.023488375,0.069632953,0.096418456,0.132489448,0.167099283,0.137817278,0.142083107,0.144981046,0.147831061,0.150941642,47,49,50,52,54
120,58,highUnequal,-0.227185514,-0.190901725,-0.168242721,-0.148283917,-0.091152632,-1.302219867,-1.245254032,-1.209490074,-1.174922044,-1.143158104,-1.443691842,-1.377782124,-1.339280004,-1.309821214,-1.26898934,-0.183126894,-0.143517654,-0.111796063,-0.084340564,-0.035529994,0.819333542,0.837170119,0.849843101,0.866168152,0.893509922,-7.002378081,-6.600549978,-6.308333356,-6.073647431,-5.596973004,0.034912645,0.080972005,0.105976289,0.134109,0.168160843,0.134402202,0.139762872,0.14224384,0.14495327,0.149316677,47,49,50,52,54
121,59,highUnequal,-0.239478707,-0.198965419,-0.175428474,-0.159750105,-0.112349303,-1.287856238,-1.238695577,-1.193755661,-1.167244501,-1.132236383,-1.442563902,-1.374715524,-1.338047497,-1.307909123,-1.274648685,-0.20363525,-0.148032367,-0.123290002,-0.091160752,-0.039262005,0.821825583,0.836341952,0.849316176,0.864877646,0.893048133,-6.924931345,-6.465239285,-6.17557817,-5.925603088,-5.442593233,0.038509836,0.087242039,0.11626188,0.13804944,0.185345998,0.130811361,0.136972159,0.139561927,0.142602447,0.147414798,47,49,50,52,54
122,60,highUnequal,-0.249489946,-0.212186845,-0.183472846,-0.167818428,-0.120285948,-1.271893506,-1.225814754,-1.181114747,-1.15383348,-1.130975186,-1.440372377,-1.375668554,-1.334799189,-1.308528455,-1.2682103,-0.215823585,-0.166374912,-0.135243867,-0.107096586,-0.046783051,0.81899109,0.836610274,0.847925868,0.865278804,0.892150554,-6.809706787,-6.340004689,-6.055891738,-5.790608962,-5.259663399,0.0457217,0.101740366,0.126847488,0.153900507,0.195421616,0.127063268,0.133501911,0.136292924,0.139794327,0.145496753,47,49,50,52,54
123,61,highUnequal,-0.258753936,-0.219974822,-0.194004705,-0.170081059,-0.129527942,-1.263165795,-1.213983591,-1.172497202,-1.146878865,-1.11799152,-1.422451749,-1.36994754,-1.334711024,-1.309224837,-1.272997207,-0.226009975,-0.176655229,-0.14548731,-0.11716592,-0.061431215,0.821099279,0.836911837,0.847887719,0.862867801,0.884777529,-6.71430224,-6.193110416,-5.89935431,-5.651078112,-5.11873925,0.059618025,0.110795038,0.135829682,0.16267538,0.203764948,0.123425248,0.13021975,0.133301315,0.136203205,0.143134615,47,49,50,52,54
124,62,highUnequal,-0.269631625,-0.229075688,-0.201456265,-0.178294492,-0.143033759,-1.248608645,-1.198509031,-1.163015337,-1.135551221,-1.110184001,-1.440899251,-1.368855752,-1.333842327,-1.306542491,-1.272283194,-0.235582792,-0.185282482,-0.152304954,-0.127807757,-0.06921112,0.82078505,0.835749646,0.847515963,0.862407029,0.892366517,-6.582713757,-6.035975159,-5.736833946,-5.452885205,-4.916436701,0.066920937,0.12027571,0.141763842,0.169981093,0.211541645,0.119380594,0.126094334,0.1295984,0.133130236,0.140825675,47,49,50,52,54
125,63,highUnequal,-0.278223865,-0.235015327,-0.213634104,-0.187456488,-0.153949866,-1.236587474,-1.187961063,-1.157243078,-1.129245134,-1.103311121,-1.420103681,-1.363161852,-1.33658857,-1.308552279,-1.276051741,-0.253876893,-0.198407588,-0.168590543,-0.135113525,-0.080621297,0.822442221,0.836620609,0.848691987,0.859999133,0.883810277,-6.429483167,-5.888801342,-5.577858457,-5.291846454,-4.764811321,0.077536075,0.126732621,0.155798097,0.180993653,0.22624025,0.114415031,0.122447676,0.125996993,0.129451523,0.136634369,47,49,50,52,54
126,64,highUnequal,-0.290930581,-0.246341301,-0.223375764,-0.196940779,-0.167524698,-1.22744539,-1.17397012,-1.147439553,-1.123190042,-1.091128547,-1.425923073,-1.363851331,-1.332021147,-1.310425242,-1.274514975,-0.268198012,-0.212897585,-0.180399209,-0.151096864,-0.101715686,0.8217667,0.837431595,0.846735305,0.860292209,0.886212098,-6.227625638,-5.687394847,-5.384296704,-5.112807987,-4.583605301,0.096867883,0.140715265,0.165852631,0.19301137,0.237596928,0.110099482,0.117826614,0.12206798,0.126022206,0.132911172,47,49,50,52,54
127,65,highUnequal,-0.303272826,-0.253437627,-0.229723196,-0.207082245,-0.175213604,-1.213677565,-1.16742724,-1.13890926,-1.109449224,-1.080915236,-1.406480742,-1.366418028,-1.3303344,-1.30457897,-1.269690104,-0.279890133,-0.221900964,-0.190829502,-0.161361681,-0.103216034,0.819643283,0.834897942,0.846011776,0.86137732,0.878165399,-6.107433924,-5.522190398,-5.214350388,-4.925591152,-4.433484938,0.098229579,0.149593179,0.174649982,0.200407804,0.246773933,0.106122314,0.113623189,0.117939227,0.12208016,0.129838797,47,49,50,52,54
128,66,highUnequal,-0.307050172,-0.261754325,-0.23861306,-0.21818461,-0.178449299,-1.200681456,-1.159826152,-1.130227434,-1.102715097,-1.079959269,-1.40952246,-1.363161677,-1.328265278,-1.305434969,-1.273183549,-0.288069654,-0.237261448,-0.204660352,-0.173561344,-0.122847757,0.821181263,0.835269364,0.8451234,0.860000416,0.879428407,-5.887885125,-5.327998214,-5.020261007,-4.746875392,-4.222000393,0.115867841,0.160042946,0.186197658,0.212900412,0.25314469,0.101342854,0.109592732,0.113264374,0.117529887,0.125617033,47,49,50,52,54
129,67,highUnequal,-0.314958341,-0.269720175,-0.248026261,-0.223461276,-0.192612448,-1.188522213,-1.149190839,-1.120282808,-1.098249023,-1.072729972,-1.409579757,-1.358947131,-1.320308611,-1.303662068,-1.273494387,-0.296007431,-0.256197743,-0.216413536,-0.190891573,-0.133028105,0.821317933,0.834499996,0.841700197,0.858215156,0.879452346,-5.721659684,-5.192461211,-4.842785373,-4.581139473,-4.065621843,0.124893616,0.17470224,0.19590679,0.228088953,0.259287622,0.096874912,0.10492368,0.109157119,0.114034493,0.121812846,47,49,50,52,54
130,68,highUnequal,-0.312452514,-0.276349531,-0.257076469,-0.226109622,-0.199348984,-1.175035119,-1.140277911,-1.110127346,-1.088757558,-1.065603711,-1.401265016,-1.35785224,-1.322082348,-1.298734478,-1.267804654,-0.302718137,-0.260578965,-0.228499724,-0.198079874,-0.149011259,0.81881225,0.832358568,0.842464338,0.857751132,0.875995688,-5.525261691,-4.993658824,-4.641075958,-4.401521775,-3.882737067,0.138901768,0.180720153,0.205793654,0.231570737,0.264452861,0.092178472,0.100496825,0.104684747,0.109688213,0.116700624,47,49,50,52,54
