"","t","Label_testingDiff","VE_symptOR_observed.2.5.","VE_symptOR_observed.50.","VE_symptOR_observed.97.5.","VE_symptOR.2.5.","VE_symptOR.50.","VE_symptOR.97.5.","VE_symptRR_observed.2.5.","VE_symptRR_observed.50.","VE_symptRR_observed.97.5.","VE_symptRR.2.5.","VE_symptRR.50.","VE_symptRR.97.5.","Covid_propSymptInfect.2.5.","Covid_propSymptInfect.50.","Covid_propSymptInfect.97.5.","Covid_propSymptInfect_vac.2.5.","Covid_propSymptInfect_vac.50.","Covid_propSymptInfect_vac.97.5.","Covid_propSymptInfect_unvac.2.5.","Covid_propSymptInfect_unvac.50.","Covid_propSymptInfect_unvac.97.5.","Covid_cumPropSymptInfect.2.5.","Covid_cumPropSymptInfect.50.","Covid_cumPropSymptInfect.97.5.","Covid_cumPropSymptInfect_vac.2.5.","Covid_cumPropSymptInfect_vac.50.","Covid_cumPropSymptInfect_vac.97.5.","Covid_cumPropSymptInfect_unvac.2.5.","Covid_cumPropSymptInfect_unvac.50.","Covid_cumPropSymptInfect_unvac.97.5.","NonCovid_propSymptInfect.2.5.","NonCovid_propSymptInfect.50.","NonCovid_propSymptInfect.97.5.","NonCovid_propSymptInfect_vac.2.5.","NonCovid_propSymptInfect_vac.50.","NonCovid_propSymptInfect_vac.97.5.","NonCovid_propSymptInfect_unvac.2.5.","NonCovid_propSymptInfect_unvac.50.","NonCovid_propSymptInfect_unvac.97.5.","NonCovid_cumPropSymptInfect_unvac.2.5.","NonCovid_cumPropSymptInfect_unvac.50.","NonCovid_cumPropSymptInfect_unvac.97.5.","NonCovid_cumPropSymptInfect_vac.2.5.","NonCovid_cumPropSymptInfect_vac.50.","NonCovid_cumPropSymptInfect_vac.97.5.","Covid_cumSymptExpInfect_tested_unvac.2.5.","Covid_cumSymptExpInfect_tested_unvac.50.","Covid_cumSymptExpInfect_tested_unvac.97.5.","Covid_cumSymptExpInfect_tested_vac.2.5.","Covid_cumSymptExpInfect_tested_vac.50.","Covid_cumSymptExpInfect_tested_vac.97.5.","CumProp_falseNeg_vac.2.5.","CumProp_falseNeg_vac.50.","CumProp_falseNeg_vac.97.5.","CumProp_falseNeg_unvac.2.5.","CumProp_falseNeg_unvac.50.","CumProp_falseNeg_unvac.97.5.","NonCovid_cumSymptInfect_tested_unvac.2.5.","NonCovid_cumSymptInfect_tested_unvac.50.","NonCovid_cumSymptInfect_tested_unvac.97.5.","NonCovid_cumSymptInfect_tested_vac.2.5.","NonCovid_cumSymptInfect_tested_vac.50.","NonCovid_cumSymptInfect_tested_vac.97.5.","NonCovid_cumPropSymptInfect_tested_unvac.2.5.","NonCovid_cumPropSymptInfect_tested_unvac.50.","NonCovid_cumPropSymptInfect_tested_unvac.97.5.","NonCovid_cumPropSymptInfect_tested_vac.2.5.","NonCovid_cumPropSymptInfect_tested_vac.50.","NonCovid_cumPropSymptInfect_tested_vac.97.5.","CumProp_misclass_vac.2.5.","CumProp_misclass_vac.50.","CumProp_misclass_vac.97.5.","CumProp_misclass_unvac.2.5.","CumProp_misclass_unvac.50.","CumProp_misclass_unvac.97.5.","Covid_cumPropSymptExpInfect_tested_unvac.2.5.","Covid_cumPropSymptExpInfect_tested_unvac.50.","Covid_cumPropSymptExpInfect_tested_unvac.97.5.","Covid_cumPropSymptExpInfect_tested_vac.2.5.","Covid_cumPropSymptExpInfect_tested_vac.50.","Covid_cumPropSymptExpInfect_tested_vac.97.5.","Avg_numContacts.2.5.","Avg_numContacts.50.","Avg_numContacts.97.5.","t_highChange.2.5.","t_highChange.50.","t_highChange.97.5.","totalNum_sims"
"114",113,"equal",0.160032278746604,0.193284426704225,0.219800857339718,0.198408433743318,0.224144113228604,0.246958745475201,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,3e-05,9e-05,0,4e-05,0.000100333333333333,0,0,0.00012,0.56994975,0.572825,0.575895,0.554115,0.557326666666667,0.560526666666667,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150958,0.151946666666667,0.153288333333333,0.148135,0.15216,0.155126,0.328754,0.33424,0.341882,0.385027666666667,0.38852,0.391881333333333,9216.75,9362,9463.625,25047.35,25287.5,25524.15,0.0793534261301445,0.0834026848309431,0.0880883762531242,0.0850351652584171,0.0916614921704152,0.0974495143917304,6320.325,6435.5,6570.975,21280.55,21496,21757.2,0.252813,0.25742,0.262839,0.283740666666667,0.286613333333333,0.290096,0.141867467916121,0.146634894839917,0.150517613583227,0.152970240833596,0.160052916087155,0.1677578085682,0.36867,0.37448,0.378545,0.333964666666667,0.337166666666667,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"115",114,"equal",0.15962566437895,0.192907548295344,0.220288218361564,0.198105954079458,0.224191710110423,0.247516965029721,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,3e-05,7.52499999999999e-05,0,2.66666666666667e-05,8.69999999999999e-05,0,0,0.000101,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.151046333333333,0.151873333333333,0.153248333333333,0.148255,0.15238,0.154861,0.32923,0.335,0.342482,0.385864,0.389526666666667,0.392887666666667,9216.75,9362,9463.625,25047.35,25288.5,25524.15,0.0805018655592994,0.0844255807718625,0.0893189810663821,0.0860025489660209,0.0927846378305521,0.0988160858777713,6357.225,6473.5,6608.55,21394.6,21619,21874.775,0.254289,0.25894,0.264342,0.285261333333333,0.288253333333333,0.291663666666667,0.142673975604721,0.147555305491393,0.151377190187678,0.15404493372409,0.161269096396757,0.168607600311272,0.36867,0.37448,0.378545,0.333964666666667,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"116",115,"equal",0.160501544359639,0.192861670871783,0.220329434541303,0.198528418712547,0.224571998910813,0.247988201010089,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,2e-05,7e-05,0,2.66666666666667e-05,8e-05,0,0,8e-05,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150998666666667,0.151913333333334,0.153321333333333,0.148036,0.15226,0.155004,0.329997,0.3359,0.343284,0.386794666666667,0.390426666666667,0.393815333333333,9216.75,9362,9463.625,25047.35,25288.5,25524.15,0.0814228442142065,0.0854925001348568,0.0903359627736306,0.0871081594393894,0.0937924550462697,0.0999274292159721,6394.425,6510.5,6636.975,21520.45,21729,22002.725,0.255777,0.26042,0.265479,0.286939333333333,0.28972,0.293369666666667,0.143502396519627,0.148520686028777,0.152149561345115,0.154843798589825,0.162373637021298,0.169548095417092,0.36867,0.37448,0.378545,0.333964666666667,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"117",116,"equal",0.160077892314142,0.192596740290564,0.220492037955426,0.198273325722939,0.224796452033068,0.247577516411857,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,2e-05,5e-05,0,1.33333333333333e-05,6.66666666666667e-05,0,0,8e-05,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150758666666667,0.151973333333334,0.153251666666667,0.148245,0.15208,0.155724,0.330822,0.33698,0.344025,0.387761666666667,0.391333333333333,0.394657333333333,9216.75,9362,9463.625,25047.35,25288.5,25524.15,0.0824745989538535,0.0864455168019412,0.091185885500998,0.0885329060214859,0.0951424394186975,0.10100855012025,6429.9,6547.5,6676.5,21630.85,21843.5,22116.575,0.257196,0.2619,0.26706,0.288411333333333,0.291246666666667,0.294887666666667,0.14439755465754,0.149360048658657,0.153106858500474,0.155994838329051,0.163303146765936,0.17067755360698,0.36867,0.37448,0.378545,0.333964666666667,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"118",117,"equal",0.159113814502263,0.192019460680323,0.220076542254265,0.198539140648197,0.224587778141259,0.247631935181656,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,1e-05,5e-05,0,1.33333333333333e-05,6.03333333333332e-05,0,0,8e-05,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150929333333333,0.151926666666666,0.153135333333333,0.148594,0.15222,0.155212,0.33167,0.3377,0.344646,0.388658666666667,0.392266666666667,0.395683333333333,9216.75,9362,9463.625,25047.35,25288.5,25524.15,0.0833999197439442,0.0874315313525547,0.0921126870320888,0.089556752769863,0.0962410523289111,0.102068804514589,6460.275,6579,6713.875,21745.75,21956,22208.725,0.258411,0.26316,0.268555,0.289943333333333,0.292746666666667,0.296116333333333,0.145483939608184,0.150175990798886,0.154037600983128,0.156949373186527,0.16414922293,0.171538818143653,0.36867,0.37448,0.378545,0.333964666666667,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"119",118,"equal",0.159206550874598,0.192008536426196,0.21945947737007,0.198370923738331,0.22435173934294,0.247478183888647,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,1e-05,4.52499999999999e-05,0,1.33333333333333e-05,5.33333333333333e-05,0,0,6.09999999999997e-05,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150893333333333,0.152033333333334,0.153334666666667,0.147996,0.1519,0.15532,0.332426,0.33858,0.345357,0.389586,0.393173333333333,0.396694,9216.75,9362,9463.625,25047.825,25288.5,25524.15,0.0843071915325703,0.0884406955150424,0.0932197445366028,0.0906086801537809,0.0973186760759186,0.102978969331152,6494.95,6614,6743.1,21851.775,22073,22314,0.259798,0.26456,0.269724,0.291357,0.294306666666666,0.29752,0.146314997147292,0.151067266400392,0.154747018486723,0.158013094922546,0.165013400301263,0.172330696484629,0.36867,0.37448,0.378545,0.333971,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"120",119,"equal",0.160803096864101,0.191784988791891,0.219052895876243,0.198630916413538,0.224668863730981,0.247504221490053,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,1e-05,4e-05,0,1.33333333333333e-05,4.69999999999999e-05,0,0,6.09999999999997e-05,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150632333333333,0.152013333333333,0.153261,0.148217,0.15196,0.156103,0.333247,0.3393,0.346031,0.390400666666667,0.394066666666666,0.397458666666667,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0851218068163264,0.0894044775622316,0.0942316632608521,0.091639444419846,0.0983965988759384,0.104235819639566,6528.375,6650.5,6776.05,21958.275,22187.5,22429.725,0.261135,0.26602,0.271042,0.292777,0.295833333333334,0.299063,0.14721918540541,0.151861974864157,0.155551959877331,0.159223991651004,0.166015931170418,0.173246434820596,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"121",120,"equal",0.1602989689945,0.191575374327771,0.218563563389839,0.198977513146499,0.224594481378173,0.247256160005966,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,1e-05,3e-05,0,6.66666666666665e-06,4e-05,0,0,4e-05,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150624666666667,0.15202,0.153213333333333,0.14836,0.15194,0.156126,0.334028,0.33998,0.34685,0.391193,0.394846666666667,0.398454666666667,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0862443837178525,0.0904964504704119,0.0950348645181678,0.0928987565792229,0.0993385280712682,0.105220752726307,6562.475,6684.5,6813.725,22063.425,22309,22541.25,0.262499,0.26738,0.272549,0.294179,0.297453333333333,0.30055,0.148172012034614,0.152730161329987,0.156351126126656,0.160346625655596,0.166973227979499,0.174335467527063,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"122",121,"equal",0.160895891267347,0.19119467144805,0.217971128162675,0.198602607885295,0.224171712185119,0.246847980328282,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,0,3.52499999999999e-05,0,0,3.36666666666666e-05,0,0,4e-05,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150685666666667,0.151953333333333,0.153233666666667,0.148299,0.15214,0.155943,0.334813,0.34062,0.347549,0.392024666666667,0.395646666666666,0.399364,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0872501844440366,0.091504785757386,0.0958856619100693,0.0937482128645412,0.100588274536552,0.106488438886639,6595.275,6720,6848.6,22168.9,22424,22655.725,0.263811,0.2688,0.273944,0.295585333333333,0.298986666666667,0.302076333333333,0.148967791539816,0.153552417488882,0.157091652503546,0.161033928854304,0.167883176482375,0.175639695694396,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"123",122,"equal",0.161027805535339,0.190783354410057,0.21847403130231,0.19873946426103,0.224216432243555,0.246698069294503,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,0,3.04999999999998e-05,0,0,3.36666666666666e-05,0,0,2.09999999999997e-05,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150734333333333,0.152013333333333,0.153061,0.148817,0.15196,0.155797,0.335354,0.34138,0.348183,0.393037333333333,0.396526666666666,0.400130333333333,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0883155314062619,0.0924270223972835,0.0968968740268798,0.0947489869868137,0.101669898715894,0.107569082865171,6628.95,6757,6887.175,22274.95,22538.5,22764.525,0.265158,0.27028,0.275487,0.296999333333333,0.300513333333333,0.303527,0.149806440889415,0.154390590065109,0.157925326370757,0.162233620802871,0.168752152725386,0.176640925858798,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"124",123,"equal",0.161105929344255,0.190702510886269,0.218422986415974,0.198519123187931,0.224278539946446,0.246352575692197,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150534333333333,0.15202,0.152976,0.149072,0.15194,0.156397,0.336156,0.34222,0.34888,0.393919333333333,0.397346666666667,0.400873666666667,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0892036140786412,0.0933948715100197,0.0976822601805085,0.0959842880627942,0.102832337686875,0.108646273541057,6664.9,6788.5,6925.7,22381.75,22648.5,22877.35,0.266596,0.27154,0.277028,0.298423333333333,0.30198,0.305031333333333,0.150676770888957,0.155286385757552,0.158786694817646,0.163543747446067,0.169696099990549,0.177750927143166,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"125",124,"equal",0.160997646972786,0.191051930263841,0.218433374565753,0.198301320902637,0.224454287790732,0.247043027685647,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0868157909757577,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150705333333333,0.151966666666667,0.153033666666667,0.148899,0.1521,0.155884,0.336859,0.343,0.349648,0.394829,0.39814,0.401785666666667,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0904548125549673,0.0943672807418805,0.0987152108530215,0.097244069818688,0.103847367927048,0.109880648808624,6697.9,6825.5,6952.45,22484.125,22758,23000.175,0.267916,0.27302,0.278098,0.299788333333333,0.30344,0.306669,0.151657314857578,0.156073698309417,0.159533265969661,0.164536180186347,0.170701659271518,0.178577334092519,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"126",125,"equal",0.161147804969533,0.190518400824205,0.218869438819683,0.198672407046784,0.224404299608848,0.247142040985416,0.0858451351708827,0.0992020700369443,0.115242611177892,0.086804353067261,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150913,0.15192,0.153007,0.148979,0.15224,0.155261,0.337478,0.34364,0.350357,0.395651666666667,0.398906666666667,0.402642333333333,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0915678603080697,0.0951391113237963,0.0996902798016427,0.0981164086847473,0.104985983261556,0.110750190768273,6732.475,6860,6989.3,22603.775,22860.5,23108.775,0.269299,0.2744,0.279572,0.301383666666667,0.304806666666666,0.308117,0.152625566242415,0.156857263024889,0.160552602165663,0.165535450014088,0.171775423684418,0.17931359134862,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"127",126,"equal",0.160982027300072,0.191042324466701,0.219389582656934,0.198408106802166,0.224709560917967,0.246924606002414,0.0858451351708827,0.0992020700369443,0.115242611177892,0.086804353067261,0.0994059503328832,0.109115749960768,0,0,1.52499999999999e-05,0,0,1.33333333333333e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150972,0.15194,0.152967666666667,0.149097,0.15218,0.155084,0.3382,0.3443,0.350936,0.396382666666667,0.399746666666667,0.403347,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0925153944619141,0.0960740481478022,0.100491509326961,0.0989648978307632,0.105976113408047,0.111529250393782,6766.325,6892.5,7022.35,22719.025,22961,23226,0.270653,0.2757,0.280894,0.302920333333333,0.306146666666667,0.30968,0.15340695833948,0.15766673124101,0.161052415921543,0.166381574878564,0.172477268027981,0.180126855635792,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"128",127,"equal",0.160582815354627,0.190301604780981,0.219645232672538,0.198653176751676,0.224478354696456,0.24672363589431,0.0858451351708827,0.0992020700369443,0.115242611177892,0.086804353067261,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150898333333333,0.1519,0.153133333333333,0.1486,0.1523,0.155305,0.338815,0.34492,0.351576,0.397055,0.400513333333333,0.404224333333333,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0935630337114359,0.0971007188095957,0.101648828698335,0.0999259606494413,0.106889920521466,0.112560978728078,6797.175,6926.5,7058.2,22827.85,23063.5,23329.425,0.271887,0.27706,0.282328,0.304371333333333,0.307513333333334,0.311059,0.154142512675538,0.158337940288063,0.161934523574254,0.167305095678393,0.173478691694393,0.180821999321256,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"129",128,"equal",0.161320094470527,0.190568551777586,0.218230513466252,0.19908067052612,0.224381818784431,0.247181737748463,0.0858451351708827,0.0992020700369443,0.115242611177892,0.086804353067261,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150886333333333,0.151966666666667,0.153141,0.148577,0.1521,0.155341,0.339419,0.34548,0.3521,0.397817,0.40124,0.404969,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.094334855147921,0.0980678106488027,0.102540206180272,0.100686546588562,0.107762446152614,0.113977942044033,6827.075,6962,7090.725,22943.375,23168,23422.1,0.273083,0.27848,0.283629,0.305911666666667,0.308906666666667,0.312294666666667,0.154860221268436,0.159160115240138,0.162754011205657,0.167977668036103,0.174513438952277,0.181916456295614,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"130",129,"equal",0.161100915648163,0.190371913549797,0.217624940658573,0.198673852080251,0.224527178673326,0.247059069006825,0.0858451351708827,0.0992020700369443,0.115242611177892,0.086804353067261,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150790333333333,0.15194,0.153157,0.148529,0.15218,0.155629,0.339918,0.34602,0.352628,0.398532,0.40198,0.405580333333333,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0951503708680215,0.098991245106361,0.103548810242334,0.101641405005755,0.108760943236414,0.114933339541449,6865.2,6993.5,7125.15,23051,23280,23531.475,0.274608,0.27974,0.285006,0.307346666666667,0.3104,0.313753,0.155625574778862,0.159880431749928,0.163508005468795,0.168440680107074,0.175248313447276,0.182959621133931,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"131",130,"equal",0.159889673973804,0.189978725672988,0.218158624673467,0.199034068226908,0.224571344132905,0.246499515496053,0.0858451351708827,0.0992020700369443,0.115242611177892,0.086804353067261,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150879333333333,0.15204,0.152874333333333,0.149377,0.15188,0.155362,0.340636,0.3466,0.353285,0.399231666666667,0.40264,0.406252333333333,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0961716496111176,0.0999857930657017,0.104488814271274,0.10272770654585,0.109925619235579,0.116098108261674,6900.3,7023,7162.15,23147.325,23388.5,23633.45,0.276012,0.28092,0.286486,0.308631,0.311846666666666,0.315112666666667,0.156488577453422,0.160708239312529,0.164351298756086,0.169546929125998,0.1762089836962,0.18391660896383,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"132",131,"equal",0.159934903488983,0.189532389359387,0.218570979777603,0.199440672428383,0.224657932489618,0.246480211215367,0.0858451351708827,0.0992020700369443,0.115242611177892,0.086804353067261,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150966333333333,0.152006666666667,0.153375,0.147875,0.15198,0.155101,0.34128,0.34734,0.353801,0.399932666666667,0.403406666666667,0.406889666666667,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0970620589906803,0.100844193058034,0.105145698820981,0.10378437294464,0.110945365883606,0.116953927153445,6934.825,7058,7190.725,23252.85,23496,23731.775,0.277393,0.28232,0.287629,0.310038,0.31328,0.316423666666667,0.157330310364287,0.161483576821044,0.165098913808777,0.170554662839305,0.177239418391573,0.184416864430532,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"133",132,"equal",0.159847967215461,0.189379783753487,0.218085080762424,0.198992248848148,0.22441728914414,0.246517909027983,0.0858451351708827,0.0992020700369443,0.115242611177892,0.086804353067261,0.0994059503328832,0.109115749960768,0,0,1.52499999999999e-05,0,0,2.03333333333332e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.151019666666667,0.151946666666667,0.153327666666667,0.148017,0.15216,0.154941,0.342,0.34782,0.354287,0.400685666666667,0.404093333333334,0.407552666666667,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0981412116217881,0.101715388441148,0.105961680551367,0.104663780311398,0.111956468333597,0.118156541127644,6975.925,7088,7216.725,23342.425,23598.5,23831.45,0.279037,0.28352,0.288669,0.311232333333333,0.314646666666667,0.317752666666667,0.158238621256726,0.162175055690882,0.165798935579793,0.171401493672546,0.178152899412969,0.18494216767211,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"134",133,"equal",0.159831196964872,0.1882354516167,0.217568658124189,0.199245183923223,0.224092787427405,0.246735816235775,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0867929151587642,0.0994059503328832,0.109115749960768,0,0,2e-05,0,0,2.66666666666667e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150931333333333,0.15192,0.153174666666667,0.148476,0.15224,0.155206,0.342537,0.34844,0.354887,0.401312333333333,0.404793333333334,0.408150666666667,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0990234159678925,0.102599346239942,0.106778303895713,0.10577601768797,0.112889984631365,0.119105786565675,7010.825,7124,7253.675,23434.375,23697,23932.95,0.280433,0.28496,0.290147,0.312458333333333,0.31596,0.319106,0.158914181670078,0.16294851851573,0.166444191076996,0.172000814270394,0.179064754866825,0.185882650844203,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"135",134,"equal",0.160379424094625,0.188425596362255,0.216533588172,0.199432984939284,0.224035445897013,0.246428950773121,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0867929151587642,0.0994059503328832,0.109115749960768,0,0,1e-05,0,0,1.33333333333333e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.150751666666667,0.151906666666667,0.153232,0.148304,0.15228,0.155745,0.343095,0.34916,0.355445,0.40196,0.405453333333333,0.408751333333333,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.0998920121188542,0.103387942190161,0.107450425923327,0.106954181107608,0.113861045758167,0.119970944751818,7043.4,7154,7282.25,23525.975,23793,24037.75,0.281736,0.28616,0.29129,0.313679666666667,0.31724,0.320503333333333,0.159750039952675,0.163561054536492,0.167273517414653,0.172973380060626,0.179864204963777,0.186737979363432,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
"136",135,"equal",0.160961183135929,0.188875685630725,0.216795536335805,0.199511330860537,0.224174922214214,0.2464635835171,0.0858451351708827,0.0992020700369443,0.115242611177892,0.0867929151587642,0.0994059503328832,0.109115749960768,0,0,1e-05,0,0,1.33333333333333e-05,0,0,0,0.56994975,0.572825,0.5759055,0.554115,0.557326666666667,0.560553333333333,0.612232,0.61882,0.624625,0.152,0.152,0.152,0.15088,0.152046666666666,0.153004666666667,0.148986,0.15186,0.15536,0.343758,0.34966,0.355995,0.402715333333333,0.406046666666667,0.409473333333333,9216.75,9362,9463.625,25048.35,25288.5,25524.15,0.100764109249508,0.104281407506541,0.108221390361267,0.107922173733663,0.114704497007344,0.120657843136644,7069.35,7183.5,7312.2,23626.2,23891,24143.925,0.282774,0.28734,0.292488,0.315016,0.318546666666667,0.321919,0.160459321264974,0.16436769916106,0.167907224503998,0.173988724236022,0.18058715911251,0.18767879576749,0.36867,0.37448,0.378545,0.333978,0.33718,0.340322,6.0044895,6.00492,6.005521,47,50,53,100
