"","t","Label_testingDiff","VE_symptOR_observed.2.5.","VE_symptOR_observed.50.","VE_symptOR_observed.97.5.","VE_symptOR.2.5.","VE_symptOR.50.","VE_symptOR.97.5.","VE_symptRR_observed.2.5.","VE_symptRR_observed.50.","VE_symptRR_observed.97.5.","VE_symptRR.2.5.","VE_symptRR.50.","VE_symptRR.97.5.","Covid_propSymptInfect.2.5.","Covid_propSymptInfect.50.","Covid_propSymptInfect.97.5.","Covid_propSymptInfect_vac.2.5.","Covid_propSymptInfect_vac.50.","Covid_propSymptInfect_vac.97.5.","Covid_propSymptInfect_unvac.2.5.","Covid_propSymptInfect_unvac.50.","Covid_propSymptInfect_unvac.97.5.","Covid_cumPropSymptInfect.2.5.","Covid_cumPropSymptInfect.50.","Covid_cumPropSymptInfect.97.5.","Covid_cumPropSymptInfect_vac.2.5.","Covid_cumPropSymptInfect_vac.50.","Covid_cumPropSymptInfect_vac.97.5.","Covid_cumPropSymptInfect_unvac.2.5.","Covid_cumPropSymptInfect_unvac.50.","Covid_cumPropSymptInfect_unvac.97.5.","NonCovid_propSymptInfect.2.5.","NonCovid_propSymptInfect.50.","NonCovid_propSymptInfect.97.5.","NonCovid_propSymptInfect_vac.2.5.","NonCovid_propSymptInfect_vac.50.","NonCovid_propSymptInfect_vac.97.5.","NonCovid_propSymptInfect_unvac.2.5.","NonCovid_propSymptInfect_unvac.50.","NonCovid_propSymptInfect_unvac.97.5.","NonCovid_cumPropSymptInfect_unvac.2.5.","NonCovid_cumPropSymptInfect_unvac.50.","NonCovid_cumPropSymptInfect_unvac.97.5.","NonCovid_cumPropSymptInfect_vac.2.5.","NonCovid_cumPropSymptInfect_vac.50.","NonCovid_cumPropSymptInfect_vac.97.5.","Covid_cumSymptExpInfect_tested_unvac.2.5.","Covid_cumSymptExpInfect_tested_unvac.50.","Covid_cumSymptExpInfect_tested_unvac.97.5.","Covid_cumSymptExpInfect_tested_vac.2.5.","Covid_cumSymptExpInfect_tested_vac.50.","Covid_cumSymptExpInfect_tested_vac.97.5.","CumProp_falseNeg_vac.2.5.","CumProp_falseNeg_vac.50.","CumProp_falseNeg_vac.97.5.","CumProp_falseNeg_unvac.2.5.","CumProp_falseNeg_unvac.50.","CumProp_falseNeg_unvac.97.5.","NonCovid_cumSymptInfect_tested_unvac.2.5.","NonCovid_cumSymptInfect_tested_unvac.50.","NonCovid_cumSymptInfect_tested_unvac.97.5.","NonCovid_cumSymptInfect_tested_vac.2.5.","NonCovid_cumSymptInfect_tested_vac.50.","NonCovid_cumSymptInfect_tested_vac.97.5.","NonCovid_cumPropSymptInfect_tested_unvac.2.5.","NonCovid_cumPropSymptInfect_tested_unvac.50.","NonCovid_cumPropSymptInfect_tested_unvac.97.5.","NonCovid_cumPropSymptInfect_tested_vac.2.5.","NonCovid_cumPropSymptInfect_tested_vac.50.","NonCovid_cumPropSymptInfect_tested_vac.97.5.","CumProp_misclass_vac.2.5.","CumProp_misclass_vac.50.","CumProp_misclass_vac.97.5.","CumProp_misclass_unvac.2.5.","CumProp_misclass_unvac.50.","CumProp_misclass_unvac.97.5.","Covid_cumPropSymptExpInfect_tested_unvac.2.5.","Covid_cumPropSymptExpInfect_tested_unvac.50.","Covid_cumPropSymptExpInfect_tested_unvac.97.5.","Covid_cumPropSymptExpInfect_tested_vac.2.5.","Covid_cumPropSymptExpInfect_tested_vac.50.","Covid_cumPropSymptExpInfect_tested_vac.97.5.","Avg_numContacts.2.5.","Avg_numContacts.50.","Avg_numContacts.97.5.","t_highChange.2.5.","t_highChange.50.","t_highChange.97.5.","totalNum_sims"
"216",64,"highUnequal",-0.294188535064303,-0.224580589573099,-0.164125186005644,0.154784647914329,0.191605567902042,0.215693231660852,-1.23874483570429,-1.14931906863561,-1.07589697128175,0.0840339358974804,0.0988381963321759,0.10863463732696,0.17019875,0.210945,0.2351055,0.165533333333333,0.204946666666667,0.228714333333333,0.184195,0.22684,0.253057,0.43843675,0.49717,0.52881425,0.428215,0.4842,0.513835333333333,0.471748,0.53596,0.573032,0.152,0.152,0.152,0.150540666666667,0.151986666666666,0.153162666666667,0.148512,0.15204,0.156378,0.303189,0.3285,0.373089,0.343647333333333,0.3658,0.402824666666667,2506.55,3056.5,3427.5,16600.6,19840.5,21674.975,0.00999553446923021,0.0135180774558032,0.018209929288826,0.0158058709608118,0.0237122677763541,0.0327957573786594,3093.95,3312,3552.375,16176.35,17384,19254.85,0.123758,0.13248,0.142095,0.215684666666667,0.231786666666667,0.256731333333333,0.0718078763147681,0.079778920846315,0.0871997378945608,0.0671639874463039,0.0805373183604246,0.0928931879901308,0.100262,0.12226,0.1371,0.221341333333333,0.26454,0.288999666666667,6.0044895,6.00492,6.005521,47,50,53,100
"217",65,"highUnequal",-0.301833120241138,-0.230317128274371,-0.173510128062263,0.158844858227035,0.196740991543707,0.219971942396241,-1.22855963671421,-1.14244467457084,-1.07387690907454,0.0843819514940053,0.098897960916814,0.109611861676197,0.15510175,0.19851,0.2308035,0.151115666666667,0.19294,0.224660333333333,0.16706,0.214,0.249902,0.45697925,0.50889,0.5361745,0.445917666666667,0.49564,0.521055666666667,0.490689,0.54866,0.580187,0.152,0.152,0.152,0.150577,0.151913333333334,0.15331,0.14807,0.15226,0.156269,0.300087,0.32176,0.360988,0.341064333333333,0.3604,0.393322666666667,2656.4,3192.5,3506.675,17529.975,20552,22180.15,0.0110039235182328,0.0147526490802475,0.0196575008950603,0.0176648857696902,0.0255812042356316,0.0358625153928041,3109.95,3306.5,3538.175,16087.275,17154,18886.375,0.124398,0.13226,0.141527,0.214497,0.22872,0.251818333333333,0.0740573009191504,0.0817500641878024,0.0893990133133259,0.069785695261807,0.0831275931229251,0.0960506459096118,0.106256,0.1277,0.140267,0.233733,0.274026666666667,0.295735333333333,6.0044895,6.00492,6.005521,47,50,53,100
"218",66,"highUnequal",-0.308784093282372,-0.240730856594799,-0.187516962223661,0.165600919182627,0.199625830955602,0.222289777461734,-1.22614038460547,-1.13127445103282,-1.06642095938018,0.0853887295734354,0.0996844733408377,0.109395358096135,0.14000625,0.18467,0.2243405,0.136330666666667,0.17944,0.218242666666667,0.151033,0.1994,0.240153,0.473525,0.51926,0.54259875,0.461849333333333,0.505713333333333,0.527086666666667,0.508552,0.55988,0.587063,0.152,0.152,0.152,0.150413333333333,0.151973333333334,0.15328,0.14816,0.15208,0.15676,0.296994,0.31564,0.351012,0.339155,0.3555,0.384875666666667,2792.175,3306,3601.15,18441.55,21199.5,22647.075,0.012036026372387,0.0161091454890006,0.0211640724980656,0.0191941472789077,0.0282683591104785,0.0382069202590602,3125.475,3306,3516.25,16055.275,16963.5,18532.05,0.125019,0.13224,0.14065,0.214070333333333,0.22618,0.247094,0.076356764051916,0.0836432148339704,0.0909843265293374,0.072263222487177,0.0862848249680679,0.0985486258278407,0.111687,0.13224,0.144046,0.245887333333333,0.28266,0.301961,6.0044895,6.00492,6.005521,47,50,53,100
"219",67,"highUnequal",-0.316661767768192,-0.246746902192356,-0.193947476709244,0.171386307942616,0.205987130240076,0.227263795706453,-1.21395816327774,-1.12586385333245,-1.05868199503695,0.0857356052362608,0.0998770640365781,0.109598343055184,0.1249,0.17002,0.215551,0.121192333333333,0.165293333333333,0.210173333333333,0.136023,0.18458,0.230741,0.4879555,0.528095,0.54803775,0.476182333333333,0.51408,0.532350666666667,0.523275,0.57002,0.593606,0.152,0.152,0.152,0.150605666666667,0.15198,0.153435666666667,0.147693,0.15206,0.156183,0.29421,0.31104,0.342016,0.337729,0.351806666666666,0.377607666666667,2924.425,3406.5,3677.575,19247.825,21775.5,23038.675,0.0132630501459823,0.0175689124029809,0.0227951268616641,0.0208975879772846,0.030673044828451,0.0419227887276223,3138.75,3312.5,3508.775,16004.15,16822.5,18272.925,0.12555,0.1325,0.140351,0.213388666666667,0.2243,0.243639,0.0782101321018116,0.0854752472497007,0.0928004574517873,0.074644327444273,0.0891717327835713,0.101601638793121,0.116977,0.13626,0.147103,0.256637666666667,0.29034,0.307182333333333,6.0044895,6.00492,6.005521,47,50,53,100
"220",68,"highUnequal",-0.325586584098337,-0.254556369563463,-0.204529084594803,0.175663791968488,0.207622243694829,0.228730366127146,-1.19503324786301,-1.11495619535407,-1.05811859517001,0.0857178093335765,0.0999456626204015,0.109515938727059,0.1097595,0.15454,0.2043485,0.10659,0.15056,0.199500666666667,0.119268,0.1667,0.21885,0.50177175,0.535475,0.55233025,0.489606666666667,0.52088,0.536627666666667,0.538267,0.57814,0.598324,0.152,0.152,0.152,0.150565666666667,0.151886666666667,0.153179333333333,0.148462,0.15234,0.156303,0.293068,0.30766,0.334187,0.337078333333333,0.349093333333333,0.370509,3082.65,3495,3747.45,20033.425,22279.5,23406.875,0.0142277075958732,0.0190473144838627,0.0245635827188395,0.0237548236737214,0.0328550334971451,0.0451001181151312,3154.275,3321,3506.05,15988.625,16699,17990.7,0.126171,0.13284,0.140242,0.213181666666667,0.222653333333333,0.239876,0.0800972927886187,0.0875348233888592,0.0945283519927423,0.0783146105154949,0.0911381585684672,0.104905914281549,0.123306,0.1398,0.149898,0.267112333333333,0.29706,0.312091666666667,6.0044895,6.00492,6.005521,47,50,53,100
"221",69,"highUnequal",-0.32613686972849,-0.259974369141147,-0.214835786674152,0.180117596596932,0.209545518747763,0.231923413898436,-1.18738417243966,-1.10778607911586,-1.0541294198165,0.0858956479532245,0.0998661463624916,0.109847253986608,0.09657525,0.13904,0.191883,0.0940556666666667,0.135426666666667,0.187370333333333,0.104134,0.15042,0.205421,0.51299475,0.54184,0.5558815,0.500372333333333,0.526846666666666,0.540516333333333,0.550862,0.58528,0.602595,0.152,0.152,0.152,0.150685,0.15196,0.153135333333333,0.148594,0.15212,0.155945,0.291904,0.30416,0.326924,0.3368,0.346773333333333,0.365433666666667,3208.85,3584.5,3803.1,20733.7,22722,23720.475,0.0155968747640541,0.0207704965490489,0.0261419453340403,0.0256593641737531,0.0359333511600039,0.0475469104678767,3180.425,3332,3494.525,16007.6,16613,17781.225,0.127217,0.13328,0.139781,0.213434666666667,0.221506666666666,0.237083,0.0820688065974662,0.0893540658568841,0.0963682708065083,0.0811532671091257,0.0946970689838768,0.108356073812129,0.128354,0.14338,0.152124,0.276449333333333,0.30296,0.316273,6.0044895,6.00492,6.005521,47,50,53,100
"222",70,"highUnequal",-0.329962073653793,-0.26898321954607,-0.223601782793156,0.183183060708192,0.211018753370669,0.234051181838427,-1.17887717908506,-1.09968678640922,-1.04569793155013,0.0863593486676987,0.0990438437968306,0.109758096502843,0.08352475,0.12418,0.17811275,0.0812826666666667,0.12106,0.173908333333333,0.090251,0.1341,0.190726,0.5226935,0.546945,0.55879625,0.509822,0.531966666666667,0.543996333333333,0.561959,0.59078,0.605981,0.152,0.152,0.152,0.150751666666667,0.152046666666666,0.152960666666667,0.149118,0.15186,0.155745,0.291299,0.30168,0.321688,0.336377333333333,0.34514,0.360879333333333,3298.25,3655.5,3858.15,21350.725,23123,23976.65,0.0169955404286709,0.0222936738260398,0.0278579598116122,0.0276421693056703,0.0387783520504734,0.0504523535415643,3209.375,3347.5,3493.625,16027.625,16572.5,17583.825,0.128375,0.1339,0.139745,0.213701666666667,0.220966666666666,0.234451,0.0837441138209715,0.0913176230313574,0.0979884619709814,0.0835501280327079,0.0975148192287746,0.110986845989563,0.13193,0.14622,0.154326,0.284676333333333,0.308306666666667,0.319688666666667,6.0044895,6.00492,6.005521,47,50,53,100
"223",71,"highUnequal",-0.333417402633558,-0.274091373906572,-0.227603520388073,0.187472316052937,0.214482602824192,0.234482361392694,-1.17555054057631,-1.09319721727947,-1.03663650357711,0.0870936257906192,0.0991999334826072,0.110398335959487,0.07184925,0.10989,0.16314575,0.069857,0.1068,0.158948333333333,0.077826,0.11844,0.175738,0.53115925,0.551425,0.5616925,0.517935666666667,0.536346666666667,0.546529333333333,0.57104,0.59542,0.608755,0.152,0.152,0.152,0.150825333333333,0.151946666666667,0.15284,0.14948,0.15216,0.155524,0.291019,0.3001,0.3168,0.336776333333333,0.343993333333333,0.357331666666667,3414.3,3726.5,3904.5,21946.05,23456,24182.85,0.0183882777458791,0.0239545022599567,0.0293603700503002,0.029688436191231,0.0418396220481013,0.0536120199384191,3236.475,3372.5,3496,16064.875,16566,17415.425,0.129459,0.1349,0.13984,0.214198333333333,0.22088,0.232205666666667,0.0861480554341462,0.0931144581156915,0.0996969880557388,0.085892071782017,0.100494668447717,0.112939865739416,0.136572,0.14906,0.15618,0.292614,0.312746666666667,0.322438,6.0044895,6.00492,6.005521,47,50,53,100
"224",72,"highUnequal",-0.338663500638833,-0.283859124784081,-0.234081200859605,0.188293436706298,0.216020937009955,0.236358724515877,-1.16020350940513,-1.0882703620329,-1.03224427991951,0.0867414864488465,0.0996126809777838,0.11017679158765,0.06149675,0.09685,0.1476055,0.0597393333333333,0.0940333333333333,0.143815666666667,0.066769,0.10432,0.158975,0.53846075,0.555315,0.56407825,0.52486,0.539926666666667,0.548657,0.579223,0.59934,0.611269,0.152,0.152,0.152,0.150805666666667,0.151993333333333,0.152821,0.149537,0.15202,0.155583,0.290534,0.29918,0.312594,0.337496,0.34344,0.354373333333333,3498.2,3783,3941.2,22428.325,23737.5,24344.675,0.0198351879300699,0.0258540304039972,0.0310804571116525,0.0325632839336688,0.0444397010315812,0.05745741536393,3266,3390.5,3513.775,16120.85,16564,17311.45,0.13064,0.13562,0.140551,0.214944666666667,0.220853333333334,0.230819333333333,0.0879755970440675,0.0948407974257163,0.101436783605791,0.0892918234395794,0.103408822166094,0.11561606401361,0.139928,0.15132,0.157648,0.299044333333333,0.3165,0.324595666666667,6.0044895,6.00492,6.005521,47,50,53,100
"225",73,"highUnequal",-0.348725472886235,-0.286900320737992,-0.23479696296237,0.192753942160019,0.217171569201381,0.237493986613504,-1.15582408817156,-1.0833894943505,-1.02945548888785,0.0872685282399372,0.0992115712629509,0.109814790676743,0.05236625,0.08387,0.13226975,0.0508773333333333,0.08146,0.128606,0.056833,0.09078,0.143093,0.5441145,0.558245,0.56589375,0.530287333333333,0.543093333333333,0.550371,0.58548,0.6027,0.613065,0.152,0.152,0.152,0.150612,0.15194,0.152961333333333,0.149116,0.15218,0.156164,0.290595,0.29848,0.310153,0.338014333333333,0.34324,0.352393333333333,3569.4,3835.5,3977.675,22856.7,23987.5,24491.475,0.0213746639762433,0.0274232123429691,0.0331000175410831,0.0349184982347229,0.0472969086521638,0.0609795382183179,3294.95,3417,3536.95,16202.925,16592,17247.95,0.131798,0.13668,0.141478,0.216039,0.221226666666667,0.229972666666667,0.090205615083325,0.0966163261872773,0.103072046337904,0.0907357942665568,0.106350124377476,0.119335067758601,0.142776,0.15342,0.159107,0.304756,0.319833333333334,0.326553,6.0044895,6.00492,6.005521,47,50,53,100
"226",74,"highUnequal",-0.355329475474203,-0.290639924901697,-0.243666545991295,0.192715408487312,0.218222405540048,0.239901178257337,-1.15477844916447,-1.07827425935894,-1.02791154552198,0.0873644762552893,0.0992457420812019,0.109635283177399,0.044365,0.07238,0.11778525,0.0429783333333333,0.0704133333333333,0.114242,0.048475,0.07854,0.12705,0.54913275,0.56063,0.56720675,0.535275333333333,0.545586666666666,0.552077,0.590597,0.6051,0.61468,0.152,0.152,0.152,0.150697666666667,0.151933333333334,0.153020333333333,0.148939,0.1522,0.155907,0.290951,0.29822,0.308318,0.338947666666667,0.343466666666666,0.350783,3637.35,3882.5,4001.05,23223.55,24205.5,24625.575,0.0227607462657859,0.0291219959725967,0.0346962507142504,0.037661549721982,0.0504644790092403,0.0641089537093054,3331.425,3448,3554.9,16293.8,16631.5,17202.5,0.133257,0.13792,0.142196,0.217250666666667,0.221753333333333,0.229366666666667,0.0917718275123111,0.0982910131167312,0.104687925036747,0.0933314172181083,0.109070986541697,0.122387851307545,0.145494,0.1553,0.160042,0.309647333333333,0.32274,0.328341,6.0044895,6.00492,6.005521,47,50,53,100
"227",75,"highUnequal",-0.358018325411235,-0.296030646258686,-0.250775234895205,0.195379678704988,0.219680916047098,0.239670320380844,-1.14682306496164,-1.07440963110253,-1.02574091514781,0.0878302072772332,0.0992102542970244,0.109358497770696,0.037058,0.061965,0.10384825,0.0359773333333333,0.0602466666666666,0.100480666666667,0.0403,0.06696,0.112439,0.5531895,0.56291,0.568484,0.539121,0.54766,0.553377666666667,0.594735,0.6075,0.615922,0.152,0.152,0.152,0.150710333333333,0.1519,0.153062333333333,0.148813,0.1523,0.155869,0.291335,0.29826,0.306904,0.339984,0.343713333333334,0.349949333333333,3693.45,3915,4024.15,23544.625,24388.5,24755.575,0.0244117680179411,0.030711806514353,0.0362528055726376,0.0407652579347913,0.0540102898724565,0.0675668206608928,3364.85,3479,3580.6,16390.475,16688,17167.325,0.134594,0.13916,0.143224,0.218539666666667,0.222506666666667,0.228897666666667,0.0934337354205631,0.100196407272289,0.10625151196186,0.0954285185028138,0.112516437262426,0.125025463148486,0.147738,0.1566,0.160966,0.313928333333333,0.32518,0.330074333333333,6.0044895,6.00492,6.005521,47,50,53,100
"228",76,"highUnequal",-0.363165927185639,-0.298451962951719,-0.256961975221435,0.1975442359571,0.221142388696664,0.240219082484668,-1.14437074197266,-1.07335874629394,-1.02125503659948,0.0874504654563362,0.0992731912695319,0.10898227694916,0.03083175,0.052915,0.0910215,0.029899,0.05162,0.088268,0.03363,0.05686,0.09861,0.5566605,0.56447,0.5694415,0.542077666666667,0.54938,0.554457333333333,0.5986,0.60964,0.616983,0.152,0.152,0.152,0.150784,0.15198,0.153107333333333,0.148678,0.15206,0.155648,0.291632,0.29852,0.306572,0.341092666666667,0.344426666666667,0.349761333333333,3745.225,3944,4046.25,23805.55,24538,24867.1,0.0261442093867085,0.0325204109579776,0.0377481695526234,0.0438317554987603,0.057274914549506,0.0710525215558158,3405.325,3514,3605.925,16502.7,16758.5,17165.5,0.136213,0.14056,0.144237,0.220036,0.223446666666667,0.228873333333333,0.0951582949704123,0.101911563202587,0.107683456658767,0.0988170832797108,0.115407718199496,0.128321483499993,0.149809,0.15776,0.16185,0.317407333333333,0.327173333333333,0.331561333333333,6.0044895,6.00492,6.005521,47,50,53,100
"229",77,"highUnequal",-0.372865837997831,-0.30391429675963,-0.257899191199302,0.19763068695349,0.221503174804264,0.241269148000322,-1.14424604231947,-1.06975428158733,-1.01834308131517,0.0874833058426027,0.099319107687338,0.108846011887379,0.02589375,0.044365,0.07885075,0.0252483333333333,0.04326,0.0762713333333333,0.02783,0.04824,0.085665,0.559045,0.565805,0.57028975,0.544477,0.55088,0.555462333333333,0.601456,0.61134,0.618444,0.152,0.152,0.152,0.150765,0.151966666666667,0.153106666666667,0.14868,0.1521,0.155705,0.29232,0.29878,0.306785,0.342019666666667,0.345266666666666,0.349986666666667,3782.9,3972,4069.975,24040.175,24660.5,24972.2,0.0278520066694001,0.0341150456468126,0.0396313994848267,0.0471497701038552,0.0602637631095981,0.0736563721436635,3439.225,3546,3640.35,16608.325,16848,17206.575,0.137569,0.14184,0.145614,0.221444333333333,0.22464,0.229421,0.0967431957974368,0.10356327224701,0.109439280565188,0.101842948717949,0.118379601338855,0.131228427599631,0.151316,0.15888,0.162799,0.320535666666667,0.328806666666666,0.332962666666667,6.0044895,6.00492,6.005521,47,50,53,100
"230",78,"highUnequal",-0.375124281639457,-0.310127627660146,-0.263737408254063,0.198292424067213,0.22085174925356,0.242410935301545,-1.143420241831,-1.06855771092756,-1.01651492893027,0.0871656707783251,0.0995287090233506,0.108710566757215,0.0216755,0.037545,0.06793875,0.0211316666666667,0.0365266666666667,0.0660963333333333,0.023293,0.04076,0.072857,0.56063975,0.56701,0.57092625,0.546106333333333,0.5519,0.556101,0.603438,0.61276,0.61973,0.152,0.152,0.152,0.150730666666667,0.151946666666667,0.153118333333333,0.148645,0.15216,0.155808,0.293137,0.29938,0.307069,0.343315333333333,0.346266666666667,0.350694666666667,3816.475,3991,4091.85,24234.975,24777,25060.575,0.0295532808751874,0.0356770839759804,0.0410432104318071,0.050686423882076,0.063875524071227,0.0770609116442083,3479.9,3582.5,3677.35,16729.425,16952,17253.525,0.139196,0.1433,0.147094,0.223059,0.226026666666666,0.230047,0.0982417871856214,0.105073993948953,0.111084339163911,0.105287796516833,0.121236941561903,0.134315033630023,0.152659,0.15964,0.163674,0.323133,0.33036,0.334141,6.0044895,6.00492,6.005521,47,50,53,100
"231",79,"highUnequal",-0.380590145390161,-0.316605165344136,-0.26835748843817,0.199626358405642,0.222287148776969,0.242463609610218,-1.13992546955726,-1.06642884838157,-1.01235438957026,0.0874791922320493,0.0994866828789439,0.108525710203449,0.01818325,0.03151,0.05822,0.0178563333333333,0.0307733333333333,0.056581,0.019156,0.03414,0.06236,0.562498,0.56803,0.57172925,0.547821666666667,0.552766666666667,0.556654666666667,0.605558,0.61382,0.620694,0.152,0.152,0.152,0.150632333333333,0.151966666666667,0.153183666666667,0.148449,0.1521,0.156103,0.294312,0.30012,0.307702,0.344441,0.347253333333333,0.351148,3845.9,4003.5,4110.675,24410.4,24860,25149.05,0.0310757236683856,0.0373417121625199,0.0430103395611513,0.0541526790338819,0.0666448467221037,0.0795405705124377,3521.425,3623,3710.575,16843.8,17059.5,17319.2,0.140857,0.14492,0.148423,0.224584,0.22746,0.230922666666667,0.100327066528705,0.106477464414467,0.112594260216401,0.108400919956313,0.1245104103843,0.137745822371292,0.153836,0.16014,0.164427,0.325472,0.331466666666666,0.335320666666667,6.0044895,6.00492,6.005521,47,50,53,100
"232",80,"highUnequal",-0.385236698213647,-0.321495143111826,-0.271832241772101,0.19911324390382,0.222560393355442,0.243777549854131,-1.13981773059464,-1.06588038164812,-1.01078297264909,0.0874024921863736,0.099522074460702,0.108853029464516,0.01520125,0.02619,0.049621,0.014864,0.0257066666666666,0.0481286666666667,0.016213,0.02844,0.052817,0.56412475,0.568805,0.57253525,0.549126333333333,0.553486666666666,0.557297666666667,0.60692,0.61472,0.621534,0.152,0.152,0.152,0.150591,0.15196,0.153356333333333,0.147931,0.15212,0.156227,0.295137,0.30084,0.307825,0.345627666666667,0.348386666666667,0.351876,3866.375,4017,4128.625,24539.225,24935,25216.525,0.0329042835433398,0.0390255478714153,0.0447640227225553,0.0578003049570426,0.0701287732358137,0.0828988437849274,3562.325,3659,3752.725,16962.325,17181.5,17429.65,0.142493,0.14636,0.150109,0.226164333333333,0.229086666666666,0.232395333333333,0.101963949778822,0.108045347289041,0.114093698735887,0.111658405503715,0.12699239852253,0.140739338106027,0.154655,0.16068,0.165145,0.327189666666667,0.332466666666667,0.336220333333333,6.0044895,6.00492,6.005521,47,50,53,100
"233",81,"highUnequal",-0.389745608213559,-0.326526918493505,-0.277933834592993,0.200305906989627,0.223253383948292,0.244695558039767,-1.13595706741442,-1.06401879069373,-1.01093742560837,0.0874588097703669,0.0997009145412773,0.108873608284843,0.01241925,0.02198,0.0420225,0.0120303333333333,0.0215,0.040691,0.013586,0.02412,0.045408,0.56553125,0.56941,0.57298575,0.550328,0.554226666666667,0.557824,0.608163,0.61546,0.622355,0.152,0.152,0.152,0.150522666666667,0.152053333333333,0.153128333333333,0.148615,0.15184,0.156432,0.295405,0.30174,0.308652,0.346838,0.349526666666666,0.35283,3881.375,4031.5,4138.325,24642.05,24987,25278.525,0.0344777601293657,0.0407561454358632,0.0462295336564939,0.0612963211877451,0.0730477168435948,0.086282457265996,3605.9,3699,3796.525,17088.7,17300.5,17539.7,0.144236,0.14796,0.151861,0.227849333333333,0.230673333333334,0.233862666666667,0.103790356701425,0.109600357749012,0.115474370645926,0.114206630391337,0.13042026665834,0.143365996176651,0.155255,0.16126,0.165533,0.328560666666667,0.33316,0.337047,6.0044895,6.00492,6.005521,47,50,53,100
"234",82,"highUnequal",-0.394231176103359,-0.331548686653908,-0.279916073033465,0.199976291677216,0.223377240448672,0.24563057289931,-1.1353038933016,-1.06278019796938,-1.00908403024664,0.0877206940690814,0.0996062066679257,0.108830698930947,0.0101465,0.018505,0.03539825,0.00982266666666668,0.01818,0.0345146666666667,0.011059,0.0201,0.037925,0.56667775,0.56997,0.57346625,0.551246666666667,0.55486,0.558152333333333,0.609127,0.6161,0.622936,0.152,0.152,0.152,0.150845666666667,0.152026666666667,0.153315666666667,0.148053,0.15192,0.155463,0.296117,0.3027,0.309593,0.347966333333333,0.350826666666667,0.353973,3897.225,4043.5,4152.175,24726.75,25035,25319.625,0.0362354177811875,0.0422496558502532,0.0477006239925904,0.0647855232699408,0.0761817281442844,0.0885555222727615,3641.85,3742.5,3830.1,17229,17419.5,17653.425,0.145674,0.1497,0.153204,0.22972,0.23226,0.235379,0.105185548447643,0.110980598411922,0.116715057348278,0.117938596113422,0.132904348436968,0.145918818542647,0.155889,0.16174,0.166087,0.32969,0.3338,0.337595,6.0044895,6.00492,6.005521,47,50,53,100
"235",83,"highUnequal",-0.397267419020447,-0.335273103560696,-0.282885767901081,0.200158007339251,0.224179381638235,0.24496643334509,-1.13490263136459,-1.06275187104203,-1.00859485071424,0.0874276087084641,0.0995426225212888,0.108646740542788,0.00821025,0.015445,0.0297555,0.00805766666666667,0.0151933333333334,0.029006,0.008996,0.01662,0.03202,0.5675285,0.57052,0.573871,0.551877333333333,0.555293333333333,0.558484333333333,0.609708,0.61662,0.623258,0.152,0.152,0.152,0.150750333333333,0.15204,0.153316333333333,0.148051,0.15188,0.155749,0.297503,0.30358,0.310606,0.349011333333333,0.352193333333333,0.355304,3912.8,4053,4162.75,24797.95,25083.5,25349.575,0.0379151826180389,0.0439369257601602,0.0494708170524761,0.0674990620082576,0.079829038796701,0.0914030794092907,3678.65,3782,3884,17356.425,17552.5,17776.675,0.147146,0.15128,0.15536,0.231419,0.234033333333333,0.237022333333333,0.106730697979051,0.112551465378405,0.118140147324064,0.120700404743356,0.135803232020462,0.149213791767634,0.156512,0.16212,0.16651,0.330639333333333,0.334446666666667,0.337994333333333,6.0044895,6.00492,6.005521,47,50,53,100
"236",84,"highUnequal",-0.40115313190134,-0.338567490477191,-0.289842858455837,0.200319024302001,0.224250920963728,0.246359733520318,-1.13252090750685,-1.06219977418463,-1.00717290422485,0.0874060200781615,0.0994329126407122,0.108825426358398,0.006787,0.01281,0.02493775,0.00661066666666667,0.01254,0.0240593333333333,0.0074,0.01386,0.02688,0.568036,0.570855,0.574291,0.552330666666667,0.555606666666667,0.558809666666667,0.610055,0.61698,0.623534,0.152,0.152,0.152,0.150608666666667,0.15204,0.153336,0.147992,0.15188,0.156174,0.298625,0.30488,0.311553,0.350375,0.353526666666667,0.356554333333333,3925.7,4059.5,4170.025,24859.325,25113.5,25381,0.0397723079017404,0.0454736652109042,0.0509429875719046,0.070421575488362,0.0828826997178259,0.0952893269984643,3719.7,3822,3928.025,17492.4,17691.5,17913.7,0.148788,0.15288,0.157121,0.233232,0.235886666666666,0.238849333333333,0.108199382736281,0.114022471713544,0.119281701157034,0.123189238122712,0.13895658788813,0.151995195745616,0.157028,0.16238,0.166801,0.331457666666667,0.334846666666667,0.338413333333333,6.0044895,6.00492,6.005521,47,50,53,100
